UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2023,1,0,State Adjustment 2023,AL,,Final,"119,732.426","896,242.248","736,808","56,783.821","436,110.310","130,856","28,426.924","317,486.184","1,003",0.000,0.000,0,"204,943","1,649,839","868,667"
2023,1,195,Alabama Power Co,AL,Investor Owned,Final,"232,125.000","1,466,688.000","1,319,936","138,418.000","992,739.000","206,139","113,235.000","1,647,445.000","6,128",0.000,0.000,0,"483,778","4,106,872","1,532,203"
2023,1,4958,Decatur Utilities,AL,Municipal,Final,"3,777.000","32,704.000","22,741","2,813.000","23,622.000","4,061","2,598.000","42,210.000",11,0.000,0.000,0,"9,188","98,536","26,813"
2023,1,6422,City of Florence - (AL),AL,Municipal,Final,"7,626.794","66,146.393","41,377","4,456.000","35,572.000","10,032",556.000,"6,700.000",8,0.000,0.000,0,"12,639","108,418","51,417"
2023,1,9094,City of Huntsville - (AL),AL,Municipal,Final,"32,225.000","278,166.000","183,040","19,199.000","167,801.000","22,023","2,666.000","36,637.000",28,0.000,0.000,0,"54,090","482,604","205,091"
2023,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,"7,717.000","57,939.000","36,196","3,352.000","24,482.000","8,872","4,128.000","63,787.000",20,0.000,0.000,0,"15,197","146,208","45,088"
2023,1,17252,Singing River Elec Cooperative,AL,Cooperative,Final,53.163,447.237,331,5.350,43.287,14,0.000,0.000,0,0.000,0.000,0,59,491,345
2023,1,18642,Tennessee Valley Authority,AL,Federal,Final,0.000,0.000,0,"2,402.535","32,874.108",1,"20,727.070","417,540.539",10,0.000,0.000,0,"23,130","450,415",11
2023,1,88888,State Total,AL,,Final,"403,256.383","2,798,332.878","2,340,429","227,429.706","1,713,243.705","381,998","172,336.994","2,531,805.723","7,208",0.000,0.000,0,"803,023","7,043,382","2,729,635"
2023,1,0,State Adjustment 2023,AR,,Final,"50,694.948","452,723.367","399,981","22,059.833","207,053.525","50,820","21,139.778","224,765.781","8,188",0.023,-0.068,0,"93,895","884,543","458,989"
2023,1,814,Entergy Arkansas LLC,AR,Investor Owned,Final,"89,126.475","807,903.183","603,040","45,264.304","474,319.766","100,267","42,163.817","666,666.222","23,321",0.140,1.760,1,"176,555","1,948,891","726,629"
2023,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,"9,614.512","70,035.021","53,377","1,708.405","13,085.162","4,098","2,122.760","24,495.957",42,0.000,0.000,0,"13,446","107,616","57,517"
2023,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,"15,802.107","131,514.124","94,692","3,777.948","36,100.000","6,593","2,473.854","29,205.629",50,0.000,0.000,0,"22,054","196,820","101,335"
2023,1,5860,Empire District Electric Co,AR,Investor Owned,Final,636.485,"5,073.258","4,608",283.926,"2,763.931",820,496.858,"6,064.225",9,0.000,0.000,0,"1,417","13,901","5,437"
2023,1,6342,First Electric Coop Corp,AR,Cooperative,Final,"18,256.708","136,504.667","92,906","2,796.877","17,455.648","6,785","3,343.792","35,458.691","1,090",0.000,0.000,0,"24,397","189,419","100,781"
2023,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,502.132,"4,835.303","3,255",143.589,"1,279.006",779,"16,904.506","293,986.115",886,0.000,0.000,0,"17,550","300,100","4,920"
2023,1,13718,City of North Little Rock - (AR),AR,Municipal,Final,"3,820.000","29,523.000","34,664","2,237.000","17,795.000","5,001","2,097.000","21,609.000",154,3.000,21.000,1,"8,157","68,948","39,820"
2023,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,"6,273.577","67,644.329","57,656","5,494.156","60,702.311","11,246","5,035.842","83,996.204",362,0.000,0.000,0,"16,804","212,343","69,264"
2023,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,"11,904.996","103,540.986","106,409","8,512.020","91,149.026","18,782","6,057.542","81,751.337",605,0.000,0.000,0,"26,475","276,441","125,796"
2023,1,60025,Greenbacker Renewable Energy Corporation,AR,Behind the Meter,Final,0.000,0.000,0,8.540,135.010,2,0.000,0.000,0,0.000,0.000,0,9,135,2
2023,1,88888,State Total,AR,,Final,"206,631.940","1,809,297.238","1,450,588","92,286.598","921,838.385","205,193","101,835.749","1,467,999.161","34,707",3.163,22.692,2,"400,757","4,199,157","1,690,490"
2023,1,0,State Adjustment 2023,AZ,,Final,"20,587.212","146,760.260","93,733","17,009.947","145,464.138","27,236","9,937.138","113,127.996","4,134",-0.686,-0.042,0,"47,534","405,352","125,103"
2023,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,48.870,418.000,835,23.460,219.000,208,0.000,0.000,0,0.000,0.000,0,72,637,"1,043"
2023,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,"146,287.544","1,092,531.422","1,222,087","119,473.528","1,031,949.472","139,519","19,981.078","160,567.909","2,752",0.000,0.000,0,"285,742","2,285,049","1,364,358"
2023,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,139.920,"1,675.700","2,191",95.220,"1,213.100",394,"26,201.300","235,471.400",2,0.000,0.000,0,"26,436","238,360","2,587"
2023,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,"3,063.000","17,695.000","27,383","3,076.000","16,359.000","3,388","1,193.000","3,570.000",2,0.000,0.000,0,"7,332","37,624","30,773"
2023,1,16572,Salt River Project,AZ,Political Subdivision,Final,"104,656.000","983,621.000","1,025,542","76,825.590","903,240.020","109,917","19,043.000","350,761.000",46,63.415,742.976,1,"200,588","2,238,365","1,135,506"
2023,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,"5,698.115","39,090.681","50,211","2,011.167","18,307.304","2,262",172.729,"2,572.925",29,0.000,0.000,0,"7,882","59,971","52,502"
2023,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,"10,289.854","83,439.787","92,397","6,555.963","51,726.113","12,105",952.955,"9,929.183",8,0.000,0.000,0,"17,799","145,095","104,510"
2023,1,21538,"Mohave Electric Cooperative, Inc.",AZ,Cooperative,Final,"4,558.100","30,430.500","39,703","1,226.600","8,515.800","4,428","1,826.200","15,193.200",24,0.000,0.000,0,"7,611","54,140","44,155"
2023,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,"38,264.977","279,928.581","402,611","18,407.546","142,203.221","41,535","19,319.337","240,080.933",575,6.749,48.908,1,"75,999","662,262","444,722"
2023,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,22.389,264.000,319,178.304,"2,343.000",118,2.316,18.000,33,0.000,0.000,0,203,"2,625",470
2023,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0.000,0.000,0,314.019,"5,601.297",12,230.567,"10,794.616",4,0.000,0.000,0,545,"16,396",16
2023,1,57313,Tesla Inc.,AZ,Behind the Meter,Final,"4,645.630","25,264.060","40,231",480.590,"4,620.210",828,0.000,0.000,0,0.000,0.000,0,"5,126","29,884","41,059"
2023,1,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,492.240,"4,675.627",9,0.000,0.000,0,0.000,0.000,0,492,"4,676",9
2023,1,59579,Sunnova,AZ,Behind the Meter,Final,378.183,"3,022.262","3,775",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,378,"3,022","3,775"
2023,1,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,"1,463.048","5,814.551","11,215",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,463","5,815","11,215"
2023,1,59647,Sunrun Inc.,AZ,Behind the Meter,Final,"5,575.363","27,279.282","37,400",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"5,575","27,279","37,400"
2023,1,59943,Spruce Finance,AZ,Behind the Meter,Final,348.249,"2,472.818","3,660",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,348,"2,473","3,660"
2023,1,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,0.000,0.000,0,20.360,109.480,4,0.000,0.000,0,0.000,0.000,0,20,109,4
2023,1,60981,"TerraForm US Energy Services, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,74.519,925.073,29,0.000,0.000,0,0.000,0.000,0,75,925,29
2023,1,61098,Longroad Energy,AZ,Behind the Meter,Final,0.000,0.000,0,32.651,359.684,16,0.000,0.000,0,0.000,0.000,0,33,360,16
2023,1,88888,State Total,AZ,,Final,"346,026.454","2,739,707.904","3,053,293","246,297.704","2,337,831.539","342,008","98,859.620","1,142,087.162","7,609",69.478,791.842,2,"691,253","6,220,418","3,402,912"
2023,1,0,State Adjustment 2023,CA,,Final,"825,980.566","2,968,483.121","5,368,350","1,019,767.276","4,345,762.633","795,194","261,687.962","1,542,025.950","7,646","2,484.462","30,337.889",1,"2,109,920","8,886,610","6,171,191"
2023,1,4390,City of Corona - (CA),CA,Municipal,Final,90.476,596.536,"1,286",402.819,"3,237.107",546,210.815,"2,162.827",9,0.000,0.000,0,704,"5,996","1,841"
2023,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,"15,778.000","96,686.000","139,638","16,581.000","106,377.000","21,732",885.000,"4,322.000",811,0.000,0.000,0,"33,244","207,385","162,181"
2023,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,"157,558.998","716,852.440","1,395,850","183,827.884","900,013.603","90,360","15,202.631","75,946.765","9,402","1,356.872","6,777.906",2,"357,946","1,699,591","1,495,614"
2023,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,"14,046.993","78,434.572","102,260","8,468.126","59,236.636","29,611","5,868.662","60,539.008",143,0.000,0.000,0,"28,384","198,210","132,014"
2023,1,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,"291,725.000","1,074,396.000","1,821,034","174,422.000","608,373.000","198,737","120,421.000","582,327.000","92,865",0.000,0.000,0,"586,568","2,265,096","2,112,636"
2023,1,14354,PacifiCorp,CA,Investor Owned,Final,"8,294.734","46,806.987","36,243","3,740.707","23,970.455","7,577",543.001,"4,335.197","1,937",0.000,0.000,0,"12,578","75,113","45,757"
2023,1,14534,City of Pasadena - (CA),CA,Municipal,Final,"6,953.544","33,349.519","58,268","9,926.871","56,026.716","8,771",0.000,0.000,0,82.719,492.833,1,"16,963","89,869","67,040"
2023,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,"57,055.049","396,453.171","576,489","42,703.376","290,884.478","70,287","17,941.216","141,131.867","2,498",253.898,"2,078.760",1,"117,954","830,548","649,275"
2023,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,"114,537.271","301,406.189","608,984","66,539.126","210,005.878","71,167","14,131.705","63,452.733","4,141","1,182.398","6,495.843",4,"196,391","581,361","684,296"
2023,1,16612,City & County of San Francisco,CA,Municipal,Final,346.326,"1,842.163","1,788","9,368.141","64,172.485",367,192.608,"2,061.928",1,893.389,"7,477.604",1,"10,800","75,554","2,157"
2023,1,16655,City of Santa Clara - (CA),CA,Municipal,Final,"4,091.556","29,853.994","51,238","1,919.830","10,069.012","6,377","40,881.566","341,508.999","1,589",15.514,72.458,1,"46,908","381,504","59,205"
2023,1,17609,Southern California Edison Co,CA,Investor Owned,Final,"558,541.771","2,020,088.000","3,176,716","458,447.641","2,375,114.000","451,322","40,862.547","239,749.000","21,001",0.000,0.000,0,"1,057,852","4,634,951","3,649,039"
2023,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,"3,005.633","10,876.411","23,200","1,166.972","4,064.038","1,495",548.198,"3,066.148",6,0.000,0.000,0,"4,721","18,007","24,701"
2023,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,464.160,"4,428.579","2,816",119.161,"1,056.514",963,72.049,431.994,962,0.000,0.000,0,655,"5,917","4,741"
2023,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,"10,542.000","66,259.000","79,460","5,183.000","39,790.000","8,697","6,865.000","56,894.000","6,105",0.000,0.000,0,"22,590","162,943","94,262"
2023,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,2.171,12.958,12,0.166,0.476,2,0.144,1.422,30,0.000,0.000,0,2,15,44
2023,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0.000,0.000,0,"7,228.050","61,433.607",44,"3,804.138","89,164.647",48,13.623,105.000,1,"11,046","150,703",93
2023,1,57313,Tesla Inc.,CA,Behind the Meter,Final,"12,395.280","46,752.710","147,409","2,545.440","17,943.290","6,326",0.000,0.000,0,0.000,0.000,0,"14,941","64,696","153,735"
2023,1,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0.000,0.000,0,822.070,"4,721.521",26,7.570,55.687,1,0.000,0.000,0,830,"4,777",27
2023,1,59579,Sunnova,CA,Behind the Meter,Final,"4,858.536","31,424.734","88,879",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"4,859","31,425","88,879"
2023,1,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,"8,064.353","19,884.782","60,611",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"8,064","19,885","60,611"
2023,1,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0.000,0.000,0,127.918,875.599,25,0.000,0.000,0,0.000,0.000,0,128,876,25
2023,1,59647,Sunrun Inc.,CA,Behind the Meter,Final,"35,086.450","98,930.630","266,589",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"35,086","98,931","266,589"
2023,1,59943,Spruce Finance,CA,Behind the Meter,Final,"2,393.114","10,565.071","25,729",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,393","10,565","25,729"
2023,1,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,0.000,0.000,0,63.820,705.990,21,0.000,0.000,0,0.000,0.000,0,64,706,21
2023,1,60981,"TerraForm US Energy Services, LLC",CA,Behind the Meter,Final,0.000,0.000,0,226.842,"1,610.841",81,0.000,0.000,0,0.000,0.000,0,227,"1,611",81
2023,1,61098,Longroad Energy,CA,Behind the Meter,Final,0.000,0.000,0,93.135,685.743,156,0.000,0.000,0,0.000,0.000,0,93,686,156
2023,1,61823,"Greenskies Renewable Energy, LLC",CA,Behind the Meter,Final,0.000,0.000,0,81.354,936.248,3,0.000,0.000,0,0.000,0.000,0,81,936,3
2023,1,65242,"Scale Sustainable I, LLC",CA,Behind the Meter,Final,0.000,0.000,0,29.971,163.603,2,0.000,0.000,0,0.000,0.000,0,30,164,2
2023,1,66036,"EverBright, LLC",CA,Behind the Meter,Final,25.240,77.240,208,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,25,77,208
2023,1,88888,State Total,CA,,Final,"2,131,837.221","8,054,460.807","14,033,057","2,013,802.696","9,187,230.473","1,769,889","530,125.812","3,209,177.172","149,195","6,282.875","53,838.293",12,"4,682,049","20,504,707","15,952,153"
2023,1,0,State Adjustment 2023,CO,,Final,"47,977.028","337,489.498","450,006","29,808.313","270,578.264","77,809","21,392.336","237,914.740","7,990",217.100,22.101,1,"99,395","846,005","535,806"
2023,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,"19,672.233","135,405.648","209,561","10,024.050","95,291.320","38,317","14,638.687","158,657.086","1,588",0.000,0.000,0,"44,335","389,354","249,466"
2023,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,"5,982.481","51,961.313","69,934","4,033.529","40,829.537","8,817","2,641.320","36,629.411",13,0.000,0.000,0,"12,657","129,420","78,764"
2023,1,9336,CORE Electric Cooperative,CO,Cooperative,Final,"21,888.000","153,807.000","160,383","7,501.000","63,125.000","13,826",463.000,"4,977.000",11,0.000,0.000,0,"29,852","221,909","174,220"
2023,1,10066,K C Electric Association,CO,Cooperative,Final,538.517,"4,303.657","3,394","1,319.142","10,771.386","2,537",9.321,74.934,681,0.000,0.000,0,"1,867","15,150","6,612"
2023,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,170.772,"2,157.349","1,536",162.443,"1,897.200",571,"2,872.922","38,721.563",142,0.000,0.000,0,"3,206","42,776","2,249"
2023,1,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,"6,093.484","52,613.826","45,943","3,627.366","33,011.987","4,701","3,036.008","44,307.282",722,0.000,0.000,0,"12,757","129,933","51,366"
2023,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,"128,432.188","919,226.834","1,339,511","117,873.907","1,100,205.425","222,325","39,228.084","499,431.628",312,877.914,"8,691.031",1,"286,412","2,527,555","1,562,149"
2023,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,"1,313.000","9,122.000","8,936",611.000,"5,225.000","1,557",603.000,661.000,"2,587",0.000,0.000,0,"2,527","15,008","13,080"
2023,1,19499,"United Power, Inc",CO,Cooperative,Final,"11,227.403","85,762.347","95,297","5,904.675","55,667.426","11,009","11,306.011","144,210.380",868,0.000,0.000,0,"28,438","285,640","107,174"
2023,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0.000,0.000,0,115.533,"4,516.631",6,6.940,276.685,3,0.000,0.000,0,122,"4,793",9
2023,1,27058,"High West Energy, Inc",CO,Cooperative,Final,97.000,766.000,674,34.000,317.000,19,"1,107.000","9,539.000",356,0.000,0.000,0,"1,238","10,622","1,049"
2023,1,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,"11,205.663","56,275.000","88,529","10,203.146","71,634.000","12,109","3,890.514","12,630.000",54,0.000,0.000,0,"25,299","140,539","100,692"
2023,1,57313,Tesla Inc.,CO,Behind the Meter,Final,695.410,"3,213.990","12,911",108.710,"1,009.970","1,001",0.000,0.000,0,0.000,0.000,0,804,"4,224","13,912"
2023,1,59579,Sunnova,CO,Behind the Meter,Final,116.218,"1,798.570","7,895",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,116,"1,799","7,895"
2023,1,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,67.016,169.227,"1,102",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,67,169,"1,102"
2023,1,59647,Sunrun Inc.,CO,Behind the Meter,Final,705.903,"1,527.069","7,037",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,706,"1,527","7,037"
2023,1,59943,Spruce Finance,CO,Behind the Meter,Final,53.352,438.315,"1,080",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,53,438,"1,080"
2023,1,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,0.212,2.196,10,32.570,256.670,32,0.000,0.000,0,0.000,0.000,0,33,259,42
2023,1,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0.000,0.000,0,1.712,32.301,13,0.000,0.000,0,0.000,0.000,0,2,32,13
2023,1,61098,Longroad Energy,CO,Behind the Meter,Final,0.000,0.000,0,1.716,17.260,16,0.000,0.000,0,0.000,0.000,0,2,17,16
2023,1,61823,"Greenskies Renewable Energy, LLC",CO,Behind the Meter,Final,0.000,0.000,0,2.064,58.725,1,0.000,0.000,0,0.000,0.000,0,2,59,1
2023,1,65242,"Scale Sustainable I, LLC",CO,Behind the Meter,Final,0.000,0.000,0,7.620,108.340,4,0.000,0.000,0,0.000,0.000,0,8,108,4
2023,1,88888,State Total,CO,,Final,"256,235.880","1,816,039.839","2,503,739","191,372.496","1,754,553.442","394,670","101,195.143","1,188,030.709","15,327","1,095.014","8,713.132",2,"549,899","4,767,337","2,913,738"
2023,1,0,State Adjustment 2023,CT,,Final,"34,696.475","140,234.144","124,004","109,125.673","609,724.148","41,482","22,005.367","141,569.709","1,592",881.822,"2,465.550",1,"166,709","893,994","167,079"
2023,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,"254,927.664","822,094.136","1,057,343","63,233.672","217,229.135","88,576","5,264.858","13,966.575","2,005","2,688.328","12,134.771",1,"326,115","1,065,425","1,147,925"
2023,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,"2,112.110","10,885.215","12,222","1,565.640","8,079.605","1,602","2,476.040","19,917.027",12,0.000,0.000,0,"6,154","38,882","13,836"
2023,1,19497,United Illuminating Co,CT,Investor Owned,Final,"54,326.062","161,467.836","280,677","16,033.772","50,965.979","20,216",645.377,"2,571.585",327,556.762,"1,280.400",1,"71,562","216,286","301,221"
2023,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,"3,847.250","22,433.000","21,535","2,475.620","15,875.000","3,727","1,214.180","9,464.000",24,0.000,0.000,0,"7,537","47,772","25,286"
2023,1,57313,Tesla Inc.,CT,Behind the Meter,Final,390.700,"1,902.730","8,461",64.910,590.260,848,0.000,0.000,0,0.000,0.000,0,456,"2,493","9,309"
2023,1,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0.000,0.000,0,1.970,16.456,1,0.000,0.000,0,0.000,0.000,0,2,16,1
2023,1,59579,Sunnova,CT,Behind the Meter,Final,"1,780.450","5,220.242","17,043",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,780","5,220","17,043"
2023,1,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,354.592,788.574,"2,459",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,355,789,"2,459"
2023,1,59647,Sunrun Inc.,CT,Behind the Meter,Final,"1,517.308","3,425.771","13,782",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,517","3,426","13,782"
2023,1,59943,Spruce Finance,CT,Behind the Meter,Final,157.569,635.753,"1,858",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,158,636,"1,858"
2023,1,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,0.000,0.000,0,6.520,29.830,3,0.000,0.000,0,0.000,0.000,0,7,30,3
2023,1,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0.000,0.000,0,6.757,50.661,7,0.000,0.000,0,0.000,0.000,0,7,51,7
2023,1,61098,Longroad Energy,CT,Behind the Meter,Final,0.000,0.000,0,1.238,9.802,8,0.000,0.000,0,0.000,0.000,0,1,10,8
2023,1,61823,"Greenskies Renewable Energy, LLC",CT,Behind the Meter,Final,0.000,0.000,0,86.365,"1,341.368",29,0.000,0.000,0,0.000,0.000,0,86,"1,341",29
2023,1,88888,State Total,CT,,Final,"354,110.180","1,169,087.401","1,539,384","192,602.137","903,912.244","156,499","31,605.822","187,488.896","3,960","4,126.912","15,880.721",3,"582,445","2,276,369","1,699,846"
2023,1,0,State Adjustment 2023,DC,,Final,"8,256.298","33,670.036","35,517","67,231.109","420,961.844","7,390","1,431.835","13,301.479",1,"2,208.706","21,532.077",3,"79,128","489,465","42,911"
2023,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,"23,620.091","179,459.908","274,729","26,455.486","172,731.317","19,941",0.000,0.000,0,0.000,0.000,0,"50,076","352,191","294,670"
2023,1,57313,Tesla Inc.,DC,Behind the Meter,Final,13.460,81.396,506,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,13,81,506
2023,1,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0.000,0.000,0,2.540,44.414,2,0.000,0.000,0,0.000,0.000,0,3,44,2
2023,1,59579,Sunnova,DC,Behind the Meter,Final,1.967,16.214,45,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,16,45
2023,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,2.719,10.352,50,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,3,10,50
2023,1,88888,State Total,DC,,Final,"31,894.535","213,237.906","310,847","93,689.135","593,737.575","27,333","1,431.835","13,301.479",1,"2,208.706","21,532.077",3,"129,224","841,809","338,184"
2023,1,0,State Adjustment 2023,DE,,Final,"9,079.152","53,569.281","56,170","18,637.662","183,271.025","14,585","8,607.186","106,088.169",731,0.000,0.000,0,"36,324","342,928","71,486"
2023,1,5027,Delmarva Power,DE,Investor Owned,Final,"35,686.709","262,559.232","272,008","14,035.293","99,508.959","26,960",259.944,"1,617.541",46,0.000,0.000,0,"49,982","363,686","299,014"
2023,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,"18,571.000","133,888.000","100,414","3,226.000","23,068.000","12,958",0.000,0.000,0,0.000,0.000,0,"21,797","156,956","113,372"
2023,1,5335,City of Dover - (DE),DE,Municipal,Final,"3,147.920","19,639.804","21,311","2,528.454","16,938.869","3,439","2,456.190","21,232.265",38,0.000,0.000,0,"8,133","57,811","24,788"
2023,1,13519,City of Newark - (DE),DE,Municipal,Final,"1,513.772","8,723.069","11,808",977.257,"6,147.771","1,464","2,075.784","17,947.619",57,0.000,0.000,0,"4,567","32,818","13,329"
2023,1,57313,Tesla Inc.,DE,Behind the Meter,Final,345.160,"1,204.450","3,327",1.290,20.210,1,0.000,0.000,0,0.000,0.000,0,346,"1,225","3,328"
