UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MWh),RES_CONS ,COM_REV (Thousand $),COM_SALES (MWh),COM_CONS,IND_REV (Thousand $),IND_SALES (MWh),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MWh),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MWh),TOT_CONS
0,State Level Adjustment,GA,2007R,4,138340,1473399,0,70468,802159,0,33897,619944,0,,,0,242705,2895502,0
3408,Chattanooga City of,GA,2007R,4,787,10407,9762,343,4228,1211,133,2130,3,0,0,0,1263,16765,10976
3916,Cobb Electric Membership Corp,GA,2007R,4,14347,151567,172340,7846,85984,19473,1075,21877,46,0,0,0,23268,259428,191859
7140,Georgia Power Co,GA,2007R,4,142464,1612118,2009920,198395,2476530,300685,112962,2030376,8250,949,15274,1,454770,6134298,2318856
9601,Jackson Electric Member Corp,GA,2007R,4,14968,162080,183211,9813,110472,18373,2751,51861,81,0,0,0,27532,324413,201665
88888,Total EPM,GA,2007R,4,310906,3409571,0,286865,3479373,0,150818,2726188,0,,,0,749538,9630406,0
0,State Level Adjustment,HI,2007R,4,-17,4,0,-16,17,0,-9,0,0,,,0,-42,21,0
8287,Hawaii Electric Light Co Inc,HI,2007R,4,11496,36022,63844,11437,37343,13656,5008,19564,66,0,0,0,27941,92929,77566
10071,Kauai Island Utility Cooperative,HI,2007R,4,4423,13092,26873,3662,10831,4664,4099,12836,126,0,0,0,12184,36759,31663
11843,Maui Electric Co Ltd,HI,2007R,4,9539,35320,55227,8833,32640,10001,7717,32910,140,0,0,0,26089,100870,65368
19547,Hawaiian Electric Co Inc,HI,2007R,4,30962,166598,259582,32283,195034,33571,32717,232692,348,0,0,0,95962,594324,293501
88888,Total EPM,HI,2007R,4,56403,251036,0,56199,275865,0,49532,298002,0,,,0,162134,824903,0
0,State Level Adjustment,IA,2007R,4,29389,309194,0,16705,245679,0,14370,270752,0,,,0,60464,825625,0
471,Amana Society Service Co,IA,2007R,4,55,507,707,65,658,179,403,5965,1,0,0,0,523,7130,887
9417,Interstate Power and Light Co,IA,2007R,4,26355,241739,408213,20154,261548,72457,28843,608524,2566,0,0,0,75352,1111811,483236
12341,MidAmerican Energy Co,IA,2007R,4,31377,355763,539781,25905,401898,85566,26490,668930,1251,0,0,0,83772,1426591,626598
88888,Total EPM,IA,2007R,4,87176,907203,0,62829,909783,0,70106,1554171,0,,,0,220111,3371157,0
0,State Level Adjustment,ID,2007R,4,4667,61341,0,1995,33104,0,838,18877,0,,,0,7500,113322,0
9187,Idaho Falls City of,ID,2007R,4,1408,22950,21673,1297,20265,3389,407,8547,8,0,0,0,3112,51762,25070
9191,Idaho Power Co,ID,2007R,4,17982,324718,382203,11287,290915,57708,9306,326209,16502,0,0,0,38575,941842,456413
10454,Kootenai Electric Coop Inc,ID,2007R,4,1604,22552,19903,552,7974,1758,69,1485,47,0,0,0,2225,32011,21708
11273,Lower Valley Energy Inc,ID,2007R,4,59,1026,1220,11,197,166,155,4148,43,0,0,0,225,5371,1429
14354,PacifiCorp,ID,2007R,4,2892,53059,54279,1789,28049,7927,4769,151468,5428,0,0,0,9450,232576,67634
16565,Salmon River Electric Coop Inc,ID,2007R,4,190,2352,2093,97,1309,433,452,16016,179,0,0,0,739,19677,2705
20169,Avista Corp,ID,2007R,4,5498,83401,101195,5163,75227,16065,4306,102855,476,0,0,0,14967,261483,117736
22814,Raft Rural Elec Coop Inc,ID,2007R,4,102,1495,1238,60,1246,265,520,5377,860,0,0,0,682,8118,2363
88888,Total EPM,ID,2007R,4,34402,572894,0,22251,458286,0,20822,634982,0,,,0,77475,1666162,0
0,State Level Adjustment,IL,2007R,4,26086,396903,0,140175,1887453,0,233283,3790099,0,,,0,402699,6125829,0
3252,Central Illinois Light Co,IL,2007R,4,16647,142719,186500,8356,87032,24050,1760,26460,86,0,0,0,26763,256211,210636
3253,Central Illinois Pub Serv Co,IL,2007R,4,26239,239786,338075,26188,287789,54749,2143,41430,560,63,822,1,54633,569827,393385
4110,Commonwealth Edison Co,IL,2007R,4,190176,1740353,3416849,116594,1230289,326526,13162,226657,177,0,0,0,319932,3197299,3743552
9208,Illinois Power Co,IL,2007R,4,41593,353453,540938,27576,286836,68822,3521,50674,43,1,6,4,72691,690969,609807
9417,Interstate Power and Light Co,IL,2007R,4,93,1469,1,37,478,1,1,1,1,0,0,0,131,1948,3
12341,MidAmerican Energy Co,IL,2007R,4,3401,43573,75382,3002,51771,9063,2102,54654,85,0,0,0,8505,149998,84530
13032,Mt Carmel Public Utility Co,IL,2007R,4,304,3505,4592,105,1148,866,290,4402,105,0,0,0,699,9055,5563
88888,Total EPM,IL,2007R,4,304539,2921761,0,322033,3832796,0,256262,4194377,0,,,0,886053,11001136,0
0,State Level Adjustment,IN,2007R,4,57085,636484,0,19483,263944,0,31461,592544,0,,,0,108029,1492972,0
261,AGC Division of APG Inc,IN,2007R,4,0,0,0,0,0,0,9900,381418,1,0,0,0,9900,381418,1
9273,Indianapolis Power & Light Co,IN,2007R,4,26949,359820,417381,12914,161087,47167,32352,587434,4592,0,0,0,72215,1108341,469140
9324,Indiana Michigan Power Co,IN,2007R,4,23867,329244,399205,22556,372365,52182,25370,576896,4120,0,0,0,71793,1278505,455507
13756,Northern Indiana Pub Serv Co,IN,2007R,4,25433,220852,398063,29753,306811,53003,43587,757206,2508,161,1437,1,98934,1286306,453575
15470,Duke Energy Indiana Inc,IN,2007R,4,53632,590448,669936,43478,655315,98896,48017,1009059,2867,0,0,0,145127,2254822,771699
17633,Southern Indiana Gas & Elec Co,IN,2007R,4,9681,98665,127268,9316,118572,18907,10930,196980,203,0,0,0,29927,414217,146378
88888,Total EPM,IN,2007R,4,196647,2235513,0,137500,1878094,0,201617,4101537,0,,,0,535925,8216581,0
0,State Level Adjustment,KS,2007R,4,21357,199385,0,21202,233392,0,15040,268638,0,,,0,57599,701415,0
5860,Empire District Electric Co,KS,2007R,4,675,7172,8834,427,4639,1403,397,6375,50,0,0,0,1499,18186,10287
9996,Kansas City City of,KS,2007R,4,2703,35576,57099,5427,82219,6994,3064,64776,91,0,0,0,11194,182571,64184
10000,Kansas City Power & Light Co,KS,2007R,4,12634,175263,208061,15038,250092,25935,1808,34488,1020,0,0,0,29480,459843,235016
10005,Kansas Gas & Electric Co,KS,2007R,4,13041,171800,272827,14732,244707,33885,13170,301452,3500,0,0,0,40943,717959,310212
12524,Midwest Energy Inc,KS,2007R,4,1758,19515,29703,2329,26083,14871,2762,40539,3188,0,0,0,6849,86137,47762
22500,Westar Energy Inc,KS,2007R,4,15381,200671,312637,19481,336404,46954,7753,157282,1178,0,0,0,42615,694357,360769
88888,Total EPM,KS,2007R,4,67549,809382,0,78636,1177536,0,43994,873550,0,,,0,190179,2860468,0
0,State Level Adjustment,KY,2007R,4,54070,656662,0,25066,331924,0,24033,463193,0,,,0,103169,1451779,0
5748,Electric Energy Inc,KY,2007R,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9964,Kenergy Corp,KY,2007R,4,3536,52953,44676,1355,20342,9529,22947,682067,31,0,0,0,27838,755362,54236
10171,Kentucky Utilities Company,KY,2007R,4,25378,361985,412651,31159,477143,87688,27466,543628,1859,0,0,0,84003,1382756,502198
11249,Louisville Gas and Electric Company,KY,2007R,4,18128,242800,352079,25127,395394,47419,11492,248399,392,0,0,0,54747,886593,399890
14724,Pennyrile Rural Electric Coop,KY,2007R,4,3426,40012,36848,1844,20085,9299,1797,28136,35,0,0,0,7067,88233,46182
17564,South Kentucky Rural  Electric Coop Corp,KY,2007R,4,4298,55602,57133,539,5737,4422,1654,25143,413,0,0,0,6491,86482,61968
18642,Tennessee Valley Authority,KY,2007R,4,0,0,0,0,0,0,55496,1343585,22,0,0,0,55496,1343585,22
19446,"Union Light, Heat & Power Co",KY,2007R,4,8067,99462,118569,10173,138522,14620,4132,64379,391,0,0,0,22372,302363,133580
20130,Warren Rural Elec Coop Corp,KY,2007R,4,4528,55283,48357,2248,24532,9914,3283,53657,44,0,0,0,10059,133472,58315
22053,Kentucky Power Co,KY,2007R,4,9718,143516,144179,8193,117984,29800,12607,290098,1435,0,0,0,30518,551598,175414
49998,City of Berea Municipal Utilities,KY,2007R,4,258,4086,4257,167,2089,634,185,3718,52,0,0,0,610,9893,4943
88888,Total EPM,KY,2007R,4,131407,1712361,0,105871,1533752,0,165092,3746003,0,,,0,402370,6992116,0
0,State Level Adjustment,LA,2007R,4,39843,501864,0,23796,298617,0,5222,80888,0,,,0,68862,881369,0
3265,Cleco Power LLC,LA,2007R,4,25367,217203,229478,21633,190559,39510,19075,245279,663,0,0,0,66075,653041,269651
7806,Entergy Gulf States Inc,LA,2007R,4,32705,291980,313767,38434,374403,48466,54953,779513,4516,0,0,0,126092,1445896,366749
11241,Entergy Louisiana Inc,LA,2007R,4,52762,511934,565113,47841,451867,77217,76783,1100474,8554,0,0,0,177386,2064275,650884
13478,Entergy New Orleans Inc,LA,2007R,4,6699,61967,105882,17868,189286,13522,3438,48458,2578,25,174,21,28030,299885,122003
17698,Southwestern Electric Power Co,LA,2007R,4,9654,136577,155256,10744,183268,18995,3698,72674,1977,0,0,0,24096,392519,176228
88888,Total EPM,LA,2007R,4,167030,1721525,0,160316,1688000,0,163169,2327286,0,,,0,490541,5736985,0
0,State Level Adjustment,MA,2007R,4,46051,309830,0,198459,1377548,0,81514,644054,0,,,0,328832,2364129,0
6374,Fitchburg Gas and Electric Light Company,MA,2007R,4,2920,14027,24316,1500,7685,3806,259,1580,8,0,0,0,4679,23292,28130
8774,Holyoke City of,MA,2007R,4,896,7844,14377,1660,14887,2684,478,5942,73,0,0,0,3034,28673,17134
11804,Massachusetts Electric Co,MA,2007R,4,91210,597763,1057308,41112,288270,122128,4971,38254,3239,0,0,0,137293,924287,1182675
13206,Nantucket Electric Co,MA,2007R,4,1248,6742,10905,381,1932,1168,8,48,4,0,0,0,1637,8722,12077
15748,Reading Town of,MA,2007R,4,1752,17820,24738,236,2513,560,2557,31045,2786,0,0,0,4545,51378,28084
20455,Western Massachusetts Elec Co,MA,2007R,4,18279,104447,182642,6154,34192,16078,1602,9921,556,0,0,0,26035,148560,199276
54913,NSTAR Electric Company,MA,2007R,4,74096,363838,782678,54059,306864,117067,4106,25244,1321,0,0,0,132261,695946,901066
88888,Total EPM,MA,2007R,4,236452,1422311,0,303561,2033891,0,95495,756088,0,,,0,638316,4244987,0
0,State Level Adjustment,MD,2007R,4,31424,255609,0,178310,1681699,0,36820,422477,0,,,0,250901,2404654,0
1167,Baltimore Gas & Electric Co,MD,2007R,4,75581,907862,1072280,41329,311662,80586,2438,20947,3476,0,0,0,119348,1240471,1156342
5027,Conectiv,MD,2007R,4,20764,161873,169812,6984,56101,21436,314,3162,173,0,0,0,28062,221136,191421
15263,The Potomac Edison Co,MD,2007R,4,20021,267832,216133,9213,74944,22672,2849,30452,2034,0,0,0,32083,373228,240839
15270,Potomac Electric Power Co,MD,2007R,4,46114,350516,444467,20799,163483,30438,0,0,0,0,0,0,66913,513999,474905
88888,Total EPM,MD,2007R,4,193904,1943692,0,256635,2287889,0,42421,477038,0,,,0,497307,4753488,0
0,State Level Adjustment,ME,2007R,4,57360,339374,0,40418,328322,0,32164,241145,0,,,0,129942,908842,0
3266,Central Maine Power Co,ME,2007R,4,1,4,27,2,13,6,0,0,0,0,0,0,3,17,33
5609,Eastern Maine Electric Coop,ME,2007R,4,0,0,0,0,0,0,12,4,1,0,0,0,12,4,1
11477,Town of Madison (ME),ME,2007R,4,121,1693,2214,36,506,303,283,4845,18,0,0,0,440,7044,2535
88888,Total EPM,ME,2007R,4,57482,341071,0,40456,328841,0,32459,245994,0,,,0,130397,915907,0
0,State Level Adjustment,MI,2007R,4,21692,223483,0,22341,321829,0,26716,355941,0,,,0,70742,901229,0
392,Alpena Power Co,MI,2007R,4,667,6642,13677,776,8646,3999,539,9095,5,0,0,0,1982,24383,17681
4254,Consumers Energy Co,MI,2007R,4,84212,875873,1577242,84505,934044,213547,67333,964565,8628,0,0,0,236050,2774482,1799417
5107,City of Detroit,MI,2007R,4,1,16,78,4868,50972,123,0,0,0,45,403,1,4914,51391,202
5109,Detroit Edison Co,MI,2007R,4,121627,1141153,1972494,135233,1457185,194225,61611,940062,987,0,0,0,318471,3538400,2167706
5659,Edison Sault Electric Co,MI,2007R,4,1395,16153,19330,1745,22461,3692,1145,17566,4,0,0,0,4285,56180,23026
9324,Indiana Michigan Power Co,MI,2007R,4,5730,95383,108933,4390,65479,17234,4246,84735,1051,0,0,0,14366,245597,127218
10704,Lansing City of,MI,2007R,4,3594,42949,83218,7153,94874,12948,2100,36231,285,0,0,0,12847,174054,96451
13780,Northern States Power Co,MI,2007R,4,415,4382,7844,409,4735,1443,160,2446,3,0,0,0,984,11563,9290
19578,Upper Peninsula Power Co,MI,2007R,4,3345,23513,46067,2585,21232,5761,1754,23690,15,0,0,0,7684,68435,51843
20847,Wisconsin Electric Power Co,MI,2007R,4,1607,13014,24278,1267,13119,2958,9512,221689,87,0,0,0,12386,247822,27323
20860,Wisconsin Public Service Corp,MI,2007R,4,413,4988,8046,206,2434,868,828,17306,36,0,0,0,1447,24728,8950
88888,Total EPM,MI,2007R,4,244698,2447549,0,265478,2997010,0,175944,2673326,0,,,0,686158,8118264,0
0,State Level Adjustment,MN,2007R,4,45622.394,520947.597,0,22263.906,307446.262,0,22483.392,379409.202,0,,,0,90369.692,1207803.061,0
689,Anoka Electric Coop,MN,2007R,4,7010,77584,111919,3750,58145,9348,465,9477,324,0,0,0,11225,145206,121591
5574,East Central Energy,MN,2007R,4,4066.606,41062.403,47300,1491.094,20817.738,4522,439.608,9047.798,116,0,0,0,5997.308,70927.939,51938
9417,Interstate Power and Light Co,MN,2007R,4,2068,21115,36294,962,11423,6752,1701,24543,607,0,0,0,4731,57081,43653
10596,City of Lake Crystal,MN,2007R,4,54,569,1055,46,608,183,0,0,0,0,0,0,100,1177,1238
12647,"ALLETE, Inc.",MN,2007R,4,6194,77068,119039,6585,90300,20658,27229,536788,439,0,0,0,40008,704156,140136
13781,Northern States Power Co,MN,2007R,4,61795,606678,1071757,84252,1039203,128554,45319,747117,475,150,1865,1,191516,2394863,1200787
13815,Northwestern Wisconsin Elec Co,MN,2007R,4,3,23,57,1,8,15,0,0,0,0,0,0,4,31,72
14232,Otter Tail Power Co,MN,2007R,4,3035,42462,46490,5331,80909,11768,2254,44959,11,0,0,0,10620,168330,58269
16181,Rochester Public Utilities,MN,2007R,4,2449,22648,42099,4181,46602,4502,1618,24988,2,0,0,0,8248,94238,46603
17267,Sioux Valley Energy,MN,2007R,4,373,5016,2716,15,187,78,153,2639,87,0,0,0,541,7842,2881
20996,Wright-Hennepin Coop Elec Assn,MN,2007R,4,2868,35887,39797,1445,21828,4859,283,5166,47,0,0,0,4596,62881,44703
25177,Dakota Electric Association,MN,2007R,4,5033,62072,91980,325,4215,4361,3300,64803,2613,0,0,0,8658,131090,98954
88888,Total EPM,MN,2007R,4,140571,1513132,0,130648,1681692,0,105245,1848937,0,,,0,376614,5045626,0
0,State Level Adjustment,MO,2007R,4,59353,724542,0,25003,354559,0,19420,338376,0,,,0,103774,1417346,0
3093,Carroll Electric Coop Corp,MO,2007R,4,621,6852,9878,108,1387,762,0,0,0,0,0,0,729,8239,10640
4675,Cuivre River Electric Coop Inc,MO,2007R,4,4347,59420,51993,1135,20535,4330,0,0,0,0,0,0,5482,79955,56323
5860,Empire District Electric Co,MO,2007R,4,9805,104966,122862,8963,121193,23028,4148,74882,290,0,0,0,22916,301041,146180
9231,Independence City of,MO,2007R,4,2883,28502,51413,3840,43041,5116,250,3623,12,0,0,0,6973,75166,56541
10000,Kansas City Power & Light Co,MO,2007R,4,11380,142861,239259,20633,330716,31093,6396,136524,1123,0,0,0,38409,610101,271475
12698,Aquila Inc,MO,2007R,4,15554,196109,268858,13137,244598,38130,4568,120101,246,0,0,0,33259,560808,307234
17833,City Utilities of Springfield,MO,2007R,4,4218,56830,91804,7270,114450,13688,2336,43199,266,0,0,0,13824,214479,105758
19436,Union Electric Co,MO,2007R,4,50354,817792,1026034,51221,1067010,145292,27296,762477,6361,78,1610,1,128949,2648889,1177688
88888,Total EPM,MO,2007R,4,158515,2137874,0,131310,2297489,0,64414,1479182,0,,,0,354315,5916024,0
0,State Level Adjustment,MS,2007R,4,40993,448430,0,25524,275520,0,20845,331118,0,,,0,87361,1055067,0
3841,Coast Electric Power Assn,MS,2007R,4,7411,69876,67417,2187,22105,5962,1340,21813,11,0,0,0,10938,113794,73390
6641,4-County Electric Power Assn,MS,2007R,4,3182,34646,35595,1691,16218,7791,1141,18439,20,0,0,0,6014,69303,43406
12685,Entergy Mississippi Inc,MS,2007R,4,29684,314834,360846,35634,384683,67269,15642,228667,3134,0,0,0,80960,928184,431249
12686,Mississippi Power Co,MS,2007R,4,14157,122173,148804,18207,216525,33369,20750,368002,509,0,0,0,53114,706700,182682
17252,Singing River Elec Pwr Assn,MS,2007R,4,5969,58764,58378,2235,23422,8099,430,5942,10,0,0,0,8634,88128,66487
17647,Southern Pine Elec Power Assn,MS,2007R,4,6309,58710,59317,2448,23932,4348,3863,52697,24,0,0,0,12620,135339,63689
18642,Tennessee Valley Authority,MS,2007R,4,0,0,0,0,0,0,9974,266528,8,0,0,0,9974,266528,8
19273,Tupelo City of,MS,2007R,4,729,9912,10820,1839,23731,4600,1028,18845,14,0,0,0,3596,52488,15434
88888,Total EPM,MS,2007R,4,108434,1117345,0,89765,986136,0,75013,1312051,0,,,0,273211,3415531,0
0,State Level Adjustment,MT,2007R,4,7163.587,87144.087,0,4043.306,69120.259,0,18262.775,408223.534,0,,,0,29469.668,564487.88,0
6395,Flathead Electric Coop Inc,MT,2007R,4,3953,54526,52748,2360,34903,11755,1189,25651,81,0,0,0,7502,115080,64584
12087,McKenzie Electric Coop Inc,MT,2007R,4,3,38,112,1,1,2,0,0,0,0,0,0,4,39,114
12199,MDU Resources Group Inc,MT,2007R,4,866,11711,18464,1033,18575,5080,904,20864,134,0,0,0,2803,51150,23678
12825,NorthWestern Energy LLC,MT,2007R,4,15697,155182,262350,22335,233191,61484,3215,46669,198,0,0,0,41247,435042,324032
19156,Powder River Energy Corporation,MT,2007R,4,2,36,42,116,1831,139,444,7531,60,0,0,0,562,9398,241
19545,Black Hills Power Inc,MT,2007R,4,1,7,13,7,102,21,116,2424,2,0,0,0,124,2533,36
19603,USBIA-Mission Valley Power,MT,2007R,4,945,17641,14031,553,9334,6079,59,1318,1,0,0,0,1557,28293,20111
20169,Avista Corp,MT,2007R,4,1,16,10,1,14,9,0,0,0,0,0,0,2,30,19
20997,Yellowstone Valley Elec Co-op Inc.,MT,2007R,4,1196.413,13727.913,14446,269.694,3247.741,1258,8.225,30.466,168,0,0,0,1474.332,17006.12,15872
88888,Total EPM,MT,2007R,4,29828,340029,0,30719,370319,0,24198,512711,0,,,0,84745,1223059,0
0,State Level Adjustment,NC,2007R,4,104115,931950,0,60794,674291,0,17165,273711,0,,,0,182073,1879952,0
3046,Progress Energy Carolinas,NC,2007R,4,90378,980899,1053084,76171,988346,189023,45259,781626,3493,0,0,0,211808,2750871,1245600
5416,"Duke Energy Carolinas, LLC",NC,2007R,4,102740,1204787,1534416,103036,1675955,255548,48840,1183263,5474,1,1,1,254617,4064006,1795439
6235,Fayetteville Public Works Comm,NC,2007R,4,5102,59537,67672,4696,63847,15638,1303,27442,23,0,0,0,11101,150826,83333
9837,Jones-Onslow Elec Member Corp,NC,2007R,4,5525,49312,54069,1546,16146,4504,0,0,0,0,0,0,7071,65458,58573
16496,Rutherford Elec Member Corp,NC,2007R,4,6724,61706,61430,1103,10457,4121,877,13228,28,0,0,0,8704,85391,65579
18642,Tennessee Valley Authority,NC,2007R,4,0,0,0,0,0,0,35,487,5,0,0,0,35,487,5
19876,Virginia Electric & Power Co,NC,2007R,4,8110,88613,99503,5448,70964,17662,6428,127780,68,0,0,0,19986,287357,117233
24889,Brunswick Electric Member Corp,NC,2007R,4,7249,57761,75592,1537,16601,1912,0,0,0,0,0,0,8786,74362,77504
88888,Total EPM,NC,2007R,4,329943,3434565,0,254331,3516607,0,119907,2407537,0,,,0,704181,9358710,0
0,State Level Adjustment,ND,2007R,4,2955,40269,0,2183,43850,0,6359,111971,0,,,0,11497,196091,0
4717,Dakota Valley Elec Coop Inc,ND,2007R,4,575,7498,5047,232,3665,544,916,23741,293,0,0,0,1723,34904,5884
12087,McKenzie Electric Coop Inc,ND,2007R,4,221,3500,4135,707,8918,1102,493,10781,10,0,0,0,1421,23199,5247
12090,"McLean Electric Coop, Inc",ND,2007R,4,220,2240,2822,85,1000,290,118,3049,34,0,0,0,423,6289,3146
12199,MDU Resources Group Inc,ND,2007R,4,3338,41786,61283,4345,62214,11469,662,11843,153,0,0,0,8345,115843,72905
12301,Nodak Electric Coop Inc,ND,2007R,4,1971,28404,16267,0,0,0,1999,37239,471,0,0,0,3970,65643,16738
13196,Northern Plains Electric Coop,ND,2007R,4,1102,17748,9568,296,4625,1321,234,4883,10,0,0,0,1632,27256,10899
13694,"North Central Elec Coop, Inc",ND,2007R,4,533,9477,5732,596,8519,1500,29,586,4,0,0,0,1158,18582,7236
13781,Northern States Power Co,ND,2007R,4,3680,59263,73762,5136,89003,11981,1201,29988,22,0,0,0,10017,178254,85765
14088,Oliver-Mercer Elec Coop Inc,ND,2007R,4,286,4483,3439,87,1221,600,417,9012,51,0,0,0,790,14716,4090
14232,Otter Tail Power Co,ND,2007R,4,2646,42654,44219,4686,76193,12544,377,6348,2,0,0,0,7709,125195,56765
19790,Verendrye Electric Coop Inc,ND,2007R,4,756,10531,9423,404,7080,1293,489,12194,60,0,0,0,1649,29805,10776
20395,West Plains Electric Coop Inc,ND,2007R,4,358,6428,4542,89,1433,941,929,16069,764,0,0,0,1376,23930,6247
20413,Mountrail-Williams Elec Coop,ND,2007R,4,400,6059,5906,287,3561,1266,536,10322,241,0,0,0,1223,19942,7413
24949,Cass County Elec Coop Inc,ND,2007R,4,2883,40031,27813,1789,24973,3522,317,5033,18,0,0,0,4989,70037,31353
88888,Total EPM,ND,2007R,4,21924,320371,0,20922,336255,0,15076,293059,0,,,0,57922,949686,0
0,State Level Adjustment,NE,2007R,4,15839,208546,0,12314,181516,0,9809,157131,0,,,0,37963,547193,0
4373,Cornhusker Public Power Dist,NE,2007R,4,559,6785,6711,308,5731,370,175,4536,1942,0,0,0,1042,17052,9023
4911,Dawson Power District,NE,2007R,4,1072,17890,15218,306,5264,1432,39,865,5353,0,0,0,1417,24019,22003
6779,Fremont City of,NE,2007R,4,558,10945,12038,197,3496,1968,775,18060,483,0,0,0,1530,32501,14489
8245,Hastings City of,NE,2007R,4,481,6621,10532,492,7844,2238,955,21417,126,0,0,0,1928,35882,12896
11018,Lincoln Electric System,NE,2007R,4,4599,69122,109138,6051,111007,16221,2062,43577,169,0,0,0,12712,223706,125528
11251,Loup River Public Power Dist,NE,2007R,4,843,16651,14146,731,14577,3273,1698,52016,40,0,0,0,3272,83244,17459
13337,Nebraska Public Power District,NE,2007R,4,4857,57263,68939,4708,78974,17565,3539,97493,747,0,0,0,13104,233730,87251
13664,Norris Public Power District,NE,2007R,4,1127,16912,13337,336,3925,3404,855,20464,1321,0,0,0,2318,41301,18062
14127,Omaha Public Power District,NE,2007R,4,13160,173813,292964,15843,273987,41879,7774,223257,133,0,0,0,36777,671057,334976
17642,Southern Public Power District,NE,2007R,4,957,15816,14992,206,2365,2218,1579,39409,272,0,0,0,2742,57590,17482
40606,Grand Island City of,NE,2007R,4,990,13072,19675,918,12806,4148,1248,23842,76,0,0,0,3156,49720,23899
88888,Total EPM,NE,2007R,4,45042,613436,0,42410,701492,0,30508,702067,0,,,0,117961,2016995,0
0,State Level Adjustment,NH,2007R,4,510,4754,0,8322,46440,0,8365,68721,0,,,0,17197,119915,0
13441,New Hampshire Elec Coop Inc,NH,2007R,4,7063,38326,67497,3097,18779,10118,472,3481,10,0,0,0,10632,60586,77625
15472,Public Service Co of NH,NH,2007R,4,33350,231362,414882,29994,230718,70306,10525,91138,2730,0,0,0,73869,553218,487918
24590,Unitil Energy Systems,NH,2007R,4,5865,39328,62810,3880,25833,11935,890,7048,64,0,0,0,10635,72209,74809
26510,Granite State Electric Co,NH,2007R,4,3457,22954,34632,3017,23128,5863,484,3836,207,0,0,0,6958,49918,40702
88888,Total EPM,NH,2007R,4,50245,336724,0,48310,344898,0,20736,174224,0,,,0,119291,855846,0
0,State Level Adjustment,NJ,2007R,4,156,43437,0,81801,747065,0,61799,649521,0,,,0,146474,1463988,0
963,Atlantic City Electric Co,NJ,2007R,4,40457,302224,476667,31560,247591,63510,3531,31406,952,0,0,0,75548,581221,541129
9726,Jersey Central Power & Lt Co,NJ,2007R,4,78411,638851,960893,77784,626784,120718,6376,53686,2430,0,0,0,162571,1319321,1084041
15477,Public Service Elec & Gas Co,NJ,2007R,4,114785,882972,1812990,155334,1463058,260241,13684,175744,9573,0,0,0,283803,2521774,2082804
16213,Rockland Electric Co,NJ,2007R,4,5870,47876,62891,6513,56538,9014,271,2501,25,0,0,0,12654,106915,71930
88888,Total EPM,NJ,2007R,4,239679,1915360,0,352992,3141036,0,85661,912858,0,,,0,681050,5993219,0
0,State Level Adjustment,NM,2007R,4,8322,78648,0,11884,154626,0,10744,198866,0,,,0,30951,432140,0
3287,"Central Valley Elec Coop, Inc",NM,2007R,4,300,3850,4918,672,7242,5470,3020,50692,1688,0,0,0,3992,61784,12076
5701,El Paso Electric Co,NM,2007R,4,4459,38171,75604,6130,67922,10157,522,8273,7,0,0,0,11111,114366,85768
9699,"Jemez Mountains Elec Coop, Inc",NM,2007R,4,1545,13546,27193,1173,11187,3435,28,313,2,0,0,0,2746,25046,30630
13314,Navajo Tribal Utility Authority,NM,2007R,4,301,3516,7075,396,4417,712,326,4172,86,0,0,0,1023,12105,7873
15473,Public Service Co of NM,NM,2007R,4,18588,223705,433909,23857,326118,53433,8531,165542,283,0,0,0,50976,715365,487625
17718,Southwestern Public Service Co,NM,2007R,4,5196,66992,87616,7029,105330,21808,7406,143710,52,0,0,0,19631,316032,109476
22690,Roosevelt County Elec Coop Inc,NM,2007R,4,248,3130,3654,88,848,909,686,7422,1510,0,0,0,1022,11400,6073
88888,Total EPM,NM,2007R,4,38959,431558,0,51229,677690,0,31263,578990,0,,,0,121452,1688238,0
0,State Level Adjustment,NV,2007R,4,1206,14116,0,1971.182,23719.893,0,6401,103784,0,,,0,9579.182,141618.893,0
2008,City of Boulder,NV,2007R,4,310,5643,6744,283,3818,870,0,0,0,0,0,0,593,9461,7614
4356,Colorado River Comm of Nevada,NV,2007R,4,0,0,0,2663,58447,2,2068,67985,5,0,0,0,4731,126432,7
13073,"Mt Wheeler Power, Inc",NV,2007R,4,367,5064,4845,189,2372,1492,1623,26834,363,0,0,0,2179,34270,6700
13407,Nevada Power Co,NV,2007R,4,53771,479131,716941,35145,348992,95781,46158,604488,1579,62,678,17,135136,1433289,814318
17166,Sierra Pacific Power Co,NV,2007R,4,19188,145787,273915,26519,221647,42815,22380,239885,114,0,0,0,68087,607319,316844
18260,Surprise Valley Electrification Corp.,NV,2007R,4,0,0,0,0.818,13.107,5,0,0,0,0,0,0,0.818,13.107,5
19840,"Valley Electric Assn, Inc",NV,2007R,4,1960,16385,17871,1194,11722,2275,220,2341,195,0,0,0,3374,30448,20341
20332,Wells Rural Electric Co,NV,2007R,4,340,4235,4141,277,3812,808,1610,47495,85,0,0,0,2227,55542,5034
22814,Raft Rural Elec Coop Inc,NV,2007R,4,100,1376,1526,154,3438,255,7,167,42,0,0,0,261,4981,1823
