UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2020,1,17166,Sierra Pacific Power Co,NV,Investor Owned,Final,"25,429.000","226,512.000","307,666","20,337.000","233,546.000","48,249","14,449.000","312,806.000",112,0.000,0.000,0,"60,215","772,864","356,027"
2020,1,18260,Surprise Valley Electrification,NV,Cooperative,Final,0.610,6.585,4,0.889,9.505,6,0.000,0.000,0,0.000,0.000,0,1,16,10
2020,1,19840,"Valley Electric Assn, Inc",NV,Cooperative,Final,"4,430.281","33,566.086","20,467","2,002.476","20,119.490","2,404",22.357,229.491,196,0.000,0.000,0,"6,455","53,915","23,067"
2020,1,20332,Wells Rural Electric Co,NV,Cooperative,Final,648.000,"7,245.000","4,393",433.000,"5,026.000",940,"2,632.000","54,522.000",146,0.000,0.000,0,"3,713","66,793","5,479"
2020,1,22814,Raft Rural Elec Coop Inc,NV,Cooperative,Final,180.070,"1,983.151","1,465",184.691,"2,862.824",258,0.305,7.027,50,0.000,0.000,0,365,"4,853","1,773"
2020,1,27000,WAPA-- Western Area Power Administration,NV,Federal,Final,0.000,0.000,0,26.058,"1,698.000",3,0.000,0.000,0,0.000,0.000,0,26,"1,698",3
2020,1,57313,SolarCity Corporation,NV,Behind the Meter,Final,894.659,"6,588.428","12,381",11.400,145.690,7,0.000,0.000,0,0.000,0.000,0,906,"6,734","12,388"
2020,1,59579,Sunnova,NV,Behind the Meter,Final,244.500,"1,440.326","2,544",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,245,"1,440","2,544"
2020,1,59580,"SunPower Capital, LLC",NV,Behind the Meter,Final,88.600,489.214,601,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,89,489,601
2020,1,59624,"Vivint Solar, Inc.",NV,Behind the Meter,Final,213.491,"1,896.266","2,920",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,213,"1,896","2,920"
2020,1,59647,Sunrun Inc.,NV,Behind the Meter,Final,891.065,"4,364.122","6,949",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,891,"4,364","6,949"
2020,1,59943,Spruce Finance,NV,Behind the Meter,Final,5.738,61.586,93,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,6,62,93
2020,1,60025,Greenbacker Renewable Energy Corporation,NV,Behind the Meter,Final,2.188,20.900,49,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,21,49
2020,1,61823,"Greenskies Renewable Energy, LLC",NV,Behind the Meter,Final,0.000,0.000,0,7.800,109.200,1,0.000,0.000,0,0.000,0.000,0,8,109,1
2020,1,88888,Total EPM,NV,,Final,"106,980.516","896,779.140","1,217,920","70,797.104","913,740.657","169,157","50,509.728","1,005,825.762","3,163",52.911,683.000,1,"228,340","2,817,029","1,390,241"
2020,1,0,Adjustment 2020,NY,,Final,"149,128.935","829,095.180","1,165,303","495,405.917","4,079,827.616","332,652","67,364.384","1,248,759.342","5,271","26,312.591","222,654.374",4,"738,212","6,380,337","1,503,230"
2020,1,3249,Central Hudson Gas & Elec Corp,NY,Investor Owned,Final,"28,320.000","158,801.000","213,383","8,335.000","65,099.000","34,133",625.000,"6,722.000",712,0.000,0.000,0,"37,280","230,622","248,228"
2020,1,4226,Consolidated Edison Co-NY Inc,NY,Investor Owned,Final,"209,291.000","819,140.000","2,398,139","141,267.000","798,202.000","409,640",650.000,"4,812.000",49,13.000,72.000,2,"351,221","1,622,226","2,807,830"
2020,1,6369,Fishers Island Utility Co Inc,NY,Investor Owned,Final,95.957,235.390,648,38.057,143.784,117,0.000,0.000,0,0.000,0.000,0,134,379,765
2020,1,9645,Jamestown Board of Public Util,NY,Municipal,Final,"1,280.706","16,937.909","16,308","1,099.162","13,844.376","2,565",483.992,"8,104.036",112,0.000,0.000,0,"2,864","38,886","18,985"
2020,1,11171,Long Island Power Authority,NY,State,Final,"144,507.492","704,241.550","1,018,595","120,775.559","714,470.576","121,676",0.000,0.000,0,"3,314.791","26,672.800",1,"268,598","1,445,385","1,140,272"
2020,1,13511,New York State Elec & Gas Corp,NY,Investor Owned,Final,"60,970.359","545,003.029","647,866","12,224.899","135,332.532","78,088",615.456,"8,379.921",587,60.724,881.142,1,"73,871","689,597","726,542"
2020,1,13573,Niagara Mohawk Power Corp.,NY,Investor Owned,Final,"121,158.636","959,244.457","1,294,035","26,732.077","314,980.491","111,073","4,104.151","84,846.982",562,0.000,0.000,0,"151,995","1,359,072","1,405,670"
2020,1,14154,Orange & Rockland Utils Inc,NY,Investor Owned,Final,"18,598.561","87,132.739","141,955","6,303.415","48,201.429","18,101",303.104,"5,099.187",53,0.000,0.000,0,"25,205","140,433","160,109"
2020,1,14711,Pennsylvania Electric Co,NY,Investor Owned,Final,319.233,"3,124.284","3,234",113.692,"1,256.212",429,0.000,0.000,0,0.000,0.000,0,433,"4,380","3,663"
2020,1,16183,Rochester Gas & Electric Corp,NY,Investor Owned,Final,"25,367.000","206,519.000","298,938","5,878.000","58,786.000","23,364",331.000,"3,377.000",275,0.000,0.000,0,"31,576","268,682","322,577"
2020,1,57313,SolarCity Corporation,NY,Behind the Meter,Final,"1,450.068","4,808.270","16,987",52.870,546.050,166,0.000,0.000,0,0.000,0.000,0,"1,503","5,354","17,153"
2020,1,59579,Sunnova,NY,Behind the Meter,Final,494.168,"1,391.248","3,960",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,494,"1,391","3,960"
2020,1,59580,"SunPower Capital, LLC",NY,Behind the Meter,Final,"1,176.739","3,953.932","8,154",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,177","3,954","8,154"
2020,1,59624,"Vivint Solar, Inc.",NY,Behind the Meter,Final,714.910,"4,363.453","13,732",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,715,"4,363","13,732"
2020,1,59647,Sunrun Inc.,NY,Behind the Meter,Final,"1,646.734","4,383.005","14,751",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,647","4,383","14,751"
2020,1,59943,Spruce Finance,NY,Behind the Meter,Final,84.370,366.643,"1,076",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,84,367,"1,076"
2020,1,60025,Greenbacker Renewable Energy Corporation,NY,Behind the Meter,Final,13.318,75.993,276,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,13,76,276
2020,1,60981,"TerraForm US Energy Services, LLC",NY,Behind the Meter,Final,0.000,0.000,0,8.843,78.084,6,0.000,0.000,0,0.000,0.000,0,9,78,6
2020,1,61098,Longroad Energy,NY,Behind the Meter,Final,0.000,0.000,0,8.911,48.862,3,0.000,0.000,0,0.000,0.000,0,9,49,3
2020,1,61823,"Greenskies Renewable Energy, LLC",NY,Behind the Meter,Final,0.000,0.000,0,50.000,505.200,3,0.000,0.000,0,0.000,0.000,0,50,505,3
2020,1,88888,Total EPM,NY,,Final,"764,618.186","4,348,817.082","7,257,340","818,293.402","6,231,322.212","1,132,016","74,477.087","1,370,100.468","7,621","29,701.106","250,280.316",8,"1,687,090","12,200,520","8,396,985"
2020,1,0,Adjustment 2020,OH,,Final,"346,976.772","2,817,640.397","3,086,084","298,270.178","3,284,530.661","467,326","243,218.657","3,990,798.230","14,913",231.178,"3,875.415",1,"888,697","10,096,845","3,568,324"
2020,1,3542,Duke Energy Ohio Inc,OH,Investor Owned,Final,"29,197.623","271,804.020","260,094","6,444.804","63,437.210","21,089",837.488,"10,236.883",407,0.000,0.000,0,"36,480","345,478","281,590"
2020,1,3755,Cleveland Electric Illum Co,OH,Investor Owned,Final,"12,604.063","112,684.878","162,485","5,474.294","40,856.605","13,916","1,731.983","38,759.112",102,27.333,372.000,1,"19,838","192,673","176,504"
2020,1,4922,Dayton Power & Light Co,OH,Investor Owned,Final,"26,121.000","269,867.000","249,268","6,874.000","85,305.000","19,088",475.000,"6,105.000",398,12.000,148.000,1,"33,482","361,425","268,755"
2020,1,13998,Ohio Edison Co,OH,Investor Owned,Final,"29,889.953","269,747.125","304,250","7,680.020","63,329.704","25,438","1,503.548","20,050.735",229,0.000,0.000,0,"39,074","353,128","329,917"
2020,1,14006,Ohio Power Co,OH,Investor Owned,Final,"112,331.000","911,345.000","840,114","19,048.000","179,974.000","80,473","3,145.000","34,280.000","3,716",0.000,0.000,0,"134,524","1,125,599","924,303"
2020,1,14015,Ohio Valley Electric Corp,OH,Investor Owned,Final,0.000,0.000,0,0.000,0.000,0,320.000,"11,611.000",1,0.000,0.000,0,320,"11,611",1
2020,1,18997,The Toledo Edison Co,OH,Investor Owned,Final,"11,043.839","96,321.711","89,417","2,351.322","19,949.815","8,266",394.042,"4,619.282",85,0.000,0.000,0,"13,789","120,891","97,768"
2020,1,57313,SolarCity Corporation,OH,Behind the Meter,Final,0.000,0.000,0,16.308,199.208,19,0.000,0.000,0,0.000,0.000,0,16,199,19
2020,1,61098,Longroad Energy,OH,Behind the Meter,Final,0.000,0.000,0,1.153,10.416,1,0.000,0.000,0,0.000,0.000,0,1,10,1
2020,1,88888,Total EPM,OH,,Final,"568,164.250","4,749,410.131","4,991,712","346,160.079","3,737,592.619","635,616","251,625.718","4,116,460.242","19,851",270.511,"4,395.415",3,"1,166,221","12,607,858","5,647,182"
2020,1,0,Adjustment 2020,OK,,Final,"58,594.894","533,471.666","496,763","31,597.769","307,434.517","97,470","20,983.386","336,186.024","3,418",0.000,0.000,0,"111,176","1,177,092","597,651"
2020,1,817,Arkansas Valley Elec Coop Corp,OK,Cooperative,Final,585.379,"5,586.256","4,110",199.696,"2,226.770",508,0.000,0.000,0,0.000,0.000,0,785,"7,813","4,618"
2020,1,5860,Empire District Electric Co,OK,Investor Owned,Final,514.356,"5,115.193","3,784",453.407,"4,647.950",910,309.224,"3,892.967",11,0.000,0.000,0,"1,277","13,656","4,705"
2020,1,7490,Grand River Dam Authority,OK,State,Final,0.000,0.000,0,22.725,261.253,50,"9,545.101","224,133.855",32,0.000,0.000,0,"9,568","224,395",82
2020,1,13734,Northeast Oklahoma Electric Co,OK,Cooperative,Final,"5,188.000","44,798.000","35,752","1,147.000","10,327.000","3,649",189.000,"2,458.000",12,0.000,0.000,0,"6,524","57,583","39,413"
2020,1,14062,Oklahoma Electric Coop Inc,OK,Cooperative,Final,"7,164.000","74,757.000","52,703","2,075.000","20,899.000","5,030",717.000,"13,263.000",51,0.000,0.000,0,"9,956","108,919","57,784"
2020,1,14063,Oklahoma Gas & Electric Co,OK,Investor Owned,Final,"57,265.965","735,247.534","675,720","41,960.784","678,627.899","105,105","23,796.523","649,897.473","9,620",0.000,0.000,0,"123,023","2,063,773","790,445"
2020,1,15474,Public Service Co of Oklahoma,OK,Investor Owned,Final,"45,294.204","507,156.774","481,267","31,459.611","458,648.410","71,811","21,038.203","491,594.348","6,873",0.000,0.000,0,"97,792","1,457,400","559,951"
2020,1,19785,Verdigris Valley Elec Coop Inc,OK,Cooperative,Final,"5,048.000","50,361.000","32,953",472.000,"3,999.000","3,819",565.000,"6,035.000",678,0.000,0.000,0,"6,085","60,395","37,450"
2020,1,88888,Total EPM,OK,,Final,"179,654.798","1,956,493.423","1,783,052","109,387.992","1,487,071.799","288,352","77,143.437","1,727,460.667","20,695",0.000,0.000,0,"366,186","5,171,026","2,092,099"
2020,1,0,Adjustment 2020,OR,,Final,"43,935.471","497,691.486","340,882","22,571.756","300,951.148","47,865","33,983.572","707,846.011","8,107",0.006,0.086,0,"100,491","1,506,489","396,854"
2020,1,1738,Bonneville Power Administration,OR,Federal,Final,0.000,0.000,0,26.326,657.835,1,0.000,0.000,0,0.000,0.000,0,26,658,1
2020,1,6022,City of Eugene - (OR),OR,Municipal,Final,"11,189.000","103,203.000","84,901","5,586.000","61,401.000","8,714","3,026.000","55,597.000","1,234",0.000,0.000,0,"19,801","220,201","94,849"
2020,1,9191,Idaho Power Co,OR,Investor Owned,Final,"1,882.082","19,833.306","13,556","1,140.244","14,614.046","3,539",907.738,"13,689.607","2,196",0.000,0.000,0,"3,930","48,137","19,291"
2020,1,14354,PacifiCorp,OR,Investor Owned,Final,"60,804.493","566,309.042","521,883","40,858.533","468,514.922","69,852","9,718.109","129,727.947","9,170",130.103,"1,343.384",1,"111,511","1,165,895","600,906"
2020,1,15248,Portland General Electric Co,OR,Investor Owned,Final,"92,440.289","757,300.190","786,566","52,179.532","548,408.448","105,944","16,902.735","273,213.916","4,328",80.521,974.313,1,"161,603","1,579,897","896,839"
2020,1,18260,Surprise Valley Electrification,OR,Cooperative,Final,185.546,"2,026.231","1,174",51.770,533.953,436,21.646,244.248,53,0.000,0.000,0,259,"2,804","1,663"
2020,1,28541,Clatskanie Peoples Util Dist,OR,Political Subdivision,Final,565.907,"8,639.007","3,718",139.135,"2,462.085",515,"3,883.222","77,901.871",5,0.000,0.000,0,"4,588","89,003","4,238"
2020,1,40437,Emerald People's Utility Dist,OR,Political Subdivision,Final,"3,058.925","33,921.860","19,104",948.718,"9,664.174","2,006","1,081.715","19,761.480",696,0.000,0.000,0,"5,089","63,348","21,806"
2020,1,57313,SolarCity Corporation,OR,Behind the Meter,Final,101.164,491.407,"3,659",21.576,131.061,48,0.000,0.000,0,0.000,0.000,0,123,622,"3,707"
2020,1,59647,Sunrun Inc.,OR,Behind the Meter,Final,4.590,10.085,94,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,5,10,94
2020,1,60981,"TerraForm US Energy Services, LLC",OR,Behind the Meter,Final,0.000,0.000,0,1.898,25.660,3,0.000,0.000,0,0.000,0.000,0,2,26,3
2020,1,61098,Longroad Energy,OR,Behind the Meter,Final,0.000,0.000,0,2.515,27.771,24,0.000,0.000,0,0.000,0.000,0,3,28,24
2020,1,88888,Total EPM,OR,,Final,"214,167.467","1,989,425.614","1,775,537","123,528.003","1,407,392.103","238,947","69,524.737","1,277,982.080","25,789",210.630,"2,317.783",2,"407,431","4,677,118","2,040,275"
2020,1,0,Adjustment 2020,PA,,Final,"268,965.142","1,798,428.188","1,762,535","199,508.183","2,458,550.212","324,424","261,964.581","4,197,748.264","12,843","4,052.411","50,347.278",5,"734,490","8,505,074","2,099,807"
2020,1,3597,Citizens Electric Co - (PA),PA,Investor Owned,Final,973.035,"9,771.751","5,859",245.928,"2,340.980","1,088",61.384,613.490,13,0.000,0.000,0,"1,280","12,726","6,960"
2020,1,5487,Duquesne Light Co,PA,Investor Owned,Final,"37,371.930","243,539.470","390,002","10,390.870","94,954.000","37,179","1,019.270","10,138.800",373,0.000,0.000,0,"48,782","348,632","427,554"
2020,1,12390,Metropolitan Edison Co,PA,Investor Owned,Final,"52,253.634","404,896.874","368,794","6,249.562","58,453.111","38,376","1,372.361","18,567.311",162,0.000,0.000,0,"59,876","481,917","407,332"
2020,1,14711,Pennsylvania Electric Co,PA,Investor Owned,Final,"44,194.592","290,497.503","378,813","8,731.317","76,236.745","50,299","1,324.141","10,549.220",176,0.000,0.000,0,"54,250","377,283","429,288"
2020,1,14715,PPL Electric Utilities Corp,PA,Investor Owned,Final,"115,503.920","872,140.951","783,422","18,131.394","181,845.631","90,463","1,152.794","18,635.616","1,076",0.000,0.000,0,"134,788","1,072,622","874,961"
2020,1,14716,Pennsylvania Power Co,PA,Investor Owned,Final,"17,209.701","128,642.197","112,979","2,242.538","20,762.473","11,552","2,387.164","15,306.136",79,0.000,0.000,0,"21,839","164,711","124,610"
2020,1,14940,PECO Energy Co,PA,Investor Owned,Final,"116,446.048","934,980.365","1,070,447","21,073.909","224,779.669","91,679","2,790.629","50,339.874",318,0.000,0.000,0,"140,311","1,210,100","1,162,444"
2020,1,15045,Pike County Light & Power Co,PA,Investor Owned,Final,249.030,"2,175.648","2,764",234.380,"2,435.377",711,0.000,0.000,0,0.000,0.000,0,483,"4,611","3,475"
2020,1,19390,"UGI Utilities, Inc",PA,Investor Owned,Final,"6,115.521","60,299.242","54,981","1,501.551","16,970.498","7,633",52.376,629.321,96,0.000,0.000,0,"7,669","77,899","62,710"
2020,1,20334,Wellsborough Electric Co,PA,Investor Owned,Final,558.530,"4,320.145","5,112",268.242,"2,150.550","1,164",42.928,576.956,2,0.000,0.000,0,870,"7,048","6,278"
2020,1,20387,West Penn Power Company,PA,Investor Owned,Final,"55,959.183","494,313.497","481,368","8,619.624","89,914.645","64,926","2,278.746","30,499.159",331,0.000,0.000,0,"66,858","614,727","546,625"
2020,1,57313,SolarCity Corporation,PA,Behind the Meter,Final,377.265,"2,315.519","6,950",5.878,79.468,8,0.000,0.000,0,0.000,0.000,0,383,"2,395","6,958"
2020,1,59579,Sunnova,PA,Behind the Meter,Final,197.993,714.654,"1,427",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,198,715,"1,427"
2020,1,59580,"SunPower Capital, LLC",PA,Behind the Meter,Final,2.417,31.541,54,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,32,54
2020,1,59624,"Vivint Solar, Inc.",PA,Behind the Meter,Final,136.544,986.351,"2,819",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,137,986,"2,819"
2020,1,59647,Sunrun Inc.,PA,Behind the Meter,Final,149.268,484.550,"1,051",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,149,485,"1,051"
2020,1,60981,"TerraForm US Energy Services, LLC",PA,Behind the Meter,Final,0.000,0.000,0,21.851,248.323,19,0.000,0.000,0,0.000,0.000,0,22,248,19
2020,1,61098,Longroad Energy,PA,Behind the Meter,Final,0.000,0.000,0,12.820,95.757,5,0.000,0.000,0,0.000,0.000,0,13,96,5
2020,1,61823,"Greenskies Renewable Energy, LLC",PA,Behind the Meter,Final,0.000,0.000,0,26.100,317.200,1,0.000,0.000,0,0.000,0.000,0,26,317,1
2020,1,88888,Total EPM,PA,,Final,"716,663.753","5,248,538.446","5,429,377","277,264.147","3,230,134.639","719,527","274,446.374","4,353,604.147","15,469","4,052.411","50,347.278",5,"1,272,427","12,882,625","6,164,378"
2020,1,0,Adjustment 2020,RI,,Final,"6,493.153","26,387.794","44,303","31,392.907","200,865.194","14,857","6,449.102","45,074.592",477,447.721,"2,599.365",1,"44,783","274,927","59,638"
2020,1,1857,Block Island Utility District,RI,Political Subdivision,Final,75.150,230.192,"1,263",159.920,496.921,695,0.000,0.000,0,0.000,0.000,0,235,727,"1,958"
2020,1,13214,The Narragansett Electric Co,RI,Investor Owned,Final,"55,616.320","228,996.740","399,971","18,931.124","93,655.791","45,469","1,908.875","8,593.839","1,206",0.000,0.000,0,"76,456","331,246","446,646"
2020,1,14537,Pascoag Utility District,RI,Municipal,Final,452.690,"2,975.170","4,274",59.390,343.950,530,220.080,"1,468.100",63,0.000,0.000,0,732,"4,787","4,867"
2020,1,57313,SolarCity Corporation,RI,Behind the Meter,Final,12.390,30.135,95,10.818,111.522,214,0.000,0.000,0,0.000,0.000,0,23,142,309
2020,1,59579,Sunnova,RI,Behind the Meter,Final,58.636,232.140,653,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,59,232,653
2020,1,59624,"Vivint Solar, Inc.",RI,Behind the Meter,Final,5.521,29.301,101,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,6,29,101
2020,1,59647,Sunrun Inc.,RI,Behind the Meter,Final,47.638,117.597,383,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,48,118,383
2020,1,61823,"Greenskies Renewable Energy, LLC",RI,Behind the Meter,Final,0.000,0.000,0,1.200,9.200,1,0.000,0.000,0,0.000,0.000,0,1,9,1
2020,1,88888,Total EPM,RI,,Final,"62,761.498","258,999.069","451,043","50,555.359","295,482.578","61,766","8,578.057","55,136.531","1,746",447.721,"2,599.365",1,"122,343","612,218","514,556"
2020,1,0,Adjustment 2020,SC,,Final,"101,555.754","789,254.645","730,693","32,307.474","285,088.931","105,456","21,297.105","289,774.298",739,0.000,0.000,0,"155,160","1,364,118","836,888"
2020,1,1613,Berkeley Electric Coop Inc,SC,Cooperative,Final,"14,813.000","114,471.000","93,996","4,525.000","36,891.000","11,817","6,351.000","129,752.000",10,0.000,0.000,0,"25,689","281,114","105,823"
2020,1,3046,Duke Energy Progress - (NC),SC,Investor Owned,Final,"23,503.040","195,478.179","137,519","14,430.820","147,241.992","31,790","11,366.752","198,116.711",598,0.000,0.000,0,"49,301","540,837","169,907"
2020,1,5416,"Duke Energy Carolinas, LLC",SC,Investor Owned,Final,"71,044.187","620,753.328","511,861","41,436.534","457,143.962","97,407","35,514.393","675,443.431","1,507",0.000,0.000,0,"147,995","1,753,341","610,775"
2020,1,11118,Lockhart Power Co,SC,Investor Owned,Final,770.125,"5,885.839","4,875",244.960,"1,604.124","1,282",673.306,"9,332.680",8,0.000,0.000,0,"1,688","16,823","6,165"
2020,1,14398,Palmetto Electric Coop Inc,SC,Cooperative,Final,"8,210.800","71,793.014","63,588","3,936.478","35,954.659","10,979",678.672,"7,950.703",29,0.000,0.000,0,"12,826","115,698","74,596"
2020,1,17539,"Dominion Energy South Carolina, Inc",SC,Investor Owned,Final,"93,012.000","691,175.000","641,262","66,655.000","648,583.000","102,520","26,088.000","397,236.000",781,0.000,0.000,0,"185,755","1,736,994","744,563"
2020,1,17543,South Carolina Public Service Authority,SC,State,Final,"15,661.163","143,738.458","158,671","12,222.167","132,464.205","31,109","17,303.231","355,513.986",28,0.000,0.000,0,"45,187","631,717","189,808"
2020,1,59624,"Vivint Solar, Inc.",SC,Behind the Meter,Final,104.761,505.459,902,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,105,505,902
2020,1,59647,Sunrun Inc.,SC,Behind the Meter,Final,841.528,"3,601.133","6,743",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,842,"3,601","6,743"
2020,1,61823,"Greenskies Renewable Energy, LLC",SC,Behind the Meter,Final,0.000,0.000,0,28.500,208.400,1,0.000,0.000,0,0.000,0.000,0,29,208,1
2020,1,88888,Total EPM,SC,,Final,"329,516.358","2,636,656.055","2,350,110","175,786.933","1,745,180.273","392,361","119,272.459","2,063,119.809","3,700",0.000,0.000,0,"624,576","6,444,956","2,746,171"
2020,1,0,Adjustment 2020,SD,,Final,"15,845.584","144,799.777","85,952","7,811.151","78,506.081","13,149","3,156.451","39,724.485","2,062",0.000,0.000,0,"26,813","263,030","101,163"
2020,1,1769,"Black Hills Electric Coop, Inc",SD,Cooperative,Final,"1,599.631","13,257.025","8,330",366.902,"2,838.449","1,844",28.051,237.554,87,0.000,0.000,0,"1,995","16,333","10,261"
2020,1,2285,City of Brookings - (SD),SD,Municipal,Final,"1,103.000","11,629.000","9,616",400.000,"3,890.000","1,452","1,080.000","15,541.000",170,0.000,0.000,0,"2,583","31,060","11,238"
2020,1,3236,"Central Electric Coop, Inc - (SD)",SD,Cooperative,Final,"1,548.189","15,742.739","6,380",302.324,"3,052.347",660,"1,160.922","15,466.954",172,0.000,0.000,0,"3,011","34,262","7,212"
2020,1,11475,City of Madison - (SD),SD,Municipal,Final,360.000,"2,985.000","2,872",267.000,"2,752.000",411,234.000,"2,344.000",40,0.000,0.000,0,861,"8,081","3,323"
2020,1,12199,Montana-Dakota Utilities Co,SD,Investor Owned,Final,682.000,"7,199.000","6,420",601.000,"6,857.000","2,028",46.000,597.000,8,0.000,0.000,0,"1,329","14,653","8,456"
2020,1,12341,MidAmerican Energy Co,SD,Investor Owned,Final,822.437,"11,591.448","4,169",502.928,"7,684.622",954,542.222,"11,236.640",22,0.000,0.000,0,"1,868","30,513","5,145"
2020,1,13337,Nebraska Public Power District,SD,Political Subdivision,Final,170.591,"2,119.389","1,084",115.683,"1,929.822",222,0.000,0.000,0,0.000,0.000,0,286,"4,049","1,306"
2020,1,13750,"Northern Electric Coop, Inc",SD,Cooperative,Final,"1,629.971","19,965.327","5,334",465.114,"5,388.754",854,653.405,"8,101.198",235,0.000,0.000,0,"2,748","33,455","6,423"
2020,1,13781,Northern States Power Co - Minnesota,SD,Investor Owned,Final,"7,923.517","71,185.301","83,987","7,591.196","89,002.614","12,478","1,942.924","28,303.753",26,0.000,0.000,0,"17,458","188,492","96,491"
2020,1,13809,NorthWestern Energy - (SD),SD,Investor Owned,Final,"6,647.000","64,114.000","50,657","6,706.000","66,093.000","13,105","2,501.000","34,350.000",63,0.000,0.000,0,"15,854","164,557","63,825"
2020,1,14232,Otter Tail Power Co,SD,Investor Owned,Final,"1,284.823","14,432.713","8,796","2,253.253","35,320.035","2,847",0.000,0.000,0,0.000,0.000,0,"3,538","49,753","11,643"
2020,1,15040,City of Pierre - (SD),SD,Municipal,Final,585.748,"6,170.954","6,118",268.517,"2,374.991","1,035",426.071,"6,160.557",167,0.000,0.000,0,"1,280","14,707","7,320"
2020,1,16286,Rosebud Electric Coop Inc,SD,Cooperative,Final,772.000,"8,733.000","4,735",201.000,"2,397.000",736,0.300,2.000,7,0.000,0.000,0,973,"11,132","5,478"
2020,1,17267,Sioux Valley SW Elec Coop,SD,Cooperative,Final,"3,524.359","34,044.107","19,939",501.261,"3,920.305","2,114","2,236.917","29,543.716",486,0.000,0.000,0,"6,263","67,508","22,539"
2020,1,19293,Southeastern Electric Coop Inc - (SD),SD,Cooperative,Final,"2,901.106","28,685.328","16,359","1,310.454","14,418.230","2,218","1,529.016","20,895.096",260,0.000,0.000,0,"5,741","63,999","18,837"
2020,1,19545,"Black Hills Power, Inc. d/b/a",SD,Investor Owned,Final,"6,749.568","53,077.000","57,194","7,796.213","65,804.000","13,314","1,298.789","14,313.000",5,0.000,0.000,0,"15,845","133,194","70,513"
2020,1,19896,City of Volga - (SD),SD,Municipal,Final,144.967,"1,157.340",990,18.386,146.359,127,335.767,"3,936.950",38,0.000,0.000,0,499,"5,241","1,155"
2020,1,20187,Watertown Municipal Utilities,SD,Municipal,Final,"1,120.000","13,402.000","10,700",894.000,"11,384.000","2,450",651.000,"9,422.000",102,0.000,0.000,0,"2,665","34,208","13,252"
2020,1,20401,West River Electric Assn Inc,SD,Cooperative,Final,"2,196.104","18,483.559","15,677",984.119,"8,167.776","1,969",207.032,"2,056.902",19,0.000,0.000,0,"3,387","28,708","17,665"
2020,1,27000,WAPA-- Western Area Power Administration,SD,Federal,Final,0.000,0.000,0,636.119,"26,905.335",18,0.067,4.918,1,0.000,0.000,0,636,"26,910",19
2020,1,88888,Total EPM,SD,,Final,"57,610.595","542,774.007","405,309","39,992.620","438,832.720","73,985","18,029.934","242,237.723","3,970",0.000,0.000,0,"115,633","1,223,844","483,264"
2020,1,0,Adjustment 2020,TN,,Final,"106,563.561","997,574.460","839,667","81,582.805","755,789.301","195,536","31,095.315","507,021.610",355,0.000,0.000,0,"219,242","2,260,385","1,035,558"
2020,1,727,Appalachian Electric Coop,TN,Cooperative,Final,"6,639.000","58,208.000","40,618","2,377.000","20,491.000","6,757",376.000,"6,371.000",7,0.000,0.000,0,"9,392","85,070","47,382"
2020,1,814,Entergy Arkansas LLC,TN,Investor Owned,Final,0.223,2.360,1,0.424,2.872,3,0.318,0.730,7,0.000,0.000,0,1,6,11
2020,1,2247,City of Bristol - (TN),TN,Municipal,Final,"5,047.000","52,380.000","28,922","2,979.000","27,557.000","4,745",661.000,"9,944.000",9,0.000,0.000,0,"8,687","89,881","33,676"
2020,1,3408,City of Chattanooga - (TN),TN,Municipal,Final,"19,724.000","178,250.000","152,003","17,638.000","161,364.000","25,099","5,412.000","81,869.000",62,0.000,0.000,0,"42,774","421,483","177,164"
2020,1,3704,City of Clarksville - (TN),TN,Municipal,Final,"9,410.000","84,153.000","63,896","4,691.000","42,118.000","8,435",369.000,"5,539.000",3,0.000,0.000,0,"14,470","131,810","72,334"
2020,1,3758,City of Cleveland - (TN),TN,Municipal,Final,"3,872.000","34,048.000","27,307","3,184.000","28,953.000","4,695","1,287.000","21,041.000",15,0.000,0.000,0,"8,343","84,042","32,017"
