UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
16565,Salmon River Electric Coop Inc,ID,2003,3,195,2420,1851,121,1940,423,427,11820,199,2,27,2,745,16207,2475
20169,Avista Corp,ID,2003,3,5626,89739,92261,4705,68757,14920,2611,58569,527,134,807,153,13076,217872,107861
22814,Raft Rural Elec Coop Inc,ID,2003,3,110,1790,1178,59,1231,233,255,388,287,,,,424,3409,1698
88888,Total EPM,ID,2003,3,40883,619232,0,26643,436511,0,22037,470216,0,,,0,89563,1525959,0
0,State Level Adjustment,IL,2003,3,38371,445886,0,82570,1173986,0,78227,1473072,0,,,0,157093,2369903,0
3252,Central ILL Light Co d/b/a AmerenCIL,IL,2003,3,10362,152306,182430,9234,138233,23364,8390,196253,169,135,2543,2,28121,489335,205965
3253,Central Illinois Pub Serv Co,IL,2003,3,16739,256095,274973,10601,155444,39452,7139,163487,1066,805,13340,1076,35284,588366,316567
4110,Commonwealth Edison Co,IL,2003,3,173641,2103579,3279921,152142,2146928,315731,48752,945670,993,41006,701390,16199,415541,5897567,3612844
9208,Illinois Power Co,IL,2003,3,29552,430041,530703,24191,333742,65322,19532,461204,315,1930,32208,5475,75205,1257195,601815
9417,Interstate Power and Light Co,IL,2003,3,449,6925,10738,235,3509,1934,465,10400,55,28,443,55,1177,21277,12782
12341,MidAmerican Energy Co,IL,2003,3,3230,43007,74665,1916,31389,7854,2091,56872,92,647,12505,1153,7884,143773,83764
13032,Mt Carmel Public Utility Co,IL,2003,3,343,3750,4638,112,1158,850,175,2278,108,196,4339,2,826,11525,5598
17535,South Beloit Wtr Gas & Elec,IL,2003,3,529,5479,7619,310,3522,890,557,7242,48,7,93,12,1403,16336,8569
19436,Union Electric Co,IL,2003,3,2312,49464,57095,2541,63290,8766,3463,136547,286,45,1327,88,8361,250628,66235
88888,Total EPM,IL,2003,3,275528,3496532,0,283852,4051201,0,168791,3453025,0,,,0,730895,11045905,0
0,State Level Adjustment,IN,2003,3,50658,721164,0,22907,364670,0,21529,488045,0,,,0,92155,1548894,0
261,AGC Division of APG Inc,IN,2003,3,,,,,,,10669,390225,1,,,,10669,390225,1
9273,Indianapolis Power & Light Co,IN,2003,3,23503,397458,402401,11883,183696,44448,26421,588121,4342,928,7503,662,62735,1176778,451853
9324,Indiana Michigan Power Co,IN,2003,3,24786,377606,395138,17703,315172,47859,22070,563467,4224,5,-242,1683,64564,1256003,448904
13756,Northern Indiana Pub Serv Co,IN,2003,3,22417,246874,384991,21592,276381,48423,30639,771142,2570,1130,10763,798,75778,1305160,436782
15470,PSI Energy Inc,IN,2003,3,44481,684460,648896,29164,556823,87304,34518,899851,3603,772,6024,1677,108935,2147158,741480
17633,Southern Indiana Gas & Elec Co,IN,2003,3,8602,124227,116901,6773,114437,16960,7617,186123,179,171,1523,17,23163,426310,134057
88888,Total EPM,IN,2003,3,174447,2551789,0,110022,1811179,0,153463,3886974,0,,,0,437999,8250528,0
0,State Level Adjustment,KS,2003,3,17228,177844,0,15458,161520,0,10048,199467,0,,,0,40649,517640,0
5860,Empire District Electric Co,KS,2003,3,571,8448,8767,271,3547,1292,332,6600,47,32,528,166,1206,19123,10272
9996,Kansas City City of,KS,2003,3,2580,39635,57964,4066,59736,7135,2428,60672,112,587,7596,243,9661,167639,65454
10000,Kansas City Power & Light Co,KS,2003,3,10847,178476,195193,13206,243880,24096,1139,21857,1067,377,1672,58,25569,445885,220414
10005,Kansas Gas & Electric Co,KS,2003,3,14861,201550,268218,12047,190850,30727,12383,281203,3493,401,3654,,39692,677257,302438
12524,Midwest Energy Inc,KS,2003,3,1335,16199,22079,1460,16367,11072,1643,24091,2517,74,749,142,4512,57406,35810
12698,Aquila Inc,KS,2003,3,3162,34136,52779,3402,41148,15580,3035,59065,77,181,1732,438,9780,136081,68874
17718,Southwestern Public Service Co,KS,2003,3,53,736,1050,59,831,394,0,0,0,5,71,37,117,1638,1481
22500,Westar Energy Inc,KS,2003,3,15098,233122,309010,15563,305491,47425,7058,160716,1580,428,5189,,38147,704518,358015
88888,Total EPM,KS,2003,3,65735,890146,0,65532,1023370,0,38066,813671,0,,,0,169333,2727187,0
0,State Level Adjustment,KY,2003,3,46906,738794,0,29822,529487,0,20797,511551,0,,,0,86233,1537271,0
1594,Berea College,KY,2003,3,305,5880,3960,129,2182,666,245,4901,55,8,110,467,687,13073,5148
5748,Electric Energy Inc,KY,2003,3,,,,,,,3101,206133,1,,,,3101,206133,1
9964,Kenergy Corp,KY,2003,3,3339,56296,44921,848,14410,6045,19894,739471,28,173,2804,805,24254,812981,51799
10171,Kentucky Utilities Co,KY,2003,3,21271,468311,392182,13673,304225,74182,15430,446598,1990,4757,109802,8465,55131,1328936,476819
11249,Louisville Gas and Electric Company,KY,2003,3,14420,261999,336665,13394,257702,41114,8532,239711,412,4268,95188,5775,40614,854600,383966
14724,Pennyrile Rural Electric Coop,KY,2003,3,3600,52921,35032,1414,18479,8955,1367,22686,34,100,1261,178,6481,95347,44199
17564,South Kentucky Rural E C C,KY,2003,3,4230,72328,54004,319,4869,3464,1038,20022,366,70,1189,686,5657,98408,58520
18642,Tennessee Valley Authority,KY,2003,3,,,,,,,30817,1300858,18,168,3370,4,30985,1304228,22
19446,"Union Light, Heat & Power Co",KY,2003,3,6452,103471,114056,6251,105605,12586,2974,59609,390,1575,27479,1387,17252,296164,128419
20130,Warren Rural Elec Coop Corp,KY,2003,3,4893,75061,45484,1620,21196,7784,2114,36469,44,175,1455,471,8802,134181,53783
22053,Kentucky Power Co,KY,2003,3,10466,199684,144700,5411,98434,26904,8149,258452,1494,-2,-98,455,24024,556472,173553
88888,Total EPM,KY,2003,3,115882,2034745,0,72881,1356589,0,114458,3846461,0,,,0,303221,7237794,0
0,State Level Adjustment,LA,2003,3,35256,497661,0,29727,384414,0,5632,88284,0,,,0,57077,790554,0
3265,Cleco Power LLC,LA,2003,3,16931,216514,217961,9573,120360,31355,11653,200298,712,3318,42186,6267,41475,579358,256295
7806,Entergy Gulf States Inc,LA,2003,3,24374,292507,293441,24129,320825,42525,39498,724774,3623,1699,20014,1583,89700,1358120,341172
11241,Entergy Louisiana Inc,LA,2003,3,46776,569429,569225,34298,401647,70580,52616,935816,7055,3519,42774,5558,137209,1949666,652418
13478,Entergy New Orleans Inc,LA,2003,3,9821,117095,171904,13219,177411,16547,2332,34518,1146,4856,71830,1609,30228,400854,191206
17698,Southwestern Electric Power Co,LA,2003,3,8399,151721,147662,7721,160165,17215,2754,70335,1944,162,3217,98,19036,385438,166919
88888,Total EPM,LA,2003,3,141557,1844927,0,118667,1564822,0,114485,2054025,0,,,0,374725,5463990,0
0,State Level Adjustment,MA,2003,3,23464,240342,0,68787,718290,0,37511,417031,0,,,0,127310,1375767,0
1998,Boston Edison Co,MA,2003,3,45701,367739,582756,45692,483024,85451,5183,56112,1564,1268,10149,6417,97844,917024,676188
2886,Cambridge Electric Light Co,MA,2003,3,2025,17651,39569,7629,97751,7545,170,2384,48,129,686,337,9953,118472,47499
4089,Commonwealth Electric Co,MA,2003,3,21189,143843,257715,12953,97167,34723,1558,10716,162,161,971,869,35861,252697,293469
6374,Fitchburg Gas & Elec Light Co,MA,2003,3,1745,13989,23583,1086,9010,3124,1253,12477,34,104,607,612,4188,36083,27353
8774,Holyoke City of,MA,2003,3,924,8306,14406,1258,11447,2065,424,6132,115,228,2294,566,2834,28179,17152
11804,Massachusetts Electric Co,MA,2003,3,77169,762778,1056823,54355,594274,129015,17703,211239,4649,874,4634,844,150101,1572925,1191331
13206,Nantucket Electric Co,MA,2003,3,839,7358,10003,382,3080,1258,,,,5,22,3,1226,10460,11264
15748,Reading Town of,MA,2003,3,1950,17076,24172,,,,2742,30194,2648,290,2838,448,4982,50108,27268
20455,Western Massachusetts Elec Co,MA,2003,3,14339,133809,185500,9679,102986,17282,4633,56823,816,447,2522,645,29098,296140,204243
88888,Total EPM,MA,2003,3,189345,1712891,0,201821,2117029,0,71177,803108,0,,,0,463397,4657855,0
0,State Level Adjustment,MD,2003,3,19179,301660,0,22439,394109,0,43019,1183019,0,,,0,81973,1883235,0
1167,Baltimore Gas & Electric Co,MD,2003,3,91187,1232817,1056254,21994,287125,106490,45832,714497,8525,3698,39075,423,162711,2273514,1171692
5027,Conectiv,MD,2003,3,17275,228618,162189,9016,119820,23219,1771,29209,257,115,673,264,28177,378320,185929
15263,The Potomac Edison Co,MD,2003,3,16689,248664,199818,8830,141900,24654,16776,378043,2699,283,1242,342,42578,769849,227513
15270,Potomac Electric Power Co,MD,2003,3,25682,419257,386417,20298,415984,33843,18,11,1,442,6329,107,46440,841581,420368
88888,Total EPM,MD,2003,3,170012,2431016,0,82577,1358938,0,107416,2304779,0,,,0,361879,6146499,0
0,State Level Adjustment,ME,2003,3,45596,371108,0,35939,289540,0,21039,302025,0,,,0,102568,962642,0
3266,Central Maine Power Co,ME,2003,3,1,8,25,1,7,5,,,,,,1,2,15,31
5609,Eastern Maine Electric Coop,ME,2003,3,,,,,,,1,33,1,,,,1,33,1
11477,Town of Madison (ME),ME,2003,3,152,1280,2104,37,341,320,1369,20057,19,5,31,86,1563,21709,2529
88888,Total EPM,ME,2003,3,45749,372396,0,35977,289888,0,22409,322115,0,,,0,104134,984399,0
0,State Level Adjustment,MI,2003,3,21079,291679,0,22854,351128,0,44571,831855,0,,,0,81425,1416387,0
392,Alpena Power Co,MI,2003,3,677,7819,13725,680,8961,3665,299,6789,5,,,,1656,23569,17395
4254,Consumers Energy Co,MI,2003,3,81199,1035387,1529826,67545,913622,198409,45991,863008,8867,2207,20614,3408,196942,2832631,1740510
5109,Detroit Edison Co,MI,2003,3,112730,1267676,1962285,111146,1361872,182425,54690,1024499,980,4204,32988,2003,282770,3687035,2147693
5659,Edison Sault Electric Co,MI,2003,3,1240,18569,18782,1432,20125,3526,673,14941,4,23,204,38,3368,53839,22350
9324,Indiana Michigan Power Co,MI,2003,3,5289,93117,106356,3435,54525,15529,3866,85314,1121,2,-12,336,12592,232944,123342
10704,Lansing City of,MI,2003,3,3428,47933,82930,5506,89217,13144,2549,52822,327,523,3802,2026,12006,193774,98427
13780,Northern States Power Co,MI,2003,3,405,5593,7741,198,3032,1198,198,3943,33,20,184,57,821,12752,9029
19578,Upper Peninsula Power Co,MI,2003,3,2684,24496,45313,1961,22163,5599,1072,20212,13,80,506,282,5797,67377,51207
20847,Wisconsin Electric Power Co,MI,2003,3,1389,14259,23842,1019,12092,2903,8191,220129,13,36,205,65,10635,246685,26823
20860,Wisconsin Public Service Corp,MI,2003,3,376,5991,7967,294,5121,925,489,16397,8,8,67,27,1167,27576,8927
88888,Total EPM,MI,2003,3,230496,2812519,0,216070,2841858,0,162589,3139909,0,,,0,609179,8794569,0
0,State Level Adjustment,MN,2003,3,41036,585244,0,21849,340070,0,15122,344153,0,,,0,74795,1233320,0
689,Anoka Electric Coop,MN,2003,3,6892,86547,99046,3136,48889,6648,442,9698,308,102,1012,272,10572,146146,106274
5574,East Central Energy,MN,2003,3,3228,41274,43519,1089,17321,3323,334,8454,18,19,157,71,4670,67206,46931
9417,Interstate Power and Light Co,MN,2003,3,2045,24952,35974,776,11810,6587,1570,33341,244,152,2153,343,4543,72256,43148
12647,"ALLETE, Inc.",MN,2003,3,6080,93315,112713,6059,102714,19318,21006,561292,480,420,6730,682,33565,764051,133193
13781,Northern States Power Co,MN,2003,3,49516,646859,1036012,57516,994300,119877,31396,692752,596,2060,20734,5137,140488,2354645,1161622
13815,Northwestern Wisconsin Elec Co,MN,2003,3,3,28,52,1,9,14,,,,,,,4,37,66
14232,Otter Tail Power Co,MN,2003,3,3255,49697,45044,4948,86325,11140,1327,29777,9,217,3224,358,9747,169023,56551
16181,Rochester Public Utilities,MN,2003,3,1907,23914,38430,2338,35735,4026,1859,32031,22,129,1178,4,6233,92858,42482
17267,Sioux Valley Energy,MN,2003,3,371,5409,2667,22,321,75,97,1749,51,,,,490,7479,2793
20996,Wright-Hennepin Coop Elec Assn,MN,2003,3,2423,35602,33329,952,16421,1564,244,5082,7,23,134,1728,3642,57239,36628
25177,Dakota Electric Association,MN,2003,3,4462,61422,84865,1547,24426,5050,1427,38196,648,90,825,271,7526,124869,90834
88888,Total EPM,MN,2003,3,121218,1654263,0,100233,1678341,0,74824,1756525,0,,,0,296275,5089129,0
0,State Level Adjustment,MO,2003,3,56152,818855,0,21736,361541,0,17620,405196,0,,,0,91738,1526152,0
3093,Carroll Electric Coop Corp,MO,2003,3,612,7831,9076,78,1075,719,0,0,0,1,9,10,691,8915,9805
4675,Cuivre River Electric Coop Inc,MO,2003,3,4277,73968,44645,616,12222,2595,,,,46,263,323,4939,86453,47563
5860,Empire District Electric Co,MO,2003,3,8358,125190,112959,5441,92617,20302,3120,73524,292,483,7326,1394,17402,298657,134947
9231,Independence City of,MO,2003,3,2469,32645,49561,2430,34264,4823,162,3165,12,76,808,61,5137,70882,54457
10000,Kansas City Power & Light Co,MO,2003,3,10906,165367,234695,17796,301402,30281,5485,128912,1200,328,5330,56,34515,601011,266232
12698,Aquila Inc,MO,2003,3,14702,254357,249170,7874,165318,33386,3370,93499,283,1667,32664,2667,27613,545838,285506
17833,City Utilities of Springfield,MO,2003,3,3041,65569,83640,4356,106315,13085,1155,34984,131,119,3007,1,8671,209875,96857
19436,Union Electric Co,MO,2003,3,55495,950441,1016911,51194,1079043,145501,18530,450202,5349,1050,10033,1376,126269,2489719,1169137
88888,Total EPM,MO,2003,3,156012,2494223,0,111521,2153797,0,49442,1189482,0,,,0,316975,5837502,0
0,State Level Adjustment,MS,2003,3,34832,469288,0,23346,272957,0,16357,287948,0,,,0,71110,992264,0
3841,Coast Electric Power Assn,MS,2003,3,4828,62401,61410,1223,15708,4974,699,16031,7,214,1800,280,6964,95940,66671
6641,4-County Electric Power Assn,MS,2003,3,3110,41103,34607,974,10961,6361,771,12638,18,154,1242,172,5009,65944,41158
12685,Entergy Mississippi Inc,MS,2003,3,27209,369839,346589,24405,325326,57168,12945,216822,2978,2504,30122,3866,67063,942109,410601
12686,Mississippi Power Co,MS,2003,3,10517,137335,159103,11400,212926,32857,10503,303115,513,399,3316,107,32819,656692,192580
17252,Singing River Elec Pwr Assn,MS,2003,3,4226,57571,55122,1324,17814,6091,277,5062,11,29,209,65,5856,80656,61289
17647,Southern Pine Elec Power Assn,MS,2003,3,4513,59387,57424,1326,17764,3385,2478,50031,16,14,74,21,8331,127256,60846
18642,Tennessee Valley Authority,MS,2003,3,,,,,,,8502,282832,7,,,,8502,282832,7
19273,Tupelo City of,MS,2003,3,556,9126,10806,1243,19680,4293,852,16699,16,111,1166,17,2762,46671,15132
88888,Total EPM,MS,2003,3,89791,1206050,0,65241,893136,0,53384,1191178,0,,,0,208416,3290364,0
0,State Level Adjustment,MT,2003,3,6193,90827,0,6617,106905,0,8398,233299,0,,,0,20105,426031,0
1738,Bonneville Power Admin,MT,2003,3,,,,,,,205,2688,1,,,,205,2688,1
6395,Flathead Electric Coop Inc,MT,2003,3,4001,53196,44228,2288,32055,8128,1895,34523,407,48,386,2185,8232,120160,54948
12199,MDU Resources Group Inc,MT,2003,3,957,13126,18631,919,16825,4503,785,17686,137,64,1170,351,2725,48807,23622
12825,NorthWestern Energy LLC,MT,2003,3,13933,191826,244376,12855,191820,52867,1173,25084,117,968,3278,3043,28929,412008,300403
19156,Powder River Energy Corporation,MT,2003,3,3,59,90,24,426,84,0,0,0,0,0,0,27,485,174
19545,Black Hills Power Inc,MT,2003,3,1,8,13,1,13,20,45,1041,3,,,,47,1062,36
19603,USBIA-Mission Valley Power,MT,2003,3,937,18133,12919,517,9210,2811,60,1386,1,19,152,2756,1533,28881,18487
20169,Avista Corp,MT,2003,3,1,13,9,0,3,1,0,0,0,0,0,7,1,16,17
20997,Yellowstone Valley Elec Co-op,MT,2003,3,1009,14964,12649,198,3032,1088,0,0,0,4,13,177,1211,18009,13914
88888,Total EPM,MT,2003,3,27035,382152,0,23419,360289,0,12561,315707,0,,,0,63015,1058147,0
0,State Level Adjustment,NC,2003,3,93044,1010686,0,56117,681711,0,16907,309546,0,,,0,157234,1864073,0
3046,Progress Energy Carolinas,NC,2003,3,86356,1088926,964290,54399,801397,168794,36836,748704,3772,5364,98784,2301,182955,2737811,1139157
5416,Duke Power Co,NC,2003,3,112307,1510767,1414763,85391,1440657,226352,50549,1182554,5930,1977,18676,8950,250224,4152654,1655995
6235,Fayetteville Public Works Comm,NC,2003,3,5794,69337,62739,3896,53772,6980,1469,31727,25,422,6321,28341,11581,161157,98085
9837,Jones-Onslow Elec Member Corp,NC,2003,3,4486,52705,47268,1100,14674,4106,,,,,,,5586,67379,51374
16496,Rutherford Elec Member Corp,NC,2003,3,5946,67678,58007,724,8235,3641,387,10064,24,9,93,65,7066,86070,61737
18642,Tennessee Valley Authority,NC,2003,3,,,,,,,19,378,4,,,,19,378,4
19876,Virginia Electric & Power Co,NC,2003,3,8978,108224,95589,3528,51697,15142,4768,99709,79,991,13830,2274,18265,273460,113084
24889,Brunswick Electric Member Corp,NC,2003,3,5514,52756,63134,999,12202,1570,,,,71,165,270,6584,65123,64974
88888,Total EPM,NC,2003,3,322425,3961079,0,206154,3064345,0,110935,2382682,0,,,0,639514,9408105,0
0,State Level Adjustment,ND,2003,3,2495,41632,0,2452,54497,0,3645,97558,0,,,0,7139,166555,0
4717,Dakota Valley Elec Coop Inc,ND,2003,3,649,8847,4991,246,3612,416,834,23156,3,5,61,366,1734,35676,5776
12087,McKenzie Electric Coop Inc,ND,2003,3,281,4571,4034,552,7014,1028,473,10677,7,,,,1306,22262,5069
12090,"McLean Electric Coop, Inc",ND,2003,3,283,3455,2680,44,593,226,26,670,1,32,480,36,385,5198,2943
12199,MDU Resources Group Inc,ND,2003,3,3055,46329,59784,3329,53904,9587,554,11503,169,263,4915,1410,7201,116651,70950
12301,Nodak Electric Coop Inc,ND,2003,3,2029,36382,15188,15,447,9,742,17896,274,372,8341,254,3158,63066,15725
13196,Northern Plains Electric Coop,ND,2003,3,1245,21388,9192,272,4313,1104,226,5421,10,68,69,422,1811,31191,10728
13694,"North Central Elec Coop, Inc",ND,2003,3,615,11881,5273,461,6679,1463,23,454,4,25,339,358,1124,19353,7098
13781,Northern States Power Co,ND,2003,3,4047,72232,73129,3872,79623,11576,993,23817,25,158,2123,277,9070,177795,85007
14088,Oliver-Mercer Elec Coop Inc,ND,2003,3,264,4507,2466,78,1226,512,521,10619,4,13,32,896,876,16384,3878
14232,Otter Tail Power Co,ND,2003,3,3316,54337,44258,4777,83629,11837,207,4393,2,171,2596,510,8471,144955,56607
19790,Verendrye Electric Coop Inc,ND,2003,3,750,11667,8855,371,6329,1165,151,3470,6,225,7746,53,1497,29212,10079
20395,West Plains Electric Coop Inc,ND,2003,3,376,7094,4278,100,1724,856,668,9761,730,1,19,9,1145,18598,5873
20413,Mountrail-Williams Elec Coop,ND,2003,3,447,6978,5336,272,3568,1180,292,5792,164,5,38,125,1016,16376,6805
24949,Cass County Elec Coop Inc,ND,2003,3,2391,43832,21346,972,19845,2075,177,4791,18,115,372,425,3655,68840,23864
88888,Total EPM,ND,2003,3,22243,375132,0,17813,327003,0,9532,229978,0,,,0,49588,932112,0
0,State Level Adjustment,NE,2003,3,14214,226871,0,13568,223214,0,7444,127343,0,,,0,32296,530014,0
4373,Cornhusker Public Power Dist,NE,2003,3,614,8246,6587,191,3606,311,161,4283,1585,20,1055,16,986,17190,8499
4911,Dawson Power District,NE,2003,3,998,18404,14619,230,4401,1288,33,835,4705,8,93,17,1269,23733,20629
6779,Freemont City of,NE,2003,3,521,10932,11671,180,3424,1460,711,17700,457,9,111,451,1421,32167,14039
8245,Hastings City of,NE,2003,3,452,6870,10392,396,6546,1962,679,17328,99,59,1311,127,1586,32055,12580
11018,Lincoln Electric System,NE,2003,3,4195,81641,102062,3568,82848,13843,1592,40667,235,885,20438,1399,10240,225594,117539
11251,Loup River Public Power Dist,NE,2003,3,998,22358,14064,557,11553,2742,1509,50184,416,131,2953,422,3195,87048,17644
13337,Nebraska Public Power District,NE,2003,3,5483,70596,68289,3906,65307,14841,3107,103634,719,681,13526,2201,13177,253063,86050
13664,Norris Public Power District,NE,2003,3,1224,20491,12887,291,3918,3058,615,12976,1095,15,137,132,2145,37522,17172
14127,Omaha Public Power District,NE,2003,3,13796,232749,269231,13623,261063,38101,5748,169863,133,1086,7169,430,34253,670844,307895
17642,Southern Public Power District,NE,2003,3,1181,20347,14812,186,2589,2085,4686,34137,8225,,,,6053,57073,25122
40606,Grand Island City of,NE,2003,3,806,13531,18853,649,11223,3180,932,22084,77,36,622,707,2423,47460,22817
88888,Total EPM,NE,2003,3,44482,733036,0,37345,679692,0,27217,601034,0,,,0,109044,2013763,0
0,State Level Adjustment,NH,2003,3,302,4858,0,1824,20512,0,2695,22150,0,,,0,3411,35802,0
4184,Connecticut Valley Elec Co,NH,2003,3,791,5285,9097,829,6401,1540,155,1459,2,16,61,15,1791,13206,10654
13441,New Hampshire Elec Coop Inc,NH,2003,3,5610,40089,63673,2232,17064,9455,363,3593,10,28,127,90,8233,60873,73228
15472,Public Service Co of NH,NH,2003,3,29633,248509,383334,25909,249786,62494,12610,129627,2767,412,2054,530,68564,629976,449125
24590,Unitil Energy Systems,NH,2003,3,4206,41279,59703,2504,24678,9112,2129,24851,127,904,9230,2677,9743,100038,71619
26510,Granite State Electric Co,NH,2003,3,2867,24973,32944,2854,29311,5880,486,5237,223,50,246,51,6257,59767,39098
88888,Total EPM,NH,2003,3,43409,364993,0,36152,347752,0,18438,186917,0,,,0,97999,899662,0
0,State Level Adjustment,NJ,2003,3,3692,49302,0,11610,107729,0,10932,168499,0,,,0,20228,296589,0
963,Atlantic City Electric Co,NJ,2003,3,36839,357012,453290,26428,294465,60368,4589,55041,994,822,4230,511,68678,710748,515163
9726,Jersey Central Power & Lt Co,NJ,2003,3,73969,722389,925391,64551,652045,112939,17847,222069,2737,1611,6989,1381,157978,1603492,1042448
15477,Public Service Elec & Gas Co,NJ,2003,3,95130,987139,1774968,144583,1806254,243679,31806,468386,8409,4521,31689,8630,276040,3293468,2035686
16213,Rockland Electric Co,NJ,2003,3,4373,50140,62203,4961,61856,8609,406,5697,111,68,590,27,9808,118283,70950
88888,Total EPM,NJ,2003,3,214003,2165982,0,252133,2922349,0,65580,919692,0,,,0,532732,6022580,0
0,State Level Adjustment,NM,2003,3,6561,76947,0,12631,185033,0,7957,170661,0,,,0,23145,378381,0
3287,"Central Valley Elec Coop, Inc",NM,2003,3,214,3570,4625,461,6715,5223,1693,40886,1403,,,,2368,51171,11251
5701,El Paso Electric Co,NM,2003,3,3660,31323,65754,2771,27087,7669,443,6644,25,2132,24907,1164,9006,89961,74612
9699,"Jemez Mountains Elec Coop, Inc",NM,2003,3,1228,14303,25932,732,8932,3146,110,1724,6,47,503,133,2117,25462,29217
15473,Public Service Co of NM,NM,2003,3,16520,192532,350685,18900,246893,41365,5277,104608,297,901,13726,973,41598,557759,393320
17718,Southwestern Public Service Co,NM,2003,3,3479,65490,84661,4512,93241,19249,3325,97470,44,534,9607,1329,11850,265808,105283
22690,Roosevelt County Elec Coop Inc,NM,2003,3,185,3132,3462,74,955,765,220,3754,129,203,4097,1365,682,11938,5721
40051,Texas-New Mexico Power Co,NM,2003,3,2522,19144,40970,2554,19756,6402,2858,40092,11,187,1421,79,8121,80413,47462
88888,Total EPM,NM,2003,3,34369,406441,0,42635,588612,0,21883,465839,0,,,0,98887,1460893,0
0,State Level Adjustment,NV,2003,3,866,12668,0,3172,45738,0,1115,20389,0,,,0,2809,48555,0
2008,City of Boulder,NV,2003,3,253,5585,6548,432,4465,883,,,,,,,685,10050,7431
4356,Colorado River Comm of Nevada,NV,2003,3,,,,5507,78824,2,2054,65936,5,,,,7561,144760,7
13073,"Mt Wheeler Power, Inc",NV,2003,3,354,5060,4553,112,1367,1051,291,4029,89,62,848,398,819,11304,6091
13407,Nevada Power Co,NV,2003,3,38944,406802,596802,27697,289785,78531,32830,473035,1276,2057,28346,71,101528,1197968,676680
17166,Sierra Pacific Power Co,NV,2003,3,16566,158221,243049,19875,204877,36763,20736,288127,94,222,1009,111,57399,652234,280017
18260,Surprise Valley Electrification Corp,NV,2003,3,,,,1,4,3,,,,,,,1,4,3
19840,"Valley Electric Assn, Inc",NV,2003,3,1368,16144,13847,728,9257,1860,15,294,214,,,,2111,25695,15921
20332,Wells Rural Electric Co,NV,2003,3,332,4244,3984,225,3397,729,1486,41565,25,3,37,21,2046,49243,4759
22814,Raft Rural Elec Coop Inc,NV,2003,3,87,1530,1551,112,2925,244,9,1,7,,,,208,4456,1802
88888,Total EPM,NV,2003,3,58770,610254,0,57861,640639,0,58536,893376,0,,,0,175167,2144269,0
0,State Level Adjustment,NY,2003,3,38470,386104,0,272347,2369820,0,68598,1070067,0,,,0,376150,3846815,0
3249,Central Hudson Gas & Elec Corp,NY,2003,3,19868,182934,243585,10468,121570,33735,3704,49761,1070,3343,37402,8362,37383,391667,286752
4226,Consolidated Edison Co-NY Inc,NY,2003,3,184221,938165,2691435,228076,1420329,442168,5202,35688,320,1534,10484,1087,419033,2404666,3135010
5877,Energetix,NY,2003,3,2707,26392,39769,6636,74298,7132,935,10464,1005,,,,10278,111154,47906
6369,Fishers Island Utility Co Inc,NY,2003,3,49,210,607,18,73,160,,,,7,30,2,74,313,769
11171,Long Island Power Authority,NY,2003,3,94454,703623,966293,77128,728515,111158,,,,3263,34635,4201,174845,1466773,1081652
13511,New York State Elec & Gas Corp,NY,2003,3,61007,499790,707194,22299,201419,85701,14703,215990,2383,9071,79983,10023,107080,997182,805301
13573,Niagara Mohawk Power Corp.,NY,2003,3,113880,925363,1357723,85814,694408,136416,29140,216753,1257,3536,10267,4635,232370,1846791,1500031
14154,Orange & Rockland Utils Inc,NY,2003,3,11431,83533,139364,10231,98133,22487,1682,22198,86,710,7238,288,24054,211102,162225
14711,Pennsylvania Electric Co,NY,2003,3,248,2668,3346,108,1243,419,138,1987,12,3,14,3,497,5912,3780
16183,Rochester Gas & Electric Corp,NY,2003,3,18644,170478,277143,10684,115544,24905,6452,93796,790,2389,19989,4406,38169,399807,307244
88888,Total EPM,NY,2003,3,544979,3919260,0,723809,5825352,0,130554,1716704,0,,,0,1419933,11682182,0
0,State Level Adjustment,OH,2003,3,100099,1173271,0,104146,1296658,0,61538,1206866,0,,,0,249210,3382945,0
3542,Cincinnati Gas & Electric Co,OH,2003,3,39859,568986,572497,25938,348123,63892,16391,350713,2331,6297,108968,5307,88485,1376790,644027
3755,Cleveland Electric Illum Co,OH,2003,3,17825,202547,275072,19300,203915,33328,31912,520115,3246,1585,14088,290,70622,940665,311936
4062,Columbus Southern Power Co,OH,2003,3,39680,578537,619660,34596,560006,69834,10440,215088,2788,1370,33948,298,86086,1387579,692580
4922,Dayton Power & Light Co,OH,2003,3,31805,452096,449906,16711,254878,46975,8291,186641,1663,5624,114001,6251,62431,1007616,504795
12796,Monongahela Power Co,OH,2003,3,1379,20871,24933,997,16142,3283,2930,96720,921,30,174,27,5336,133907,29164
13998,Ohio Edison Co,OH,2003,3,52660,573426,645544,34152,361328,70117,32619,627800,2536,716,13859,1685,120147,1576413,719882
14006,Ohio Power Co,OH,2003,3,43708,673473,602576,25094,445042,86813,44094,1220443,7598,401,4391,2585,113297,2343349,699572
14015,Ohio Valley Electric Corp,OH,2003,3,,,,,,,875,28127,1,,,,875,28127,1
