UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
17718,Southwestern Public Service Co,OK,2006,3,478,5382,7094,741,8815,2368,548,8741,3,,,,1767,22938,9465
19785,Verdigris Valley Elec Coop Inc,OK,2006,3,1988,30391,27757,300,3552,3844,295,4190,502,,,,2583,38133,32103
88888,Total EPM,OK,2006,3,119956,1463271,0,95320,1343865,0,62749,1179770,0,,,0,278024,3986906,0
0,State Level Adjustment,OR,2006,3,31314,469629,0,16576,251358,0,17581,363086,0,,,0,65471,1084073,0
1738,Bonneville Power Admin,OR,2006,3,0,0,0,13,437,1,0,0,0,0,0,0,13,437,1
6022,Eugene City of,OR,2006,3,9088,118329,75565,5584,88759,8827,2448,60307,4,0,0,0,17120,267395,84396
9191,Idaho Power Co,OR,2006,3,998,19042,13116,628,12767,3333,853,24272,1533,,,,2479,56081,17982
14354,PacifiCorp,OR,2006,3,39343,571723,454216,22300,382400,73640,11258,260892,9835,66,1118,22,72967,1216133,537713
15248,Portland General Electric Co,OR,2006,3,62418,762469,689604,45106,603435,93655,16586,283382,1008,36,502,22,124146,1649788,784289
18260,Surprise Valley Electrification Corp.,OR,2006,3,112,1700,1086,23,329,317,14,200,230,,,,149,2229,1633
88888,Total EPM,OR,2006,3,143273,1942892,0,90230,1339485,0,48740,992139,0,,,0,282345,4276136,0
0,State Level Adjustment,PA,2006,3,27913,255301,0,40340,444465,0,22954,366850,0,,,0,91326,1069193,0
3597,Citizens Electric Co,PA,2006,3,543,7803,5503,216,2422,1092,258,4155,38,0,0,0,1017,14380,6633
5487,Dusquene Light Co,PA,2006,3,26494,262356,426895,20072,230780,49898,1775,20953,874,4,36,1,48345,514125,477668
12390,Metropolitan Edison Co,PA,2006,3,40387,434496,473502,30210,368928,61471,20748,333592,1845,0,0,0,91345,1137016,536818
14711,Pennsylvania Electric Co,PA,2006,3,34956,387007,503442,32910,419908,79596,21514,365414,2430,,,,89380,1172329,585468
14715,PPL Electric Utilities Corporation,PA,2006,3,129505,1404034,1197275,97739,1118753,168134,50769,813445,4851,445,5021,1,278458,3341253,1370261
14716,Pennsylvania Power Co,PA,2006,3,11635,153495,139078,9262,129490,19039,7659,145928,209,,,,28556,428913,158326
14940,PECO Energy Co,PA,2006,3,129650,1004035,1385618,73307,642888,120714,102931,1291516,3091,4698,66321,3,310586,3004760,1509426
15045,Pike County Light & Power Co,PA,2006,3,451,2419,3589,604,3451,974,,,,,,,1055,5870,4563
19390,"UGI Utilities, Inc",PA,2006,3,4479,48579,54492,2638,29021,7378,772,10267,161,,,,7889,87867,62031
20334,Wellsborough Electric Co,PA,2006,3,319,3618,4838,258,2793,1060,231,3251,14,0,0,0,808,9662,5912
20387,West Penn Power Company,PA,2006,3,44583,628804,612773,25402,418866,80420,32394,684794,13221,67,1194,3,102446,1733658,706417
88888,Total EPM,PA,2006,3,450915,4591947,0,332958,3811765,0,262005,4040165,0,,,0,1051211,12519026,0
0,State Level Adjustment,RI,2006,3,302,2323,0,7209,58219,0,1885,16174,0,,,0,9396,76717,0
1857,Block Island Power Co,RI,2006,3,78,248,1303,84,269,399,20,76,36,0,0,0,182,593,1738
13214,The Narragansett Electric Co,RI,2006,3,38650,244034,423247,35530,248429,51080,10750,80815,2107,0,0,0,84930,573278,476434
88888,Total EPM,RI,2006,3,39030,246605,0,42823,306917,0,12655,97065,0,,,0,94508,650588,0
0,State Level Adjustment,SC,2006,3,58283,633081,0,19720,232408,0,13941,280660,0,,,0,91944,1146149,0
1613,Berkeley Electric Coop Inc,SC,2006,3,8132,89185,65600,1354,15131,7574,870,12841,249,0,0,0,10356,117157,73423
3046,Progress Energy Carolinas,SC,2006,3,15166,174623,137715,10927,135737,32163,13440,248196,758,0,0,0,39533,558556,170636
5416,Duke Power Co,SC,2006,3,35575,484333,429478,26962,427174,84271,29580,758792,1811,0,0,0,92117,1670299,515560
11118,Lockhart Power Co,SC,2006,3,471,5579,5127,145,1527,1178,515,10830,10,0,0,0,1131,17936,6315
14398,Palmetto Electric Coop Inc,SC,2006,3,5144,60986,53077,1549,16960,9011,1528,20960,365,,,,8221,98906,62453
17539,South Carolina Electric&Gas Co,SC,2006,3,46887,520732,520916,41587,591204,88838,22555,520617,503,,,,111029,1632553,610257
17543,South Carolina Pub Serv Auth,SC,2006,3,9584,118240,122874,10590,137917,28034,29174,713621,32,,,,49348,969778,150940
88888,Total EPM,SC,2006,3,179242,2086759,0,112834,1558058,0,111603,2566517,0,,,0,403679,6211334,0
0,State Level Adjustment,SD,2006,3,8605,116321,0,4620,96329,0,425,8628,0,,,0,13649,221278,0
2285,Brookings City of,SD,2006,3,433,7718,7525,207,3426,1242,506,11417,118,0,0,0,1146,22561,8885
3236,"Central Electric Coop, Inc",SD,2006,3,710,9138,6359,91,1244,571,143,2293,57,0,0,0,944,12675,6987
11475,City of Madison,SD,2006,3,194,2985,2802,101,2018,422,137,2703,54,0,0,0,432,7706,3278
12199,MDU Resources Group Inc,SD,2006,3,483,5504,6612,379,4884,1888,38,620,23,0,0,0,900,11008,8523
12341,MidAmerican Energy Co,SD,2006,3,180,2444,3106,175,2598,693,302,7007,19,0,0,0,657,12049,3818
13337,Nebraska Public Power District,SD,2006,3,90,1502,994,68,1591,202,0,0,0,0,0,0,158,3093,1196
13750,"Northern Electric Coop, Inc",SD,2006,3,576,9930,4976,244,4167,611,306,6863,163,,,,1126,20960,5750
13781,Northern States Power Co,SD,2006,3,3456,44353,65941,4156,70275,9867,1228,25444,17,,,,8840,140072,75825
13809,NorthWestern Energy,SD,2006,3,3398,41134,47220,3651,46693,11391,909,16345,60,,,,7958,104172,58671
14232,Otter Tail Power Co,SD,2006,3,759,10925,8631,1328,23662,2692,,,,,,,2087,34587,11323
15040,Pierre City of,SD,2006,3,397,6470,5923,162,2483,986,299,6394,156,,,,858,15347,7065
16286,Rosebud Electric Coop Inc,SD,2006,3,347,5547,4578,93,1629,679,1,10,3,,,,441,7186,5260
17267,Sioux Valley Energy,SD,2006,3,1582,20658,15455,227,2682,1346,826,15663,159,,,,2635,39003,16960
19293,Southeastern Electric Coop Inc,SD,2006,3,1107,16158,11996,382,6374,1250,205,4830,181,,,,1694,27362,13427
19545,Black Hills Power Inc,SD,2006,3,3533,45712,49716,4091,55392,11168,1083,22906,34,,,,8707,124010,60918
20187,Watertown Municipal Utilities,SD,2006,3,518,10126,11030,171,2726,1799,663,16206,388,,,,1352,29058,13217
20401,West River Electric Assn Inc,SD,2006,3,868,11116,11207,352,4652,2645,33,530,4,,,,1253,16298,13856
88888,Total EPM,SD,2006,3,27236,367741,0,20498,332825,0,7104,147859,0,,,0,54837,848425,0
0,State Level Adjustment,TN,2006,3,72991,982081,0,54039,686046,0,37660,790216,0,,,0,164691,2458343,0
727,Appalachian Electric Coop,TN,2006,3,4049,54784,37318,1308,15448,5954,227,3308,8,0,0,0,5584,73540,43280
814,Entergy Arkansas Inc,TN,2006,3,1,6,12,1,6,4,1,1,3,0,0,0,3,13,19
2247,Bristol City of,TN,2006,3,3037,47307,28031,1444,20613,4268,1185,21118,23,0,0,0,5666,89038,32322
3408,Chattanooga City of,TN,2006,3,12680,177389,132350,10388,142696,22822,7246,132184,111,0,0,0,30314,452269,155283
3704,Clarksville City of,TN,2006,3,4110,57610,45126,2258,29843,6660,892,14699,18,0,0,0,7260,102152,51804
3758,Cleveland City of,TN,2006,3,2279,32243,24233,1974,26591,4105,1500,25327,32,0,0,0,5753,84161,28370
3812,Clinton City of,TN,2006,3,2497,33948,25181,1228,15346,3764,1034,18553,16,0,0,0,4759,67847,28961
4624,Cumberland Elec Member Corp,TN,2006,3,8381,110607,72080,2793,32782,11908,2114,44711,25,0,0,0,13288,188100,84013
5399,Duck River Elec Member Corp,TN,2006,3,6527,86736,57377,2481,29293,9988,1089,20463,17,0,0,0,10097,136492,67382
7174,Gibson Electric Members Corp,TN,2006,3,3123,40476,28440,1059,11347,5817,570,8385,11,,,,4752,60208,34268
7625,Greeneville City of,TN,2006,3,3190,44644,30177,1764,22217,6576,1794,30309,26,,,,6748,97170,36779
9777,Johnson City City of,TN,2006,3,7278,102007,61269,3700,47884,9926,1734,26837,32,,,,12712,176728,71227
10171,Kentucky Utilities Company,TN,2006,3,1,13,5,0,0,0,0,0,0,0,0,0,1,13,5
10331,Kingsport Power Co,TN,2006,3,3235,61327,40792,1864,32280,5628,2884,81089,188,0,0,0,7983,174696,46608
10421,Knoxville Utilities Board,TN,2006,3,15061,207647,166916,10737,141541,22469,6147,117865,71,0,0,0,31945,467053,189456
10906,Lenoir City of,TN,2006,3,4360,61004,44474,3289,44473,9598,883,14257,31,0,0,0,8532,119734,54103
12293,Memphis City of,TN,2006,3,26957,355804,367930,27717,359946,43905,16905,298236,392,17,153,1,71596,1014139,412228
12470,Middle Tennessee E M C,TN,2006,3,15969,231186,144833,8398,117388,21311,4017,75760,97,0,0,0,28384,424334,166241
13216,Nashville Electric Service,TN,2006,3,27943,364581,303813,26166,336677,40373,13325,238166,204,0,0,0,67434,939424,344390
17564,South Kentucky Rural  Electric Coop C,TN,2006,3,10,118,158,4,52,33,4,33,1,,,,18,203,192
17694,Southwest Tennessee E M C,TN,2006,3,4035,50035,40185,1353,14343,7682,244,3501,6,,,,5631,67879,47873
18642,Tennessee Valley Authority,TN,2006,3,,,,,,,34238,837935,37,,,,34238,837935,37
19574,Upper Cumberland E M C,TN,2006,3,4318,53513,39794,1573,17292,7179,488,8177,11,,,,6379,78982,46984
19898,Volunteer Electric Coop,TN,2006,3,8707,111522,88698,3382,41123,15797,1299,22335,17,,,,13388,174981,104512
88888,Total EPM,TN,2006,3,240739,3266588,0,168920,2185227,0,137480,2833465,0,,,0,547156,8285434,0
0,State Level Adjustment,TX,2006,3,928512,7073134,0,671831,6503916,0,591806,7228946,0,,,0,2192539,20810619,0
3109,Cap Rock Energy Corporation,TX,2006,3,2874,20563,28412,2844,19715,14874,2444,20600,1596,0,0,0,8162,60878,44882
5701,El Paso Electric Co,TX,2006,3,10779,88042,233778,18787,174526,27128,5324,80482,50,0,0,0,34890,343050,260956
7806,Entergy Gulf States Inc,TX,2006,3,36576,333657,332147,30391,303653,42241,33367,459206,4766,,,,100334,1096516,379154
16604,San Antonio City of,TX,2006,3,30418,481475,570838,34727,625684,73144,4916,112410,100,,,,70061,1219569,644082
17698,Southwestern Electric Power Co,TX,2006,3,8687,151648,139889,9244,167351,27625,9942,237371,4497,,,,27873,556370,172011
17718,Southwestern Public Service Co,TX,2006,3,15249,172697,217828,21832,274727,59409,29753,530381,161,,,,66834,977805,277398
88888,Total EPM,TX,2006,3,1033095,8321216,0,789656,8069572,0,677552,8669396,0,,,0,2500693,25064807,0
88888,Total EPM,US,2006,3,10357761,104955192,0,9164512,101115447,0,4893310,83264005,0,,,0,24473154,289970260,0
0,State Level Adjustment,UT,2006,3,5853,78727,0,5249,75246,0,726,16834,0,,,0,11829,170807,0
2010,City of Bountiful,UT,2006,3,939,11394,14629,552,7524,1514,164,3241,1,0,0,0,1655,22159,16144
11135,City of Logan,UT,2006,3,589,6484,15222,1136,18102,2092,391,7307,9,0,0,0,2116,31893,17323
12866,Moon Lake Electric Assn Inc,UT,2006,3,573,8543,10318,1007,14517,3079,325,4804,7,0,0,0,1905,27864,13404
13073,"Mt Wheeler Power, Inc",UT,2006,3,13,163,205,12,145,103,3,46,11,0,0,0,28,354,319
13314,Navajo Tribal Utility Authority,UT,2006,3,19,248,512,35,405,94,0,0,0,0,0,0,54,653,606
14354,PacifiCorp,UT,2006,3,33386,470633,659883,32326,574189,74173,21424,570901,8244,165,2779,4,87301,1618502,742304
15444,Provo City Corp,UT,2006,3,1295,17279,29478,1755,28600,4764,439,10166,1,0,0,0,3489,56045,34243
17845,City of Springville,UT,2006,3,529,4746,8356,631,5300,881,556,6492,2,0,0,0,1716,16538,9239
17874,City of St George,UT,2006,3,1528,19531,21536,707,7330,3590,1061,14458,514,,,,3296,41319,25640
18206,Strawberry Electric Serv Dist,UT,2006,3,262,2672,2621,63,562,448,12,105,12,,,,337,3339,3081
20332,Wells Rural Electric Co,UT,2006,3,45,574,522,66,947,214,38,708,6,0,0,0,149,2229,742
22814,Raft Rural Elec Coop Inc,UT,2006,3,26,437,326,8,180,41,1,5,107,,,,35,622,474
88888,Total EPM,UT,2006,3,45057,621431,0,43547,733047,0,25140,635067,0,,,0,113910,1992324,0
0,State Level Adjustment,VA,2006,3,44044,436709,0,18787,198978,0,11850,211513,0,,,0,74681,847200,0
733,Appalachian Power Co,VA,2006,3,32477,564812,438910,16254,312739,70747,18069,478827,1987,0,0,0,66800,1356378,511644
5027,Conectiv,VA,2006,3,1720,17154,18921,1225,14886,3259,302,4454,36,0,0,0,3247,36494,22216
10171,Kentucky Utilities Company,VA,2006,3,2766,43098,25404,1498,23152,4469,1275,22135,99,0,0,0,5539,88385,29972
15263,The Potomac Edison Co,VA,2006,3,7613,116856,82716,2955,52668,13572,3485,85527,1493,,,,14053,255051,97781
18642,Tennessee Valley Authority,VA,2006,3,,,,,,,27,781,1,,,,27,781,1
19876,Virginia Electric & Power Co,VA,2006,3,183043,2269788,1965083,169647,2798941,236007,28612,622940,570,985,14619,1,382287,5706288,2201661
19882,Virginia Tech Electric Service,VA,2006,3,304,5092,4989,959,18652,1135,35,829,2,0,0,0,1298,24573,6126
40228,Rappahannock Electric Coop,VA,2006,3,13407,118428,88574,1151,9952,5611,4794,74999,234,0,0,0,19352,203379,94419
88888,Total EPM,VA,2006,3,285374,3571937,0,212476,3429968,0,68449,1502005,0,,,0,567284,8518529,0
0,State Level Adjustment,VT,2006,3,2626,20396,0,1053,7801,0,1384,11640,0,,,0,5062,39836,0
2548,City of Burlington-Electric,VT,2006,3,827,8010,16056,1834,15991,3636,546,5667,16,0,0,0,3207,29668,19708
3292,Central Vermont Pub Serv Corp,VT,2006,3,11088,87799,130060,8495,72312,21410,3145,37134,36,0,0,,22728,197245,151506
7601,Green Mountain Power Corp,VT,2006,3,6678,50622,78187,6460,59706,14008,3936,51787,26,0,0,0,17074,162115,92221
16182,Rochester Elec Lgt and Power,VT,2006,3,68,410,719,32,187,133,,,,,,,100,597,852
19791,"Vermont Electric Cooperative, Inc.",VT,2006,3,3401,21557,36133,1211,9615,3416,826,9314,13,,,,5438,40486,39562
19794,Omya Inc,VT,2006,3,51,554,803,31,314,71,1333,20028,2,0,0,0,1415,20896,876
88888,Total EPM,VT,2006,3,24739,189348,0,19116,165926,0,11170,135570,0,,,0,55024,490843,0
0,State Level Adjustment,WA,2006,3,57221,948045,0,26349,492393,0,37894,872292,0,,,0,121464,2312729,0
1738,Bonneville Power Admin,WA,2006,3,0,0,0,2311,75534,8,4527,212253,3,0,0,0,6838,287787,11
3660,Clark County of-PUD No 1,WA,2006,3,17670,230586,161136,7929,116868,13385,3321,62513,26,0,0,0,28920,409967,174547
10454,Kootenai Electric Coop Inc,WA,2006,3,10,166,69,1,2,4,0,0,0,0,0,0,11,168,73
14354,PacifiCorp,WA,2006,3,8007,153710,99995,6804,121241,17219,3928,86040,5798,0,0,0,18739,360991,123012
15500,Puget Sound Energy Inc,WA,2006,3,78622,1114326,904824,63913,791770,111110,9108,119373,3595,,,,151643,2025469,1019529
16868,Seattle City of,WA,2006,3,22776,347049,338667,25923,437369,39273,5834,105493,235,1,19,3,54534,889930,378178
17470,Snohomish County PUD No 1,WA,2006,3,31528,400068,277268,14505,197108,27876,3996,69161,77,0,0,0,50029,666337,305221
18429,"Tacoma, City of",WA,2006,3,14619,220851,157282,3810,74064,17273,8818,183752,2926,5,82,1,27252,478749,177482
20169,Avista Corp,WA,2006,3,15172,226597,200529,12819,168805,22468,3437,68708,890,,,,31428,464110,223887
88888,Total EPM,WA,2006,3,245625,3641398,0,164364,2475154,0,80863,1779585,0,,,0,490858,7896237,0
0,State Level Adjustment,WI,2006,3,33106,367009,0,14648,212368,0,16611,346293,0,,,0,64365,925670,0
4247,Consolidated Water Power Co,WI,2006,3,45,623,962,40,565,205,5312,133580,1,0,0,0,5397,134768,1168
4715,Dahlberg Light & Power Co,WI,2006,3,483,4885,9783,152,1540,1099,114,1467,39,0,0,0,749,7892,10921
5574,East Central Energy,WI,2006,3,335,4014,4489,36,448,278,0,0,0,0,0,0,371,4462,4767
11479,Madison Gas & Electric Co,WI,2006,3,8642,63385,114872,15168,166880,17759,1543,24504,51,0,0,0,25353,254769,132682
13697,North Central Power Co Inc,WI,2006,3,248,1873,4025,82,647,423,12,118,3,0,0,0,342,2638,4451
13780,Northern States Power Co,WI,2006,3,14080,161574,197982,14487,224648,35455,5853,125260,87,,,,34420,511482,233524
13815,Northwestern Wisconsin Elec Co,WI,2006,3,758,6694,8851,420,3871,1411,304,3524,29,,,,1482,14089,10291
15086,Pioneer Power and Light Co,WI,2006,3,107,997,1954,15,140,135,17,181,23,,,,139,1318,2112
18336,"Superior Water, Light and Power Co",WI,2006,3,538,8179,12468,575,11203,1911,1312,35376,125,,,,2425,54758,14504
20847,Wisconsin Electric Power Co,WI,2006,3,67327,631504,961611,63358,728930,104221,46868,748252,2966,0,0,0,177553,2108686,1068798
20856,Wisconsin Power & Light Co,WI,2006,3,29408,278286,388394,16282,181737,54867,24423,379364,1021,,,,70113,839387,444282
20860,Wisconsin Public Service Corp,WI,2006,3,25030,222306,342986,21513,295157,52748,17126,361071,192,0,0,0,63669,878534,395926
40036,Westfield Electric Company,WI,2006,3,37,367,570,17,162,136,55,630,37,,,,109,1159,743
88888,Total EPM,WI,2006,3,180144,1751696,0,146793,1828296,0,119550,2159620,0,,,0,446487,5739612,0
0,State Level Adjustment,WV,2006,3,1134,8880,0,394,4102,0,187,911,0,,,0,1716,13892,0
733,Appalachian Power Co,WV,2006,3,29076,549694,374210,15303,292578,64258,21900,664353,2451,0,0,0,66279,1506625,440919
1764,Black Diamond Power Co,WV,2006,3,112,1530,1409,46,535,347,0,0,0,0,0,0,158,2065,1756
5731,Elk Power Co,WV,2006,3,66,896,1126,62,741,752,0,0,0,0,0,0,128,1637,1878
5779,Elkhorn Public Service Co,WV,2006,3,14,177,121,2,30,66,0,0,0,0,0,0,16,207,187
10262,Kimball Light and Water Co,WV,2006,3,23,301,215,6,71,85,0,0,0,0,0,0,29,372,300
12796,Monongahela Power Co,WV,2006,3,22443,311690,323227,12446,206986,44069,15511,370549,7243,26,450,1,50426,889675,374540
15263,The Potomac Edison Co,WV,2006,3,10470,150621,107236,3664,60303,14860,2841,62401,1785,,,,16975,273325,123881
19461,Union Power Co,WV,2006,3,72,1056,1014,35,420,260,,,,,,,107,1476,1274
19498,United Light and Power Co,WV,2006,3,71,990,778,43,439,298,,,,,,,114,1429,1076
20078,War Light and Power Co,WV,2006,3,71,962,719,31,407,284,,,,,,,102,1369,1003
20521,Wheeling Power Co,WV,2006,3,1987,36510,35811,1723,32565,5511,3008,91271,279,,,,6718,160346,41601
88888,Total EPM,WV,2006,3,65539,1063307,0,33755,599177,0,43447,1189485,0,,,0,142768,2852418,0
0,State Level Adjustment,WY,2006,3,3223,36710,0,2292,32357,0,1521,25272,0,,,0,7036,94338,0
3461,Cheyenne Light Fuel & Power Co,WY,2006,3,2469,23099,35509,3648,43838,3300,729,11225,2,0,0,0,6846,78162,38811
7222,Gillette City of,WY,2006,3,602,8863,9679,680,12067,2043,,,,,,,1282,20930,11722
8566,High Plains Power Inc,WY,2006,3,1085,13093,10939,341,4322,403,2259,50953,383,,,,3685,68368,11725
11273,Lower Valley Energy Inc,WY,2006,3,2178,41874,17198,1211,24223,4539,41,1021,151,0,0,0,3430,67118,21888
12199,MDU Resources Group Inc,WY,2006,3,849,10906,11789,641,10291,2162,50,836,22,0,0,0,1540,22033,13973
12825,NorthWestern Energy LLC,WY,2006,3,14,153,174,114,1257,169,0,0,0,0,0,0,128,1410,343
14354,PacifiCorp,WY,2006,3,6599,92737,102403,7087,111353,22230,18343,459534,2698,0,0,0,32029,663624,127331
19156,Powder River Energy Corporation,WY,2006,3,863,15028,12515,4328,88647,9665,3053,95607,3201,,,,8244,199282,25381
19545,Black Hills Power Inc,WY,2006,3,132,1772,1965,140,1848,563,508,10027,9,,,,780,13647,2537
88888,Total EPM,WY,2006,3,18014,244235,0,20482,330203,0,26504,654475,0,,,0,65000,1228912,0
88888,Total EPM,,2006,3,10357761,104955192,0,9164512,101115447,0,4893310,83264005,0,,,0,24473154,289970260,0
0,State Level Adjustment,AK,2006,4,4035,16259,0,6204,25607,0,1247,9052,0,,,0,11486,50918,0
213,Alaska Electric Light&Power Co,AK,2006,4,1277,12508,13437,957,11651,2094,365,4723,97,0,0,0,2599,28882,15628
219,Alaska Power Co,AK,2006,4,538,1855,4371,813,3243,1994,0,0,0,0,0,0,1351,5098,6365
599,Anchorage Municipal Light and Power,AK,2006,4,1288,12431,23907,6022,79963,6139,0,0,0,0,0,0,7310,92394,30046
1651,Bethel Utilities Corp,AK,2006,4,316,819,1577,879,2581,1093,0,0,0,0,0,0,1195,3400,2670
3522,Chugach Electric Assn Inc,AK,2006,4,5937,43893,68979,5467,49535,8649,216,2247,5,0,0,0,11620,95675,77633
7353,Golden Valley Elec Assn Inc,AK,2006,4,4167,28537,35260,1699,12578,5805,7552,68468,478,0,0,0,13418,109583,41543
10210,Ketchikan Public Utilities,AK,2006,4,584,5783,6098,563,5767,1123,125,1651,14,0,0,0,1272,13201,7235
10433,Kodiak Electric Assn Inc,AK,2006,4,518,2713,4612,320,1728,1093,1245,7215,92,0,0,0,2083,11656,5797
10451,Kotzebue Electric Assn Inc,AK,2006,4,323,1043,1224,248,850,32,0,0,0,0,0,0,571,1893,1256
11824,Matanuska Electric Assn Inc,AK,2006,4,4384,35773,47703,2398,21338,3232,0,0,0,0,0,0,6782,57111,50935
19277,TDX North Slope Generating Co,AK,2006,4,0,0,0,516,3209,56,0,0,0,0,0,0,516,3209,56
19558,Homer Electric Assn Inc,AK,2006,4,1872,13908,23110,1650,14037,3524,801,13384,27,0,0,0,4323,41329,26661
88888,Total EPM,AK,2006,4,25239,175522,0,27736,232087,0,11551,106740,0,,,0,64526,514349,0
0,State Level Adjustment,AL,2006,4,56605,634752,0,33151,397924,0,19394,347590,0,,,0,109150,1380266,0
195,Alabama Power Co,AL,2006,4,103957,1119513,1187345,91712,1107931,214189,92555,1858493,5540,0,0,0,288224,4085937,1407074
4958,Decatur Utilities,AL,2006,4,1745,24797,22204,1788,23263,3853,2730,54921,21,0,0,0,6263,102981,26078
6422,Florence City of,AL,2006,4,3269,40967,38877,630,6945,6786,2620,35518,716,0,0,0,6519,83430,46379
9094,Huntsville City of,AL,2006,4,11566,157219,131293,9204,122772,18608,5587,95517,102,0,0,0,26357,375508,150003
9739,Joe Wheeler Elec Member Corp,AL,2006,4,3556,40292,33798,1933,19868,7838,1741,33049,18,0,0,0,7230,93209,41654
17252,Singing River Elec Pwr Assn,AL,2006,4,27,276,255,4,42,12,0,0,0,0,0,0,31,318,267
18642,Tennessee Valley Authority,AL,2006,4,0,0,0,0,0,0,18904,479426,22,0,0,0,18904,479426,22
88888,Total EPM,AL,2006,4,180725,2017816,0,138422,1678745,0,143531,2904514,0,,,0,462678,6601075,0
0,State Level Adjustment,AR,2006,4,27600,321703,0,14371,206033,0,25180,528159,0,,,0,67151,1055895,0
814,Entergy Arkansas Inc,AR,2006,4,41353,490669,571287,27870,432507,83925,28190,576846,18707,0,0,0,97413,1500022,673919
817,Arkansas Valley Elec Coop Corp,AR,2006,4,4207,45326,47639,900,10954,2684,1187,25203,12,0,0,0,6294,81483,50335
3093,Carroll Electric Coop Corp,AR,2006,4,4937,56361,65850,1317,18363,4552,985,19413,12,0,0,0,7239,94137,70414
5860,Empire District Electric Co,AR,2006,4,224,2397,3514,173,2148,737,369,6020,9,0,0,0,766,10565,4260
6342,First Electric Coop Corp,AR,2006,4,7344,69945,73374,1247,11646,4628,1631,31735,840,0,0,0,10222,113326,78842
14063,Oklahoma Gas & Electric Co,AR,2006,4,3006,43455,52728,3996,65419,9737,4355,96958,448,0,0,0,11357,205832,62913
17698,Southwestern Electric Power Co,AR,2006,4,4747,63288,93718,5524,101565,16399,6303,144608,817,,,,16574,309461,110934
88888,Total EPM,AR,2006,4,93418,1093144,0,55398,848635,0,68200,1428942,0,,,0,217016,3370721,0
0,State Level Adjustment,AZ,2006,4,8615,80491,0,9137,146669,0,4581,113439,0,,,0,22333,340599,0
176,Ajo Improvement Co,AZ,2006,4,30,233,842,33,319,178,23,206,1,0,0,0,86,758,1021
803,Arizona Public Service Co,AZ,2006,4,69241,726472,931153,76616,918610,110523,13190,206701,3842,0,0,0,159047,1851783,1045518
12919,Morenci Water and Electric,AZ,2006,4,95,852,1794,123,1194,262,6015,137060,1,0,0,0,6233,139106,2057
13314,Navajo Tribal Utility Authority,AZ,2006,4,1085,13825,25984,1449,16865,3220,730,11625,5,0,0,0,3264,42315,29209
16572,Salt River Project,AZ,2006,4,54303,690571,809235,47767,767559,83524,8172,214668,47,0,0,0,110242,1672798,892806
19189,Trico Electric Cooperative Inc,AZ,2006,4,3005,21155,32940,960,8659,1499,316,4035,50,,,,4281,33849,34489
19728,"UNS Electric, Inc",AZ,2006,4,4479,43041,77569,4515,44524,13312,1130,15208,10,0,0,0,10124,102773,90891
21538,"Mohave Electric Cooperative, Inc",AZ,2006,4,2303,18873,33839,1510,14811,3731,1088,26888,27,0,0,0,4901,60572,37597
24211,Tucson Electric Power Co,AZ,2006,4,19755,231399,352967,15712,161622,33834,15396,244304,674,0,0,0,50863,637325,387475
25866,Ak-Chin Electric Utility Authority,AZ,2006,4,21,257,261,106,1539,70,2,50,44,,,,129,1846,375
88888,Total EPM,AZ,2006,4,162932,1827169,0,157928,2082371,0,50643,974184,0,,,0,371503,4883724,0
0,State Level Adjustment,CA,2006,4,36775,310459,0,143039,1424584,0,137206,1493907,0,,,0,317727,3257870,0
4390,City of Corona,CA,2006,4,18,125,244,263,2138,184,187,2100,7,0,0,0,468,4363,435
9216,Imperial Irrigation District,CA,2006,4,9180,74429,113229,14140,107631,18123,1056,7064,911,0,0,0,24376,189124,132263
11208,Los Angeles City of,CA,2006,4,59281,581000,1241714,100479,1048649,187963,16966,186737,13968,1065,11941,329,177791,1828327,1443974
12745,Modesto Irrigation District,CA,2006,4,6507,57177,93260,6075,61311,14880,3784,61451,260,0,0,0,16366,179939,108400
14328,Pacific Gas & Electric Co,CA,2006,4,300656,2009916,4054680,269979,2147546,562654,66493,696537,832,0,0,0,637128,4853999,4618166
14354,PacifiCorp,CA,2006,4,2911,36014,34747,2071,25026,7569,319,7023,1934,0,0,0,5301,68063,44250
14534,City of Pasadena,CA,2006,4,2635,22299,52915,6670,65546,7368,0,0,0,28,245,4,9333,88090,60287
16534,Sacramento Municipal Util Dist,CA,2006,4,31087,328324,515841,5406,47159,52320,33683,390602,12579,202,2463,125,70378,768548,580865
16609,San Diego Gas & Electric Co,CA,2006,4,86823,556256,1193635,65323,507195,143955,16878,180984,477,784,8000,3,169808,1252435,1338070
16612,San Francisco City & County of,CA,2006,4,0,0,0,3920,54099,5,43,847,1,317,8451,1,4280,63397,7
17166,Sierra Pacific Power Co,CA,2006,4,2792,24368,39546,1528,13541,5070,983,10445,42,0,0,0,5303,48354,44658
17609,Southern California Edison Co,CA,2006,4,297093,1968225,4155439,367862,2819695,549601,74172,651051,36500,530,4797,56,739657,5443768,4741596
