UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MWh),RES_CONS ,COM_REV (Thousand $),COM_SALES (MWh),COM_CONS,IND_REV (Thousand $),IND_SALES (MWh),IND_CONS,TRA_REV (Thousand $),TRA_SALES (MWh),TRA_CONS,TOT_REV (Thousand $),TOT_SALES (MWh),TOT_CONS
13314,Navajo Tribal Utility Authorit,AZ,2010,4,1507,16276,28310,2019,18238,3394,1200,13041,4,0,0,0,4726,47555,31708
16572,Salt River Project,AZ,2010,4,59158,678687,847565,60931,853633,94343,11387,237263,47,0,0,0,131476,1769583,941955
19189,Trico Electric Cooperative Inc,AZ,2010,4,3805,24241,37555,1466,9723,1980,644,6442,42,0,0,0,5915,40406,39577
19728,"UNS Electric, Inc",AZ,2010,4,4490,47393,80168,4344,46472,10609,2401,33764,26,0,0,0,11235,127629,90803
21538,"Mohave Electric Cooperative, I",AZ,2010,4,2384.5,18622.5,34734,1616.4,14945.3,3971,454,5605.8,26,0,0,0,4454.9,39173.6,38731
24211,Tucson Electric Power Co,AZ,2010,4,18856,210230,365925,16138,163537,35910,16479,260146,635,0,0,0,51473,633913,402470
25866,Ak-Chin Electric Utility Auth,AZ,2010,4,22.372,268,282,121.325,1566,79,2.5,60,21,0,0,0,146.197,1894,382
88888,Total EPM,AZ,2010,4,186497,1821234,2555702,196131,2231927,300772,56645,907740,7183,0,0,0,439272,4960902,2863657
0,Adjustment 2010,CA,2010,4,12351.035,299556.758,677578,102847.27,1650438.056,124148,101336.583,1467762.241,6396,2024.66,28523.351,-571,218559.548,3446280.406,807551
4390,City of Corona,CA,2010,4,31.749,203.011,408,432.343,3659.382,345,209.276,2028.784,8,0,0,0,673.368,5891.177,761
9216,Imperial Irrigation District,CA,2010,4,10496,78514,125369,14121,111324,19925,994,6378,844,0,0,0,25611,196216,146138
11208,Los Angeles Department of Water & Power,CA,2010,4,64177.614,530123.254,1251353,123958.656,1055335.157,181573,17109.25,148367.968,12496,1268.927,11558.673,312,206514.447,1745385.052,1445734
12745,Modesto Irrigation District,CA,2010,4,8871.305,59153.913,93161,7508.299,63364.918,19017,5012.352,59092.786,143,0,0,0,21391.956,181611.617,112321
14328,Pacific Gas & Electric Co,CA,2010,4,361423.498,2393288.857,4791594,387588.16,2990615.112,678141,100845.342,1006713.031,1156,0,0,0,849857,6390617,5470891
14354,PacifiCorp,CA,2010,4,3851.001,35091.628,35386,2354.736,22765.882,7756,317.807,4149.974,1962,0,0,0,6523.544,62007.484,45104
14534,City of Pasadena,CA,2010,4,3060.794,21306.04,53769,8181.068,62863.267,8599,0,0,0,85.916,609.963,1,11327.778,84779.27,62369
16534,Sacramento Municipal Util Dist,CA,2010,4,34858.944,305293.102,527167,6476.405,49585.244,54993,42654.175,408879.074,12956,327.449,3330.833,198,84316.973,767088.253,595314
16609,San Diego Gas & Electric Co,CA,2010,4,92994.726,559518.77,1227496,84827.491,555365.14,148826,17744.829,136091.506,511,679.193,8260,4,196246.239,1259235.416,1376837
16612,San Francisco City & County of,CA,2010,4,0,0,0,5417.94,68575.71,1932,33.16,554.01,1,335.33,8935.85,1,5786.43,78065.57,1934
17166,Sierra Pacific Power Co,CA,2010,4,3092,22863,40074,1578,12592,5236,860,8456,51,0,0,0,5530,43911,45361
17609,Southern California Edison Co,CA,2010,4,291058,2069580,4265434,383335,3127066,576989,63445,639964,34103,570,5111,68,738408,5841721,4876594
17612,Bear Valley Electric Service,CA,2010,4,1533.239,6482.38,21769,747.13,2849.922,1426,210.934,997.215,8,0,0,0,2491.303,10329.517,23203
18260,Surprise Valley Electrificatio,CA,2010,4,226.4,3303.139,2816,61.155,871.74,845,65.74,813.315,771,0,0,0,353.295,4988.194,4432
19281,Turlock Irrigation District,CA,2010,4,6312,45020,71429,2346,22090,24066,6745,69398,4410,0,0,0,15403,136508,99905
19840,"Valley Electric Assn, Inc",CA,2010,4,1.318,10.074,12,0.107,0.44,2,34.666,282.727,30,0,0,0,36.091,293.241,44
27000,Western Area Power Admn.,CA,2010,4,.,.,.,.,.,.,.,.,.,14.368,616,1,14.368,616,1
88888,Total EPM,CA,2010,4,894340,6429308,13184815,1131781,9799362,1853819,357618,3959929,75846,5306,66946,14,2389044,20255544,15114494
0,Adjustment 2010,CO,2010,4,27109.466,257432.59,415192,15483.16,169498.544,68783,30844.006,413943.343,9187,0,0,0,73436.632,840874.477,493162
3989,Colorado Springs City of,CO,2010,4,10896.846,110504.496,185689,10507.449,151177.573,24745,5008.962,84394.606,284,0,0,0,26413.257,346076.675,210718
6604,Fort Collins City of,CO,2010,4,2731.024,34651.894,57244,2501.751,38680.491,7580,1661.538,36238.89,15,0,0,0,6894.313,109571.275,64839
9336,Intermountain Rural Elec Assn,CO,2010,4,12568,106194,127300,5075,45282,11450,807,9163,46,0,0,0,18450,160639,138796
10066,K C Electric Association,CO,2010,4,360.344,2872.766,3183,575.015,5080.127,2269,114.803,1057.056,718,0,0,0,1050.162,9009.949,6170
12866,Moon Lake Electric Assn Inc,CO,2010,4,92,1428,1529,190,2724,711,2429,40261,11,0,0,0,2711,44413,2251
15257,"Poudre Valley R  E  A, Inc",CO,2010,4,2933,27704,31437,451,4041,3591,3934,51319,983,0,0,0,7318,83064,36011
15466,Public Service Co of Colorado,CO,2010,4,75175,644987,1154699,96043,992603,209397,34099,514517,313,350,3625,1,205667,2155732,1364410
16603,"San Luis Valley R E C, Inc",CO,2010,4,871,6068,8643,359,2902,934,1433,968,2625,0,0,0,2663,9938,12202
19499,"United Power, Inc",CO,2010,4,5210.22,44848.167,57642,3629.891,36744.379,8441,1326.674,16042.34,662,0,0,0,10166.785,97634.886,66745
27058,"High West Energy, Inc",CO,2010,4,65,595,610,29,285,19,107,571,180,0,0,0,201,1451,809
56146,Black Hills/Colorado Elec.Util,CO,2010,4,4926.33,40326.45,81810,5844.357,66776.91,12169,2021.908,25921.89,70,0,0,0,12792.595,133025.25,94049
88888,Total EPM,CO,2010,4,142938,1277612,2124978,140689,1515795,350089,83787,1194397,15094,350,3625,1,367764,3991430,2490162
0,Adjustment 2010,CT,2010,4,43244.936,225423.205,341643,129747.059,787224.813,58811,36264.986,242543.537,2041,489.638,3140.927,1,209746.619,1258332.482,402496
4176,Connecticut Light & Power Co,CT,2010,4,104408.508,540489.102,866747,30458.817,172583.857,78110,3267.644,21139.546,2658,1641.561,13338.409,1,139776.53,747550.914,947516
7716,Groton Dept of Utilities,CT,2010,4,1352.029,8269.98,11233,1337.996,8959.735,1561,2592.721,21892.887,15,0,0,0,5282.746,39122.602,12809
19497,United Illuminating Co,CT,2010,4,24737,105219,213639,7958,45130,16463,593,3664,441,0,0,0,33288,154013,230543
20038,Wallingford Town of,CT,2010,4,1856.567,12927.101,21087,2396.925,18037.65,3662,1151.62,10776.987,22,0,0,0,5405.112,41741.738,24771
88888,Total EPM,CT,2010,4,175599,892328,1454349,171899,1031936,158607,43870,300017,5177,2131,16479,2,393499,2240761,1618135
0,Adjustment 2010,DC,2010,4,1049.522,7313.349,7907,76605.361,574538.605,7280,1266.096,17652.78,1,2172.045,22435.26,1,81093.024,621939.994,15189
15270,Potomac Electric Power Co,DC,2010,4,14204.847,103771.607,219827,15485.805,102920.665,19197,0,0,0,0,0,0,29690.652,206692.272,239024
88888,Total EPM,DC,2010,4,15254,111085,227734,92091,677459,26477,1266,17653,1,2172,22435,1,110784,828632,254213
0,Adjustment 2010,DE,2010,4,3563.218,24106.266,31554,20135.474,204814.51,9479,12634.134,144267.912,1015,0,0,0,36332.826,373188.688,42048
5027,Delmarva Power,DE,2010,4,27916.285,184620.668,260165,11471.125,79651.868,27344,1244.42,21758.362,134,0,0,0,40631.83,286030.898,287643
5070,Delaware Electric Cooperative,DE,2010,4,7286,65584,73450,1630,15973,8290,0,0,0,0,0,0,8916,81557,81740
5335,Dover City of,DE,2010,4,2120,13546,19782,2807,18024,3369,2541,21492,40,0,0,0,7468,53062,23191
13519,Newark City of,DE,2010,4,967,6540,10219,713,5085,1358,2209,18660,53,0,0,0,3889,30285,11630
88888,Total EPM,DE,2010,4,41853,294397,395170,36757,323548,49840,18629,206178,1242,0,0,0,97238,824124,446252
0,Adjustment 2010,FL,2010,4,179742.068,1421572.59,1695995,125115.946,1099559.904,242928,32942.314,336733.019,4528,1.371,26.195,0,337801.699,2857891.708,1943451
6452,Florida Power & Light Co,FL,2010,4,344269,3334359,4003235,302665,3284188,508020,18905,260571,8946,553,6091,23,666392,6885209,4520224
6455,Progress Energy Florida Inc,FL,2010,4,162832,1202071,1445768,116976,1121612,187175,26652,291812,2506,0,0,0,306460,2615495,1635449
6457,Florida Public Utilities Co,FL,2010,4,3075,20362,23560,3063,22191,4683,1320,11660,2,0,0,0,7458,54213,28245
7801,Gulf Power Co,FL,2010,4,37004,295924,375243,32746,302735,54012,12242,136308,276,0,0,0,81992,734967,429531
9617,JEA,FL,2010,4,41602.266,351857.019,368760,32117.302,309600.604,49593,17892.554,221331.678,225,25.516,272.086,1,91637.638,883061.387,418579
18454,Tampa Electric Co,FL,2010,4,65873.375,548888.297,591788,65271.099,605205.186,78081,16468.223,179214.496,1437,4.975,44.8,1,147617.672,1333352.779,671307
88888,Total EPM,FL,2010,4,834398,7175034,8504349,677954,6745092,1124492,126422,1437630,17920,585,6434,25,1639359,15364190,9646786
0,Adjustment 2010,GA,2010,4,156255.769,1517877.858,1614484,78615.301,799564.642,198191,35371.375,555852.82,7109,-0.001,0.004,0,270242.444,2873295.324,1819784
3408,Chattanooga City of,GA,2010,4,816,9165,9563,386,3944,1161,39,434,1,0,0,0,1241,13543,10725
3916,Cobb Electric Membership Corp,GA,2010,4,17104,152608,174079,9126,89752,20613,1449,20918,61,0,0,0,27679,263278,194753
7140,Georgia Power Co,GA,2010,4,150202.975,1568492.553,2049361,210720.795,2493132.755,303038,99567.255,1855579.298,8166,936.156,13481.954,1,461427.181,5930686.56,2360566
9601,Jackson Electric Member Corp,GA,2010,4,18201,217424,185387,11045,125242,19802,2946,50000,100,0,0,0,32192,392666,205289
88888,Total EPM,GA,2010,4,342580,3465567,4032874,309893,3511635,542805,139373,2482784,15437,936,13482,1,792782,9473469,4591117
0,Adjustment 2010,HI,2010,4,0.508,3.892,8,3.693,261.395,8,0.078,-237.556,0,0,0,0,4.279,27.731,16
8287,Hawaii Electric Light Co Inc,HI,2010,4,12709,36310,67122,11933,35361,12859,5687,19716,70,0,0,0,30329,91387,80051
10071,Kauai Island Utility Cooperative,HI,2010,4,4800.266,13344.389,27802,3394.824,9291.014,4575,4366.321,12888.953,134,0,0,0,12561.411,35524.356,32511
11843,Maui Electric Co Ltd,HI,2010,4,9142.4,33985.9,57311,8350.3,30289,9784,7481.85,31246.65,142,0,0,0,24974.55,95521.55,67237
19547,Hawaiian Electric Co Inc,HI,2010,4,38503.432,156386.316,262084,43313.5,192949.123,33304,44239.244,228573.481,345,0,0,0,126056.176,577908.92,295733
88888,Total EPM,HI,2010,4,65156,240030,414327,66995,268152,60530,61774,292188,691,0,0,0,193925,800370,475548
0,Adjustment 2010,IA,2010,4,37541.766,368970.53,371391,19701.824,242977.702,56231,18549.064,307433.968,2033,0,0,0,75792.654,919382.2,429655
471,Amana Society Service Co,IA,2010,4,57,445,707,72,621,180,462,5659,1,0,0,0,591,6725,888
9417,Interstate Power and Light Co,IA,2010,4,35058,247032,407370,25328,277639,73100,32849,548334,2661,0,0,0,93235,1073005,483131
12341,MidAmerican Energy Co,IA,2010,4,30104,341724.74,547712,25182.158,396776.26,87780,27376.676,688754.89,1365,0,0,0,82662.834,1427255.89,636857
88888,Total EPM,IA,2010,4,102761,958172,1327180,70284,918014,217291,79237,1550182,6060,0,0,0,252281,3426368,1550531
0,Adjustment 2010,ID,2010,4,5186.727,64373.065,60628,2125.222,34363.147,8153,1301.377,31415.893,1520,0,0,0,8613.326,130152.105,70301
9187,Idaho Falls City of,ID,2010,4,1782,28675,22230,1435,23628,3648,373,7815,7,0,0,0,3590,60118,25885
9191,Idaho Power Co,ID,2010,4,27529.656,350847.444,393536,17528.397,280438.986,60929,14365.337,281965.181,17044,0,0,0,59423.39,913251.611,471509
10454,Kootenai Electric Cooperative,ID,2010,4,1925.98,24412.626,20763,601.904,7813.135,1996,80.044,2049.722,46,0,0,0,2607.928,34275.483,22805
11273,Lower Valley Energy Inc,ID,2010,4,84,1480,1234,13,222,296,161,4313,33,0,0,0,258,6015,1563
12692,"Missoula Electric Coop, Inc",ID,2010,4,3.93,39.784,35,6.675,82.27,22,0,0,0,0,0,0,10.605,122.054,57
14354,PacifiCorp,ID,2010,4,4290.472,55216.178,56788,2236.49,31522.572,8460,6783.892,161441.563,5518,0,0,0,13310.854,248180.313,70766
16565,Salmon River Electric Coop Inc,ID,2010,4,214,2734,2097,113,1686,428,574,16640,185,0,0,0,901,21060,2710
20169,Avista Corp,ID,2010,4,7677.396,91328.534,105180,6382.507,74312.203,16709,4959.55,95342.453,479,0,0,0,19019.453,260983.19,122368
22814,Raft Rural Elec Coop Inc,ID,2010,4,140,1837,1239,136,2718,296,547,5732,882,0,0,0,823,10287,2417
88888,Total EPM,ID,2010,4,48834,620944,663730,30578,456786,100937,29145,606715,25714,0,0,0,108558,1684445,790381
0,Adjustment 2010,IL,2010,4,44221.95,394764.821,507331,197954.759,2389935.476,132647,221182.183,3223521.155,5127,2593.773,36534.317,2,465952.665,6044755.769,645107
3252,Central Illinois Light Co,IL,2010,4,13218,129118,185816,4549,51596,19634,708,16931,60,0,0,0,18475,197645,205510
3253,Central Illinois Pub Serv Co,IL,2010,4,24957,243261,327262,11847,131580,44551,2968,80292,409,52,814,1,39824,455947,372223
4110,Commonwealth Edison Co,IL,2010,4,203548.603,1683776.451,3443162,98134.734,1022703.408,313552,5650.355,108714.668,147,0,0,0,307333.692,2815194.527,3756861
9208,Illinois Power Co,IL,2010,4,40819,351363,538870,16927,167606,58531,1092,25171,54,58,611,1,58896,544751,597456
12341,MidAmerican Energy Co,IL,2010,4,3305.702,40589.79,75472,3135.899,54714.55,9110,2274.46,60464.61,101,0,0,0,8716.061,155768.95,84683
13032,Mt Carmel Public Utility Co,IL,2010,4,329,3454,4581,111,1123,837,168,2443,101,0,0,0,608,7020,5519
88888,Total EPM,IL,2010,4,330399,2846327,5082494,332659,3819258,578862,234043,3517537,5999,2704,37959,4,899805,10221082,5667359
0,Adjustment 2010,IN,2010,4,64178.674,610075.246,723433,24446.136,291774.48,66858,39889.643,637581.432,4607,0.075,-0.075,0,128514.528,1539431.083,794898
261,AGC Division of APG Inc,IN,2010,4,0,0,0,0,0,0,16512.802,375557,1,0,0,0,16512.802,375557,1
9273,Indianapolis Power & Light Co,IN,2010,4,25898.982,291798.867,416106,12790.938,137764.002,47809,35021.97,545177.244,4720,0,0,0,73711.89,974740.113,468635
9324,Indiana Michigan Power Co,IN,2010,4,21240.944,242502.312,397687,22204.191,316251.667,53245,27251.693,523673.626,4132,0,0,0,70696.828,1082427.605,455064
13756,Northern Indiana Pub Serv Co,IN,2010,4,23463,212354,399920,28355,293495,54359,41143,699026,2441,136,1488,1,93097,1206363,456721
15470,Duke Energy Indiana Inc,IN,2010,4,48027,479471,678208,45829,619607,100926,46303,857949,2789,0,0,0,140159,1957027,781923
17633,Southern Indiana Gas & Elec Co,IN,2010,4,10946.873,78415.923,127608,11423.226,106466.186,18449,14859.434,215862.194,107,0,0,0,37229.533,400744.303,146164
88888,Total EPM,IN,2010,4,193755,1914617,2742962,145048,1765358,341646,220982,3854826,18797,136,1488,1,559922,7536290,3103406
0,Adjustment 2010,KS,2010,4,22889.341,190827.941,302938,23763.579,230176.019,86990,15197.523,218467.634,10650,0,0,0,61850.443,639471.594,400578
3892,City of Coffeyville,KS,2010,4,310.213,3444.921,5249,492.734,5620.227,1003,2559.153,50800.05,10,0,0,0,3362.1,59865.198,6262
5860,Empire District Electric Co,KS,2010,4,555.212,5817.965,8603,388.678,3959.024,1389,337.646,4728.096,50,0,0,0,1281.536,14505.085,10042
9996,Kansas City City of,KS,2010,4,2924,36858,56390,5285,71776,7124,3092,56782,96,0,0,0,11301,165416,63610
10000,Kansas City Power & Light Co,KS,2010,4,14440.38,156089.829,211960,17823.527,242864.507,26618,1956.632,30027.14,996,0,0,0,34220.539,428981.476,239574
10005,Kansas Gas & Electric Co,KS,2010,4,16109,164288,278788,17912,236909,35189,16172,284553,3581,0,0,0,50193,685750,317558
12524,Midwest Energy Inc,KS,2010,4,2166.831,21537.232,29719,2605.787,27845.027,12564,3442.023,48534.628,6189,0,0,0,8214.641,97916.887,48472
22500,Westar Energy Inc,KS,2010,4,17780,179204,319393,24145,317321,47610,9917,154141,1367,0,0,0,51842,650666,368370
88888,Total EPM,KS,2010,4,77175,758068,1213040,92416,1136471,218487,52674,848034,22939,0,0,0,222265,2742572,1454466
0,Adjustment 2010,KY,2010,4,59799.806,641283.645,697757,24328.597,290486.591,80739,30922.947,530679.445,2119,0,0,0,115051.35,1462449.681,780615
5748,Electric Energy Inc,KY,2010,4,0,0,0,0,0,0,108,2551,1,0,0,0,108,2551,1
9964,Kenergy Corp,KY,2010,4,3343,47511,45287,1195,17125,9711,25397,665674,34,0,0,0,29935,730310,55032
10171,Kentucky Utilities Co,KY,2010,4,29052,354589,422242,33019,433608,89742,28116,491027,2161,0,0,0,90187,1279224,514145
11249,Louisville Gas & Electric Co,KY,2010,4,20615,245231,348617,26499,374034,46321,10574,213956,437,0,0,0,57688,833221,395375
14724,Pennyrile Rural Electric Coop,KY,2010,4,3626,36048,37810,2134,19781,9344,1888,26145,34,0,0,0,7648,81974,47188
17564,South Kentucky Rural E C C,KY,2010,4,5351.977,60120.014,60762,662.245,6350.987,4989,1986.919,27899.108,537,0,0,0,8001.141,94370.109,66288
18642,Tennessee Valley Authority,KY,2010,4,0,0,0,0,0,0,74724,1696915,21,0,0,0,74724,1696915,21
19446,Duke Energy Kentucky,KY,2010,4,6464,77573,120167,9653,128163,14798,3911,60198,381,0,0,0,20028,265934,135346
20130,Warren Rural Elec Coop Corp,KY,2010,4,5600,60232,49542,2598,24839,10243,3528,49489,46,0,0,0,11726,134560,59831
22053,Kentucky Power Co,KY,2010,4,10061.899,128750.241,143153,7916.055,99847.934,30068,13680.529,259873.826,1431,0,0,0,31658.483,488472.001,174652
49998,City of Berea Municipal Utility,KY,2010,4,312,4436,4322,155,2200,661,188,3021,51,0,0,0,655,9657,5034
88888,Total EPM,KY,2010,4,144226,1655774,1929659,108160,1396436,296616,195024,4027428,7253,0,0,0,447410,7079638,2233528
0,Adjustment 2010,LA,2010,4,43416.477,521108.049,519514,24512.03,307792.489,65048,6199.381,93040.506,2646,-0.004,-0.103,0,74127.884,921940.941,587208
3265,Cleco Power LLC,LA,2010,4,26274,227812,235061,21922,195482,39417,13605,179363,622,0,0,0,61801,602657,275100
11241,Entergy Louisiana Inc,LA,2010,4,46121,520935,577972,41808,453721,80558,70366,1187313,7193,0,0,0,158295,2161969,665723
13478,Entergy New Orleans Inc,LA,2010,4,9907,92298,134988,17263,191860,14888,2897,43730,2288,78,892,23,30145,328780,152187
17698,Southwestern Electric Power Co,LA,2010,4,10583,126523,160134,11231,179100,19787,3908,76815,1973,0,0,0,25722,382438,181894
55936,Entergy Gulf States - LA LLC,LA,2010,4,28393,297591,325733,32866,376623,51089,43151,742213,3473,0,0,0,104410,1416427,380295
88888,Total EPM,LA,2010,4,164694,1786267,1953402,149602,1704578,270787,140126,2322475,18195,78,892,23,454501,5814212,2242407
0,Adjustment 2010,MA,2010,4,48680.213,366436.35,594031,126015.695,872318.905,126209,158526.763,1149328.935,7253,1583.078,27428.562,2,334805.749,2415512.752,727495
6374,Fitchburg Gas & Elec Light Co,MA,2010,4,2587,13481,24386,1067,5570,3621,114,630,5,0,0,0,3768,19681,28012
8774,Holyoke City of,MA,2010,4,908,7334,14571,1753,14399,2627,384,4372,63,0,0,0,3045,26105,17261
11804,Massachusetts Electric Co,MA,2010,4,80495.65,541809.87,1035487,29676.07,202938.17,116162,4624.34,35101.93,2839,0,0,0,114796.06,779849.97,1154488
13206,Nantucket Electric Co,MA,2010,4,835.792,5169.428,11132,311.664,1831.319,1273,0.034,0.084,2,0,0,0,1147.49,7000.831,12407
15748,Reading Town of,MA,2010,4,2438,19520,25611,301,2401,551,3353,31561,2853,0,0,0,6092,53482,29015
20455,Western Massachusetts Elec Co,MA,2010,4,14470.482,98165.219,176933,5351.622,36886.571,20127,526.044,4019.165,824,0,0,0,20348.148,139070.955,197884
54913,NSTAR Electric Company,MA,2010,4,65346,367555,788915,29329,181879,109789,9522,83377,2336,0,0,0,104197,632811,901040
88888,Total EPM,MA,2010,4,215761,1419471,2671066,193805,1318224,380359,177050,1308390,16175,1583,27429,2,588199,4073514,3067602
0,Adjustment 2010,MD,2010,4,43528.508,316053.232,340564,199668.918,1735185.318,94301,35325.242,371912.936,3288,4953.872,46983.01,5,283476.54,2470134.496,438158
84,A & N Electric Coop,MD,2010,4,17.741,138.494,280,4.991,37.482,49,0,0,0,0,0,0,22.732,175.976,329
1167,Baltimore Gas & Electric Co,MD,2010,4,120538,789107,1031573,34156,264367,77265,2134,20168,3381,0,0,0,156828,1073642,1112219
5027,Delmarva Power,MD,2010,4,20787.887,137224.648,170705,5068.022,40187.631,19876,158.901,1885.52,142,0,0,0,26014.81,179297.799,190723
15263,The Potomac Edison Company,MD,2010,4,25789.448,221844.93,217433,6622.245,57464.814,21989,1753.205,22356.739,1863,0,0,0,34164.898,301666.483,241285
15270,Potomac Electric Power Co,MD,2010,4,47281.89,303726.243,439537,15284.121,129673.906,30551,2.862,18.414,1,0,0,0,62568.873,433418.563,470089
88888,Total EPM,MD,2010,4,257943,1768095,2200092,260804,2226916,244031,39374,416342,8675,4954,46983,5,563076,4458335,2452803
0,Adjustment 2010,ME,2010,4,49230.443,313516.657,696839,37760.171,306765.706,87852,19427.192,234197.633,2801,0,0,0,106417.806,854479.996,787492
3266,Central Maine Power Co,ME,2010,4,1,5,28,2,20,6,0,0,0,0,0,0,3,25,34
11477,Town of Madison (ME),ME,2010,4,180.909,1251.705,2239,45.908,295.826,270,70.994,510.218,17,0,0,0,297.811,2057.749,2526
88888,Total EPM,ME,2010,4,49412,314773,699106,37808,307082,88128,19498,234708,2818,0,0,0,106719,856563,790052
0,Adjustment 2010,MI,2010,4,28061.028,246567.356,408624,39476.323,499798.503,60133,38837.196,587252.838,1963,1.914,0,0,106376.461,1333618.697,470720
392,Alpena Power Co,MI,2010,4,871,6230,13718,953,8029,3948,890,15027,4,0,0,0,2714,29286,17670
3828,Cloverland Electric Co-op,MI,2010,4,2253.31,20810.243,35851,2229.691,22247.373,5591,1292.625,17530.114,5,0,0,0,5775.626,60587.73,41447
4254,Consumers Energy Co,MI,2010,4,107168,815293,1583803,98058,838980,215782,64053,735907,8191,0,0,0,269279,2390180,1807776
5107,City of Detroit,MI,2010,4,2.01,21.22,83,4256,42541,109,0,0,0,40,392,1,4298.01,42954.22,193
5109,Detroit Edison Co,MI,2010,4,127320,965785,1925531,128404,1292570,195807,51389,762725,835,0,0,0,307113,3021080,2122173
9324,Indiana Michigan Power Co,MI,2010,4,4746.072,65787.935,109314,4020.834,52570.687,17534,3669.789,63865.293,983,0,0,0,12436.695,182223.915,127831
10704,Lansing City of,MI,2010,4,4104,41924,82783,7775,95971,12865,1998,29664,273,0,0,0,13877,167559,95921
13780,Northern States Power Co,MI,2010,4,329,3401,7755,326,3741,1469,158,2381,2,0,0,0,813,9523,9226
19578,Upper Peninsula Power Co,MI,2010,4,3732,21210,46142,2903,20081,5694,1417,24483,11,0,0,0,8052,65774,51847
20847,Wisconsin Electric Power Co,MI,2010,4,1660,12118,24450,1383,11200,3101,10668,192692,11,0,0,0,13711,216010,27562
20860,Wisconsin Public Service Corp,MI,2010,4,459.043,4581.931,8027,200.122,1981.443,897,870.879,16004.728,41,0,0,0,1530.044,22568.102,8965
88888,Total EPM,MI,2010,4,280705,2203730,4246081,289985,2889711,522930,175243,2447532,12319,42,392,1,745976,7541365,4781331
0,Adjustment 2010,MN,2010,4,61630.541,617024.012,664234,29702.88,346962.103,69869,28297.847,434889.118,4229,0,0,0,119631.268,1398875.233,738332
689,Connexus Energy,MN,2010,4,8475,72819,112747,4647,54008,11784,412,5879,339,0,0,0,13534,132706,124870
5574,East Central Energy,MN,2010,4,4413.935,34301.091,47476,1838.766,20309.248,4947,523.06,8587.285,138,0,0,0,6775.761,63197.624,52561
9417,Interstate Power and Light Co,MN,2010,4,1993,21559,35905,908,10945,6742,1666,24555,602,0,0,0,4567,57059,43249
10596,City of Lake Crystal,MN,2010,4,72,518,1033,75,640,183,0,0,0,0,0,0,147,1158,1216
12647,Minnesota Power Inc,MN,2010,4,5943.764,62632.627,121182,7040.088,83414.124,23568,26395.683,497391.039,426,0,0,0,39379.535,643437.79,145176
13781,Northern States Power Co - Minnesota,MN,2010,4,58962,547789,1087668,80834,1040276,132087,40265,674341,446,140,1780,1,180201,2264186,1220202
13815,Northwestern Wisconsin Elec Co,MN,2010,4,4.433,33.116,55,1.521,9.636,21,0,0,0,0,0,0,5.954,42.752,76
14232,Otter Tail Power Co,MN,2010,4,2956,39024,46728,5008,79414,11791,1772,36474,11,0,0,0,9736,154912,58530
16181,Rochester Public Utilities,MN,2010,4,2559,21077,43192,4421,45655,4557,1693,21181,2,0,0,0,8673,87913,47751
17267,Sioux Valley SW Elec Coop,MN,2010,4,457.405,5356.484,2709,31.462,329.176,166,164.015,2412.464,72,0,0,0,652.882,8098.124,2947
20996,Wright-Hennepin Coop Elec Assn,MN,2010,4,3610.516,38321.357,41617,1712.847,22496.296,5094,369.43,5263.017,58,0,0,0,5692.793,66080.67,46769
25177,Dakota Electric Association,MN,2010,4,5921,59663,93610,392,4048,4749,4529,65592,2753,0,0,0,10842,129303,101112
88888,Total EPM,MN,2010,4,156999,1520118,2298156,136613,1708507,275558,106087,1776565,9076,140,1780,1,399838,5006969,2582791
0,Adjustment 2010,MO,2010,4,68687.472,717052.79,809343,27300.206,327573.173,101763,25019.05,395547.636,2471,0,0,0,121006.728,1440173.599,913577
3093,Carroll Electric Coop Corp,MO,2010,4,496,6043,10431,88,1275,788,0,0,0,0,0,0,584,7318,11219
4675,Cuivre River Electric Coop Inc,MO,2010,4,5518,60599,54133,1650,25258,4861,0,0,0,0,0,0,7168,85857,58994
5860,Empire District Electric Co,MO,2010,4,8885.068,91309.715,125415,8695.619,110940.545,23473,3937.846,66367.79,288,0,0,0,21518.533,268618.05,149176
9231,Independence City of,MO,2010,4,3252.303,29103.546,51458,3776.566,36891.454,5132,281.365,3886.025,10,0,0,0,7310.234,69881.025,56600
10000,Kansas City Power & Light Co,MO,2010,4,14744.651,143900.436,240333,26334.437,337389.113,31356,7549.071,130590.351,1075,0,0,0,48628.159,611879.9,272764
12698,"UtiliCorp United, Inc",MO,2010,4,18312.521,188363.338,273621,15144.987,233641.652,38298,4730.817,105487.185,245,0,0,0,38188.325,527492.175,312164
17833,City Utilities of Springfield,MO,2010,4,4684.125,60327.047,95213,7667.393,113046.772,14012,2309.662,38577.919,307,0,0,0,14661.18,211951.738,109532
19436,Union Electric Co,MO,2010,4,53811,754883,1037406,62964,1147239,151273,25908,700627,4545,71,1424,1,142754,2604173,1193225
88888,Total EPM,MO,2010,4,178391,2051582,2697353,153621,2333255,370956,69736,1441084,8941,71,1424,1,401819,5827344,3077251
0,Adjustment 2010,MS,2010,4,47861.934,454047.682,483973,30477.713,284291.032,90103,22785.019,285408.588,2817,0,0,0,101124.666,1023747.302,576893
3841,Coast Electric Power Assn,MS,2010,4,8835,73464,70862,3053,27728,6225,1198,17292,8,0,0,0,13086,118484,77095
