UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2021,1,7174,Gibson Electric Members Corp,TN,Cooperative,Final,"5,366.000","47,748.000","28,956","1,623.000","13,408.000","6,038",756.000,"13,630.000",7,0.000,0.000,0,"7,745","74,786","35,001"
2021,1,7625,City of Greeneville - (TN),TN,Municipal,Final,"5,595.000","57,798.000","31,336","2,697.000","25,225.000","7,508","1,732.000","34,704.000",18,0.000,0.000,0,"10,024","117,727","38,862"
2021,1,9777,Johnson City - (TN),TN,Municipal,Final,"12,757.000","117,553.000","68,737","6,126.000","57,871.000","11,358",930.000,"15,414.000",14,0.000,0.000,0,"19,813","190,838","80,109"
2021,1,10331,Kingsport Power Co,TN,Investor Owned,Final,"7,921.153","82,733.916","42,367","3,366.216","32,092.484","5,951","3,645.976","46,405.964",187,0.000,0.000,0,"14,933","161,232","48,505"
2021,1,10421,Knoxville Utilities Board,TN,Municipal,Final,"28,462.000","282,864.000","184,182","19,143.000","181,187.000","24,486","3,318.000","86,763.000",30,0.000,0.000,0,"50,923","550,814","208,698"
2021,1,10906,City of Lenoir - (TN),TN,Municipal,Final,"8,655.000","84,044.000","56,973","6,172.000","59,853.000","12,913",239.000,"3,450.000",6,0.000,0.000,0,"15,066","147,347","69,892"
2021,1,12293,City of Memphis - (TN),TN,Municipal,Final,"45,303.401","444,831.763","378,297","47,514.406","477,905.750","44,218","8,293.112","146,936.173",106,0.000,0.000,0,"101,111","1,069,674","422,621"
2021,1,12470,Middle Tennessee E M C,TN,Cooperative,Final,"42,504.000","434,550.000","273,588","23,517.000","237,707.000","38,679","3,557.000","67,274.000",41,0.000,0.000,0,"69,578","739,531","312,308"
2021,1,13216,Nashville Electric Service,TN,Municipal,Final,"59,549.000","534,961.000","373,537","49,274.000","467,899.000","44,234","5,307.000","85,564.000",63,0.000,0.000,0,"114,130","1,088,424","417,834"
2021,1,17564,South Kentucky Rural E C C,TN,Cooperative,Final,17.835,170.949,157,4.647,37.776,28,4.947,36.374,3,0.000,0.000,0,27,245,188
2021,1,17694,Southwest Tennessee E M C,TN,Cooperative,Final,"7,039.000","63,579.000","42,765","2,235.000","17,447.000","7,971",98.000,"1,437.000",1,0.000,0.000,0,"9,372","82,463","50,737"
2021,1,18642,Tennessee Valley Authority,TN,Federal,Final,0.000,0.000,0,"2,783.208","47,736.241",6,"17,595.635","475,081.119",17,0.000,0.000,0,"20,379","522,817",23
2021,1,19574,Upper Cumberland E M C,TN,Cooperative,Final,"7,513.000","73,332.000","43,287","2,652.000","23,150.000","7,970",601.000,"10,158.000",9,0.000,0.000,0,"10,766","106,640","51,266"
2021,1,19898,Volunteer Electric Coop,TN,Cooperative,Final,"17,132.000","165,562.000","99,668","5,880.000","54,311.000","20,723","1,335.000","24,217.000",13,0.000,0.000,0,"24,347","244,090","120,404"
2021,1,88888,Total EPM,TN,,Final,"453,613.352","4,399,990.744","2,989,532","290,400.685","2,813,138.373","514,685","88,505.181","1,763,441.378","1,023",0.000,0.000,0,"832,519","8,976,570","3,505,240"
2021,1,0,Adjustment 2021,TX,,Final,"1,318,074.520","11,265,621.703","9,780,979","669,910.147","9,163,277.668","1,259,097","467,269.923","9,405,091.950","272,364",945.755,"14,318.214",3,"2,456,200","29,848,310","11,312,443"
2021,1,5701,El Paso Electric Co,TX,Investor Owned,Final,"22,365.000","196,564.000","301,047","16,728.000","230,830.000","38,069","3,165.000","77,937.000",39,0.000,0.000,0,"42,258","505,331","339,155"
2021,1,13830,Nueces Electric Cooperative,TX,Cooperative,Final,"2,737.125","20,380.350","16,053",508.399,"4,259.959","1,931",25.189,92.524,25,0.000,0.000,0,"3,271","24,733","18,009"
2021,1,16604,City of San Antonio - (TX),TX,Municipal,Final,"74,500.780","864,128.460","792,347","78,521.719","919,979.092","92,414","3,298.819","45,590.866",40,0.000,0.000,0,"156,321","1,829,698","884,801"
2021,1,17698,Southwestern Electric Power Co,TX,Investor Owned,Final,"21,336.440","241,569.019","153,336","14,246.740","158,834.136","30,575","12,754.752","171,530.333","4,197",0.000,0.000,0,"48,338","571,933","188,108"
2021,1,17718,Southwestern Public Service Co,TX,Investor Owned,Final,"23,296.222","245,201.322","215,993","17,033.915","238,105.033","57,850","21,641.040","616,536.325",149,0.000,0.000,0,"61,971","1,099,843","273,992"
2021,1,55937,Entergy Texas Inc.,TX,Investor Owned,Final,"57,245.303","554,218.604","416,552","31,244.387","365,016.761","52,419","36,706.209","709,479.030","5,720",0.000,0.000,0,"125,196","1,628,714","474,691"
2021,1,57313,Tesla Inc.,TX,Behind the Meter,Final,605.240,"3,713.420","7,258",151.570,"1,668.880","1,271",0.000,0.000,0,0.000,0.000,0,757,"5,382","8,529"
2021,1,59579,Sunnova,TX,Behind the Meter,Final,273.979,"2,071.388","2,989",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,274,"2,071","2,989"
2021,1,59647,Sunrun Inc.,TX,Behind the Meter,Final,506.407,"2,195.117","3,262",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,506,"2,195","3,262"
2021,1,60981,"TerraForm US Energy Services, LLC",TX,Behind the Meter,Final,0.000,0.000,0,3.760,69.400,2,0.000,0.000,0,0.000,0.000,0,4,69,2
2021,1,88888,Total EPM,TX,,Final,"1,520,941.016","13,395,663.383","11,689,816","828,348.637","11,082,040.929","1,533,628","544,860.932","11,026,258.028","282,534",945.755,"14,318.214",3,"2,895,096","35,518,281","13,505,981"
2021,1,0,Adjustment 2021,UT,,Final,"11,988.401","132,373.410","169,929","8,643.558","102,484.863","24,921","1,950.877","30,541.299",-287,0.002,-0.038,0,"22,583","265,400","194,563"
2021,1,2010,City of Bountiful,UT,Municipal,Final,"1,338.000","12,518.000","15,555",659.000,"7,074.000","1,634",141.000,"1,756.000",1,0.000,0.000,0,"2,138","21,348","17,190"
2021,1,11135,City of Logan - (UT),UT,Municipal,Final,"1,025.000","9,724.000","17,496","1,510.000","15,465.000","2,258",554.000,"7,883.000",7,0.000,0.000,0,"3,089","33,072","19,761"
2021,1,12866,Moon Lake Electric Assn Inc,UT,Cooperative,Final,"1,445.560","20,938.374","12,793",709.545,"9,591.288","2,598","2,106.447","24,855.785","2,024",0.000,0.000,0,"4,262","55,385","17,415"
2021,1,13073,"Mt Wheeler Power, Inc",UT,Cooperative,Final,18.743,239.016,218,19.036,220.589,130,4.768,56.914,26,0.000,0.000,0,43,517,374
2021,1,13314,Navajo Tribal Utility Authority,UT,State,Final,185.000,"1,601.000","1,787",152.000,"1,368.000",232,"1,051.000","21,085.000",1,0.000,0.000,0,"1,388","24,054","2,020"
2021,1,14354,PacifiCorp,UT,Investor Owned,Final,"68,211.622","670,536.577","869,330","55,950.788","766,443.962","94,584","37,365.339","687,155.759","8,034",429.886,"4,047.213",1,"161,958","2,128,184","971,949"
2021,1,15444,Provo City Corp,UT,Municipal,Final,"2,498.000","21,563.410","33,010","2,529.763","29,742.354","4,624",619.000,"9,936.000",1,0.000,0.000,0,"5,647","61,242","37,635"
2021,1,17845,City of Springville - (UT),UT,Municipal,Final,870.753,"8,038.388","11,439",846.622,"8,569.918","1,262",492.213,"6,162.921",2,0.000,0.000,0,"2,210","22,771","12,703"
2021,1,17874,City of St George,UT,Municipal,Final,"2,415.836","25,091.746","26,776","2,248.231","25,523.859","5,014",0.000,0.000,0,0.000,0.000,0,"4,664","50,616","31,790"
2021,1,18206,Strawberry Electric Serv Dist,UT,Political Subdivision,Final,475.959,"4,429.519","3,518",106.613,959.040,467,5.361,54.842,57,0.000,0.000,0,588,"5,443","4,042"
2021,1,20332,Wells Rural Electric Co,UT,Cooperative,Final,72.000,792.000,489,106.000,"1,191.000",201,96.000,"1,450.000",3,0.000,0.000,0,274,"3,433",693
2021,1,22814,Raft Rural Elec Coop Inc,UT,Cooperative,Final,42.582,546.082,361,17.890,277.706,64,0.456,8.510,294,0.000,0.000,0,61,832,719
2021,1,27000,WAPA-- Western Area Power Administration,UT,Federal,Final,0.000,0.000,0,105.906,"4,117.708",5,2.725,36.456,1,0.000,0.000,0,109,"4,154",6
2021,1,57313,Tesla Inc.,UT,Behind the Meter,Final,0.000,0.000,0,8.110,148.760,4,0.000,0.000,0,0.000,0.000,0,8,149,4
2021,1,59647,Sunrun Inc.,UT,Behind the Meter,Final,61.212,319.599,815,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,61,320,815
2021,1,88888,Total EPM,UT,,Final,"90,648.668","908,711.121","1,163,516","73,613.062","973,178.047","137,998","44,389.186","790,982.486","10,164",429.888,"4,047.175",1,"209,081","2,676,919","1,311,679"
2021,1,0,Adjustment 2021,VA,,Final,"67,383.929","620,422.184","475,151","44,954.022","571,945.380","60,320","30,485.802","527,100.203",450,-0.002,-0.030,0,"142,824","1,719,468","535,921"
2021,1,84,A & N Electric Coop,VA,Cooperative,Final,"5,662.670","53,915.262","31,789","1,413.409","14,116.607","4,370","1,039.603","12,995.950",7,0.000,0.000,0,"8,116","81,028","36,166"
2021,1,733,Appalachian Power Co,VA,Investor Owned,Final,"82,182.000","807,155.000","458,930","24,640.000","310,239.000","79,083","21,557.000","357,242.000","1,937",0.000,0.000,0,"128,379","1,474,636","539,950"
2021,1,10171,Kentucky Utilities Co,VA,Investor Owned,Final,"5,749.613","49,472.921","23,243","2,641.397","25,129.774","4,568",794.940,"8,099.100",64,0.000,0.000,0,"9,186","82,702","27,875"
2021,1,17066,Shenandoah Valley Elec Coop,VA,Cooperative,Final,"13,531.566","138,269.332","81,581","4,102.845","43,178.939","15,136","3,804.894","55,404.535",95,0.000,0.000,0,"21,439","236,853","96,812"
2021,1,19876,Virginia Electric & Power Co,VA,Investor Owned,Final,"365,572.779","3,284,896.000","2,294,952","255,805.200","3,600,645.717","262,856","26,121.806","472,047.000",550,"1,269.418","15,172.283",1,"648,769","7,372,761","2,558,359"
2021,1,19882,Virginia Tech Electric Service,VA,State,Final,703.499,"6,802.095","5,324","1,896.725","20,463.251","1,147",60.763,748.640,5,0.000,0.000,0,"2,661","28,014","6,476"
2021,1,40228,Rappahannock Electric Coop,VA,Cooperative,Final,"30,701.000","288,522.000","157,074","3,109.000","31,717.000","12,058","6,275.000","87,237.000",566,0.000,0.000,0,"40,085","407,476","169,698"
2021,1,57313,Tesla Inc.,VA,Behind the Meter,Final,1.890,16.630,66,1.660,16.140,2,0.000,0.000,0,0.000,0.000,0,4,33,68
2021,1,88888,Total EPM,VA,,Final,"571,488.946","5,249,471.424","3,528,110","338,564.258","4,617,451.808","439,540","90,139.808","1,520,874.428","3,674","1,269.416","15,172.253",1,"1,001,462","11,402,970","3,971,325"
2021,1,0,Adjustment 2021,VT,,Final,"4,229.301","25,968.893","39,067","1,687.867","12,009.475","6,228","1,036.951","7,674.937",151,0.000,0.000,0,"6,954","45,653","45,446"
2021,1,2548,City of Burlington Electric - (VT),VT,Municipal,Final,"1,359.000","8,763.000","17,327","1,835.000","12,967.000","4,000",721.000,"5,392.000",9,0.000,0.000,0,"3,915","27,122","21,336"
2021,1,7601,Green Mountain Power Corp,VT,Investor Owned,Final,"30,701.000","164,591.000","223,077","19,729.000","121,920.000","44,843","10,819.000","100,708.000",72,0.000,0.000,0,"61,249","387,219","267,992"
2021,1,19791,"Vermont Electric Cooperative, Inc",VT,Cooperative,Final,"4,430.192","22,997.047","35,044","1,633.818","9,785.739","4,781","1,088.943","9,551.249",16,0.000,0.000,0,"7,153","42,334","39,841"
2021,1,57313,Tesla Inc.,VT,Behind the Meter,Final,71.090,76.530,"1,588",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,71,77,"1,588"
2021,1,59580,"SunPower Capital, LLC",VT,Behind the Meter,Final,30.889,131.100,348,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,31,131,348
2021,1,59647,Sunrun Inc.,VT,Behind the Meter,Final,117.329,76.259,930,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,117,76,930
2021,1,60025,Greenbacker Renewable Energy Corporation,VT,Behind the Meter,Final,0.000,0.000,0,15.704,89.210,6,0.000,0.000,0,0.000,0.000,0,16,89,6
2021,1,60981,"TerraForm US Energy Services, LLC",VT,Behind the Meter,Final,0.000,0.000,0,17.110,53.610,2,0.000,0.000,0,0.000,0.000,0,17,54,2
2021,1,88888,Total EPM,VT,,Final,"40,938.801","222,603.829","317,381","24,918.499","156,825.034","59,860","13,665.894","123,326.186",248,0.000,0.000,0,"79,523","502,755","377,489"
2021,1,0,Adjustment 2021,WA,,Final,"80,232.995","1,022,349.054","634,442","36,428.822","569,369.916","80,502","34,993.137","777,883.567","13,130",-1.790,-15.549,0,"151,653","2,369,587","728,074"
2021,1,1738,Bonneville Power Administration,WA,Federal,Final,0.000,0.000,0,"2,793.841","62,930.511",7,"1,273.054","44,084.433",3,0.000,0.000,0,"4,067","107,015",10
2021,1,3660,PUD No 1 of Clark County - (WA),WA,Political Subdivision,Final,"22,239.000","266,970.000","200,793","8,651.000","113,689.000","19,007","3,583.000","62,420.000",28,0.000,0.000,0,"34,473","443,079","219,828"
2021,1,4442,PUD No 1 of Cowlitz County,WA,Political Subdivision,Final,"6,937.000","83,532.000","45,576","2,848.000","33,025.000","6,295","12,092.000","286,227.000",33,0.000,0.000,0,"21,877","402,784","51,904"
2021,1,10454,Kootenai Electric Cooperative,WA,Cooperative,Final,22.145,270.996,89,3.725,49.236,2,0.024,0.016,1,0.000,0.000,0,26,320,92
2021,1,14354,PacifiCorp,WA,Investor Owned,Final,"15,374.955","177,991.912","112,086","10,292.776","130,773.465","16,846","4,559.114","69,127.492","5,491",0.000,0.000,0,"30,227","377,893","134,423"
2021,1,15500,Puget Sound Energy Inc,WA,Investor Owned,Final,"137,256.208","1,211,542.611","1,048,016","76,375.660","720,607.726","139,394","8,999.687","89,129.428","3,285",60.339,552.000,1,"222,692","2,021,832","1,190,696"
2021,1,16868,City of Seattle - (WA),WA,Municipal,Final,"40,321.644","345,237.849","430,777","38,201.741","373,009.999","51,389","5,408.528","61,391.001",64,759.864,"7,697.018",3,"84,692","787,336","482,233"
2021,1,17470,PUD 1 of Snohomish County,WA,Political Subdivision,Final,"40,606.000","399,767.000","330,462","17,869.000","204,703.000","33,849","2,731.000","39,046.000",77,0.000,0.000,0,"61,206","643,516","364,388"
2021,1,18429,City of Tacoma - (WA),WA,Municipal,Final,"19,925.923","215,228.111","154,124","2,676.262","28,963.358","17,712","13,017.386","204,341.852","2,260",3.022,30.174,1,"35,623","448,563","174,097"
2021,1,20169,Avista Corp,WA,Investor Owned,Final,"26,453.177","263,450.268","234,267","18,614.165","172,240.828","26,326","4,544.047","68,715.505",843,0.000,0.000,0,"49,611","504,407","261,436"
2021,1,57313,Tesla Inc.,WA,Behind the Meter,Final,6.330,14.310,99,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,6,14,99
2021,1,59647,Sunrun Inc.,WA,Behind the Meter,Final,0.281,0.672,1,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,1,1
2021,1,88888,Total EPM,WA,,Final,"389,375.658","3,986,354.783","3,190,732","214,754.992","2,409,362.039","391,329","91,200.977","1,702,366.294","25,215",821.435,"8,263.643",5,"696,153","8,106,347","3,607,281"
2021,1,0,Adjustment 2021,WI,,Final,"59,987.902","493,503.912","511,526","25,641.181","252,723.043","57,394","22,592.339","311,498.661","3,125",-0.002,0.012,0,"108,221","1,057,726","572,045"
2021,1,4247,Consolidated Water Power Co,WI,Investor Owned,Final,6.470,104.470,83,7.946,98.718,16,"2,532.116","59,203.442",5,0.000,0.000,0,"2,547","59,407",104
2021,1,4715,Dahlberg Light & Power Co,WI,Investor Owned,Final,"1,028.791","7,660.247","10,672",223.541,"1,642.107","1,256",143.967,"1,346.380",37,0.000,0.000,0,"1,396","10,649","11,965"
2021,1,5574,East Central Energy,WI,Cooperative,Final,719.191,"5,716.563","5,011",87.940,702.499,374,0.000,0.000,0,0.000,0.000,0,807,"6,419","5,385"
2021,1,11479,Madison Gas & Electric Co,WI,Investor Owned,Final,"12,865.000","79,659.000","145,740","18,349.000","167,078.000","22,175",943.000,"13,412.000",38,0.000,0.000,0,"32,157","260,149","167,953"
2021,1,13697,North Central Power Co Inc,WI,Investor Owned,Final,388.744,"2,706.718","4,809",85.655,633.332,491,23.795,246.541,5,0.000,0.000,0,498,"3,587","5,305"
2021,1,13780,Northern States Power Co,WI,Investor Owned,Final,"24,397.438","186,170.823","214,663","22,381.044","226,989.306","40,792","11,328.181","158,599.561",126,0.000,0.000,0,"58,107","571,760","255,581"
2021,1,13815,Northwestern Wisconsin Elec Co,WI,Investor Owned,Final,"1,176.490","8,894.133","11,943",498.519,"4,306.073","1,764",263.964,"3,000.945",23,0.000,0.000,0,"1,939","16,201","13,730"
2021,1,15086,Pioneer Power and Light Co,WI,Investor Owned,Final,151.000,935.000,"1,934",48.000,167.000,258,45.000,150.000,30,0.000,0.000,0,244,"1,252","2,222"
2021,1,18336,Superior Water and Light Co,WI,Investor Owned,Final,"1,103.523","9,070.507","12,927","1,016.552","10,725.736","2,156","3,366.064","51,237.001",118,0.000,0.000,0,"5,486","71,033","15,201"
2021,1,20847,Wisconsin Electric Power Co,WI,Investor Owned,Final,"116,969.529","745,113.724","1,028,768","78,433.189","718,801.998","120,046","40,386.302","519,737.907",617,11.739,78.068,2,"235,801","1,983,732","1,149,433"
2021,1,20856,Wisconsin Power & Light Co,WI,Investor Owned,Final,"45,972.054","337,389.021","420,575","21,730.942","193,196.206","61,053","29,554.062","376,917.465","1,005",0.000,0.000,0,"97,257","907,503","482,633"
2021,1,20860,Wisconsin Public Service Corp,WI,Investor Owned,Final,"37,367.266","276,934.553","398,757","29,654.970","334,303.270","54,763","17,931.052","327,026.009",190,0.000,0.000,0,"84,953","938,264","453,710"
2021,1,40036,Westfield Electric Company,WI,Investor Owned,Final,65.000,354.000,626,65.000,380.000,144,67.000,349.000,140,0.000,0.000,0,197,"1,083",910
2021,1,61098,Longroad Energy,WI,Behind the Meter,Final,0.000,0.000,0,0.204,2.485,3,0.000,0.000,0,0.000,0.000,0,0,2,3
2021,1,88888,Total EPM,WI,,Final,"302,198.398","2,154,212.671","2,768,034","198,223.683","1,911,749.773","362,685","129,176.842","1,822,724.912","5,459",11.737,78.080,2,"629,611","5,888,765","3,136,180"
2021,1,0,Adjustment 2021,WV,,Final,"1,221.640","8,613.164","9,199",610.852,"5,394.785","1,689",1.666,35.699,97,0.000,0.000,0,"1,834","14,044","10,985"
2021,1,733,Appalachian Power Co,WV,Investor Owned,Final,"75,052.000","647,729.000","355,955","24,566.000","273,177.000","66,264","20,243.000","315,031.000","2,262",0.000,0.000,0,"119,861","1,235,937","424,481"
2021,1,1764,Black Diamond Power Co,WV,Investor Owned,Final,577.568,"4,359.519","3,441",155.654,"1,237.896",491,0.000,0.000,0,0.000,0.000,0,733,"5,597","3,932"
2021,1,12796,Monongahela Power Co,WV,Investor Owned,Final,"43,060.137","394,747.371","335,046","21,383.880","237,817.337","53,535","28,764.584","510,307.548","6,790",0.000,0.000,0,"93,209","1,142,872","395,371"
2021,1,15263,The Potomac Edison Company,WV,Investor Owned,Final,"24,644.368","241,671.644","127,296","6,773.004","76,166.517","18,797","4,981.097","83,837.210","1,853",0.000,0.000,0,"36,398","401,675","147,946"
2021,1,20521,Wheeling Power Co,WV,Investor Owned,Final,"6,152.000","49,239.000","35,081","3,256.000","35,851.000","6,356","17,702.000","315,170.000",408,0.000,0.000,0,"27,110","400,260","41,845"
2021,1,88888,Total EPM,WV,,Final,"150,707.713","1,346,359.698","866,018","56,745.390","629,644.535","147,132","71,692.347","1,224,381.457","11,410",0.000,0.000,0,"279,145","3,200,386","1,024,560"
2021,1,0,Adjustment 2021,WY,,Final,"4,430.997","34,946.298","39,266","2,596.395","22,586.086","8,943","3,631.069","36,060.085","2,683",0.000,0.000,0,"10,658","93,592","50,892"
2021,1,3461,Cheyenne Light Fuel & Power,WY,Investor Owned,Final,"3,915.373","26,167.000","38,388","6,096.495","44,658.000","5,206","4,475.781","74,568.000",4,0.000,0.000,0,"14,488","145,393","43,598"
2021,1,7222,City of Gillette - (WY),WY,Municipal,Final,"1,501.727","13,806.976","13,254","1,286.795","15,181.928","2,626",0.000,0.000,0,0.000,0.000,0,"2,789","28,989","15,880"
2021,1,8566,High Plains Power Inc,WY,Cooperative,Final,"2,139.943","16,502.288","12,489",416.064,"4,049.501",408,"3,221.769","38,753.887",642,0.000,0.000,0,"5,778","59,306","13,539"
2021,1,11273,Lower Valley Energy Inc,WY,Cooperative,Final,"4,439.000","73,341.000","20,961","1,765.000","28,985.000","6,131",122.000,"2,599.000",245,0.000,0.000,0,"6,326","104,925","27,337"
2021,1,12199,Montana-Dakota Utilities Co,WY,Investor Owned,Final,"1,617.000","15,699.000","13,815",882.000,"10,714.000","2,569",12.000,111.000,14,0.000,0.000,0,"2,511","26,524","16,398"
2021,1,12825,NorthWestern Energy LLC - (MT),WY,Investor Owned,Final,15.445,129.801,136,189.581,"1,356.050",278,0.000,0.000,0,0.000,0.000,0,205,"1,486",414
2021,1,14354,PacifiCorp,WY,Investor Owned,Final,"11,355.373","104,402.040","116,367","9,855.999","118,517.116","23,551","31,436.373","496,605.126","2,703",0.000,0.000,0,"52,648","719,524","142,621"
2021,1,19156,Powder River Energy Corp,WY,Cooperative,Final,"2,576.570","23,617.130","15,380","4,798.590","49,249.320","7,379","6,315.260","88,520.570","3,829",0.000,0.000,0,"13,690","161,387","26,588"
2021,1,19545,"Black Hills Power, Inc.",WY,Investor Owned,Final,246.355,"2,014.000","2,033",293.129,"2,359.000",598,901.589,"10,300.000",11,0.000,0.000,0,"1,441","14,673","2,642"
2021,1,27000,WAPA-- Western Area Power Administration,WY,Federal,Final,0.000,0.000,0,85.226,"2,711.904",1,0.418,14.029,1,0.000,0.000,0,86,"2,726",2
2021,1,27058,"High West Energy, Inc",WY,Cooperative,Final,859.000,"6,425.000","5,246",27.000,227.000,19,"1,160.000","10,991.000","1,270",0.000,0.000,0,"2,046","17,643","6,535"
2021,1,88888,Total EPM,WY,,Final,"33,096.783","317,050.533","277,335","28,292.274","300,594.905","57,709","51,276.259","758,522.697","11,402",0.000,0.000,0,"112,665","1,376,168","346,446"
2021,1,88888,US Total EPM,US,,Final,"17,254,010.970","136,682,351.476","137,260,791","10,730,720.604","104,497,647.170","18,915,626","5,037,456.123","79,749,530.226","995,987","53,768.670","566,946.647",84,"33,075,956","321,496,476","157,172,488"
2021,2,0,Adjustment 2021,AK,,Final,"4,771.948","20,057.853","24,488","7,265.040","26,976.174","10,485","2,289.632","9,344.692",288,0.000,0.000,0,"14,327","56,379","35,261"
2021,2,213,Alaska Electric Light & Power Co.,AK,Investor Owned,Final,"2,212.271","17,693.095","14,952","1,147.533","10,834.556","2,387","1,163.377","9,880.396",127,0.000,0.000,0,"4,523","38,408","17,466"
2021,2,219,Alaska Power and Telephone Co,AK,Investor Owned,Final,888.357,"2,795.903","5,530","1,063.279","3,907.839","2,578",0.000,0.000,0,0.000,0.000,0,"1,952","6,704","8,108"
2021,2,221,"Alaska Village Elec Coop, Inc",AK,Cooperative,Final,"2,000.391","4,390.943","7,938","2,744.950","7,519.553","3,585",0.000,0.000,0,0.000,0.000,0,"4,745","11,910","11,523"
2021,2,3522,Chugach Electric Assn Inc,AK,Cooperative,Final,"11,437.105","56,536.313","96,492","16,527.292","102,683.591","16,217",557.520,"4,281.912",7,0.000,0.000,0,"28,522","163,502","112,716"
2021,2,7353,Golden Valley Elec Assn Inc,AK,Cooperative,Final,"7,310.077","28,290.003","39,949","2,749.295","11,020.380","6,757","11,595.957","62,198.825",535,0.000,0.000,0,"21,655","101,509","47,241"
2021,2,10210,Ketchikan Public Utilities,AK,Municipal,Final,951.329,"8,322.652","6,462",752.978,"7,083.166","1,350",164.642,"1,806.560",15,0.000,0.000,0,"1,869","17,212","7,827"
2021,2,10433,Kodiak Electric Assn Inc,AK,Cooperative,Final,590.000,"3,405.000","4,951",314.000,"1,839.000","1,107","1,146.000","7,487.000",120,0.000,0.000,0,"2,050","12,731","6,178"
2021,2,10451,Kotzebue Electric Assn Inc,AK,Cooperative,Final,286.108,812.101,"1,180",382.563,"1,146.546",115,0.000,0.000,0,0.000,0.000,0,669,"1,959","1,295"
2021,2,11824,Matanuska Electric Assn Inc,AK,Cooperative,Final,"8,694.716","41,583.187","60,434","4,599.223","25,497.699","6,621",0.000,0.000,0,0.000,0.000,0,"13,294","67,081","67,055"
2021,2,19277,TDX North Slope Generating Co,AK,Investor Owned,Final,0.000,0.000,0,"1,184.450","5,782.020",161,0.000,0.000,0,0.000,0.000,0,"1,184","5,782",161
2021,2,19558,Homer Electric Assn Inc,AK,Cooperative,Final,"4,099.260","15,133.072","28,308","3,278.576","13,808.039","4,294","1,025.991","8,709.824",23,0.000,0.000,0,"8,404","37,651","32,625"
2021,2,88888,Total EPM,AK,,Final,"43,241.562","199,020.122","290,684","42,009.179","218,098.563","55,657","17,943.119","103,709.209","1,115",0.000,0.000,0,"103,194","520,828","347,456"
2021,2,0,Adjustment 2021,AL,,Final,"105,187.150","860,986.205","705,061","48,112.449","385,380.375","124,293","23,027.660","284,463.329",231,0.000,0.000,0,"176,327","1,530,830","829,585"
2021,2,195,Alabama Power Co,AL,Investor Owned,Final,"223,881.000","1,602,928.000","1,291,721","126,889.000","975,006.000","200,756","103,469.000","1,598,047.000","6,153",0.000,0.000,0,"454,239","4,175,981","1,498,630"
2021,2,4958,Decatur Utilities,AL,Municipal,Final,"3,424.000","33,952.000","22,705","2,446.000","23,166.000","4,015","2,046.000","38,655.000",11,0.000,0.000,0,"7,916","95,773","26,731"
2021,2,6422,City of Florence - (AL),AL,Municipal,Final,"7,083.249","71,172.006","41,145","3,425.684","30,777.774","8,547",908.960,"11,226.105",706,0.000,0.000,0,"11,418","113,176","50,398"
2021,2,9094,City of Huntsville - (AL),AL,Municipal,Final,"25,296.000","253,979.000","157,645","15,329.000","151,541.000","21,236","1,967.000","30,922.000",26,0.000,0.000,0,"42,592","436,442","178,907"
2021,2,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,"7,296.000","65,526.000","35,645","2,963.000","24,223.000","8,625","2,929.000","53,132.000",20,0.000,0.000,0,"13,188","142,881","44,290"
2021,2,17252,Singing River Elec Cooperative,AL,Cooperative,Final,49.682,438.819,331,6.002,52.902,12,0.000,0.000,0,0.000,0.000,0,56,492,343
2021,2,18642,Tennessee Valley Authority,AL,Federal,Final,0.000,0.000,0,"1,917.523","30,101.948",1,"15,284.826","411,026.597",10,0.000,0.000,0,"17,202","441,129",11
2021,2,88888,Total EPM,AL,,Final,"372,217.081","2,888,982.030","2,254,253","201,088.658","1,620,248.999","367,485","149,632.446","2,427,472.031","7,157",0.000,0.000,0,"722,938","6,936,703","2,628,895"
2021,2,0,Adjustment 2021,AR,,Final,"49,500.668","445,092.756","379,717","20,351.134","185,644.546","48,390","18,080.160","196,076.629","8,078",0.039,0.000,0,"87,932","826,814","436,185"
2021,2,814,Entergy Arkansas LLC,AR,Investor Owned,Final,"73,307.562","783,919.452","566,346","35,627.860","443,097.649","92,833","35,223.526","680,849.005","21,503",0.140,0.000,1,"144,159","1,907,866","680,683"
2021,2,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,"8,559.807","81,636.821","52,291","1,402.172","13,365.035","4,059","1,099.947","18,967.944",42,0.000,0.000,0,"11,062","113,970","56,392"
2021,2,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,"12,908.105","143,548.291","88,425","2,526.940","31,591.614","6,149","1,664.778","24,960.620",46,0.000,0.000,0,"17,100","200,101","94,620"
