UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2021,1,0,Adjustment 2021,AL,,Final,"101,286.164","957,935.061","724,792","44,346.489","427,333.189","128,279","19,090.645","314,599.897",262,0.000,0.000,0,"164,723","1,699,868","853,333"
2021,1,195,Alabama Power Co,AL,Investor Owned,Final,"236,953.000","1,736,822.000","1,296,977","131,544.000","1,047,042.000","202,621","110,367.000","1,731,585.000","6,156",0.000,0.000,0,"478,864","4,515,449","1,505,754"
2021,1,4958,Decatur Utilities,AL,Municipal,Final,"3,291.000","34,984.000","22,751","2,352.000","24,013.000","4,013","2,249.000","46,550.000",11,0.000,0.000,0,"7,892","105,547","26,775"
2021,1,6422,City of Florence - (AL),AL,Municipal,Final,"7,117.929","70,859.692","41,086","3,386.838","30,237.929","8,543",932.922,"11,903.584",710,0.000,0.000,0,"11,438","113,001","50,339"
2021,1,9094,City of Huntsville - (AL),AL,Municipal,Final,"28,377.000","282,814.000","169,835","16,212.000","162,344.000","21,340","1,882.000","30,988.000",26,0.000,0.000,0,"46,471","476,146","191,201"
2021,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,"6,999.000","61,659.000","35,633","2,865.000","23,032.000","8,592","2,830.000","53,393.000",20,0.000,0.000,0,"12,694","138,084","44,245"
2021,1,17252,Singing River Elec Cooperative,AL,Cooperative,Final,54.747,493.118,330,5.625,48.180,12,0.000,0.000,0,0.000,0.000,0,60,541,342
2021,1,18642,Tennessee Valley Authority,AL,Federal,Final,0.000,0.000,0,"1,971.440","32,622.006",1,"16,865.212","478,178.605",10,0.000,0.000,0,"18,837","510,801",11
2021,1,88888,Total EPM,AL,,Final,"384,078.840","3,145,566.871","2,291,404","202,683.392","1,746,672.304","373,401","154,216.779","2,667,198.086","7,195",0.000,0.000,0,"740,979","7,559,437","2,672,000"
2021,1,0,Adjustment 2021,AR,,Final,"47,664.164","495,210.790","389,280","18,757.640","205,855.268","49,946","14,992.993","216,872.874","8,401",0.057,-0.160,0,"81,415","917,939","447,627"
2021,1,814,Entergy Arkansas LLC,AR,Investor Owned,Final,"82,734.593","856,817.449","597,590","37,159.961","447,807.923","96,384","36,113.968","676,149.513","24,310",0.204,0.160,1,"156,009","1,980,775","718,285"
2021,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,"7,803.181","76,365.303","52,267","1,271.108","12,613.610","4,050","1,014.803","20,037.428",42,0.000,0.000,0,"10,089","109,016","56,359"
2021,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,"9,256.396","102,705.631","66,252","2,524.172","32,343.860","6,144","1,647.710","28,580.496",45,0.000,0.000,0,"13,428","163,630","72,441"
2021,1,5860,Empire District Electric Co,AR,Investor Owned,Final,554.097,"4,660.147","4,223",302.187,"3,183.137",808,406.162,"5,575.940",9,0.000,0.000,0,"1,262","13,419","5,040"
2021,1,6342,First Electric Coop Corp,AR,Cooperative,Final,"12,606.751","142,089.501","90,418","1,400.034","15,585.216","6,076","1,811.327","34,879.450","1,052",0.000,0.000,0,"15,818","192,554","97,546"
2021,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,320.740,"6,331.578","3,312",93.948,"1,674.524",765,"12,691.540","283,839.190",814,0.000,0.000,0,"13,106","291,845","4,891"
2021,1,13718,City of North Little Rock - (AR),AR,Municipal,Final,"3,448.000","30,448.000","34,316","2,062.000","18,195.000","4,975","1,719.000","19,900.000",150,1.000,10.000,1,"7,230","68,553","39,442"
2021,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,"5,120.874","75,320.732","57,189","3,970.893","59,820.235","11,062","4,329.568","86,698.672",396,0.000,0.000,0,"13,421","221,840","68,647"
2021,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,"11,957.865","123,491.326","104,479","7,812.714","96,894.493","18,492","4,577.808","59,134.973",634,0.000,0.000,0,"24,348","279,521","123,605"
2021,1,88888,Total EPM,AR,,Final,"181,466.661","1,913,440.457","1,399,326","75,354.657","893,973.266","198,702","79,304.879","1,431,668.536","35,853",1.261,10.000,2,"336,127","4,239,092","1,633,883"
2021,1,0,Adjustment 2021,AZ,,Final,"16,113.397","131,291.354","93,199","12,727.753","126,290.574","26,928","7,203.219","111,587.723","3,730",0.027,-0.002,0,"36,044","369,170","123,857"
2021,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,37.600,366.000,816,19.060,203.000,218,0.000,0.000,0,0.000,0.000,0,57,569,"1,034"
2021,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,"128,823.617","1,009,482.142","1,169,298","93,289.910","904,161.360","136,408","12,864.299","166,246.484","3,100",0.000,0.000,0,"234,978","2,079,890","1,308,806"
2021,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,136.250,"1,577.800","2,199",102.820,"1,310.100",411,"8,562.440","219,118.900",2,0.000,0.000,0,"8,802","222,007","2,612"
2021,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,"2,800.000","22,545.000","26,367","2,685.000","19,456.000","3,289",480.000,"6,164.000",2,0.000,0.000,0,"5,965","48,165","29,658"
2021,1,16572,Salt River Project,AZ,Political Subdivision,Final,"91,549.000","947,028.000","986,444","63,415.150","830,418.880","106,231","16,821.000","376,027.000",47,55.848,743.124,1,"171,841","2,154,217","1,092,723"
2021,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,"5,451.904","37,457.922","47,903","1,987.331","16,042.251","2,201",263.004,"3,769.875",26,0.000,0.000,0,"7,702","57,270","50,130"
2021,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,"7,992.187","77,847.087","89,287","5,413.830","52,581.809","11,856",721.975,"10,480.466",6,0.000,0.000,0,"14,128","140,909","101,149"
2021,1,21538,"Mohave Electric Cooperative, I",AZ,Cooperative,Final,"3,364.700","28,524.800","38,256","1,452.200","13,690.200","4,297",556.600,"6,866.400",26,0.000,0.000,0,"5,374","49,081","42,579"
2021,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,"35,535.416","269,929.743","394,441","17,222.331","139,290.455","41,177","16,678.730","228,100.912",492,12.474,99.731,1,"69,449","637,421","436,111"
2021,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,21.934,258.000,317,149.531,"2,120.000",109,3.683,44.000,30,0.000,0.000,0,175,"2,422",456
2021,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0.000,0.000,0,111.482,"5,708.075",12,221.255,"13,042.483",4,0.000,0.000,0,333,"18,751",16
2021,1,57313,Tesla Inc.,AZ,Behind the Meter,Final,"4,555.650","26,318.100","40,229",528.590,"4,660.400",833,0.000,0.000,0,0.000,0.000,0,"5,084","30,979","41,062"
2021,1,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,532.860,"5,154.410",9,0.000,0.000,0,0.000,0.000,0,533,"5,154",9
2021,1,59579,Sunnova,AZ,Behind the Meter,Final,281.651,"1,407.359","2,077",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,282,"1,407","2,077"
2021,1,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,"1,447.377","11,612.903","11,262",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,447","11,613","11,262"
2021,1,59647,Sunrun Inc.,AZ,Behind the Meter,Final,"4,480.487","23,506.024","31,238",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"4,480","23,506","31,238"
2021,1,59943,Spruce Finance,AZ,Behind the Meter,Final,272.671,"1,896.396","2,776",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,273,"1,896","2,776"
2021,1,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,0.000,0.000,0,7.272,119.210,4,0.000,0.000,0,0.000,0.000,0,7,119,4
2021,1,60981,"TerraForm US Energy Services, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,97.550,967.480,29,0.000,0.000,0,0.000,0.000,0,98,967,29
2021,1,61098,Longroad Energy,AZ,Behind the Meter,Final,0.000,0.000,0,37.911,444.085,16,0.000,0.000,0,0.000,0.000,0,38,444,16
2021,1,88888,Total EPM,AZ,,Final,"302,863.841","2,591,048.630","2,936,109","199,780.581","2,122,618.289","334,028","64,376.205","1,141,448.243","7,465",68.349,842.853,2,"567,089","5,855,958","3,277,604"
2021,1,0,Adjustment 2021,CA,,Final,"544,366.687","2,437,245.350","4,160,488","513,504.207","3,120,105.845","594,826","171,151.707","1,509,963.558","8,888","1,565.946","23,481.361",1,"1,230,589","7,090,796","4,764,203"
2021,1,4390,City of Corona - (CA),CA,Municipal,Final,88.036,585.911,"1,287",389.303,"3,119.358",541,187.963,"1,973.010",9,0.000,0.000,0,665,"5,678","1,837"
2021,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,"12,926.000","97,373.000","136,499","14,395.000","103,529.000","21,251",972.000,"5,534.000",824,0.000,0.000,0,"28,293","206,436","158,574"
2021,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,"139,892.986","683,932.873","1,354,001","159,828.084","866,717.424","88,379","14,438.107","78,171.982","9,264","1,185.211","6,974.664",2,"315,344","1,635,797","1,451,646"
2021,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,"12,975.911","78,434.991","100,798","7,511.517","56,747.067","29,393","5,363.112","55,660.988",142,0.000,0.000,0,"25,851","190,843","130,333"
2021,1,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,"289,249.000","1,238,536.000","2,046,423","156,034.000","801,150.000","235,162","104,917.000","637,060.000","87,175",0.000,0.000,0,"550,200","2,676,746","2,368,760"
2021,1,14354,PacifiCorp,CA,Investor Owned,Final,"6,204.690","42,837.746","36,241","2,941.021","22,044.315","7,511",425.453,"3,896.484","1,935",0.000,0.000,0,"9,571","68,779","45,687"
2021,1,14534,City of Pasadena - (CA),CA,Municipal,Final,"5,872.539","28,481.801","56,564","8,604.847","43,280.041","8,442",0.000,0.000,0,114.664,667.534,1,"14,592","72,429","65,007"
2021,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,"53,060.409","395,314.556","569,264","38,097.796","267,254.481","69,262","16,150.353","158,748.201","2,566",257.350,"2,140.864",1,"107,566","823,458","641,093"
2021,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,"150,025.098","595,898.609","1,318,088","94,733.830","429,425.690","149,309","27,937.690","162,549.570","4,318",545.472,"3,123.000",4,"273,242","1,190,997","1,471,719"
2021,1,16612,City & County of San Francisco,CA,Municipal,Final,149.651,677.796,"1,221","8,045.619","62,772.402",350,49.738,538.568,1,472.914,"5,324.321",1,"8,718","69,313","1,573"
2021,1,16655,City of Santa Clara - (CA),CA,Municipal,Final,"3,279.971","25,363.723","48,763","1,281.427","7,242.834","6,276","33,755.697","295,875.409","1,624",16.073,95.034,1,"38,333","328,577","56,664"
2021,1,17609,Southern California Edison Co,CA,Investor Owned,Final,"341,162.000","1,666,474.000","3,345,216","266,453.000","1,766,696.000","453,956","30,203.000","228,060.000","24,552",0.000,0.000,0,"637,818","3,661,230","3,823,724"
2021,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,"2,959.226","10,233.407","23,037",831.831,"3,065.723","1,497",622.980,"3,918.408",7,0.000,0.000,0,"4,414","17,218","24,541"
2021,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,422.514,"4,421.604","2,831",110.621,"1,098.913",950,28.682,289.095,185,0.000,0.000,0,562,"5,810","3,966"
2021,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,"9,959.000","66,071.000","78,955","4,401.000","37,204.000","19,246","6,353.000","57,462.000","6,032",0.000,0.000,0,"20,713","160,737","104,233"
2021,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,1.463,10.129,12,0.284,1.783,2,8.653,117.351,30,0.000,0.000,0,10,129,44
2021,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0.000,0.000,0,"3,713.170","97,752.868",43,"4,144.545","80,361.292",48,14.843,382.000,1,"7,873","178,496",92
2021,1,57313,Tesla Inc.,CA,Behind the Meter,Final,"11,846.870","50,644.340","146,924","2,126.190","16,937.440","6,345",0.000,0.000,0,0.000,0.000,0,"13,973","67,582","153,269"
2021,1,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0.000,0.000,0,765.040,"4,730.470",22,4.610,47.540,1,0.000,0.000,0,770,"4,778",23
2021,1,59579,Sunnova,CA,Behind the Meter,Final,"2,784.411","10,914.704","25,737",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,784","10,915","25,737"
2021,1,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,"6,754.628","21,978.510","49,640",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"6,755","21,979","49,640"
2021,1,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0.000,0.000,0,145.816,604.940,25,0.000,0.000,0,0.000,0.000,0,146,605,25
2021,1,59647,Sunrun Inc.,CA,Behind the Meter,Final,"21,148.928","76,291.092","183,637",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"21,149","76,291","183,637"
2021,1,59943,Spruce Finance,CA,Behind the Meter,Final,"1,881.849","8,450.038","18,830",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,882","8,450","18,830"
2021,1,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,0.000,0.000,0,13.869,107.688,4,0.000,0.000,0,0.000,0.000,0,14,108,4
2021,1,60981,"TerraForm US Energy Services, LLC",CA,Behind the Meter,Final,0.000,0.000,0,258.040,"1,675.610",82,0.000,0.000,0,0.000,0.000,0,258,"1,676",82
2021,1,61098,Longroad Energy,CA,Behind the Meter,Final,0.000,0.000,0,478.161,"2,847.932",156,0.000,0.000,0,0.000,0.000,0,478,"2,848",156
2021,1,61823,"Greenskies Renewable Energy, LLC",CA,Behind the Meter,Final,0.000,0.000,0,86.491,"1,009.620",2,0.000,0.000,0,0.000,0.000,0,86,"1,010",2
2021,1,88888,Total EPM,CA,,Final,"1,617,011.867","7,540,171.180","13,704,456","1,284,750.164","7,717,121.444","1,693,032","416,714.290","3,280,227.456","147,601","4,172.473","42,188.778",12,"3,322,649","18,579,709","15,545,101"
2021,1,0,Adjustment 2021,CO,,Final,"43,521.885","334,912.546","442,444","27,358.236","258,423.324","76,815","20,097.479","236,557.321","7,648",0.000,0.018,0,"90,978","829,893","526,907"
2021,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,"18,812.429","150,513.938","205,099","9,488.780","107,563.800","35,521","11,895.947","153,356.991","1,571",0.000,0.000,0,"40,197","411,435","242,191"
2021,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,"5,448.585","50,188.941","68,409","3,475.296","38,034.418","8,927","2,567.874","37,430.502",14,0.000,0.000,0,"11,492","125,654","77,350"
2021,1,9336,CORE Electric Cooperative,CO,Cooperative,Final,"18,931.000","148,001.000","152,254","5,884.000","56,069.000","13,427",595.000,"7,579.000",48,0.000,0.000,0,"25,410","211,649","165,729"
2021,1,10066,K C Electric Association,CO,Cooperative,Final,487.375,"3,805.865","3,369","1,113.620","8,124.939","2,525",6.218,55.082,698,0.000,0.000,0,"1,607","11,986","6,592"
2021,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,157.551,"2,253.360","1,541",134.291,"1,862.961",572,"2,601.990","38,397.704",143,0.000,0.000,0,"2,894","42,514","2,256"
2021,1,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,"5,379.190","46,155.785","41,834","2,915.720","25,415.490","4,576","3,196.470","44,297.909",704,0.000,0.000,0,"11,491","115,869","47,114"
2021,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,"99,286.754","887,879.569","1,307,157","96,353.508","1,036,113.800","219,243","34,240.811","534,192.583",321,668.293,"7,624.956",1,"230,549","2,465,811","1,526,722"
2021,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,"1,347.000","9,116.000","8,732",639.000,"5,085.000","1,493",618.000,661.000,"2,607",0.000,0.000,0,"2,604","14,862","12,832"
2021,1,19499,"United Power, Inc",CO,Cooperative,Final,"9,898.785","76,608.111","86,687","5,468.636","51,331.975","10,518","8,915.729","110,001.699",827,0.000,0.000,0,"24,283","237,942","98,032"
2021,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0.000,0.000,0,117.741,"4,834.831",6,8.678,239.825,3,0.000,0.000,0,126,"5,075",9
2021,1,27058,"High West Energy, Inc",CO,Cooperative,Final,84.000,644.000,652,32.000,291.000,19,952.000,"8,152.000",344,0.000,0.000,0,"1,068","9,087","1,015"
2021,1,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,"9,537.364","56,660.000","86,687","8,042.938","69,622.000","11,928","2,660.143","25,571.000",54,0.000,0.000,0,"20,240","151,853","98,669"
2021,1,57313,Tesla Inc.,CO,Behind the Meter,Final,726.080,"4,933.990","12,907",110.350,879.510,"1,001",0.000,0.000,0,0.000,0.000,0,836,"5,814","13,908"
2021,1,59579,Sunnova,CO,Behind the Meter,Final,0.999,7.898,33,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,1,8,33
2021,1,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,68.695,691.089,"1,136",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,69,691,"1,136"
2021,1,59647,Sunrun Inc.,CO,Behind the Meter,Final,494.131,"2,279.464","5,307",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,494,"2,279","5,307"
2021,1,59943,Spruce Finance,CO,Behind the Meter,Final,61.212,534.206,"1,012",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,61,534,"1,012"
2021,1,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,0.357,3.586,10,12.149,252.420,27,0.000,0.000,0,0.000,0.000,0,13,256,37
2021,1,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0.000,0.000,0,3.720,86.470,13,0.000,0.000,0,0.000,0.000,0,4,86,13
2021,1,61098,Longroad Energy,CO,Behind the Meter,Final,0.000,0.000,0,24.749,355.040,16,0.000,0.000,0,0.000,0.000,0,25,355,16
2021,1,88888,Total EPM,CO,,Final,"214,243.392","1,775,189.348","2,425,270","161,174.734","1,664,345.978","386,627","88,356.339","1,196,492.616","14,982",668.293,"7,624.974",1,"464,443","4,643,653","2,826,880"
2021,1,0,Adjustment 2021,CT,,Final,"63,026.274","280,608.688","284,921","120,568.815","745,796.905","62,288","15,953.632","172,105.658","2,192",205.937,"1,742.287",1,"199,755","1,200,254","349,402"
2021,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,"169,893.637","829,657.459","953,652","25,633.682","154,339.160","71,664","2,040.523","10,803.866","1,647","1,125.272","8,266.563",1,"198,693","1,003,067","1,026,964"
2021,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,"1,663.462","10,852.616","12,177","1,176.019","8,245.143","1,625","2,283.992","23,176.972",12,0.000,0.000,0,"5,123","42,275","13,814"
2021,1,19497,United Illuminating Co,CT,Investor Owned,Final,"32,040.283","121,570.389","219,812","7,715.488","39,308.246","15,196",651.603,"3,274.105",239,106.105,582.000,1,"40,513","164,735","235,248"
2021,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,"3,022.385","24,329.848","21,599","1,941.633","18,020.619","3,673",955.044,"10,980.444",26,0.000,0.000,0,"5,919","53,331","25,298"
2021,1,57313,Tesla Inc.,CT,Behind the Meter,Final,407.510,"2,278.160","8,460",59.280,686.140,851,0.000,0.000,0,0.000,0.000,0,467,"2,964","9,311"
2021,1,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0.000,0.000,0,3.370,28.090,1,0.000,0.000,0,0.000,0.000,0,3,28,1
2021,1,59579,Sunnova,CT,Behind the Meter,Final,"1,036.747","3,713.173","9,477",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,037","3,713","9,477"
2021,1,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,264.017,621.808,"1,909",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,264,622,"1,909"
2021,1,59647,Sunrun Inc.,CT,Behind the Meter,Final,975.483,"3,641.494","10,573",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,975,"3,641","10,573"
2021,1,59943,Spruce Finance,CT,Behind the Meter,Final,92.749,452.719,"1,222",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,93,453,"1,222"
2021,1,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,0.000,0.000,0,5.757,33.260,3,0.000,0.000,0,0.000,0.000,0,6,33,3
2021,1,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0.000,0.000,0,7.060,50.580,7,0.000,0.000,0,0.000,0.000,0,7,51,7
2021,1,61098,Longroad Energy,CT,Behind the Meter,Final,0.000,0.000,0,7.932,66.127,8,0.000,0.000,0,0.000,0.000,0,8,66,8
2021,1,61823,"Greenskies Renewable Energy, LLC",CT,Behind the Meter,Final,0.000,0.000,0,54.870,881.330,24,0.000,0.000,0,0.000,0.000,0,55,881,24
2021,1,88888,Total EPM,CT,,Final,"272,422.547","1,277,726.354","1,523,802","157,173.906","967,455.600","155,340","21,884.794","220,341.045","4,116","1,437.314","10,590.850",3,"452,919","2,476,114","1,683,261"
2021,1,0,Adjustment 2021,DC,,Final,"7,160.524","47,943.764","40,346","55,841.662","488,151.441","9,398","1,454.781","19,552.878",1,"2,128.882","24,164.780",3,"66,586","579,813","49,748"
2021,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,"22,145.097","192,035.811","254,057","11,906.426","93,472.336","17,324",0.000,0.000,0,0.000,0.000,0,"34,052","285,508","271,381"
2021,1,57313,Tesla Inc.,DC,Behind the Meter,Final,13.520,92.100,506,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,14,92,506
2021,1,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0.000,0.000,0,3.680,52.920,2,0.000,0.000,0,0.000,0.000,0,4,53,2
2021,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,1.468,9.604,32,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,1,10,32
2021,1,88888,Total EPM,DC,,Final,"29,320.609","240,081.279","294,941","67,751.768","581,676.697","26,724","1,454.781","19,552.878",1,"2,128.882","24,164.780",3,"100,656","865,476","321,669"
2021,1,0,Adjustment 2021,DE,,Final,"8,594.317","64,325.860","59,651","17,763.411","219,936.528","16,079","7,598.029","122,416.699",734,0.000,0.000,0,"33,956","406,679","76,464"
2021,1,5027,Delmarva Power,DE,Investor Owned,Final,"32,366.159","279,695.280","261,085","7,101.258","68,228.247","24,827",20.667,636.907,43,0.000,0.000,0,"39,488","348,560","285,955"
2021,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,"13,301.000","123,987.000","93,833","2,249.000","20,143.000","11,577",0.000,0.000,0,0.000,0.000,0,"15,550","144,130","105,410"
2021,1,5335,City of Dover - (DE),DE,Municipal,Final,"2,395.000","19,395.000","21,068","1,827.000","16,643.000","3,456","1,777.000","21,780.000",41,0.000,0.000,0,"5,999","57,818","24,565"
2021,1,13519,City of Newark - (DE),DE,Municipal,Final,"1,323.000","8,324.000","11,284",804.000,"5,472.000","1,424","1,922.000","17,643.000",55,0.000,0.000,0,"4,049","31,439","12,763"
2021,1,57313,Tesla Inc.,DE,Behind the Meter,Final,344.720,"1,495.070","3,327",1.580,26.150,1,0.000,0.000,0,0.000,0.000,0,346,"1,521","3,328"
2021,1,59579,Sunnova,DE,Behind the Meter,Final,0.334,1.581,5,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,2,5
2021,1,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.308,197.490,409,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,33,197,409
2021,1,88888,Total EPM,DE,,Final,"58,357.838","497,421.281","450,662","29,746.249","330,448.925","57,364","11,317.696","162,476.606",873,0.000,0.000,0,"99,422","990,347","508,899"
2021,1,0,Adjustment 2021,FL,,Final,"259,327.330","2,497,272.615","2,035,586","113,467.756","1,210,961.536","270,817","25,084.756","345,311.276","6,724",-0.527,-4.749,0,"397,879","4,053,541","2,313,127"
2021,1,6452,Florida Power & Light Co,FL,Investor Owned,Final,"456,336.000","4,103,949.000","4,553,787","292,075.000","3,274,103.000","577,107","14,627.000","240,652.000","12,003",429.000,"5,294.000",1,"763,467","7,623,998","5,142,898"
