UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MWh),RES_CONS ,COM_REV (Thousand $),COM_SALES (MWh),COM_CONS,IND_REV (Thousand $),IND_SALES (MWh),IND_CONS,TRA_REV (Thousand $),TRA_SALES (MWh),TRA_CONS,TOT_REV (Thousand $),TOT_SALES (MWh),TOT_CONS
9094,Huntsville City of,AL,2009,1,22311,244608,139290,12246,132045,19692,5927,69592,114,0,0,0,40484,446245,159096
9739,Joe Wheeler Elec Member Corp,AL,2009,1,6561,62900,34661,2500,21046,8108,2953,42953,467,0,0,0,12014,126899,43236
17252,Singing River Elec Pwr Assn,AL,2009,1,38.648,363.224,304,4.596,38.914,18,0,0,0,0,0,0,43.244,402.138,322
18642,Tennessee Valley Authority,AL,2009,1,0,0,0,0,0,0,22005,396141,24,0,0,0,22005,396141,24
88888,Total EPM,AL,2009,1,315404,2983487,2121401,188454,1801242,359702,149692,2368864,9097,0,0,0,653550,7153593,2490200
0,Adjustment 2009,AR,2009,1,37705.938,443356.984,378374,16245.376,201095.016,47218,15844.932,226676.78,7231,3.063,24.086,1,69799.309,871152.866,432824
814,Entergy Arkansas Inc,AR,2009,1,77637,790171,579418,40815,487110,88014,35468,512811,19497,1.119,10.4,1,153921.119,1790102.4,686930
817,Arkansas Valley Elec Coop Corp,AR,2009,1,5376,71871,48524,794,11779,3462,709,14853,13,0,0,0,6879,98503,51999
3093,Carroll Electric Coop Corp,AR,2009,1,8255,111658,70416,1591,24384,4894,745,17249,19,0,0,0,10591,153291,75329
5860,Empire District Electric Co,AR,2009,1,396.893,4367.435,3591,225.664,2731.267,734,329.394,4946.747,9,0,0,0,951.951,12045.449,4334
6342,First Electric Coop Corp,AR,2009,1,10207.369,121838.132,78379,1237.23,13580.089,4937,1093.53,25433.225,482,0,0,0,12538.129,160851.446,83798
12681,Mississippi County Electric Coop,AR,2009,1,269.73,6314.643,3465,88.871,1912.306,639,7710.438,180304.444,406,0,0,0,8069.039,188531.393,4510
14063,Oklahoma Gas & Electric Co,AR,2009,1,3625,75509,53839,3153,56820,10163,2536,73344,439,0,0,0,9314,205673,64441
17698,Southwestern Electric Power Co,AR,2009,1,6660,104660,94701,5141,93708,17118,4288,94328,649,0,0,0,16089,292696,112468
88888,Total EPM,AR,2009,1,150133,1729746,1310707,69291,893120,177179,68724,1149946,28745,4,34,2,288153,3772847,1516633
0,Adjustment 2009,AZ,2009,1,13821.577,124946.865,172425,12828.315,190288.791,28158,4657.768,81091.833,2472,0,0,0,31307.66,396327.489,203055
176,Ajo Improvement Co,AZ,2009,1,39,312,852,29,290,164,20,178,1,0,0,0,88,780,1017
803,Arizona Public Service Co,AZ,2009,1,97503,978977,988831,84054,895143,121225,11989,161856,3881,0,0,0,193546,2035976,1113937
12919,Morenci Water and Electric,AZ,2009,1,135,1213,2123,105,1022,264,5921,139593,1,0,0,0,6161,141828,2388
13314,Navajo Tribal Utility Authority,AZ,2009,1,1559,18160,26002,1954,18613,3336,733,8592,9,0,0,0,4246,45365,29347
16572,Salt River Project,AZ,2009,1,76789,889578,847309,58144,796806,93731,11639,245727,47,0,0,0,146572,1932111,941087
19189,Trico Electric Cooperative Inc,AZ,2009,1,4477,30761,36918,1466,9827,1921,757,7980,44,0,0,0,6700,48568,38883
19728,"UNS Electric, Inc",AZ,2009,1,7944,67800,79177,5289,45620,10596,2146,21525,19,0,0,0,15379,134945,89792
21538,"Mohave Electric Cooperative, Inc",AZ,2009,1,3202.6,26590.8,34610,1735.2,16662.3,4018,395.2,4499.1,24,0,0,0,5333,47752.2,38652
24211,Tucson Electric Power Co,AZ,2009,1,24925,283747,363898,13043,138242,35506,15916,253754,637,0,0,0,53884,675743,400041
25866,Ak-Chin Electric Utility Authority,AZ,2009,1,20.158,239,290,117.553,1516,82,2.017,22,45,0,0,0,139.728,1777,417
88888,Total EPM,AZ,2009,1,230415,2422325,2552435,178765,2114030,299001,54176,924818,7180,0,0,0,463356,5461173,2858616
0,Adjustment 2009,CA,2009,1,28034.566,381846.868,647777,144775.079,1402902.825,115502,112241.643,1199963.067,5973,2327.93,31003.887,-92,287379.218,3015716.647,769160
4390,City of Corona,CA,2009,1,30.298,180.919,347,402.91,3334.694,354,222.16,2366.42,9,0,0,0,655.368,5882.033,710
9216,Imperial Irrigation District,CA,2009,1,13021,98567,123889,14063,124794,19947,787,4553,861,0,0,0,27871,227914,144697
11208,Los Angeles City of,CA,2009,1,76398.77,652472.388,1257131,125963.217,1139749.173,185428,19550.897,201193.979,12999,1348.711,13167.617,314,223261.595,2006583.157,1455872
12745,Modesto Irrigation District,CA,2009,1,10713.796,83285.032,91575,6830.904,65415.07,19124,4173.759,56549.71,144,0,0,0,21718.459,205249.812,110843
14328,Pacific Gas & Electric Co,CA,2009,1,449130.651,2808056.419,4366172,298699.942,2544201.23,611899,82766.407,971386.351,1093,0,0,0,830597,6323644,4979164
14354,PacifiCorp,CA,2009,1,4850.991,43646.379,35464,2762.358,26472.319,7806,204.54,2077.538,1970,0,0,0,7817.889,72196.236,45240
14534,City of Pasadena,CA,2009,1,4404,30468,53292,9008,68641,8565,0,0,0,90,619,1,13502,99728,61858
16534,Sacramento Municipal Util Dist,CA,2009,1,52366,477912,524775,6519,58575,54665,32721,362622,13100,345,4002,199,91951,903111,592739
16609,San Diego Gas & Electric Co,CA,2009,1,128783.806,717746.558,1217423,86567.429,571378.927,149433,23993.98,184100.427,515,723.886,8260,4,240069.101,1481485.912,1367375
16612,San Francisco City & County of,CA,2009,1,0,0,0,5145.454,71404.385,5,64.425,1115.788,1,349.366,9318.195,1,5559.245,81838.368,7
17166,Sierra Pacific Power Co,CA,2009,1,3953,32250,41011,1740,15455,5405,1257,14541,46,0,0,0,6950,62246,46462
17609,Southern California Edison Co,CA,2009,1,393081,2586814,4239917,355545,3100377,571445,56688,591766,35251,622,5583,58,805936,6284540,4846671
17612,Bear Valley Electric Service,CA,2009,1,1935.736,8626.327,21726,1098.828,4953.009,1458,367.966,2437.86,4,0,0,0,3402.53,16017.196,23188
18260,Surprise Valley Electrification Corp.,CA,2009,1,299.469,4545.446,2800,63.448,910.117,841,19.189,271.745,761,0,0,0,382.106,5727.308,4402
19281,Turlock Irrigation District,CA,2009,1,7828,64448,70731,2183,24178,23996,5595,66974,3420,0,0,0,15606,155600,98147
19840,"Valley Electric Assn, Inc",CA,2009,1,1.512,12.78,12,0.119,0.589,2,0.107,1.273,31,0,0,0,1.738,14.642,45
27000,Western Area Power Admn.,CA,2009,1,.,.,.,.,.,.,.,.,.,4.189,107,1,4.189,107,1
88888,Total EPM,CA,2009,1,1174833,7990878,12694042,1061368,9222742,1775875,340653,3661920,76178,5811,72061,486,2582664,20947601,14546581
0,Adjustment 2009,CO,2009,1,32720.255,327312.052,413510,19948.466,242847.132,69003,20832.395,314160.972,8753,0,0,0,73501.116,884320.156,491266
3989,Colorado Springs City of,CO,2009,1,10519.943,131505.964,184154,10548.663,174650.685,24204,4463.081,81090.769,296,0,0,0,25531.687,387247.418,208654
6604,Fort Collins City of,CO,2009,1,3583.69,51976.434,56590,2552.517,43399.227,7402,1515.9,35722.1,15,0,0,0,7652.107,131097.761,64007
9336,Intermountain Rural Elec Assn,CO,2009,1,14145,143223,126489,4211,46025,11266,1084,15086,69,0,0,0,19440,204334,137824
10066,K C Electric Association,CO,2009,1,458.87,3920.248,3203,557.911,5174.999,2257,2.573,26.085,728,0,0,0,1019.354,9121.332,6188
12866,Moon Lake Electric Assn Inc,CO,2009,1,118,1989,1576,206,2994,706,2420,42480,11,0,0,0,2744,47463,2293
15257,"Poudre Valley R  E  A, Inc",CO,2009,1,3879,38344,31240,542,5121,3619,3211,44471,972,0,0,0,7632,87936,35831
15466,Public Service Co of Colorado,CO,2009,1,68203,782924,1143341,66257,1046633,208831,25393,468392,328,280,3999,1,160133,2301948,1352501
16603,"San Luis Valley R E C, Inc",CO,2009,1,1147,8546,8607,399,3257,934,30,375,2624,0,0,0,1576,12178,12165
19499,"United Power, Inc",CO,2009,1,6387.862,57125.364,56203,3510.346,35371.952,8117,1135.477,14102.397,675,0,0,0,11033.685,106599.713,64995
27058,"High West Energy, Inc",CO,2009,1,68,676,623,26,271,22,86,505,172,0,0,0,180,1452,817
56146,Black Hills/Colorado Elec.Utility Co. LP,CO,2009,1,6637.458,57359.93,81496,5132.102,52080.34,11551,2937.331,41067.52,93,0,0,0,14706.891,150507.79,93140
88888,Total EPM,CO,2009,1,147868,1604902,2107032,113891,1657825,347912,63111,1057479,14736,280,3999,1,325150,4324205,2469681
0,Adjustment 2009,CT,2009,1,26744.572,137155.895,174995,122089.765,718783.264,26028,37956.244,244068.301,885,2606.786,19833.439,2,189397.367,1119840.899,201910
4176,Connecticut Light & Power Co,CT,2009,1,184495.427,957412.185,969534,59807.623,330913.888,99057,6909.966,41299.342,3388,0,0,0,251213.016,1329625.415,1071979
7716,Groton Dept of Utilities,CT,2009,1,1814.625,12447.553,11128,1435.778,10603.345,1528,3276.143,25368.416,15,0,0,0,6526.546,48419.314,12671
19497,United Illuminating Co,CT,2009,1,45990,200244,268405,14805,79075,21773,1075,6185,650,0,0,0,61870,285504,290828
20038,Wallingford Town of,CT,2009,1,2666.161,24519.425,20921,2236.865,21150.754,3653,923.695,9900.761,23,0,0,0,5826.721,55570.94,24597
88888,Total EPM,CT,2009,1,261711,1331779,1444983,200375,1160526,152039,50141,326822,4961,2607,19833,2,514834,2838961,1601985
0,Adjustment 2009,DC,2009,1,734.5,4752.084,5692,75819.768,589115.634,5328,2304.518,22758.275,1,3343.073,26705.827,1,82201.859,643331.82,11022
15270,Potomac Electric Power Co,DC,2009,1,26283.733,202503.716,215110,28052.411,186938.747,21410,0,0,0,0,0,0,54336.144,389442.463,236520
88888,Total EPM,DC,2009,1,27018,207256,220802,103872,776054,26738,2305,22758,1,3343,26706,1,136538,1032774,247542
0,Adjustment 2009,DE,2009,1,5291.962,34916.571,31119,20240.66,184766.167,7589,17714.491,170070.3,995,0,0,0,43247.113,389753.038,39703
5027,Delmarva Power,DE,2009,1,41164.376,307570.574,259882,17670.748,138047.807,28424,2606.849,28777.854,153,0,0,0,61441.973,474396.235,288459
5070,Delaware Electric Cooperative,DE,2009,1,11341,99388,72369,1966,17843,7916,0,0,0,0,0,0,13307,117231,80285
5335,Dover City of,DE,2009,1,2711,17994,20420,3105,20528,3515,2439,20836,41,0,0,0,8255,59358,23976
13519,Newark City of,DE,2009,1,1277,7868,10263,870,5740,1369,2550,18997,58,0,0,0,4697,32605,11690
88888,Total EPM,DE,2009,1,61785,467737,394053,43852,366925,48813,25310,238681,1247,0,0,0,130948,1073343,444113
0,Adjustment 2009,FL,2009,1,258568.511,2075701.997,1708166,141106.021,1199276.097,247680,34929.094,304238.797,5916,0.3,0.459,0,434603.926,3579217.35,1961762
6452,Florida Power & Light Co.,FL,2009,1,471894,3930364,3979475,388432,3654260,506900,25826,289843,11378,724,6948,23,886876,7881415,4497776
6455,Progress Energy Florida,FL,2009,1,201396,1376272,1427104,132278,1131549,186635,28857,271809,2515,0,0,0,362531,2779630,1616254
6457,Florida Public Utilities Co,FL,2009,1,3543,26058,23678,2998,23618,4662,787,7510,3,0,0,0,7328,57186,28343
7801,Gulf Power Co,FL,2009,1,45264,409180,373783,28723,296809,53964,10409,134953,286,0,0,0,84396,840942,428033
9617,JEA,FL,2009,1,56569.673,467520.303,367349,36845.224,342432.958,48960,20626.022,235178.598,225,34.528,357.664,1,114075.447,1045489.523,416535
18454,Tampa Electric Co,FL,2009,1,85658.342,644447.427,587243,75232.563,631316.539,78071,18139.739,188475.87,1426,6.482,50.4,1,179037.126,1464290.236,666741
88888,Total EPM,FL,2009,1,1122894,8929544,8466798,805615,7279262,1126872,139574,1432008,21749,765,7357,25,2068847,17648170,9615444
0,Adjustment 2009,GA,2009,1,216998.134,2162783.281,1640757,82260.622,819891.579,204203,39549.655,544369.744,6735,0.006,0.011,0,338808.417,3527044.615,1851695
3408,Chattanooga City of,GA,2009,1,1685,17359,9683,445,4311,1174,41,376,3,0,0,0,2171,22046,10860
3916,Cobb Electric Membership Corp,GA,2009,1,20178,200961,173586,9084,94142,20352,1325,21444,58,0,0,0,30587,316547,193996
7140,Georgia Power Co,GA,2009,1,230567.975,2527755.525,2043940,244497.726,2783784.516,301231,105741.449,1751418.452,8304,1117.547,16438.389,1,581924.697,7079396.882,2353476
9601,Jackson Electric Member Corp,GA,2009,1,23076,284443,184883,11152,123013,19553,2625,45039,95,0,0,0,36853,452495,204531
88888,Total EPM,GA,2009,1,492505,5193302,4052849,347439,3825142,546513,149282,2362647,15195,1118,16438,1,990344,11397529,4614558
0,Adjustment 2009,HI,2009,1,0.449,2.732,614,3.229,17.364,-78,-0.276,0.058,5,0,0,0,3.402,20.154,541
8287,Hawaii Electric Light Co Inc,HI,2009,1,14458,40218,66375,11531,33148,13325,5686,19248,70,0,0,0,31675,92614,79770
10071,Kauai Island Utility Cooperative,HI,2009,1,3870.035,14626.134,27507,2613.11,9556.865,4621,3324.797,13386.953,132,0,0,0,9807.942,37569.952,32260
11843,Maui Electric Co Ltd,HI,2009,1,10520.2,37141.3,56954,8476.2,29536.9,9950,7419.4,29792.9,137,0,0,0,26415.8,96471.1,67041
19547,Hawaiian Electric Co Inc,HI,2009,1,38227.932,168364.429,261101,38248.611,188498.775,33628,40600.528,229185.835,343,0,0,0,117077.071,586049.039,295072
88888,Total EPM,HI,2009,1,67077,260353,412551,60872,260758,61446,57030,291614,687,0,0,0,184979,812724,474684
0,Adjustment 2009,IA,2009,1,52051.401,560617.909,369294,20829.266,280465.725,55574,17543.924,300935.523,2041,0,0,0,90424.591,1142019.157,426909
471,Amana Society Service Co,IA,2009,1,84,679,710,89,750,181,438,4699,1,0,0,0,611,6128,892
9417,Interstate Power and Light Co,IA,2009,1,44329,484377,407585,24419,337714,72721,26412,525670,2689,0,0,0,95160,1347761,482995
12341,MidAmerican Energy Co,IA,2009,1,46327.143,619260.46,545578,26939.921,461262.68,87145,22863.188,590424.68,1341,0,0,0,96130.252,1670947.82,634064
88888,Total EPM,IA,2009,1,142792,1664934,1323167,72277,1080192,215621,67257,1421729,6072,0,0,0,282326,4166856,1544860
0,Adjustment 2009,ID,2009,1,7822.095,102484.581,59392,2228.24,38248.152,7862,861.75,22708.825,1700,0,0,0,10912.085,163441.558,68954
9187,Idaho Falls City of,ID,2009,1,2390,41489,22090,1582,27519,3612,419,8946,8,0,0,0,4391,77954,25710
9191,Idaho Power Co,ID,2009,1,38427.52,564556.858,391017,16646.539,317415.955,60709,9934.898,254957.901,17022,0,0,0,65008.957,1136930.714,468748
10454,Kootenai Electric Cooperative,ID,2009,1,2587.739,38337.82,20435,655.443,9499.999,1950,61.412,1279.236,48,0,0,0,3304.594,49117.055,22433
11273,Lower Valley Energy Inc,ID,2009,1,105,1944,1269,19,277,310,118,3014,44,0,0,0,242,5235,1623
12692,"Missoula Electric Coop, Inc",ID,2009,1,5.8,65.075,35,8.856,114.554,23,0,0,0,0,0,0,14.656,179.629,58
14354,PacifiCorp,ID,2009,1,5868.16,83400.348,56324,3860.391,63809.952,8306,5163.12,125769.129,5534,0,0,0,14891.671,272979.429,70164
16565,Salmon River Electric Coop Inc,ID,2009,1,255,3495,2077,127,2086,418,658,19711,2,0,0,0,1040,25292,2497
20169,Avista Corp,ID,2009,1,11040.019,133602.196,104804,6938.527,85622.229,16638,5140.102,100362.13,484,0,0,.,23118.648,319586.555,121926
22814,Raft Rural Elec Coop Inc,ID,2009,1,156,2647,1238,143,3411,285,4,56,878,0,0,0,303,6114,2401
88888,Total EPM,ID,2009,1,68657,972022,658681,32209,548004,100113,22360,536804,25720,0,0,0,123227,2056830,784514
0,Adjustment 2009,IL,2009,1,64251.257,592474.673,504193,219595.732,2532555.182,108484,251027.338,3363778.99,5003,5406.599,65428.323,2,540280.926,6554237.168,617682
3252,Central Illinois Light Co,IL,2009,1,16096,181775,192097,7079,70964,22086,0.001,18839,83,0,0,0,23175.001,271578,214266
3253,Central Illinois Pub Serv Co,IL,2009,1,38208,442616,329875,18652,197785,47346,1173,16509,453,100,1537,1,58133,658447,377675
4110,Commonwealth Edison Co,IL,2009,1,323833.452,2821673.342,3440982,139717.827,1407084.995,322957,10994.606,158042.03,179,0,0,0,474545.885,4386800.367,3764118
9208,Illinois Power Co,IL,2009,1,66582,652395,545726,27658,271853,65314,652,8761,37,101,1019,1,94993,934028,611078
12341,MidAmerican Energy Co,IL,2009,1,5176.029,75910.63,75559,3259.112,58757.98,9179,918.379,20233.17,91,0,0,0,9353.52,154901.78,84829
13032,Mt Carmel Public Utility Co,IL,2009,1,710,5571,4600,184,1378,841,334,3048,103,0,0,0,1228,9997,5544
88888,Total EPM,IL,2009,1,514857,4772416,5093032,416146,4540378,576207,265099,3589211,5949,5608,67984,4,1201709,12969989,5675192
0,Adjustment 2009,IN,2009,1,100121.881,959896.039,720648,30346.023,321646.489,66512,41977.526,585414.192,3958,-0.216,-0.117,0,172445.214,1866956.603,791118
261,AGC Division of APG Inc,IN,2009,1,0,0,0,0,0,0,10350.81,388723,1,0,0,0,10350.81,388723,1
9273,Indianapolis Power & Light Co,IN,2009,1,44837.244,651666.824,417167,18279.461,219886.183,47631,36800.831,581785.419,4671,0,0,0,99917.536,1453338.426,469469
9324,Indiana Michigan Power Co,IN,2009,1,41808.523,588732.083,398950,23325.24,369803.125,53463,22326.535,436705.174,4240,0,0,0,87460.298,1395240.382,456653
13756,Northern Indiana Pub Serv Co,IN,2009,1,39705,363210,400486,33830,353092,54199,39163,695695,2480,209,2310,1,112907,1414307,457166
15470,Duke Energy Indiana Inc,IN,2009,1,95849,1147607,674359,54848,716037,100674,41017,609761,2836,0,0,0,191714,2473405,777869
17633,Southern Indiana Gas & Elec Co,IN,2009,1,17709.939,163409.284,127953,10565.242,104005.477,18458,11297.88,170655.344,103,0,0,0,39573.061,438070.105,146514
88888,Total EPM,IN,2009,1,340032,3874521,2739563,171194,2084470,340937,202934,3468739,18289,209,2310,1,714368,9430041,3098790
0,Adjustment 2009,KS,2009,1,30558.403,278401.898,299865,23980.102,245437.862,87941,16241.258,210748.58,10243,0,0,0,70779.763,734588.34,398049
3892,City of Coffeyville,KS,2009,1,479.298,5446.024,5286,568.835,6140.141,1008,2565.93,51284.2,10,0,0,0,3614.063,62870.365,6304
5860,Empire District Electric Co,KS,2009,1,1210.794,13631.176,8681,519.32,5426.96,1416,380.434,5281.424,51,0,0,0,2110.548,24339.56,10148
9996,Kansas City City of,KS,2009,1,4924,56727,57224,7024,83731,7080,3353,35129,94,0,0,0,15301,175587,64398
10000,Kansas City Power & Light Co,KS,2009,1,21228.762,273857.275,210606,18002.977,270888.833,26627,1651.252,25018.391,1002,0,0,0,40882.991,569764.499,238235
10005,Kansas Gas & Electric Co,KS,2009,1,18375,293744,275784,13404,231364,34981,12128,277802,3639,0,0,0,43907,802910,314404
12524,Midwest Energy Inc,KS,2009,1,2732.269,30023.134,29775,2918.954,33191.443,12499,3433.892,50504.058,6012,0,0,0,9085.115,113718.635,48286
22500,Westar Energy Inc,KS,2009,1,24332,334546,316681,21040,340173,47698,7421,134496,1240,0,0,0,52793,809215,365619
88888,Total EPM,KS,2009,1,103841,1286377,1203902,87458,1216353,219250,47175,790264,22291,0,0,0,238473,3292993,1445443
0,Adjustment 2009,KY,2009,1,90837.378,981292.188,698362,29421.264,323290.138,79472,32929.263,514026.442,2148,0,0,0,153187.905,1818608.768,779982
5748,Electric Energy Inc,KY,2009,1,0,0,0,0,0,0,0,0.001,1,0,0,0,0,0.001,1
9964,Kenergy Corp,KY,2009,1,5039,77675,45264,1632,25359,9720,23290,697166,32,0,0,0,29961,800200,55016
10171,Kentucky Utilities Company,KY,2009,1,54598,790163,417458,36378,547213,89333,21653,394858,1820,0,0,0,112629,1732234,508611
11249,Louisville Gas and Electric Company,KY,2009,1,30583,405529,341993,26157,396445,46783,10176,187336,366,0,0,0,66916,989310,389142
14724,Pennyrile Rural Electric Coop,KY,2009,1,6816,66666,37478,2341,20428,9318,1876,20793,35,0,0,0,11033,107887,46831
17564,South Kentucky Rural  Electric Coop Corp,KY,2009,1,9323.238,98869.443,60781,872.627,8001.566,4978,2259.995,27038.528,531,0,0,0,12455.86,133909.537,66290
18642,Tennessee Valley Authority,KY,2009,1,0,0,0,0,0,0,71570,1621104,21,0,0,0,71570,1621104,21
19446,"Union Light, Heat & Power Co",KY,2009,1,14002,163544,119796,11187,138596,14783,3806,53089,380,0,0,0,28995,355229,134959
20130,Warren Rural Elec Coop Corp,KY,2009,1,8968,90537,49397,2978,26156,10057,3518,38984,44,0,0,0,15464,155677,59498
22053,Kentucky Power Co,KY,2009,1,25608.075,334477.155,144472,11237.047,142373.194,29927,15889.062,279276.471,1449,0,0,0,52734.184,756126.82,175848
49998,City of Berea Municipal Utilities,KY,2009,1,463,6865,4340,172,2463,656,208,3282,54,0,0,0,843,12610,5050
88888,Total EPM,KY,2009,1,246238,3015618,1919341,122376,1630325,295027,187175,3836953,6881,0,0,0,555789,8482896,2221249
0,Adjustment 2009,LA,2009,1,59547.085,769959.876,522875,25712.81,318255.36,65831,6488.467,86944.136,2494,1.482,10.319,0,91749.844,1175169.691,591200
3265,Cleco Power LLC,LA,2009,1,33746,302347,232761,23053,202280,38791,18713,231012,631,0,0,0,75512,735639,272183
11241,Entergy Louisiana Inc,LA,2009,1,59320,698628,572418,44429,494077,79381,64425,1040949,7520,0,0,0,168174,2233654,659319
13478,Entergy New Orleans Inc,LA,2009,1,12933,123125,125638,19448,205055,14039,3051,40006,2468,63,574,23,35495,368760,142168
17698,Southwestern Electric Power Co,LA,2009,1,14945,206750,157934,11910,171160,19500,3490,57356,2007,0,0,0,30345,435266,179441
55936,Entergy Gulf States - LA LLC,LA,2009,1,36714,385831,321569,36154,411120,50535,36555,542582,3709,0,0,0,109423,1339533,375813
88888,Total EPM,LA,2009,1,217205,2486641,1933195,160707,1801947,268077,132722,1998849,18829,64,584,23,510699,6288022,2220124
0,Adjustment 2009,MA,2009,1,76267.537,470800.951,563865,151442.762,1007788.89,115474,173103.097,1262956.866,7130,3019.632,37226.905,1,403833.028,2778773.612,686470
6374,Fitchburg Gas and Electric Light Company,MA,2009,1,3278,15740,24355,1376,6428,3586,334,1799,8,0,0,0,4988,23967,27949
8774,Holyoke City of,MA,2009,1,1256,10698,14479,1836,16065,2674,434,4856,77,0,0,0,3526,31619,17230
11804,Massachusetts Electric Co,MA,2009,1,143731.44,793597.075,1039564,50065.46,283625.89,117143,8368.1,52491.34,2928,0,0,0,202165,1129714.305,1159635
13206,Nantucket Electric Co,MA,2009,1,1722.37,8476.21,11110,572.104,2675.625,1236,0.283,1.221,2,0,0,0,2294.757,11153.056,12348
15748,Reading Town of,MA,2009,1,3521,24680,25555,371,2728,535,4216,33975,2835,0,0,0,8108,61383,28925
20455,Western Massachusetts Elec Co,MA,2009,1,23834.955,134883.983,176649,6977.089,41296.154,20148,1354.478,8861.004,819,0,0,0,32166.522,185041.141,197616
54913,NSTAR Electric Company,MA,2009,1,109601,538105,788350,52854,245669,112736,18130,122533,2435,0,0,0,180585,906307,903521
88888,Total EPM,MA,2009,1,363212,1996981,2643927,265494,1606277,373532,205940,1487473,16234,3020,37227,1,837666,5127958,3033694
0,Adjustment 2009,MD,2009,1,55029.347,384605.027,264003,224001.235,1895823.864,79335,37565.571,352024.584,2823,5825.746,51368.85,5,322421.899,2683822.325,346166
84,A & N Electric Coop,MD,2009,1,33.241,268.236,283,7.293,55.35,48,0,0,0,0,0,0,40.534,323.586,331
1167,Baltimore Gas & Electric Co,MD,2009,1,211592,1391104,1084175,55496,385193,87768,2845,24785,4041,0,0,0,269933,1801082,1175984
5027,Delmarva Power,MD,2009,1,35068.91,242386.106,171870,8419.415,59758.996,20735,163.948,1490.718,157,0,0,0,43652.273,303635.82,192762
15263,The Potomac Edison Co,MD,2009,1,41598.492,388730.635,218603,8789.184,82770.205,22202,2341.726,26495.328,1943,0,0,0,52729.402,497996.168,242748
15270,Potomac Electric Power Co,MD,2009,1,93373.398,629544.843,447568,26137.226,222064.81,31686,0,0,0,0,0,0,119510.624,851609.653,479254
88888,Total EPM,MD,2009,1,436695,3036639,2186502,322850,2645666,241774,42916,404796,8964,5826,51369,5,808288,6138470,2437245
0,Adjustment 2009,ME,2009,1,76494.948,471434.809,693596,50383.154,356391.066,87306,25750.506,216991.809,2836,0,0,0,152628.608,1044817.684,783738
3266,Central Maine Power Co,ME,2009,1,1,6,28,4,25,6,0,0,0,0,0,0,5,31,34
5609,Eastern Maine Electric Coop,ME,2009,1,0,0,0,0,0,0,0,0.001,1,0,0,0,0,0.001,1
11477,Town of Madison (ME),ME,2009,1,285.167,2103.691,2228,56.798,437.709,280,49.259,605.703,17,0,0,0,391.224,3147.103,2525
