UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
176,Ajo Improvement Co,AZ,2005,1,41,329,829,41,422,185,15,136,1,,,,97,887,1015
803,Arizona Public Service Co,AZ,2005,1,75381,962136,887562,59540,835422,105871,9329,169845,3778,,,,144250,1967403,997211
12919,Morenci Water and Electric Co,AZ,2005,1,104,937,1633,107,1044,238,6274,136529,1,,,,6485,138510,1872
13314,Navajo Tribal Utility Authority,AZ,2005,1,1471,17170,25737,1653,17617,3118,1970,15390,5,,,,5094,50177,28860
16572,Salt River Project,AZ,2005,1,61349,861575,776804,45238,716763,79819,9137,226106,47,0,0,0,115724,1804444,856670
19189,Trico Electric Cooperative Inc,AZ,2005,1,2318,24140,29349,892,8792,1394,346,4936,51,,,,3556,37868,30794
19728,"UNS Electric, Inc",AZ,2005,1,5983,59631,72783,4104,41207,12825,1056,14394,9,,,,11143,115232,85617
21538,"Mohave Electric Cooperative, Inc",AZ,2005,1,2043,22281,31312,1043,13959,3561,730,25618,24,,,,3816,61858,34897
24211,Tucson Electric Power Co,AZ,2005,1,20097,241510,342635,12109,122637,33034,15194,243282,675,0,0,0,47400,607429,376344
25866,Ak-Chin Electric Utility Auth,AZ,2005,1,16,188,261,93,1341,69,2,9,44,,,,111,1538,374
88888,Total EPM,AZ,2005,1,177195,2285564,0,131969,1933155,0,48036,904871,0,,,0,357201,5123590,0
0,State Level Adjustment,CA,2005,1,44255,401979,0,151911,1607238,0,134248,1562192,0,,,0,332000,3603919,0
4390,City of Corona,CA,2005,1,8,62,64,226,2142,83,85,968,7,0,0,0,319,3172,154
9216,Imperial Irrigation District,CA,2005,1,8167,82550,103083,11296,111444,17236,599,4207,943,,,,20062,198201,121262
11208,Los Angeles City of,CA,2005,1,66291,649270,1235512,105177,1115819,185410,16436,190324,14131,1148,13368,341,189052,1968781,1435394
12745,Modesto Irrigation District,CA,2005,1,8119,82990,91171,5329,65968,14445,2723,49554,239,,,,16171,198512,105855
14328,Pacific Gas & Electric Co,CA,2005,1,339536,2641649,4193646,263842,2363371,588348,65926,729330,933,19,207,1,669323,5734557,4782928
14354,PacifiCorp,CA,2005,1,3130,37903,34294,1733,21105,7538,341,6096,1955,,,,5204,65104,43787
14534,City of Pasadena,CA,2005,1,3158,28496,52584,6963,68196,9072,0,0,0,22,182,4,10143,96874,61660
16534,Sacramento Municipal Util Dist,CA,2005,1,43838,450977,505168,5801,60994,51230,31199,383986,12113,220,2865,129,81058,898822,568640
16609,San Diego Gas & Electric Co,CA,2005,1,93100,668754,1171488,71106,517331,140959,16352,173474,468,752,8000,3,181310,1367559,1312918
16612,San Francisco City & County of,CA,2005,1,,,,4064,55484,18,55,772,1,339,9019,1,4458,65275,20
17166,Sierra Pacific Power Co,CA,2005,1,3850,33479,40649,1795,16216,5188,1143,12795,49,,,,6788,62490,45886
17609,Southern California Edison Co,CA,2005,1,310990,2498819,4070203,322352,2883209,530504,57406,658825,38873,537,5471,49,691285,6046324,4639629
17612,Southern California Water Co,CA,2005,1,1640,8633,21194,1020,4871,1511,284,2099,4,,,,2944,15603,22709
18260,Surprise Valley Electrification Corp.,CA,2005,1,263,3945,2668,60,867,789,20,278,719,0,0,0,343,5090,4176
19281,Turlock Irrigation District,CA,2005,1,5457,57185,66953,1539,19463,21255,3793,63970,2962,0,0,0,10789,140618,91170
19840,"Valley Electric Assn, Inc",CA,2005,1,1,11,12,,,,0,2,7,,,,1,13,19
27000,Western Area Power Admn.,CA,2005,1,,,,,,,,,,,,,0,0,0
88888,Total EPM,CA,2005,1,931803,7646702,0,954214,8913718,0,330610,3838872,0,,,0,2221250,20470914,0
0,State Level Adjustment,CO,2005,1,22778,280013,0,14759,208421,0,14044,259136,0,,,0,51581,747570,0
3989,Colorado Springs City of,CO,2005,1,10306,135631,175300,10872,174122,24118,5498,100378,216,,,,26676,410131,199634
6604,Fort Collins City of,CO,2005,1,3086,47132,54073,2129,39364,6432,1455,37189,18,,,,6670,123685,60523
9336,Intermountain Rural Elec Assn,CO,2005,1,11562,122854,114541,3622,41776,9774,833,12070,52,,,,16017,176700,124367
10066,K C Electric Association,CO,2005,1,350,3836,3235,436,5450,2310,23,414,735,,,,809,9700,6280
12698,Aquila Inc,CO,2005,1,5032,52234,78085,3812,49958,11474,2371,40696,104,,,,11215,142888,89663
12866,Moon Lake Electric Assn Inc,CO,2005,1,84,1321,1414,173,2664,678,1814,37407,11,,,,2071,41392,2103
15257,"Poudre Valley R  E  A, Inc",CO,2005,1,2699,35043,29628,409,4929,3109,1731,30516,892,,,,4839,70488,33629
15466,Public Service Co of Colorado,CO,2005,1,66409,738840,1085849,73011,995519,210486,23202,431204,342,96,1586,1,162718,2167149,1296678
16603,"San Luis Valley R E C, Inc",CO,2005,1,687,7381,8149,279,3303,863,29,533,2568,,,,995,11217,11580
19499,"United Power, Inc",CO,2005,1,3781,43785,44256,2609,35511,8283,416,7777,667,,,,6806,87073,53206
88888,Total EPM,CO,2005,1,126774,1468070,0,112111,1561017,0,51416,957320,0,,,0,290397,3987993,0
0,State Level Adjustment,CT,2005,1,5068,43987,0,5790,63411,0,2582,29491,0,,,0,13439,136885,0
4176,Connecticut Light & Power Co,CT,2005,1,133061,1049539,1055584,92791,861630,111043,23874,275387,3969,1451,17107,2,251177,2203663,1170598
7716,Groton Dept of Utilities,CT,2005,1,1342,12647,10413,1123,11894,1454,2280,26636,3,0,0,0,4745,51177,11870
19497,United Illuminating Co,CT,2005,1,30999,228108,288762,24572,222165,29831,6524,66942,1693,,,,62095,517215,320286
20038,Wallingford Town of,CT,2005,1,1677,23933,20645,1367,20887,3485,854,13313,26,,,,3898,58133,24156
88888,Total EPM,CT,2005,1,172147,1358214,0,125643,1179987,0,36114,411769,0,,,0,335354,2967073,0
0,State Level Adjustment,DC,2005,1,1286,11329,0,18484,207100,0,484,-5874,0,,,0,22055,235619,0
15270,Potomac Electric Power Co,DC,2005,1,11858,165068,191528,37091,563232,23809,789,17938,1,,,,49738,746238,215338
88888,Total EPM,DC,2005,1,13144,176397,0,55575,770332,0,1273,12064,0,,,0,71793,981857,0
0,State Level Adjustment,DE,2005,1,2211,21406,0,1526,16804,0,7564,102508,0,,,0,11301,140718,0
5027,Conectiv,DE,2005,1,22759,290386,256338,19512,289003,31102,7228,127369,270,,,,49499,706758,287710
5070,Delaware Electric Cooperative,DE,2005,1,6708,85913,64324,974,13092,6332,56,954,1,,,,7738,99959,70657
5335,Dover City of,DE,2005,1,1575,16182,17913,1542,18537,2956,1554,23736,38,,,,4671,58455,20907
13519,Newark City of,DE,2005,1,742,8477,9883,502,5934,1336,1015,17521,49,,,,2259,31932,11268
88888,Total EPM,DE,2005,1,33995,422364,0,24056,343370,0,17417,272088,0,,,0,75468,1037822,0
0,State Level Adjustment,FL,2005,1,185154,2028270,0,87507,1050011,0,20510,312320,0,,,0,293168,3390542,0
6452,Florida Power & Light Co,FL,2005,1,390741,4147959,3784692,281519,3484908,468543,22453,346317,19197,646,8300,23,695359,7987484,4272455
6455,Progress Energy Florida,FL,2005,1,156372,1580977,1366718,86427,1122725,179598,22327,325588,2695,,,,265126,3029290,1549011
6457,Florida Public Utilities Co,FL,2005,1,2073,31841,22885,1453,25257,4417,284,9560,2,,,,3810,66658,27304
7801,Gulf Power Co,FL,2005,1,29386,428690,344879,14128,252847,52374,6044,156385,285,0,0,0,49558,837922,397538
9617,Jacksonville Electric Authority,FL,2005,1,35476,500750,347755,15515,257824,42296,8357,201132,213,21,390,1,59369,960096,390265
18454,Tampa Electric Co,FL,2005,1,64818,658383,552040,51454,601915,74660,13306,212749,1309,5,50,1,129583,1473097,628010
88888,Total EPM,FL,2005,1,864020,9376870,0,538003,6795487,0,93281,1564051,0,,,0,1495973,17745089,0
0,State Level Adjustment,GA,2005,1,163965,2068628,0,56825,748929,0,27881,656046,0,,,0,248672,3473604,0
3408,Chattanooga City of,GA,2005,1,1100,16584,9693,352,4791,1266,114,2004,3,0,0,0,1566,23379,10962
3916,Cobb Electric Membership Corp,GA,2005,1,15038,172798,160427,7075,83573,18603,534,19061,44,,,,22647,275432,179074
7140,Georgia Power Co,GA,2005,1,148221,2005221,1805232,166502,2399252,269278,101702,2023838,7651,821,15730,1,417246,6444041,2082162
9601,Jackson Electric Member Corp,GA,2005,1,16676,235197,168253,8016,103086,16310,2014,44772,75,,,,26706,383055,184638
16687,Savannah Electric & Power Co,GA,2005,1,16315,174693,125015,10857,127666,18611,3509,71822,89,,,,30681,374181,143715
88888,Total EPM,GA,2005,1,361315,4673121,0,249627,3467297,0,135754,2817543,0,,,0,747518,10973692,0
0,State Level Adjustment,HI,2005,1,21,-391,0,156,210,0,108,184,0,,,0,286,3,0
8287,Hawaii Electric Light Co Inc,HI,2005,1,9800,37686,58936,8866,35205,12350,3202,16979,63,0,0,0,21868,89870,71349
10071,Kauai Island Utility Cooperative,HI,2005,1,3976,14711,25437,2643,9567,4501,3399,13554,123,,,,10018,37832,30061
11843,Maui Electric Co Ltd,HI,2005,1,9013,38728,53316,7418,31215,9343,6631,32946,136,,,,23062,102889,62795
19547,Hawaiian Electric Co Inc,HI,2005,1,28905,180689,255270,28308,197680,33176,29896,247866,356,,,,87109,626235,288802
88888,Total EPM,HI,2005,1,51715,271423,0,47391,273877,0,43236,311529,0,,,0,142343,856829,0
0,State Level Adjustment,IA,2005,1,35785,442345,0,14193,229499,0,12594,267880,0,,,0,62572,939724,0
471,Amana Society Service Co,IA,2005,1,55,640,697,65,769,175,341,6308,1,,,,461,7717,873
9417,Interstate Power and Light Co,IA,2005,1,35170,384225,404523,19931,312802,69769,25321,596026,2513,,,,80422,1293053,476805
12341,MidAmerican Energy Co,IA,2005,1,39423,496907,524726,25700,421018,84351,18572,481079,1192,,,,83695,1399004,610269
88888,Total EPM,IA,2005,1,110433,1324117,0,59889,964088,0,56828,1351293,0,,,0,227150,3639498,0
0,State Level Adjustment,ID,2005,1,6394,85323,0,2279,35918,0,863,17399,0,,,0,9536,138640,0
9187,Idaho Falls City of,ID,2005,1,2440,36191,20669,1854,24706,3229,426,7399,8,,,,4720,68296,23906
9191,Idaho Power Co,ID,2005,1,29288,492383,354191,13361,299885,53093,8769,269676,16386,,,,51418,1061944,423670
10454,Kootenai Electric Coop Inc,ID,2005,1,1736,29031,18444,478,8141,1523,85,2159,60,,,,2299,39331,20027
11273,Lower Valley Energy Inc,ID,2005,1,56,1069,1187,9,186,161,132,3747,40,0,0,0,197,5002,1388
14354,PacifiCorp,ID,2005,1,1880,72818,50639,1820,34338,7369,5061,162886,5420,,,,8761,270042,63428
16565,Salmon River Electric Coop Inc,ID,2005,1,220,3036,1976,135,2169,424,576,15909,1,,,,931,21114,2401
20169,Avista Corp,ID,2005,1,7818,123219,96461,5247,80593,15506,4569,111679,511,,,,17634,315491,112478
22814,Raft Rural Elec Coop Inc,ID,2005,1,138,2415,1198,66,1442,240,3,40,23,,,,207,3897,1461
88888,Total EPM,ID,2005,1,49970,845485,0,25249,487378,0,20484,590894,0,,,0,95703,1923757,0
0,State Level Adjustment,IL,2005,1,48333,557427,0,74764,889088,0,75966,1481615,0,,,0,199063,2928130,0
970,Ameren Energy Marketing,IL,2005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3252,Central Illinois Light Co,IL,2005,1,11567,199859,179315,8886,154140,22818,5148,119875,677,,,,25601,473874,202810
3253,Central Illinois Pub Serv Co,IL,2005,1,19209,318066,288357,13885,261716,47720,4385,103098,445,,,,37479,682880,336522
4110,Commonwealth Edison Co,IL,2005,1,217051,2903065,3336742,149819,2201155,337176,56521,1123384,1092,3927,67212,2,427318,6294816,3675012
9208,Illinois Power Co,IL,2005,1,35524,552507,537406,26583,399778,71572,14930,348490,277,1,4,4,77038,1300779,609259
9417,Interstate Power and Light Co,IL,2005,1,415,9007,10771,227,4610,1941,460,17170,110,,,,1102,30787,12822
12341,MidAmerican Energy Co,IL,2005,1,3993,59817,75081,2699,51322,9031,1693,50719,94,,,,8385,161858,84206
13032,Mt Carmel Public Utility Co,IL,2005,1,454,4947,4631,132,1371,852,369,6742,105,,,,955,13060,5588
17535,South Beloit Wtr Gas & Elec,IL,2005,1,524,7632,8143,256,4006,952,264,5568,44,,,,1044,17206,9139
19436,Union Electric Co,IL,2005,1,2745,64854,54170,2817,70583,7463,4349,164360,337,19,1109,1,9930,300906,61971
88888,Total EPM,IL,2005,1,339815,4677181,0,280068,4037769,0,164085,3421021,0,,,0,787915,12204296,0
0,State Level Adjustment,IN,2005,1,66619,913937,0,19482,300026,0,25198,551514,0,,,0,111299,1765476,0
261,AGC Division of APG Inc,IN,2005,1,,,,,,,8261,390769,1,,,,8261,390769,1
9273,Indianapolis Power & Light Co,IN,2005,1,31803,538426,412054,13393,193316,45288,31841,642049,4993,0,0,0,77037,1373791,462335
9324,Indiana Michigan Power Co,IN,2005,1,33411,516437,399838,20220,359918,50282,22559,539020,4099,,,,76190,1415375,454219
13756,Northern Indiana Pub Serv Co,IN,2005,1,27655,298744,392532,26059,322285,51164,38831,803052,2530,154,1874,1,92699,1425955,446227
15470,PSI Energy Inc,IN,2005,1,57244,954333,662055,33778,649387,96147,31770,849171,2922,,,,122792,2452891,761124
17633,Southern Indiana Gas & Elec Co,IN,2005,1,11533,145270,125661,8232,125569,18628,8252,179702,203,,,,28017,450541,144492
88888,Total EPM,IN,2005,1,228265,3367147,0,121164,1950501,0,166712,3955277,0,,,0,516295,9274798,0
0,State Level Adjustment,KS,2005,1,18225,224880,0,12248,162894,0,11345,244935,0,,,0,41817,632710,0
5860,Empire District Electric Co,KS,2005,1,789,12389,8821,369,5145,1446,327,6616,47,,,,1485,24150,10314
9996,Kansas City City of,KS,2005,1,3490,49342,61340,4602,71536,8005,3981,85351,388,0,0,0,12073,206229,69733
10000,Kansas City Power & Light Co,KS,2005,1,14478,248106,201074,13520,258746,25069,1607,32774,1062,,,,29605,539626,227205
10005,Kansas Gas & Electric Co,KS,2005,1,18248,261378,271537,14205,226785,31819,12441,285266,3532,,,,44894,773429,306888
12524,Midwest Energy Inc,KS,2005,1,1940,25872,28757,2264,29938,14110,2463,42555,2872,,,,6667,98365,45739
12698,Aquila Inc,KS,2005,1,3390,41467,52210,3537,48356,16336,2733,60778,71,,,,9660,150601,68617
17718,Southwestern Public Service Co,KS,2005,1,58,813,1043,67,977,426,,,,,,,125,1790,1469
22500,Westar Energy Inc,KS,2005,1,18266,289051,307304,16464,324664,45781,6645,149532,1200,,,,41375,763247,354285
88888,Total EPM,KS,2005,1,78884,1153298,0,67276,1129041,0,41542,907807,0,,,0,187701,3190147,0
0,State Level Adjustment,KY,2005,1,65688,929194,0,22764,329581,0,21988,523949,0,,,0,110440,1782724,0
1594,Berea College,KY,2005,1,365,6501,4080,143,2326,687,240,4726,55,,,,748,13553,4822
5748,Electric Energy Inc,KY,2005,1,,,,,,,19,1540,1,,,,19,1540,1
9964,Kenergy Corp,KY,2005,1,4335,70062,45919,1468,23442,7063,18588,702961,30,,,,24391,796465,53012
10171,Kentucky Utilities Co,KY,2005,1,35830,685475,402391,23494,460936,85082,16585,413998,1928,,,,75909,1560409,489401
11249,Louisville Gas and Electric Company,KY,2005,1,23213,372539,343024,20336,392071,46182,9188,241387,395,0,0,0,52737,1005997,389601
14724,Pennyrile Rural Electric Coop,KY,2005,1,4115,56365,35689,1664,19900,9538,1383,24262,34,,,,7162,100527,45261
17564,South Kentucky Rural  Electric Coop C,KY,2005,1,5571,86093,55583,466,6596,4235,1332,23307,392,,,,7369,115996,60210
18642,Tennessee Valley Authority,KY,2005,1,,,,,,,34552,1455645,22,,,,34552,1455645,22
19446,"Union Light, Heat & Power Co",KY,2005,1,8301,138086,116777,7708,135965,14103,2742,54320,392,,,,18751,328371,131272
20130,Warren Rural Elec Coop Corp,KY,2005,1,5847,84142,46563,2045,25022,9047,2223,39891,44,,,,10115,149055,55654
22053,Kentucky Power Co,KY,2005,1,15906,305541,144900,6567,118816,28999,10487,273562,1462,,,,32960,697919,175361
88888,Total EPM,KY,2005,1,169171,2733998,0,86655,1514655,0,119327,3759548,0,,,0,375153,8008201,0
0,State Level Adjustment,LA,2005,1,36006,636361,0,15376,264586,0,2885,92618,0,,,0,54267,993565,0
3265,Cleco Power LLC,LA,2005,1,24829,305042,224323,16027,192530,38840,15027,244638,691,,,,55883,742210,263854
7806,Entergy Gulf States Inc,LA,2005,1,33398,371671,301016,31266,373804,46562,51548,848284,3942,,,,116212,1593759,351520
11241,Entergy Louisiana Inc,LA,2005,1,62106,725205,576553,42942,479413,78778,64034,1051546,7798,,,,169082,2256164,663129
13478,Entergy New Orleans Inc,LA,2005,1,10549,149219,169594,15661,252147,17996,2262,48412,1302,65,1060,20,28537,450838,188912
17698,Southwestern Electric Power Co,LA,2005,1,11268,204214,150180,9169,183412,18177,2870,64063,1920,,,,23307,451689,170277
88888,Total EPM,LA,2005,1,178156,2391712,0,130441,1745892,0,138626,2349561,0,,,0,447288,6488225,0
0,State Level Adjustment,MA,2005,1,30305,271245,0,80978,769205,0,40115,466379,0,,,0,152811,1541443,0
1998,Boston Edison Co,MA,2005,1,57904,389572,574878,62939,528962,99123,5524,47609,1467,,,,126367,966143,675468
2886,Cambridge Electric Light Co,MA,2005,1,2487,18003,39554,9746,92099,7349,107,974,19,,,,12340,111076,46922
4089,Commonwealth Electric Co,MA,2005,1,23033,168062,244573,14650,114285,37388,1626,10765,211,,,,39309,293112,282172
6374,Fitchburg Gas & Elec Light Co,MA,2005,1,2671,18063,23908,1506,10376,3923,365,3008,17,,,,4542,31447,27848
8774,Holyoke City of,MA,2005,1,1104,10518,14538,1628,16005,2636,487,6757,84,0,0,0,3219,33280,17258
11804,Massachusetts Electric Co,MA,2005,1,102567,812468,1066041,59413,490941,132773,16255,144124,4274,,,,178235,1447533,1203088
13206,Nantucket Electric Co,MA,2005,1,1115,8712,10380,461,3377,1292,,,,,,,1576,12089,11672
13433,New England Power Company,MA,2005,1,,,,456,7504,1,,,,,,,456,7504,1
15748,Reading Town of,MA,2005,1,2323,23006,24343,268,2773,536,2945,35277,2644,,,,5536,61056,27523
20455,Western Massachusetts Elec Co,MA,2005,1,17705,164426,186136,10607,109323,18603,4249,49398,829,,,,32561,323147,205568
49848,Massachusetts Bay Trans Auth,MA,2005,1,,,,37,307,62,,,,490,6145,3,527,6452,65
88888,Total EPM,MA,2005,1,241214,1884075,0,242689,2145157,0,71673,764291,0,,,0,557479,4834282,0
0,State Level Adjustment,MD,2005,1,30703,314070,0,41671,545851,0,64617,1006899,0,,,0,139949,1912849,0
1167,Baltimore Gas & Electric Co,MD,2005,1,94903,1359627,1074526,29256,324753,108125,39119,523212,7867,,,,163278,2207592,1190518
5027,Conectiv,MD,2005,1,19347,234232,167573,7586,93988,23139,357,4835,216,,,,27290,333055,190928
15263,The Potomac Edison Co,MD,2005,1,22114,331467,206781,13291,162005,25956,15487,355569,2773,,,,50892,849041,235510
15270,Potomac Electric Power Co,MD,2005,1,48550,592525,420264,26362,331910,37265,2,,1,,,,74914,924435,457530
88888,Total EPM,MD,2005,1,215617,2831921,0,118166,1458507,0,119582,1890515,0,,,0,456323,6226972,0
0,State Level Adjustment,ME,2005,1,57516,419405,0,37909,254468,0,21738,295958,0,,,0,117163,969831,0
3266,Central Maine Power Co,ME,2005,1,1,8,27,2,16,6,,,,,,,3,24,33
5609,Eastern Maine Electric Coop,ME,2005,1,,,,,,,38,296,1,,,,38,296,1
11477,Town of Madison (ME),ME,2005,1,142,1592,2176,36,406,299,51,616,18,,,,229,2614,2493
88888,Total EPM,ME,2005,1,57659,421005,0,37947,254890,0,21827,296870,0,,,0,117433,972765,0
0,State Level Adjustment,MI,2005,1,21888,320791,0,49707,788836,0,31584,703076,0,,,0,103179,1812704,0
392,Alpena Power Co,MI,2005,1,809,9462,13612,702,9126,3857,419,9535,5,,,,1930,28123,17474
4254,Consumers Energy Co,MI,2005,1,103836,1315395,1552077,71686,944549,213267,39472,695593,8401,,,,214994,2955537,1773745
5107,City of Detroit,MI,2005,1,1,16,76,3989,44591,112,0,0,0,76,497,1,4066,45104,189
5109,Detroit Edison Co,MI,2005,1,129741,1454203,1978368,100488,1167176,178567,49707,999572,744,,,,279936,3620951,2157679
5659,Edison Sault Electric Co,MI,2005,1,1435,21212,19087,1643,22641,3619,720,15763,4,0,0,0,3798,59616,22710
9324,Indiana Michigan Power Co,MI,2005,1,7359,130347,107514,4087,64740,16487,4014,83497,1099,,,,15460,278584,125100
10704,Lansing City of,MI,2005,1,4073,59253,83219,6532,109050,12541,1996,41565,291,0,0,0,12601,209868,96051
13780,Northern States Power Co,MI,2005,1,474,6404,7790,231,3512,1267,230,4282,35,,,,935,14198,9092
19578,Upper Peninsula Power Co,MI,2005,1,2396,29773,45957,2460,22158,5949,1099,13939,13,,,,5955,65870,51919
20847,Wisconsin Electric Power Co,MI,2005,1,1794,15884,24134,1255,12143,2914,8558,218023,83,0,0,0,11607,246050,27131
20860,Wisconsin Public Service Corp,MI,2005,1,506,6930,8018,226,3025,925,670,15967,39,0,0,0,1402,25922,8982
88888,Total EPM,MI,2005,1,274312,3369670,0,243006,3191547,0,138469,2800812,0,,,0,655863,9362527,0
0,State Level Adjustment,MN,2005,1,53772,739564,0,20630,323739,0,17362,339341,0,,,0,91763,1402643,0
689,Anoka Electric Coop,MN,2005,1,8978,113011,105897,3082,52520,8467,484,8664,312,0,0,0,12544,174195,114676
5574,East Central Energy,MN,2005,1,4657,54674,46281,1441,19593,3518,443,9473,16,,,,6541,83740,49815
9417,Interstate Power and Light Co,MN,2005,1,2386,30540,36211,849,12176,6617,1405,25370,600,,,,4640,68086,43428
10596,City of Lake Crystal,MN,2005,1,73,800,1042,51,674,180,,,,,,,124,1474,1222
12647,"ALLETE, Inc.",MN,2005,1,8150,122264,115689,5808,101848,20010,22057,569503,466,,,,36015,793615,136165
13781,Northern States Power Co,MN,2005,1,64099,839493,1062653,63939,1048783,127882,36283,793699,608,100,1500,1,164421,2683475,1191144
13815,Northwestern Wisconsin Elec Co,MN,2005,1,4,30,55,1,10,15,,,,,,,5,40,70
14232,Otter Tail Power Co,MN,2005,1,4123,62524,45904,6149,99385,11628,1884,37378,9,0,0,0,12156,199287,57541
16181,Rochester Public Utilities,MN,2005,1,2466,29921,40410,3554,51988,4221,1010,19454,2,,,,7030,101363,44633
17267,Sioux Valley Energy,MN,2005,1,463,7050,2723,6,74,29,107,1861,60,,,,576,8985,2812
20996,Wright-Hennepin Coop Elec Assn,MN,2005,1,3355,46969,36544,1282,20738,3786,323,5734,33,,,,4960,73441,40363
25177,Dakota Electric Association,MN,2005,1,7030,82549,89577,411,5013,4066,3508,61279,2446,,,,10949,148841,96089
88888,Total EPM,MN,2005,1,159556,2129389,0,107203,1736541,0,84866,1871756,0,,,0,351724,5739185,0
0,State Level Adjustment,MO,2005,1,71788,1031851,0,22667,353114,0,14969,340696,0,,,0,109423,1725660,0
3093,Carroll Electric Coop Corp,MO,2005,1,700,10793,9425,79,1310,739,,,,,,,779,12103,10164
4675,Cuivre River Electric Coop Inc,MO,2005,1,5244,93111,48243,748,14164,3573,,,,,,,5992,107275,51816
5860,Empire District Electric Co,MO,2005,1,10830,173215,117149,6722,117169,22191,2952,67464,291,,,,20504,357848,139631
