UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
12390,Metropolitan Edison Co,PA,2005,3,42619,473051,465253,28555,365813,60455,17948,291989,1858,,,,89122,1130853,527566
14711,Pennsylvania Electric Co,PA,2005,3,35291,402022,502291,32184,431497,79072,18399,316060,2468,,,,85874,1149579,583831
14715,PPL Electric Utilities Corporation,PA,2005,3,125031,1434973,1186171,90484,1088217,165244,46575,784546,4846,679,9199,1,262769,3316935,1356262
14716,Pennsylvania Power Co,PA,2005,3,12243,149917,138220,8807,120967,18862,6657,122921,216,,,,27707,393805,157298
14940,PECO Energy Co,PA,2005,3,122341,1023372,1354491,65120,595557,108960,89355,1223203,2873,4005,54004,3,280821,2896136,1466327
15045,Pike County Light & Power Co,PA,2005,3,435,4239,3531,522,5413,962,,,,,,,957,9652,4493
19390,"UGI Utilities, Inc",PA,2005,3,4530,51402,54360,2576,29936,7370,704,10083,157,,,,7810,91421,61887
20334,Wellsborough Electric Co,PA,2005,3,297,3583,4826,254,2953,1038,241,3514,14,,,,792,10050,5878
20387,West Penn Power Company,PA,2005,3,44161,658290,608595,24717,427465,79313,31150,690658,13228,72,1357,3,100100,1777770,701139
88888,Total EPM,PA,2005,3,443708,4768069,0,319252,3866468,0,244752,4018191,0,,,0,1013022,12724613,0
0,State Level Adjustment,RI,2005,3,550,2545,0,5907,47948,0,2416,32275,0,,,0,8873,82768,0
1857,Block Island Power Co,RI,2005,3,73,276,1282,78,299,388,16,67,31,,,,167,642,1701
13214,The Narragansett Electric Co,RI,2005,3,31364,252324,420857,25893,236422,50531,7229,72341,2176,,,,64486,561087,473564
88888,Total EPM,RI,2005,3,31987,255145,0,31878,284669,0,9661,104683,0,,,0,73526,644497,0
0,State Level Adjustment,SC,2005,3,60473,686713,0,20430,247434,0,14166,290204,0,,,0,95069,1224351,0
1613,Berkeley Electric Coop Inc,SC,2005,3,8342,95990,63331,1305,15065,7049,798,11735,315,,,,10445,122790,70695
3046,Progress Energy Carolinas,SC,2005,3,14998,190971,137314,10226,142199,31826,11193,224214,773,,,,36417,557384,169913
5416,Duke Power Co,SC,2005,3,35907,505692,423022,25317,416212,83181,26676,772872,1825,,,,87900,1694776,508028
11118,Lockhart Power Co,SC,2005,3,437,5604,5135,134,1527,1151,425,9770,10,,,,996,16901,6296
14398,Palmetto Electric Coop Inc,SC,2005,3,4860,65650,50935,1453,17986,9083,1353,21222,346,,,,7666,104858,60364
17539,South Carolina Electric&Gas Co,SC,2005,3,50228,528757,500957,40160,542535,86423,25657,564713,1070,,,,116045,1636005,588450
17543,South Carolina Pub Serv Auth,SC,2005,3,9605,123624,118223,10492,141055,26615,27515,670580,32,,,,47612,935259,144870
88888,Total EPM,SC,2005,3,184850,2203001,0,109517,1524013,0,107783,2565310,0,,,0,402150,6292324,0
0,State Level Adjustment,SD,2005,3,6586,92841,0,3973,86671,0,442,7881,0,,,0,11001,187393,0
2285,Brookings City of,SD,2005,3,378,6886,7364,203,3230,1225,475,10227,116,,,,1056,20343,8705
3236,"Central Electric Coop, Inc",SD,2005,3,710,8703,6466,100,1118,637,131,2229,52,,,,941,12050,7155
11475,City of Madison,SD,2005,3,207,3573,2778,107,2225,408,133,2838,55,,,,447,8636,3241
12199,MDU Resources Group Inc,SD,2005,3,451,5204,6635,378,5134,1896,38,661,23,,,,867,10999,8554
12341,MidAmerican Energy Co,SD,2005,3,1,1999,3025,1,2170,689,436,6227,15,,,,438,10396,3729
13337,Nebraska Public Power District,SD,2005,3,78,1231,979,60,1436,201,0,0,0,0,0,0,138,2667,1180
13750,"Northern Electric Coop, Inc",SD,2005,3,568,9697,4954,233,4033,594,276,6526,163,,,,1077,20256,5711
13781,Northern States Power Co,SD,2005,3,3745,44799,65114,4257,67082,9609,1241,25042,18,,,,9243,136923,74741
13809,NorthWestern Energy,SD,2005,3,3049,38509,46997,3315,46098,11248,839,16034,63,,,,7203,100641,58308
14232,Otter Tail Power Co,SD,2005,3,671,10300,8647,1043,19505,2704,,,,,,,1714,29805,11351
15040,Pierre City of,SD,2005,3,407,6631,7012,270,4092,1521,248,5426,148,,,,925,16149,8681
16286,Rosebud Electric Coop Inc,SD,2005,3,289,5171,4599,84,1630,685,,,,,,,373,6801,5284
17267,Sioux Valley Energy,SD,2005,3,1460,18947,15127,216,2534,1308,674,13644,153,,,,2350,35125,16588
19293,Southeastern Electric Coop Inc,SD,2005,3,945,13930,10360,295,5036,1054,170,4007,180,,,,1410,22973,11594
19545,Black Hills Power Inc,SD,2005,3,3165,39858,49060,3836,51609,10977,1081,22826,33,,,,8082,114293,60070
20187,Watertown Municipal Utilities,SD,2005,3,516,10058,10567,179,2890,1768,660,16672,375,,,,1355,29620,12710
20401,West River Electric Assn Inc,SD,2005,3,826,10416,10681,317,4060,2312,42,716,3,,,,1185,15192,12996
88888,Total EPM,SD,2005,3,24052,328753,0,18867,310553,0,6886,140956,0,,,0,49805,780262,0
0,State Level Adjustment,TN,2005,3,67656,983837,0,49125,656951,0,35464,779869,0,,,0,152246,2420657,0
727,Appalachian Electric Coop,TN,2005,3,3859,57084,36621,1262,16266,5848,161,2570,6,,,,5282,75920,42475
814,Entergy Arkansas Inc,TN,2005,3,0,4,12,0,6,5,0,1,3,,,,0,11,20
2247,Bristol City of,TN,2005,3,2809,46443,27539,1126,17336,4142,1005,19838,24,,,,4940,83617,31705
3408,Chattanooga City of,TN,2005,3,11492,169786,131199,9424,137029,22332,6429,127379,106,0,0,0,27345,434194,153637
3704,Clarksville City of,TN,2005,3,3913,59503,44276,1992,28811,6516,788,14439,19,,,,6693,102753,50811
3758,Cleveland City of,TN,2005,3,2245,33826,24023,1876,27252,4057,1487,26522,29,,,,5608,87600,28109
3812,Clinton City of,TN,2005,3,2392,34436,25016,1158,15350,3666,898,16885,16,,,,4448,66671,28698
4624,Cumberland Elec Member Corp,TN,2005,3,7668,111324,70331,2481,32273,11533,1802,39325,25,,,,11951,182922,81889
5399,Duck River Elec Member Corp,TN,2005,3,5899,84971,56168,2246,29163,9752,970,20707,15,,,,9115,134841,65935
7174,Gibson Electric Members Corp,TN,2005,3,2760,38595,28285,961,11207,5806,513,7891,12,,,,4234,57693,34103
7625,Greeneville City of,TN,2005,3,3075,46258,29847,1681,22662,6515,1476,28509,24,,,,6232,97429,36386
9777,Johnson City City of,TN,2005,3,6620,98171,60130,3466,47985,9738,1576,26031,34,,,,11662,172187,69902
10171,Kentucky Utilities Co,TN,2005,3,,14,5,,,,,,,,,,,14,5
10331,Kingsport Power Co,TN,2005,3,3403,70357,40228,1841,34893,5578,2530,79273,184,,,,7774,184523,45990
10421,Knoxville Utilities Board,TN,2005,3,14383,210378,164570,10151,143809,22063,6035,109464,69,,,,30569,463651,186702
10906,Lenoir City of,TN,2005,3,4128,62501,43249,2905,42955,9042,776,13283,30,,,,7809,118739,52321
12293,Memphis City of,TN,2005,3,22988,317594,346648,24405,341167,41407,15362,301210,378,13,96,1,62768,960067,388434
12470,Middle Tennessee E M C,TN,2005,3,13974,213477,139453,6920,102054,20615,3494,68175,92,,,,24388,383706,160160
13216,Nashville Electric Service,TN,2005,3,26842,382159,304374,24185,342491,40408,11815,224676,193,,,,62842,949326,344975
17564,South Kentucky Rural  Electric Coop C,TN,2005,3,7,101,157,5,63,32,3,29,1,,,,15,193,190
17694,Southwest Tennessee E M C,TN,2005,3,3602,48498,39489,1233,14347,7498,354,6393,6,,,,5189,69238,46993
18642,Tennessee Valley Authority,TN,2005,3,,,,,,,26400,750263,39,,,,26400,750263,39
19574,Upper Cumberland E M C,TN,2005,3,4075,54732,39110,1470,17469,6863,439,7648,10,,,,5984,79849,45983
19898,Volunteer Electric Coop,TN,2005,3,8006,114657,87142,2963,39664,15289,1229,23332,16,,,,12198,177653,102447
88888,Total EPM,TN,2005,3,221796,3238706,0,152876,2121203,0,121006,2693712,0,,,0,495692,8053717,0
0,State Level Adjustment,TX,2005,3,686047,6601667,0,537735,6417560,0,422890,6523953,0,,,0,1647076,19547929,0
5701,El Paso Electric Co,TX,2005,3,9466,85646,228334,15668,164912,26231,4420,82181,49,,,,29554,332739,254614
7806,Entergy Gulf States Inc,TX,2005,3,30767,328202,328073,25264,300767,41756,30466,466196,4614,,,,86497,1095165,374443
16604,San Antonio City of,TX,2005,3,33312,430909,551786,36842,523338,69206,7919,139618,123,,,,78073,1093865,621115
17698,Southwestern Electric Power Co,TX,2005,3,8605,144275,137341,9189,174658,27253,10034,260164,4467,,,,27828,579097,169061
17718,Southwestern Public Service Co,TX,2005,3,12039,175511,217908,19187,291553,59563,21918,527828,163,,,,53144,994892,277634
88888,Total EPM,TX,2005,3,780236,7766210,0,643885,7872788,0,497647,7999940,0,,,0,1922172,23643687,0
88888,Total EPM,US,2005,3,9235420,104065203,0,8062367,98923676,0,4409317,83184690,0,,,0,21756589,286791119,0
0,State Level Adjustment,UT,2005,3,4204,60894,0,4578,73286,0,986,19316,0,,,0,9766,153485,0
2010,City of Bountiful,UT,2005,3,791,10489,14588,497,6812,1504,160,3361,1,,,,1448,20662,16093
11135,City of Logan,UT,2005,3,625,6856,14891,1139,18045,2041,400,7574,7,,,,2164,32475,16939
12866,Moon Lake Electric Assn Inc,UT,2005,3,533,7814,10022,978,14484,2967,274,4210,7,,,,1785,26508,12996
13073,"Mt Wheeler Power, Inc",UT,2005,3,12,143,203,10,112,109,3,40,10,,,,25,295,322
13314,Navajo Tribal Utility Authority,UT,2005,3,20,228,537,39,403,94,,,,,,,59,631,631
14354,PacifiCorp,UT,2005,3,33551,476347,642365,34413,639242,71891,15192,415505,8265,146,2214,4,83302,1533308,722525
15444,Provo City Corp,UT,2005,3,1251,16668,28996,1757,29001,4721,427,9845,1,,,,3435,55514,33718
17845,City of Springville,UT,2005,3,526,4800,7958,412,3643,856,658,8412,87,0,0,0,1596,16855,8901
17874,City of St George,UT,2005,3,1241,15852,20197,673,7033,3607,920,12748,240,,,,2834,35633,24044
18206,Strawberry Electric Serv Dist,UT,2005,3,252,2571,2574,60,538,432,19,138,13,,,,331,3247,3019
20332,Wells Rural Electric Co,UT,2005,3,39,491,519,62,905,214,41,773,7,0,0,0,142,2169,740
22814,Raft Rural Elec Coop Inc,UT,2005,3,24,387,327,7,160,41,65,8,11,,,,96,555,379
88888,Total EPM,UT,2005,3,43069,603540,0,44625,793664,0,19145,481930,0,,,0,106983,1881337,0
0,State Level Adjustment,VA,2005,3,46250,494654,0,18179,212486,0,11218,211893,0,,,0,75647,919033,0
733,Appalachian Power Co,VA,2005,3,33472,630669,432186,15696,328759,69023,16351,492201,2000,,,,65519,1451629,503209
5027,Conectiv,VA,2005,3,1822,18325,18525,1236,15149,3219,343,5072,37,,,,3401,38546,21781
10171,Kentucky Utilities Co,VA,2005,3,2311,45413,25442,1320,25090,4380,1007,23603,101,,,,4638,94106,29923
15263,The Potomac Edison Co,VA,2005,3,8833,136624,80191,2845,51679,13153,3564,89163,1468,,,,15242,277466,94812
18642,Tennessee Valley Authority,VA,2005,3,,,,,,,20,735,1,,,,20,735,1
19876,Virginia Electric & Power Co,VA,2005,3,197000,2469017,1928870,171603,2925500,231598,30885,692088,593,947,14706,1,400435,6101311,2161062
19882,Virginia Tech Electric Service,VA,2005,3,348,6476,4966,936,19218,1136,35,967,2,,,,1319,26661,6104
40228,Rappahannock Electric Coop,VA,2005,3,12930,124393,84563,1162,10953,5343,4258,80517,228,0,0,0,18350,215863,90134
88888,Total EPM,VA,2005,3,302966,3925571,0,212977,3588834,0,67681,1596239,0,,,0,584571,9125350,0
0,State Level Adjustment,VT,2005,3,2325,20248,0,842,7167,0,889,11545,0,,,0,4055,38961,0
2548,City of Burlington-Electric,VT,2005,3,840,8062,16031,1780,15806,3597,568,5922,14,,,,3188,29790,19642
3292,Central Vermont Pub Serv Corp,VT,2005,3,11433,87887,128711,8760,72390,21025,2937,33625,37,,,,23130,193902,149773
7601,Green Mountain Power Corp,VT,2005,3,7184,55863,76365,6496,61796,13734,3842,52027,25,,,,17522,169686,90124
16182,Rochester Elec Lgt and Power,VT,2005,3,65,390,711,33,187,133,,,,,,,98,577,844
19791,"Vermont Electric Cooperative, Inc.",VT,2005,3,3095,22545,35623,1097,9845,3371,761,10163,9,,,,4953,42553,39003
19794,Omya Inc,VT,2005,3,55,590,829,37,382,73,1276,18228,2,,,,1368,19200,904
88888,Total EPM,VT,2005,3,24997,195585,0,19045,167573,0,10273,131510,0,,,0,54314,494669,0
0,State Level Adjustment,WA,2005,3,53599,923735,0,26461,501738,0,35577,973938,0,,,0,115636,2399412,0
1738,Bonneville Power Admin,WA,2005,3,,,,2352,76178,8,4475,213624,3,,,,6827,289802,11
3660,Clark County of-PUD No 1,WA,2005,3,14687,195190,156958,7215,106391,12918,3174,60969,24,,,,25076,362550,169900
10454,Kootenai Electric Coop Inc,WA,2005,3,7,116,66,0,0,4,0,0,1,,,,7,116,71
14354,PacifiCorp,WA,2005,3,6761,136804,99209,6827,128055,16972,4505,101545,5829,,,,18093,366404,122010
15500,Puget Sound Energy Inc,WA,2005,3,64261,985854,889355,50873,683055,113404,7104,107478,3918,,,,122238,1776387,1006677
16868,Seattle City of,WA,2005,3,21443,323120,335539,25901,422209,38959,5321,98656,251,5,69,4,52670,844054,374753
17470,Snohomish County PUD No 1,WA,2005,3,26541,336351,271380,13489,180908,27687,3860,66467,79,,,,43890,583726,299146
18429,"Tacoma, City of",WA,2005,3,12841,207765,165161,2229,35209,17432,10088,228385,2966,4,71,1,25162,471430,185560
20169,Avista Corp,WA,2005,3,12409,203114,196481,11669,165199,22159,3146,66399,914,,,,27224,434712,219554
88888,Total EPM,WA,2005,3,212549,3312049,0,147016,2298942,0,77250,1917461,0,,,0,436823,7528593,0
0,State Level Adjustment,WI,2005,3,30595,362499,0,15103,222300,0,15191,300217,0,,,0,60889,885015,0
4247,Consolidated Water Power Co,WI,2005,3,42,639,963,36,546,200,5041,114745,1,,,,5119,115930,1164
4715,Dahlberg Light & Power Co,WI,2005,3,459,4736,9625,154,1574,1077,116,1557,40,,,,729,7867,10742
5574,East Central Energy,WI,2005,3,311,3710,4462,31,393,211,,,,,,,342,4103,4673
11479,Madison Gas & Electric Co,WI,2005,3,7853,65611,112206,12786,164698,17292,1338,24313,58,,,,21977,254622,129556
13697,North Central Power Co Inc,WI,2005,3,226,1867,3909,71,608,424,12,140,3,,,,309,2615,4336
13780,Northern States Power Co,WI,2005,3,12052,152503,197023,13024,219758,34848,5481,114359,81,,,,30557,486620,231952
13815,Northwestern Wisconsin Elec Co,WI,2005,3,678,6489,8680,386,3854,1410,283,3658,28,,,,1347,14001,10118
15086,Pioneer Power and Light Co,WI,2005,3,80,976,1925,10,107,114,14,188,32,,,,104,1271,2071
18336,"Superior Water, Light and Power Co",WI,2005,3,550,8041,12501,585,11203,1854,1257,30906,125,,,,2392,50150,14480
20847,Wisconsin Electric Power Co,WI,2005,3,58545,626153,952328,54693,736205,102540,38503,733425,2916,0,0,0,151741,2095783,1057784
20856,Wisconsin Power & Light Co,WI,2005,3,26260,275949,382097,14807,184895,53923,20497,381795,979,,,,61564,842639,436999
20860,Wisconsin Public Service Corp,WI,2005,3,24619,242057,367893,20354,294970,45118,14964,347888,230,,,,59937,884915,413241
40036,Westfield Electric Company,WI,2005,3,28,387,565,15,190,131,37,592,32,,,,80,1169,728
88888,Total EPM,WI,2005,3,162298,1751617,0,132055,1841301,0,102734,2053783,0,,,0,397087,5646700,0
0,State Level Adjustment,WV,2005,3,783,9005,0,278,3505,0,105,2811,0,,,0,1165,15320,0
733,Appalachian Power Co,WV,2005,3,28901,550215,372782,14886,290471,63465,14409,395307,2417,,,,58196,1235993,438664
1764,Black Diamond Power Co,WV,2005,3,122,1808,1508,53,580,395,,,,,,,175,2388,1903
5731,Elk Power Co,WV,2005,3,75,1021,1127,63,748,749,,,,,,,138,1769,1876
5779,Elkhorn Public Service Co,WV,2005,3,14,175,128,6,84,61,,,,,,,20,259,189
10262,Kimball Light and Water Co,WV,2005,3,24,317,224,10,148,89,,,,,,,34,465,313
12796,Monongahela Power Co,WV,2005,3,22822,307503,320338,12900,207522,43269,17468,425884,7119,32,392,1,53222,941301,370727
15263,The Potomac Edison Co,WV,2005,3,12002,173758,103468,3476,59141,14354,2740,60693,1746,,,,18218,293592,119568
19461,Union Power Co,WV,2005,3,65,943,1054,36,492,251,,,,,,,101,1435,1305
19498,United Light and Power Co,WV,2005,3,80,1088,806,54,677,301,,,,,,,134,1765,1107
20078,War Light and Power Co,WV,2005,3,75,923,727,40,592,287,,,,,,,115,1515,1014
20521,Wheeling Power Co,WV,2005,3,2207,38599,35687,1793,33433,5440,4202,127722,278,,,,8202,199754,41405
88888,Total EPM,WV,2005,3,67170,1085355,0,33595,597393,0,38924,1012417,0,,,0,139720,2695556,0
0,State Level Adjustment,WY,2005,3,2282,27830,0,1831,26580,0,1606,25089,0,,,0,5719,79499,0
3461,Cheyenne Light Fuel & Power Co,WY,2005,3,2221,21342,35685,3268,40928,2391,745,11537,2,,,,6234,73807,38078
7222,Gillette City of,WY,2005,3,549,8348,9577,650,11684,2058,,,,,,,1199,20032,11635
8566,High Plains Power Inc,WY,2005,3,992,12002,10815,256,3562,673,2056,49269,29,,,,3304,64833,11517
11273,Lower Valley Energy Inc,WY,2005,3,1916,36246,16750,1087,21548,4443,37,904,148,0,0,0,3040,58698,21341
12199,MDU Resources Group Inc,WY,2005,3,754,9792,11693,603,10023,2152,47,846,22,,,,1404,20661,13867
12825,NorthWestern Energy LLC,WY,2005,3,13,152,164,94,920,160,,,,,,,107,1072,324
14354,PacifiCorp,WY,2005,3,6247,90653,100826,7113,118145,21851,17834,451879,2718,,,,31194,660677,125395
19156,Powder River Energy Corporation,WY,2005,3,788,13006,12157,3743,73833,9100,2750,84908,3171,,,,7281,171747,24428
19545,Black Hills Power Inc,WY,2005,3,120,1593,1931,131,1721,562,485,9505,10,,,,736,12819,2503
88888,Total EPM,WY,2005,3,15882,220964,0,18776,308944,0,25560,633937,0,,,0,60218,1163845,0
99999,National Total EPM,,2005,3,9235420,104065203,0,8062367,98923676,0,4409317,83184690,0,,,0,21756589,286791119,0
0,State Level Adjustment,AK,2005,4,3426,15311,0,5795,27305,0,1073,7418,0,,,0,10294,50033,0
213,Alaska Electric Light&Power Co,AK,2005,4,1162,11649,13325,857,10758,2103,331,4412,99,,,,2350,26819,15527
219,Alaska Power Co,AK,2005,4,465,1910,4325,704,3408,1939,,,,,,,1169,5318,6264
599,Anchorage Municipal Light and Power,AK,2005,4,1364,11896,23967,5963,64981,6114,,,,,,,7327,76877,30081
1651,Bethel Utilities Corp,AK,2005,4,285,880,1579,706,2496,1042,,,,,,,991,3376,2621
3522,Chugach Electric Assn Inc,AK,2005,4,5083,42571,67984,4516,47572,8488,234,2936,6,,,,9833,93079,76478
7353,Golden Valley Elec Assn Inc,AK,2005,4,3026,26752,34568,1224,12004,5639,4767,60408,427,,,,9017,99164,40634
10210,Ketchikan Public Utilities,AK,2005,4,481,5011,6034,470,5136,1090,96,1289,14,,,,1047,11436,7138
10433,Kodiak Electric Assn Inc,AK,2005,4,460,2740,4585,278,1722,1084,989,6580,95,,,,1727,11042,5764
10451,Kotzebue Electric Assn Inc,AK,2005,4,281,999,1220,206,778,33,,,,,,,487,1777,1253
11824,Matanuska Electric Assn Inc,AK,2005,4,3358,30340,45365,1659,18353,3167,,,,,,,5017,48693,48532
19277,TDX North Slope Generating Co,AK,2005,4,,,,357,2394,53,,,,,,,357,2394,53
19558,Homer Electric Assn Inc,AK,2005,4,1734,13747,22228,1522,13963,3438,628,11520,28,,,,3884,39230,25694
88888,Total EPM,AK,2005,4,21125,163806,0,24257,210870,0,8118,94563,0,,,0,53500,469238,0
0,State Level Adjustment,AL,2005,4,47231,572380,0,28217,376337,0,17113,344638,0,,,0,92561,1293356,0
195,Alabama Power Co,AL,2005,4,81803,1027965,1175237,74136,1047688,210818,73694,1871426,5360,,,,229633,3947079,1391415
4958,Decatur Utilities,AL,2005,4,1442,23557,22431,1505,22619,3823,2371,56182,20,,,,5318,102358,26274
6422,Florence City of,AL,2005,4,2835,40556,38281,607,7335,6711,2155,34461,682,,,,5597,82352,45674
9094,Huntsville City of,AL,2005,4,9618,150379,127903,7708,121448,18152,4634,91967,104,,,,21960,363794,146159
9739,Joe Wheeler Elec Member Corp,AL,2005,4,3234,41460,33439,1701,19972,7760,2842,73039,18,,,,7777,134471,41217
17252,Singing River Elec Pwr Assn,AL,2005,4,21,230,255,3,34,15,,,,,,,24,264,270
18642,Tennessee Valley Authority,AL,2005,4,,,,,,,17469,533908,22,,,,17469,533908,22
88888,Total EPM,AL,2005,4,146184,1856527,0,113877,1595433,0,120278,3005621,0,,,0,380339,6457582,0
0,State Level Adjustment,AR,2005,4,21844,297825,0,11448,189353,0,23436,539394,0,,,0,56729,1026572,0
814,Entergy Arkansas Inc,AR,2005,4,37360,461593,564676,24546,407661,83667,25141,548725,18987,,,,87047,1417979,667330
817,Arkansas Valley Elec Coop Corp,AR,2005,4,3575,46453,46213,634,9302,3195,921,22980,12,,,,5130,78735,49420
3093,Carroll Electric Coop Corp,AR,2005,4,4335,55215,61966,1016,16232,4344,731,18430,11,,,,6082,89877,66321
5860,Empire District Electric Co,AR,2005,4,191,2668,3325,155,2527,733,253,5970,9,,,,599,11165,4067
6342,First Electric Coop Corp,AR,2005,4,6063,66275,71388,1015,11054,4483,1236,30969,769,,,,8314,108298,76640
14063,Oklahoma Gas & Electric Co,AR,2005,4,1929,38676,52348,2525,56487,9559,4814,98982,452,0,0,0,9268,194145,62359
17698,Southwestern Electric Power Co,AR,2005,4,4812,59402,92317,5587,95924,16398,6481,134382,840,,,,16880,289708,109555
88888,Total EPM,AR,2005,4,80109,1028107,0,46926,788540,0,63013,1399832,0,,,0,190049,3216479,0
0,State Level Adjustment,AZ,2005,4,6752,71259,0,6875,168577,0,4222,71254,0,,,0,17848,311090,0
176,Ajo Improvement Co,AZ,2005,4,33,259,834,47,485,185,20,177,1,,,,100,921,1020
803,Arizona Public Service Co,AZ,2005,4,60017,676073,888584,66403,865609,105968,12583,205036,3735,,,,139003,1746718,998287
12919,Morenci Water and Electric Co,AZ,2005,4,85,744,1699,122,1135,249,6662,134232,1,,,,6869,136111,1949
13314,Navajo Tribal Utility Authority,AZ,2005,4,1194,13646,26213,1840,16316,3097,1586,22969,6,,,,4620,52931,29316
16572,Salt River Project,AZ,2005,4,51012,625878,778123,45615,697830,80088,9395,227283,47,,,,106022,1550991,858258
19189,Trico Electric Cooperative Inc,AZ,2005,4,1971,19149,29866,922,9668,1412,359,5071,50,,,,3252,33888,31328
19728,"UNS Electric, Inc",AZ,2005,4,4554,44285,73851,4169,42231,12856,1058,14458,9,,,,9781,100974,86716
21538,"Mohave Electric Cooperative, Inc",AZ,2005,4,1799,17885,31844,1065,13632,3583,910,31642,24,,,,3774,63159,35451
24211,Tucson Electric Power Co,AZ,2005,4,18494,214642,344663,15847,162913,33153,15274,242123,677,,,,49615,619678,378493
25866,Ak-Chin Electric Utility Auth,AZ,2005,4,20,245,261,109,1641,70,2,62,44,,,,131,1948,375
88888,Total EPM,AZ,2005,4,145931,1684065,0,143014,1980037,0,52071,954307,0,,,0,341015,4618409,0
0,State Level Adjustment,CA,2005,4,33779,303844,0,145341,1548826,0,140446,1628317,0,,,0,320715,3511593,0
4390,City of Corona,CA,2005,4,5,35,75,123,1120,97,120,1546,7,,,,248,2701,179
9216,Imperial Irrigation District,CA,2005,4,7261,70327,105139,11721,110786,17389,981,8321,928,,,,19963,189434,123456
11208,Los Angeles City of,CA,2005,4,54855,539694,1236203,100999,1050383,185747,16506,194847,14110,1058,11839,339,173418,1796763,1436399
12745,Modesto Irrigation District,CA,2005,4,5946,54648,91587,4991,56881,14568,3170,56998,255,,,,14107,168527,106410
14328,Pacific Gas & Electric Co,CA,2005,4,255375,2066862,4182764,264110,2353208,585770,67217,727134,929,3,33,1,586705,5147237,4769464
14354,PacifiCorp,CA,2005,4,2244,27672,34351,1934,23369,7537,487,8213,1927,,,,4665,59254,43815
14534,City of Pasadena,CA,2005,4,2375,21127,52397,6791,67608,7432,0,0,0,29,203,5,9195,88938,59834
16534,Sacramento Municipal Util Dist,CA,2005,4,27243,296391,506658,5408,52028,51450,32375,381817,12155,201,2588,128,65227,732824,570391
16609,San Diego Gas & Electric Co,CA,2005,4,74055,527649,1175460,66725,497304,141179,15646,172336,458,749,8000,3,157175,1205289,1317100
16612,San Francisco City & County of,CA,2005,4,,,,3895,54098,18,43,804,1,317,8451,1,4255,63353,20
17166,Sierra Pacific Power Co,CA,2005,4,2597,22691,38233,1436,12693,4924,900,10331,42,,,,4933,45715,43199
17609,Southern California Edison Co,CA,2005,4,244860,1925819,4085091,347193,2859323,534439,70274,711095,38209,500,5090,51,662827,5501327,4657790
17612,Southern California Water Co,CA,2005,4,1130,6474,21190,735,3490,1503,104,558,4,,,,1969,10522,22697
18260,Surprise Valley Electrification Corp.,CA,2005,4,195,2793,2673,45,607,791,48,738,719,,,,288,4138,4183
19281,Turlock Irrigation District,CA,2005,4,4338,42641,67389,1477,18111,21682,4292,67420,4154,0,0,0,10107,128172,93225
19840,"Valley Electric Assn, Inc",CA,2005,4,1,11,13,,,,19,63,28,,,,20,74,41
27000,Western Area Power Admn.,CA,2005,4,,,,,,,,,,16,487,1,16,487,1
88888,Total EPM,CA,2005,4,716259,5908678,0,962924,8709835,0,352628,3970538,0,,,0,2035833,18656348,0
0,State Level Adjustment,CO,2005,4,18338,208394,0,14499,201026,0,14715,268419,0,,,0,47552,677840,0
3989,Colorado Springs City of,CO,2005,4,7378,105238,175951,9357,158560,24018,4362,90038,211,,,,21097,353836,200180
6604,Fort Collins City of,CO,2005,4,2320,33102,54027,2050,36583,6452,1555,38098,18,,,,5925,107783,60497
9336,Intermountain Rural Elec Assn,CO,2005,4,9483,95672,115583,3658,38822,9896,882,11501,53,,,,14023,145995,125532
10066,K C Electric Association,CO,2005,4,296,3055,3234,399,5271,2303,504,7314,743,,,,1199,15640,6280
12698,Aquila Inc,CO,2005,4,5317,54415,78318,4525,54357,11898,1965,29938,67,,,,11807,138710,90283
12866,Moon Lake Electric Assn Inc,CO,2005,4,71,1050,1423,169,2597,683,1742,37246,11,,,,1982,40893,2117
15257,"Poudre Valley R  E  A, Inc",CO,2005,4,2065,25475,29761,356,4171,3150,1950,30921,898,,,,4371,60567,33809
15466,Public Service Co of Colorado,CO,2005,4,54360,608017,1085908,67209,900301,209995,22783,431179,342,85,1360,1,144437,1940857,1296246
16603,"San Luis Valley R E C, Inc",CO,2005,4,601,5663,8165,269,2829,863,924,1528,2578,,,,1794,10020,11606
19499,"United Power, Inc",CO,2005,4,3372,36332,45197,2732,34954,8416,513,8901,697,,,,6617,80187,54310
88888,Total EPM,CO,2005,4,103601,1176413,0,105223,1439471,0,51895,955083,0,,,0,260804,3572328,0
0,State Level Adjustment,CT,2005,4,4246,35819,0,6174,58532,0,1897,30096,0,,,0,12317,124444,0
4176,Connecticut Light & Power Co,CT,2005,4,89611,654161,1053966,85695,763407,110621,24458,268132,3964,1047,11509,2,200811,1697209,1168553
7716,Groton Dept of Utilities,CT,2005,4,966,8821,10485,995,10317,1474,2476,29192,3,0,0,0,4437,48330,11962
19497,United Illuminating Co,CT,2005,4,22208,157759,289566,22807,203362,29775,6617,71048,1706,,,,51632,432169,321047
