UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
0,State Level Adjustment,ME,2004,2,45941,377790,0,37570,292739,0,18740,281084,0,,,0,102252,951613,0
3266,Central Maine Power Co,ME,2004,2,1,7,27,2,16,7,,,,,,,3,23,34
5609,Eastern Maine Electric Coop,ME,2004,2,,,,,,,11,135,1,,,,11,135,1
11477,Town of Madison (ME),ME,2004,2,136,1428,2147,36,371,310,225,2393,18,,,,397,4192,2475
88888,Total EPM,ME,2004,2,46078,379225,0,37608,293126,0,18976,283612,0,,,0,102663,955963,0
0,State Level Adjustment,MI,2004,2,18632,265006,0,41436,638436,0,28246,753225,0,,,0,88303,1656540,0
392,Alpena Power Co,MI,2004,2,669,7484,13571,683,8677,3794,283,6098,5,,,,1635,22259,17370
4254,Consumers Energy Co,MI,2004,2,82972,1037014,1539625,64722,845223,208435,43217,814477,9398,,,,190911,2696714,1757458
5107,City of Detroit,MI,2004,2,1,13,73,4012,46889,88,,,,37,435,1,4050,47337,162
5109,Detroit Edison Co,MI,2004,2,111092,1262488,1965477,97537,1117431,180509,45163,962509,771,,,,253792,3342428,2146757
5659,Edison Sault Electric Co,MI,2004,2,1068,17128,18962,1275,19173,3574,638,15499,4,,,,2981,51800,22540
9324,Indiana Michigan Power Co,MI,2004,2,6251,107809,106753,3934,59975,16152,4081,87409,1108,,,,14266,255193,124013
10704,Lansing City of,MI,2004,2,3704,52267,84377,6105,97141,14324,2414,49626,337,0,0,0,12223,199034,99038
13780,Northern States Power Co,MI,2004,2,427,5549,7784,237,3093,1255,230,4141,35,0,0,0,894,12783,9074
19578,Upper Peninsula Power Co,MI,2004,2,3137,25600,45641,2368,22115,5896,1077,15148,13,,,,6582,62863,51550
20847,Wisconsin Electric Power Co,MI,2004,2,1420,14191,24037,949,10778,2914,7587,212433,79,0,0,0,9956,237402,27030
20860,Wisconsin Public Service Corp,MI,2004,2,444,6213,7994,226,3079,928,681,16847,33,0,0,0,1351,26139,8955
88888,Total EPM,MI,2004,2,229817,2800762,0,223484,2872010,0,133617,2937412,0,,,0,586944,8610492,0
0,State Level Adjustment,MN,2004,2,44598,620816,0,18863,289386,0,16265,319821,0,,,0,79726,1230023,0
689,Anoka Electric Coop,MN,2004,2,6939,84341,101957,2852,44890,8152,482,9763,310,0,0,0,10273,138994,110419
5574,East Central Energy,MN,2004,2,4101,49415,44760,1383,19747,3508,411,8896,18,,,,5895,78058,48286
9417,Interstate Power and Light Co,MN,2004,2,2234,25076,36068,811,10671,6590,1511,25239,586,,,,4556,60986,43244
10596,City of Lake Crystal,MN,2004,2,65,756,1034,46,650,175,,,,,,,111,1406,1209
12647,"ALLETE, Inc.",MN,2004,2,6669,97727,114262,6085,100520,19705,22514,539558,472,,,,35268,737805,134439
13781,Northern States Power Co,MN,2004,2,54307,739275,1048935,57928,1064540,125259,31347,824397,626,34,588,1,143616,2628800,1174821
13815,Northwestern Wisconsin Elec Co,MN,2004,2,3,31,58,1,7,15,,,,,,,4,38,73
14232,Otter Tail Power Co,MN,2004,2,3435,54933,45429,5071,89672,11500,1369,24918,9,0,0,0,9875,169523,56938
16181,Rochester Public Utilities,MN,2004,2,2212,26510,39365,3495,50509,4123,1026,18379,2,,,,6733,95398,43490
17267,Sioux Valley Energy,MN,2004,2,446,6772,2707,7,101,30,108,2120,59,,,,561,8993,2796
20996,Wright-Hennepin Coop Elec Assn,MN,2004,2,2593,38122,34991,990,16973,3569,250,4991,33,0,0,0,3833,60086,38593
25177,Dakota Electric Association,MN,2004,2,5139,62407,87542,333,4221,3779,3074,55469,2427,,,,8546,122097,93748
88888,Total EPM,MN,2004,2,132741,1806181,0,97865,1691887,0,78357,1833551,0,,,0,308997,5332207,0
0,State Level Adjustment,MO,2004,2,69800,995976,0,21083,335380,0,14959,318808,0,,,0,105779,1648601,0
3093,Carroll Electric Coop Corp,MO,2004,2,626,9913,9220,73,1187,734,0,0,0,0,0,0,699,11100,9954
4675,Cuivre River Electric Coop Inc,MO,2004,2,5032,90869,46613,752,15128,3252,,,,,,,5784,105997,49865
5860,Empire District Electric Co,MO,2004,2,9864,154463,115178,6183,105339,21755,3189,73142,282,0,0,0,19236,332944,137215
9231,Independence City of,MO,2004,2,2912,38513,50546,2549,34260,4946,147,2426,12,,,,5608,75199,55504
10000,Kansas City Power & Light Co,MO,2004,2,11951,196475,235428,17697,329554,30423,5436,123729,1184,,,,35084,649758,267035
12698,Aquila Inc,MO,2004,2,15276,282324,252848,9597,204332,37032,3494,99109,288,0,0,0,28367,585765,290168
17833,City Utilities of Springfield,MO,2004,2,4105,80082,85401,5329,114237,13056,1587,40558,274,0,0,0,11021,234877,98731
19436,Union Electric Co,MO,2004,2,63002,1154662,1001272,49399,1049079,138431,18293,456397,6516,108,2511,1,130802,2662649,1146220
88888,Total EPM,MO,2004,2,182568,3003277,0,112662,2188496,0,47105,1114169,0,,,0,342380,6306890,0
0,State Level Adjustment,MS,2004,2,34483,527216,0,17794,240356,0,15233,310703,0,,,0,67510,1078274,0
3841,Coast Electric Power Assn,MS,2004,2,6829,89745,61916,1649,19618,5381,908,19914,9,,,,9386,129277,67306
6641,4-County Electric Power Assn,MS,2004,2,4089,53484,34469,1383,14614,7361,995,17173,22,,,,6467,85271,41852
12685,Entergy Mississippi Inc,MS,2004,2,31950,415295,349716,30369,372184,64465,14476,236057,3976,,,,76795,1023536,418157
12686,Mississippi Power Co,MS,2004,2,14246,182064,159905,14198,206812,33271,14132,331160,515,,,,42576,720036,193691
17252,Singing River Elec Pwr Assn,MS,2004,2,6214,87133,56177,1570,20590,6211,321,5811,11,0,0,0,8105,113534,62399
17647,Southern Pine Elec Power Assn,MS,2004,2,5955,79935,58243,1466,18925,3674,2643,49819,15,0,0,0,10064,148679,61932
18642,Tennessee Valley Authority,MS,2004,2,,,,,,,8043,251689,7,,,,8043,251689,7
19273,Tupelo City of,MS,2004,2,742,11532,10728,1591,23759,4383,876,18016,15,,,,3209,53307,15126
88888,Total EPM,MS,2004,2,104508,1446404,0,70020,916858,0,57627,1240342,0,,,0,232155,3603603,0
0,State Level Adjustment,MT,2004,2,6950,102493,0,4341,66607,0,8620,223809,0,,,0,19911,392909,0
1738,Bonneville Power Admin,MT,2004,2,,,,,,,1493,45240,1,,,,1493,45240,1
6395,Flathead Electric Coop Inc,MT,2004,2,4566,61822,45410,2505,34155,10550,1384,28645,399,0,0,0,8455,124622,56359
12199,MDU Resources Group Inc,MT,2004,2,947,12982,18603,1017,18591,4821,855,19288,139,0,0,0,2819,50861,23563
12825,NorthWestern Energy LLC,MT,2004,2,13351,176495,248461,15758,212705,57888,1355,27966,100,,,,30464,417166,306449
19156,Powder River Energy Corporation,MT,2004,2,3,53,42,33,544,83,465,7053,50,0,0,0,501,7650,175
19545,Black Hills Power Inc,MT,2004,2,1,10,13,1,13,19,50,996,3,0,0,0,52,1019,35
19603,USBIA-Mission Valley Power,MT,2004,2,1137,22030,13250,585,10227,5705,65,1539,1,,,,1787,33796,18956
20169,Avista Corp,MT,2004,2,1,10,11,1,13,8,,,,,,,2,23,19
20997,Yellowstone Valley Elec Co-op Inc.,MT,2004,2,1160,17801,13095,220,3346,1303,0,0,0,0,0,0,1380,21147,14398
88888,Total EPM,MT,2004,2,28116,393696,0,24461,346201,0,14287,354536,0,,,0,66864,1094433,0
0,State Level Adjustment,NC,2004,2,118462,1289412,0,48153,572681,0,16353,290896,0,,,0,182968,2152989,0
3046,Progress Energy Carolinas,NC,2004,2,113502,1456127,981815,66175,1010852,175013,37134,752331,3700,,,,216811,3219310,1160528
5416,Duke Power Co,NC,2004,2,138660,1887632,1437879,89386,1510121,239291,46008,1072170,5745,0,0,1,274054,4469923,1682916
6235,Fayetteville Public Works Comm,NC,2004,2,6402,89223,63498,3903,61518,14759,1384,29395,27,,,,11689,180136,78284
9837,Jones-Onslow Elec Member Corp,NC,2004,2,6445,80402,49109,1212,16397,4157,,,,,,,7657,96799,53266
16496,Rutherford Elec Member Corp,NC,2004,2,7534,87062,58779,851,9801,3842,442,11150,23,,,,8827,108013,62644
18642,Tennessee Valley Authority,NC,2004,2,,,,,,,31,586,4,,,,31,586,4
19876,Virginia Electric & Power Co,NC,2004,2,10966,131669,96495,4970,70203,17402,5841,130911,78,,,,21777,332783,113975
24889,Brunswick Electric Member Corp,NC,2004,2,7861,76647,65357,1208,14257,1859,,,,,,,9069,90904,67216
88888,Total EPM,NC,2004,2,409832,5098174,0,215858,3265830,0,107193,2287439,0,,,0,732883,10651443,0
0,State Level Adjustment,ND,2004,2,2786,45227,0,1938,44580,0,2881,88502,0,,,0,7605,178309,0
4717,Dakota Valley Elec Coop Inc,ND,2004,2,668,9549,5014,269,4208,799,805,20889,3,,,,1742,34646,5816
12087,McKenzie Electric Coop Inc,ND,2004,2,300,4923,4089,554,6969,1006,502,11446,7,,,,1356,23338,5102
12090,"McLean Electric Coop, Inc",ND,2004,2,233,3217,2668,69,970,259,24,626,43,0,0,0,326,4813,2970
12199,MDU Resources Group Inc,ND,2004,2,2828,46131,60174,3237,58818,10963,327,8148,169,0,0,0,6392,113097,71306
12301,Nodak Electric Coop Inc,ND,2004,2,2200,40151,15612,11,323,7,1323,33458,473,,,,3534,73932,16092
13196,Northern Plains Electric Coop,ND,2004,2,1356,23534,9474,301,4905,1263,274,6446,10,,,,1931,34885,10747
13694,"North Central Elec Coop, Inc",ND,2004,2,685,13515,5632,557,8194,1488,51,1274,4,,,,1293,22983,7124
13781,Northern States Power Co,ND,2004,2,4182,76075,73571,4329,87769,11891,1086,29089,24,,,,9597,192933,85486
14088,Oliver-Mercer Elec Coop Inc,ND,2004,2,290,4878,3342,88,1373,532,500,9949,4,,,,878,16200,3878
14232,Otter Tail Power Co,ND,2004,2,3664,57609,44200,5299,87076,12389,219,4071,2,0,0,0,9182,148756,56591
19790,Verendrye Electric Coop Inc,ND,2004,2,895,13637,8946,429,7151,1170,417,11935,59,,,,1741,32723,10175
20395,West Plains Electric Coop Inc,ND,2004,2,448,8756,4326,100,1638,876,708,10688,733,,,,1256,21082,5935
20413,Mountrail-Williams Elec Coop,ND,2004,2,552,8977,5552,302,4135,1203,346,6806,173,,,,1200,19918,6928
24949,Cass County Elec Coop Inc,ND,2004,2,2847,53206,22524,1144,23047,2855,203,5436,18,,,,4194,81689,25397
88888,Total EPM,ND,2004,2,23934,409385,0,18627,341156,0,9666,248763,0,,,0,52227,999304,0
0,State Level Adjustment,NE,2004,2,15782,255986,0,10267,170910,0,7649,142346,0,,,0,33697,569242,0
4373,Cornhusker Public Power Dist,NE,2004,2,693,10499,6595,234,4990,336,167,4464,1670,,,,1094,19953,8601
4911,Dawson Power District,NE,2004,2,1315,24591,14820,301,5841,1357,37,941,4847,0,0,0,1653,31373,21024
6779,Freemont City of,NE,2004,2,628,13023,11903,195,3656,1471,768,18802,911,,,,1591,35481,14285
8245,Hastings City of,NE,2004,2,502,8044,10453,501,8919,2168,724,20021,41,,,,1727,36984,12662
11018,Lincoln Electric System,NE,2004,2,4466,88305,103996,4905,108263,15611,1557,38133,223,,,,10928,234701,119830
11251,Loup River Public Power Dist,NE,2004,2,1227,28154,14042,827,17611,3574,1439,46442,35,,,,3493,92207,17651
13337,Nebraska Public Power District,NE,2004,2,5989,80950,68300,4947,86946,17095,3293,98927,719,0,0,0,14229,266823,86114
13664,Norris Public Power District,NE,2004,2,1392,24647,13026,350,4840,3232,846,21101,1107,,,,2588,50588,17365
14127,Omaha Public Power District,NE,2004,2,15022,249418,273862,14390,244322,39455,7231,217051,131,,,,36643,710791,313448
17642,Southern Public Power District,NE,2004,2,1193,23445,14859,203,2899,2119,1212,31414,251,0,0,0,2608,57758,17229
40606,Grand Island City of,NE,2004,2,887,15509,19116,754,13272,3919,920,22752,76,0,0,0,2561,51533,23111
88888,Total EPM,NE,2004,2,49096,822571,0,37874,672469,0,25843,662394,0,,,0,112812,2157434,0
0,State Level Adjustment,NH,2004,2,456,5516,0,528,9212,0,1036,10838,0,,,0,2020,25566,0
13441,New Hampshire Elec Coop Inc,NH,2004,2,6012,48279,64716,2324,19841,9787,1410,12371,11,,,,9746,80491,74514
15472,Public Service Co of NH,NH,2004,2,34430,266890,397827,29857,261257,66192,13976,128943,2803,,,,78263,657090,466822
24590,Unitil Energy Systems,NH,2004,2,4727,42850,60369,3200,29334,11847,2867,29069,162,,,,10794,101253,72378
26510,Granite State Electric Co,NH,2004,2,2819,27443,33321,2911,32166,6037,468,5519,219,,,,6198,65128,39577
88888,Total EPM,NH,2004,2,48444,390978,0,38820,351810,0,19757,186740,0,,,0,107021,929528,0
0,State Level Adjustment,NJ,2004,2,14734,134367,0,74932,916436,0,60855,567161,0,,,0,152488,1626707,0
963,Atlantic City Electric Co,NJ,2004,2,43030,399925,458948,26208,265192,61221,3206,36459,986,,,,72444,701576,521155
9726,Jersey Central Power & Lt Co,NJ,2004,2,66442,683368,822687,48786,499665,113502,8729,95734,2503,,,,123957,1278767,938692
15477,Public Service Elec & Gas Co,NJ,2004,2,115629,1022519,1796929,111112,1336024,251811,11257,204904,8035,1422,16219,3,239420,2579666,2056778
16213,Rockland Electric Co,NJ,2004,2,5055,51752,62384,4803,54007,8715,273,3079,234,,,,10131,108838,71333
88888,Total EPM,NJ,2004,2,244890,2291931,0,265841,3071324,0,84320,907337,0,,,0,598440,6295554,0
0,State Level Adjustment,NM,2004,2,7126,88525,0,8895,126399,0,7702,163331,0,,,0,23722,378254,0
3287,"Central Valley Elec Coop, Inc",NM,2004,2,296,4545,4689,529,7150,5251,2094,44085,1444,,,,2919,55780,11384
5701,El Paso Electric Co,NM,2004,2,4400,39839,67744,5064,57710,9154,495,7828,27,,,,9959,105377,76925
9699,"Jemez Mountains Elec Coop, Inc",NM,2004,2,1643,16752,26523,971,9821,3230,92,1201,19,,,,2706,27774,29772
13314,Navajo Tribal Utility Authority,NM,2004,2,245,3196,6243,271,3579,658,181,3973,1,0,0,0,697,10748,6902
15473,Public Service Co of NM,NM,2004,2,17528,213030,359489,19035,263795,43387,4721,98316,294,0,0,0,41284,575141,403170
17718,Southwestern Public Service Co,NM,2004,2,4657,72969,85342,6282,113802,20855,3456,80947,40,,,,14395,267718,106237
22690,Roosevelt County Elec Coop Inc,NM,2004,2,256,4284,3464,87,1071,781,357,5931,1502,,,,700,11286,5747
40051,Texas-New Mexico Power Co,NM,2004,2,2651,21463,41540,2576,19974,6510,2873,39553,7,,,,8100,80990,48057
88888,Total EPM,NM,2004,2,38802,464603,0,43710,603301,0,21971,445165,0,,,0,104482,1513068,0
0,State Level Adjustment,NV,2004,2,1133,15619,0,1453,21351,0,353,9033,0,,,0,2912,45671,0
2008,City of Boulder,NV,2004,2,353,7875,696,274,4641,875,,,,,,,627,12516,1571
4356,Colorado River Comm of Nevada,NV,2004,2,,,,2789,29766,2,1744,61854,5,,,,4533,91620,7
13073,"Mt Wheeler Power, Inc",NV,2004,2,424,6457,4582,200,2619,1460,269,4044,90,,,,893,13120,6132
13407,Nevada Power Co,NV,2004,2,40992,461579,618892,25558,286165,81280,29800,464086,1408,27,332,11,96377,1212162,701591
17166,Sierra Pacific Power Co,NV,2004,2,18036,174582,249016,20908,216895,39532,22309,311037,100,,,,61253,702514,288648
18260,Surprise Valley Electrification Corp,NV,2004,2,,,,2,43,5,,,,,,,2,43,5
19840,"Valley Electric Assn, Inc",NV,2004,2,1878,23921,14568,780,10267,1911,16,286,214,,,,2674,34474,16693
20332,Wells Rural Electric Co,NV,2004,2,502,6027,4004,263,4109,740,1698,44843,104,,,,2463,54979,4848
22814,Raft Rural Elec Coop Inc,NV,2004,2,121,2080,330,121,3026,41,1,2,8,,,,243,5108,379
88888,Total EPM,NV,2004,2,63439,698140,0,52348,578882,0,56190,895185,0,,,0,171977,2172207,0
0,State Level Adjustment,NY,2004,2,31697,353766,0,281568,2667023,0,60258,1145911,0,,,0,386643,4353458,0
3249,Central Hudson Gas & Elec Corp,NY,2004,2,21431,210709,244001,15270,173749,44286,2814,34160,1044,0,0,0,39515,418618,289331
4226,Consolidated Edison Co-NY Inc,NY,2004,2,204267,1043739,2628964,231035,1449601,427734,3987,27952,258,246,1744,16,439535,2523036,3056972
5877,Energetix,NY,2004,2,2762,28942,36981,2706,24942,8298,6967,87169,1000,,,,12435,141053,46279
6369,Fishers Island Utility Co Inc,NY,2004,2,68,266,637,31,118,113,,,,,,,99,384,750
11171,Long Island Power Authority,NY,2004,2,102443,716821,972648,80589,722081,112307,,,,1944,20645,127,184976,1459547,1085082
13511,New York State Elec & Gas Corp,NY,2004,2,63527,522099,698884,29362,263472,94876,11919,178296,2225,216,2727,4,105024,966594,795989
13573,Niagara Mohawk Power Corp.,NY,2004,2,127261,1004182,1361661,84426,656018,139110,28344,163136,1164,35,213,2,240066,1823549,1501937
14154,Orange & Rockland Utils Inc,NY,2004,2,10131,76466,131080,9236,91653,20297,1641,22762,80,,,,21008,190881,151457
14711,Pennsylvania Electric Co,NY,2004,2,268,2889,3324,121,1372,433,71,948,11,,,,460,5209,3768
16183,Rochester Gas & Electric Corp,NY,2004,2,21057,211429,279658,10943,124453,28952,4682,69051,686,,,,36682,404933,309296
88888,Total EPM,NY,2004,2,584912,4171308,0,745287,6174482,0,120683,1729385,0,,,0,1466443,12287262,0
0,State Level Adjustment,OH,2004,2,119137,1398709,0,93629,1061342,0,67479,1205678,0,,,0,280246,3665729,0
3542,Cincinnati Gas & Electric Co,OH,2004,2,41576,621182,574845,31209,453835,69014,16060,351020,2251,,,,88845,1426037,646110
3755,Cleveland Electric Illum Co,OH,2004,2,12709,145306,215987,17865,192787,26519,31570,590837,1677,362,4659,1,62506,933589,244184
4062,Columbus Southern Power Co,OH,2004,2,42360,639242,628118,35352,581168,71192,10035,206164,2748,,,,87747,1426574,702058
4922,Dayton Power & Light Co,OH,2004,2,37846,467199,451956,21691,308598,52724,7179,154629,1569,30,597,1,66746,931023,506250
12796,Monongahela Power Co,OH,2004,2,1632,25378,24919,1063,17108,3367,2607,81239,905,,,,5302,123725,29191
13998,Ohio Edison Co,OH,2004,2,46643,534738,620383,29456,321390,74091,26888,543044,654,,,,102987,1399172,695128
14006,Ohio Power Co,OH,2004,2,44278,685710,607325,25151,440922,90792,43139,1181305,7607,0,0,0,112568,2307937,705724
14015,Ohio Valley Electric Corp,OH,2004,2,,,,,,,967,28566,1,,,,967,28566,1
18997,The Toledo Edison Co,OH,2004,2,9751,113036,141600,8401,98905,16654,17325,429259,192,,,,35477,641200,158446
88888,Total EPM,OH,2004,2,355932,4630500,0,263817,3476055,0,223249,4771741,0,,,0,843391,12883552,0
0,State Level Adjustment,OK,2004,2,30110,418291,0,13433,188664,0,9485,229224,0,,,0,53029,836179,0
817,Arkansas Valley Elec Coop Corp,OK,2004,2,316,4885,3763,84,1383,475,,,,,,,400,6268,4238
5860,Empire District Electric Co,OK,2004,2,312,5175,4465,180,2394,966,178,3530,16,0,0,0,670,11099,5447
13734,"Northeast Oklahoma Electric Coop, In",OK,2004,2,3087,42803,32625,669,9006,3834,35,563,5,,,,3791,52372,36464
14062,Oklahoma Electric Coop Inc,OK,2004,2,3889,53803,37444,886,13696,3133,238,4809,24,,,,5013,72308,40601
14063,Oklahoma Gas & Electric Co,OK,2004,2,40043,613125,572529,29615,562710,84627,19278,487523,8535,0,0,0,88936,1663358,665691
15474,Public Service Co of Oklahoma,OK,2004,2,26842,436879,436856,23811,453998,62808,17097,381037,6963,,,,67750,1271914,506627
17718,Southwestern Public Service Co,OK,2004,2,417,6105,7215,601,9345,2419,350,6606,2,,,,1368,22056,9636
19785,Verdigris Valley Elec Coop Inc,OK,2004,2,2222,37959,26215,279,3316,3380,253,3489,433,,,,2754,44764,30028
88888,Total EPM,OK,2004,2,107238,1619025,0,69558,1244512,0,46914,1116781,0,,,0,223711,3980318,0
0,State Level Adjustment,OR,2004,2,33735,458216,0,15831,240902,0,13942,346025,0,,,0,63508,1045143,0
1738,Bonneville Power Admin,OR,2004,2,,,,15,409,1,0,0,0,,,,15,409,1
6022,Eugene City of,OR,2004,2,7600,107310,73775,4686,78424,8668,2709,57389,5,,,,14995,243123,82448
9191,Idaho Power Co,OR,2004,2,898,18299,13060,705,15334,3239,522,17179,1490,,,,2125,50812,17789
14354,PacifiCorp,OR,2004,2,29400,473020,435102,22185,376983,71251,9806,230306,10079,71,1039,20,61462,1081348,516452
15248,Portland General Electric Co,OR,2004,2,63708,802564,665219,42762,615557,90518,15255,277703,280,36,536,23,121761,1696360,756040
18260,Surprise Valley Electrification Corp,OR,2004,2,116,1720,1040,24,353,296,8,82,221,,,,148,2155,1557
88888,Total EPM,OR,2004,2,135457,1861129,0,86208,1327962,0,42242,928684,0,,,0,264014,4119350,0
0,State Level Adjustment,PA,2004,2,48780,455808,0,48201,491786,0,16836,393235,0,,,0,113941,1340849,0
3597,Citizens Electric Co,PA,2004,2,789,11402,5425,253,3162,1064,397,5800,37,0,0,0,1439,20364,6526
5487,Dusquene Light Co,PA,2004,2,21726,244782,396826,20651,300569,47306,9246,189605,940,122,1538,6,51745,736494,445078
12390,Metropolitan Edison Co,PA,2004,2,39645,447997,454741,23294,307257,59649,12105,201366,1856,,,,75044,956620,516246
14711,Pennsylvania Electric Co,PA,2004,2,28786,327271,499732,25386,353898,78272,14142,256342,2511,,,,68314,937511,580515
14715,PPL Electric Utilities Corp,PA,2004,2,122134,1533069,1165959,80792,1021564,159619,38828,676257,4704,546,7900,1,242300,3238790,1330283
14716,Pennsylvania Power Co,PA,2004,2,13288,169667,136723,8544,122136,18742,6111,119490,218,,,,27943,411293,155683
14940,PECO Energy Co,PA,2004,2,101633,888967,1136029,58763,580587,94003,90056,1125839,2989,4750,71598,3,255202,2666991,1233024
15045,Pike County Light & Power Co,PA,2004,2,252,2526,3529,284,2983,934,,,,,,,536,5509,4463
19390,"UGI Utilities, Inc",PA,2004,2,4415,54010,54322,2530,30484,7324,645,9302,160,,,,7590,93796,61806
20334,Wellsborough Electric Co,PA,2004,2,311,4077,4786,233,2881,1026,231,3690,14,,,,775,10648,5826
20387,West Penn Power Co,PA,2004,2,40655,601871,604864,21903,376905,78379,28229,631247,13121,56,1154,2,90843,1611177,696366
88888,Total EPM,PA,2004,2,422414,4741447,0,290834,3594212,0,216826,3612173,0,,,0,935672,12030042,0
0,State Level Adjustment,RI,2004,2,249,2697,0,3453,32310,0,2604,32598,0,,,0,6305,67604,0
1857,Block Island Power Co,RI,2004,2,59,251,1259,55,240,384,11,57,31,,,,125,548,1674
13214,The Narragansett Electric Co,RI,2004,2,30002,244402,417813,24514,228678,50378,7033,71854,2237,,,,61549,544934,470428
88888,Total EPM,RI,2004,2,30310,247350,0,28022,261228,0,9648,104509,0,,,0,67979,613086,0
0,State Level Adjustment,SC,2004,2,66396,787858,0,18736,233727,0,11681,258341,0,,,0,96812,1279925,0
1613,Berkeley Electric Coop Inc,SC,2004,2,8037,114977,61496,975,13284,6568,840,15236,219,0,0,0,9852,143497,68283
3046,Progress Energy Carolinas,SC,2004,2,17394,226741,136616,10704,147991,31397,11977,251815,786,,,,40075,626547,168799
5416,Duke Power Co,SC,2004,2,37855,550694,416782,22036,380120,80797,25065,748705,1838,,,,84956,1679519,499417
11118,Lockhart Power Co,SC,2004,2,562,7343,5134,146,1691,1129,378,8683,11,,,,1086,17717,6274
14398,Palmetto Electric Coop Inc,SC,2004,2,6411,86931,48436,1654,21059,9067,1266,20519,324,,,,9331,128509,57827
17539,South Carolina Electric&Gas Co,SC,2004,2,54101,701546,488174,38208,601046,83832,20781,534006,1113,,,,113090,1836598,573119
17543,South Carolina Pub Serv Auth,SC,2004,2,11907,171032,113040,9525,148197,16019,21638,592167,32,,,,43070,911396,129091
88888,Total EPM,SC,2004,2,202663,2647122,0,101984,1547115,0,93626,2429472,0,,,0,398272,6623708,0
0,State Level Adjustment,SD,2004,2,7194,108417,0,3557,78387,0,691,18377,0,,,0,11442,205180,0
2285,Brookings City of,SD,2004,2,403,8654,7102,211,3698,1191,450,9816,107,,,,1064,22168,8400
3236,"Central Electric Coop, Inc",SD,2004,2,838,11495,6210,114,1585,555,141,2523,47,,,,1093,15603,6812
11475,City of Madison,SD,2004,2,208,3535,2780,99,2076,395,126,2526,53,,,,433,8137,3228
12199,MDU Resources Group Inc,SD,2004,2,507,5911,6666,390,5219,1889,32,527,23,0,0,0,929,11657,8578
12341,MidAmerican Energy Co,SD,2004,2,218,3553,2968,197,3204,670,190,5200,12,,,,605,11957,3650
13337,Nebraska Public Power District,SD,2004,2,86,1427,998,55,1375,195,0,0,0,0,0,0,141,2802,1193
13750,"Northern Electric Coop, Inc",SD,2004,2,574,9905,4969,196,3286,556,248,5769,163,,,,1018,18960,5688
13781,Northern States Power Co,SD,2004,2,3453,47221,64212,3465,65175,9455,1042,25438,27,,,,7960,137834,73694
13809,NorthWestern Energy,SD,2004,2,3245,43548,46761,3313,46045,10996,780,15041,63,,,,7338,104634,57820
14232,Otter Tail Power Co,SD,2004,2,704,10862,8677,1067,20028,2651,0,0,0,0,0,0,1771,30890,11328
15040,Pierre City of,SD,2004,2,408,7193,5888,181,3048,958,243,5858,116,,,,832,16099,6962
16286,Rosebud Electric Coop Inc,SD,2004,2,402,7717,4549,98,1937,662,,,,,,,500,9654,5211
17267,Sioux Valley Energy,SD,2004,2,1753,23604,14962,239,2933,1263,696,15220,137,,,,2688,41757,16362
19293,Southeastern Electric Coop Inc,SD,2004,2,1127,17911,9792,342,5974,986,108,2884,176,,,,1577,26769,10954
19545,Black Hills Power Inc,SD,2004,2,3423,44414,48069,3847,51562,10670,1083,21849,34,0,0,0,8353,117825,58773
20187,Watertown Municipal Utilities,SD,2004,2,523,10281,10894,173,2848,1775,573,13400,362,,,,1269,26529,13031
20401,West River Electric Assn Inc,SD,2004,2,993,13767,10209,353,4683,2237,46,789,3,0,0,0,1392,19239,12449
88888,Total EPM,SD,2004,2,26059,379415,0,17897,303063,0,6449,145217,0,,,0,50405,827694,0
0,State Level Adjustment,TN,2004,2,78828,1159424,0,49712,682670,0,32918,676625,0,,,0,161458,2518719,0
727,Appalachian Electric Coop,TN,2004,2,4554,69298,35930,1297,17044,5657,192,3220,6,,,,6043,89562,41593
2247,Bristol City of,TN,2004,2,3551,59291,27588,1371,21794,4100,1129,21611,23,,,,6051,102696,31711
3408,Chattanooga City of,TN,2004,2,15103,226886,139313,10259,150714,22414,7193,143296,105,,,,32555,520896,161832
3704,Clarksville City of,TN,2004,2,4715,73047,42015,2111,30879,6280,805,14298,17,,,,7631,118224,48312
3758,Cleveland City of,TN,2004,2,2610,39861,23674,1865,27203,3981,1607,31073,32,,,,6082,98137,27687
3812,Clinton City of,TN,2004,2,2865,41447,24938,1209,16379,3515,932,18235,14,,,,5006,76061,28467
4624,Cumberland Elec Member Corp,TN,2004,2,9844,147486,68602,2697,36453,11230,1773,38078,24,,,,14314,222017,79856
5399,Duck River Elec Member Corp,TN,2004,2,6997,104097,54670,2349,31256,9576,898,20005,15,,,,10244,155358,64261
7174,Gibson Electric Members Corp,TN,2004,2,3131,44959,28017,1041,12602,5716,622,10172,12,,,,4794,67733,33745
7625,Greeneville City of,TN,2004,2,3599,54975,29429,1728,23897,6501,1812,33333,25,,,,7139,112205,35955
9777,Johnson City City of,TN,2004,2,7842,117716,58912,3731,53705,9540,1685,28738,36,,,,13258,200159,68488
10171,Kentucky Utilities Co,TN,2004,2,,20,5,,,,,,,,,,,20,5
