UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
12698,Aquila Inc,CO,2004,8,4613,50048,77848,4447,59188,11755,2764,49428,103,,,,11824,158664,89706
12866,Moon Lake Electric Assn Inc,CO,2004,8,66,925,1436,187,3003,691,1734,35716,12,,,,1987,39644,2139
15257,"Poudre Valley R  E  A, Inc",CO,2004,8,1803,24165,29518,319,4067,3072,1893,35005,882,,,,4015,63237,33472
15466,Public Service Co of Colorado,CO,2004,8,62613,740313,1098338,76157,1088281,212299,18037,413167,301,85,1478,1,156892,2243239,1310939
16603,"San Luis Valley R E C, Inc",CO,2004,8,453,3940,8090,203,2171,859,1945,27231,2555,,,,2601,33342,11504
19499,"United Power, Inc",CO,2004,8,3399,39457,42381,2613,34089,8009,651,11691,732,,,,6663,85237,51122
88888,Total EPM,CO,2004,8,127411,1480547,0,123122,1732319,0,53007,1053193,0,,,0,303625,4267537,0
0,State Level Adjustment,CT,2004,8,5890,50133,0,7331,68892,0,2678,31836,0,,,0,15899,150860,0
4176,Connecticut Light & Power Co,CT,2004,8,109617,935417,1049620,88278,876479,110218,26105,316351,4072,1215,15824,2,225215,2144071,1163912
7716,Groton Dept of Utilities,CT,2004,8,1002,9542,10296,1079,11864,1472,2165,30738,3,0,0,0,4246,52144,11771
19497,United Illuminating Co,CT,2004,8,36459,228751,288463,31949,244683,29802,10107,89728,1822,,,,78515,563162,320087
20038,Wallingford Town of,CT,2004,8,1607,19808,20556,1488,21633,3429,1004,16751,26,,,,4099,58192,24011
88888,Total EPM,CT,2004,8,154575,1243651,0,130125,1223551,0,42059,485404,0,,,0,327974,2968429,0
0,State Level Adjustment,DC,2004,8,1685,20587,0,28873,337749,0,-197,-2613,0,,,0,32525,383962,0
15270,Potomac Electric Power Co,DC,2004,8,18061,197250,186094,47821,556941,22785,1598,26990,1,,,,67480,781181,208880
88888,Total EPM,DC,2004,8,19746,217837,0,76694,894690,0,1401,24377,0,,,0,100005,1165143,0
0,State Level Adjustment,DE,2004,8,3039,26043,0,2195,20705,0,7597,93059,0,,,0,12831,139806,0
5027,Conectiv,DE,2004,8,26859,284845,254141,24025,307800,30843,8369,143638,274,,,,59253,736283,285258
5070,Delaware Electric Cooperative,DE,2004,8,7422,78877,63131,1295,16531,6134,62,1069,1,0,0,0,8779,96477,69266
5335,Dover City of,DE,2004,8,2124,20722,17846,2178,23043,2947,2068,30560,38,,,,6370,74325,20831
13519,Newark City of,DE,2004,8,949,9137,10190,742,6679,1333,1671,23019,46,,,,3362,38835,11569
88888,Total EPM,DE,2004,8,40393,419624,0,30435,374758,0,19767,291345,0,,,0,90595,1085726,0
0,State Level Adjustment,FL,2004,8,193593,2181669,0,103608,1366703,0,23016,332530,0,,,0,320223,3880907,0
6452,Florida Power & Light Co,FL,2004,8,463178,5117188,3756770,293343,3804062,466122,20299,319819,19409,585,7642,23,777405,9248711,4242324
6455,Progress Energy Florida,FL,2004,8,183785,1976090,1362072,99433,1381955,181015,21927,227694,2735,,,,305145,3585739,1545822
6457,Florida Public Utilities Co,FL,2004,8,1951,33150,22961,1578,30313,4417,447,10440,2,,,,3976,73903,27380
7801,Gulf Power Co,FL,2004,8,43464,555049,349274,23154,364246,52934,9837,199138,278,,,,76455,1118433,402486
9617,Jacksonville Electric Authority,FL,2004,8,37897,562553,344271,21651,394160,42361,9764,259747,216,17,362,1,69329,1216822,386849
18454,Tampa Electric Co,FL,2004,8,80191,820231,543775,58975,687325,74091,13859,209841,1305,5,55,1,153030,1717452,619172
88888,Total EPM,FL,2004,8,1004059,11245930,0,601742,8028764,0,99149,1559209,0,,,0,1705563,20841967,0
0,State Level Adjustment,GA,2004,8,182055,2239542,0,72854,968164,0,30874,698519,0,,,0,285784,3906225,0
3916,Cobb Electric Membership Corp,GA,2004,8,24919,282600,159356,8270,101323,18300,521,20674,44,,,,33710,404597,177700
7140,Georgia Power Co,GA,2004,8,219214,2496961,1790789,184192,2792119,267077,116049,2381965,7763,894,15289,1,520349,7686334,2065630
9601,Jackson Electric Member Corp,GA,2004,8,20700,235560,165671,8577,114583,15925,2124,49619,78,,,,31401,399762,181674
16687,Savannah Electric & Power Co,GA,2004,8,17773,197416,123511,12921,154590,18188,4401,68920,89,0,0,0,35095,420926,141788
88888,Total EPM,GA,2004,8,464661,5452079,0,286814,4130779,0,153969,3219697,0,,,0,906339,12817844,0
0,State Level Adjustment,HI,2004,8,20,94,0,2295,19359,0,75,705,0,,,0,2390,20157,0
8287,Hawaii Electric Light Co Inc,HI,2004,8,9043,35928,58456,9739,40942,12174,3757,19227,62,,,,22539,96097,70692
10071,Kauai Island Utility Cooperative,HI,2004,8,3898,14452,25099,3038,11188,4428,3758,15286,120,,,,10694,40926,29647
11843,Maui Electric Co Ltd,HI,2004,8,8494,40309,52639,7774,36476,9221,6599,37388,135,,,,22867,114173,61995
19547,Hawaiian Electric Co Inc,HI,2004,8,30536,197827,253883,30606,222680,33229,32032,280189,361,,,,93174,700696,287473
88888,Total EPM,HI,2004,8,51991,288610,0,53452,330645,0,46221,352795,0,,,0,151664,972049,0
0,State Level Adjustment,IA,2004,8,34700,377790,0,16062,238914,0,15218,324688,0,,,0,65980,941392,0
471,Amana Society Service Co,IA,2004,8,66,678,700,88,925,175,503,7493,1,,,,657,9096,876
9417,Interstate Power and Light Co,IA,2004,8,37920,316910,402520,25399,284035,69102,33671,618640,2488,,,,96990,1219585,474110
12341,MidAmerican Energy Co,IA,2004,8,38715,421313,519548,28340,397196,83942,26283,614474,1180,,,,93338,1432983,604670
88888,Total EPM,IA,2004,8,111401,1116691,0,69889,921070,0,75675,1565295,0,,,0,256965,3603056,0
0,State Level Adjustment,ID,2004,8,3301,43745,0,2154,33406,0,829,23821,0,,,0,6284,100972,0
967,Atlanta Power Co Inc,ID,2004,8,,,,,,,,,,,,,,,
9187,Idaho Falls City of,ID,2004,8,1129,15607,20431,1657,21862,3197,348,5917,7,,,,3134,43386,23635
9191,Idaho Power Co,ID,2004,8,22955,354709,348974,14445,296553,52433,23593,566427,15947,0,0,0,60993,1217689,417354
10454,Kootenai Electric Coop Inc,ID,2004,8,1124,18125,17989,558,9804,1485,91,1878,60,,,,1773,29807,19534
11273,Lower Valley Energy Inc,ID,2004,8,48,799,1286,30,657,223,122,3409,1,0,0,0,200,4865,1510
14354,PacifiCorp,ID,2004,8,2817,38822,49605,2097,32950,7235,8040,226511,5479,,,,12954,298283,62319
16565,Salmon River Electric Coop Inc,ID,2004,8,158,1721,1938,138,2212,432,817,16026,187,0,0,0,1113,19959,2557
20169,Avista Corp,ID,2004,8,4992,78592,94388,5874,87437,15330,4535,110582,519,,,,15401,276611,110237
22814,Raft Rural Elec Coop Inc,ID,2004,8,75,1225,1198,53,1106,237,933,21055,491,,,,1061,23386,1926
88888,Total EPM,ID,2004,8,36599,553345,0,27006,485987,0,39308,975626,0,,,0,102913,2014958,0
0,State Level Adjustment,IL,2004,8,44520,504433,0,65245,783271,0,100632,1905922,0,,,0,210194,3189867,0
970,Ameren Energy Marketing,IL,2004,8,,,,3761,46152,342,2444,42682,15,,,,6205,88834,357
3252,Central Illinois Light Co,IL,2004,8,12707,161882,179595,11580,158339,22851,6909,129187,678,,,,31196,449408,203124
3253,Central Illinois Pub Serv Co,IL,2004,8,24378,276943,273249,19912,248920,45159,6079,105346,407,,,,50369,631209,318815
4110,Commonwealth Edison Co,IL,2004,8,229260,2455734,3307552,197386,2389719,336071,74053,1279878,1003,2400,41975,2,503099,6167306,3644628
9208,Illinois Power Co,IL,2004,8,47467,557707,533204,36464,411219,71194,20712,362458,281,1,4,4,104644,1331388,604683
9417,Interstate Power and Light Co,IL,2004,8,400,6707,10744,303,4904,1947,716,20440,115,,,,1419,32051,12806
12341,MidAmerican Energy Co,IL,2004,8,4718,50655,74665,3339,49502,8977,2758,63508,95,,,,10815,163665,83737
13032,Mt Carmel Public Utility Co,IL,2004,8,470,5002,4603,149,1523,858,354,6240,102,,,,973,12765,5563
17535,South Beloit Wtr Gas & Elec,IL,2004,8,446,6457,8009,257,4005,928,347,7445,45,,,,1050,17907,8982
19436,Union Electric Co,IL,2004,8,5263,58555,53423,4594,69228,7181,6575,176744,329,22,816,1,16454,305343,60934
88888,Total EPM,IL,2004,8,369629,4084075,0,342990,4166782,0,221579,4099850,0,,,0,936418,12389743,0
0,State Level Adjustment,IN,2004,8,61860,833275,0,21001,336963,0,26587,489357,0,,,0,109447,1659595,0
261,AGC Division of APG Inc,IN,2004,8,,,,,,,9599,398072,1,,,,9599,398072,1
9273,Indianapolis Power & Light Co,IN,2004,8,29024,438399,408514,12566,177907,45127,33143,679399,5004,,,,74733,1295705,458645
9324,Indiana Michigan Power Co,IN,2004,8,26311,381008,397483,22519,381023,50016,25996,619419,4187,,,,74826,1381450,451686
13756,Northern Indiana Pub Serv Co,IN,2004,8,29127,305953,389362,27685,333869,50619,34173,781124,2514,111,1241,1,91096,1422187,442496
15470,PSI Energy Inc,IN,2004,8,55209,726850,645277,43495,741133,95429,43794,1030990,2927,0,0,0,142498,2498973,743633
17633,Southern Indiana Gas & Elec Co,IN,2004,8,12200,147143,117989,8862,137389,17065,9534,198691,154,,,,30596,483223,135208
88888,Total EPM,IN,2004,8,213731,2832628,0,136128,2108284,0,182826,4197052,0,,,0,532795,9139205,0
0,State Level Adjustment,KS,2004,8,31028,284712,0,18922,201907,0,13327,229999,0,,,0,63277,716618,0
5860,Empire District Electric Co,KS,2004,8,771,9909,8740,395,5138,1435,355,6986,47,,,,1521,22033,10222
9996,Kansas City City of,KS,2004,8,5809,55008,61158,6005,71640,7956,3896,80037,386,,,,15710,206685,69500
10000,Kansas City Power & Light Co,KS,2004,8,18071,235949,199798,18004,262812,25067,2161,36882,1063,,,,38236,535643,225928
10005,Kansas Gas & Electric Co,KS,2004,8,25895,312830,271761,18665,281297,31740,13452,295809,3511,,,,58012,889936,307012
12524,Midwest Energy Inc,KS,2004,8,2661,32293,28727,3055,38031,13975,2284,36744,2840,,,,8000,107068,45542
12698,Aquila Inc,KS,2004,8,5020,51088,52251,4872,52163,16302,4351,67775,73,,,,14243,171026,68626
17718,Southwestern Public Service Co,KS,2004,8,106,1169,1091,108,1330,429,,,,,,,214,2499,1520
22500,Westar Energy Inc,KS,2004,8,23263,338879,308710,22508,395877,45882,7902,179820,1191,,,,53673,914576,355783
88888,Total EPM,KS,2004,8,112624,1321837,0,92534,1310195,0,47728,934052,0,,,0,252886,3566084,0
0,State Level Adjustment,KY,2004,8,57710,852676,0,24321,377786,0,23280,454533,0,,,0,105312,1684994,0
1594,Berea College,KY,2004,8,263,4570,4036,150,2504,684,271,5353,56,,,,684,12427,4776
5748,Electric Energy Inc,KY,2004,8,,,,,,,11348,298750,1,,,,11348,298750,1
9964,Kenergy Corp,KY,2004,8,3786,64173,45552,1438,24606,7001,18755,711659,30,,,,23979,800438,52583
10171,Kentucky Utilities Co,KY,2004,8,25212,489711,398894,25396,527056,85595,19404,519830,1951,,,,70012,1536597,486440
11249,Louisville Gas and Electric Company,KY,2004,8,25286,411951,344468,28155,457784,46542,12033,267940,400,,,,65474,1137675,391410
14724,Pennyrile Rural Electric Coop,KY,2004,8,3458,46339,35285,1802,22442,9362,1599,28555,34,,,,6859,97336,44681
17564,South Kentucky Rural  Electric Coop,KY,2004,8,3556,54416,55397,448,6515,4228,1343,25706,399,,,,5347,86637,60024
18642,Tennessee Valley Authority,KY,2004,8,,,,,,,28795,606405,22,,,,28795,606405,22
19446,"Union Light, Heat & Power Co",KY,2004,8,8809,127651,114892,8705,145812,13989,3882,73675,395,0,0,0,21396,347138,129276
20130,Warren Rural Elec Coop Corp,KY,2004,8,4633,64710,46392,2158,27049,8807,2605,46945,41,,,,9396,138704,55240
22053,Kentucky Power Co,KY,2004,8,9755,181184,144066,6521,119788,28805,9168,272682,1461,,,,25444,573654,174332
88888,Total EPM,KY,2004,8,142468,2297381,0,99094,1711342,0,132483,3312033,0,,,0,374046,7320755,0
0,State Level Adjustment,LA,2004,8,65331,827395,0,25075,329893,0,6069,93142,0,,,0,96474,1250435,0
3265,Cleco Power LLC,LA,2004,8,35483,377289,223132,19652,234763,38423,15072,244632,698,,,,70207,856684,262253
7806,Entergy Gulf States Inc,LA,2004,8,49654,534042,300704,39874,471452,46374,53704,828984,3975,,,,143232,1834478,351053
11241,Entergy Louisiana Inc,LA,2004,8,95005,988935,576232,55843,598284,79069,73765,1142170,7928,,,,224613,2729389,663229
13478,Entergy New Orleans Inc,LA,2004,8,24197,257715,171090,24529,316751,18291,3745,56136,1273,119,1565,29,52590,632167,190683
17698,Southwestern Electric Power Co,LA,2004,8,17521,257250,149064,11652,226604,18082,2815,61483,1913,,,,31988,545337,169059
88888,Total EPM,LA,2004,8,287191,3242626,0,176625,2177747,0,155170,2426547,0,,,0,619104,7848490,0
0,State Level Adjustment,MA,2004,8,35779,318287,0,100482,855242,0,42157,518730,0,,,0,179812,1719530,0
1998,Boston Edison Co,MA,2004,8,49568,377446,590748,85305,624030,98881,9090,73633,1440,,,,143963,1075109,691069
2886,Cambridge Electric Light Co,MA,2004,8,1814,14760,34469,10042,118828,6184,175,2591,18,,,,12031,136179,40671
4089,Commonwealth Electric Co,MA,2004,8,25966,185090,255505,15308,134476,37950,1895,19698,221,0,0,0,43169,339264,293676
6374,Fitchburg Gas & Elec Light Co,MA,2004,8,2204,15035,23747,1431,9827,3905,474,3981,18,,,,4109,28843,27670
8774,Holyoke City of,MA,2004,8,984,9077,14436,1819,16952,2660,504,6818,87,,,,3307,32847,17183
11804,Massachusetts Electric Co,MA,2004,8,83933,740002,1061178,55916,498163,131503,13903,130912,4275,,,,153752,1369077,1196956
13206,Nantucket Electric Co,MA,2004,8,1155,9146,10290,640,3912,1287,,,,,,,1795,13058,11577
15748,Reading Town of,MA,2004,8,2323,22409,24322,213,2058,527,3434,39705,2620,,,,5970,64172,27469
20455,Western Massachusetts Elec Co,MA,2004,8,15276,139632,184469,11426,115987,18501,4570,54742,820,,,,31272,310361,203790
49848,Massachusetts Bay Trans Auth,MA,2004,8,,,,46,257,58,,,,414,4596,3,460,4853,61
88888,Total EPM,MA,2004,8,219002,1830884,0,282628,2379732,0,76202,850810,0,,,0,579640,5093293,0
0,State Level Adjustment,MD,2004,8,30958,380460,0,43765,547974,0,65856,937189,0,,,0,142944,1900627,0
1167,Baltimore Gas & Electric Co,MD,2004,8,111212,1238068,1080919,33563,309318,107799,57257,636029,8253,0,0,0,202032,2183415,1196971
5027,Conectiv,MD,2004,8,19707,197926,166307,10264,113639,22882,618,7440,221,,,,30589,319005,189410
15263,The Potomac Edison Co,MD,2004,8,17736,258413,203916,10861,167559,25589,14075,388788,2744,,,,42672,814760,232249
15270,Potomac Electric Power Co,MD,2004,8,55224,524480,412588,37394,377401,36967,8,,1,167,305,,92793,902186,449556
88888,Total EPM,MD,2004,8,234837,2599347,0,135847,1515891,0,137814,1969446,0,,,0,511030,6119993,0
0,State Level Adjustment,ME,2004,8,45289,373089,0,36434,405710,0,20916,315840,0,,,0,102639,1094640,0
3266,Central Maine Power Co,ME,2004,8,1,9,27,2,17,7,,,,,,,3,26,34
5609,Eastern Maine Electric Coop,ME,2004,8,,,,,,,27,355,1,,,,27,355,1
11477,Town of Madison (ME),ME,2004,8,116,1418,2131,37,452,307,50,683,18,,,,203,2553,2456
88888,Total EPM,ME,2004,8,45406,374516,0,36473,406179,0,20993,316878,0,,,0,102872,1097574,0
0,State Level Adjustment,MI,2004,8,21467,270175,0,65074,996223,0,39046,696563,0,,,0,125581,1962909,0
392,Alpena Power Co,MI,2004,8,611,7006,13577,705,9451,3802,403,9111,5,,,,1719,25568,17384
4254,Consumers Energy Co,MI,2004,8,95725,1123904,1542222,81707,1023803,211348,47303,807568,8547,,,,224735,2955275,1762117
5107,City of Detroit,MI,2004,8,1,16,75,3129,38502,112,,,,19,183,1,3149,38701,188
5109,Detroit Edison Co,MI,2004,8,125301,1406940,1965799,102430,1190313,178384,48264,1012340,785,,,,275995,3609593,2144968
5659,Edison Sault Electric Co,MI,2004,8,712,11068,18968,1512,22646,3627,712,17196,4,0,0,0,2936,50910,22599
9324,Indiana Michigan Power Co,MI,2004,8,6016,101443,107227,4591,71502,16466,4501,95579,1104,,,,15108,268524,124797
10704,Lansing City of,MI,2004,8,3609,51397,84813,7084,105190,14419,2374,51234,336,0,0,0,13067,207821,99568
13780,Northern States Power Co,MI,2004,8,314,3941,8041,200,2629,1262,215,4028,36,,,,729,10598,9339
19578,Upper Peninsula Power Co,MI,2004,8,2746,21390,45660,2433,22960,5928,1307,20521,13,,,,6486,64871,51601
20847,Wisconsin Electric Power Co,MI,2004,8,1290,12387,24018,1030,12055,2907,8823,231695,81,0,0,0,11143,256137,27006
20860,Wisconsin Public Service Corp,MI,2004,8,383,5127,7970,184,2390,930,650,15975,33,0,0,0,1217,23492,8933
88888,Total EPM,MI,2004,8,258175,3014794,0,270079,3497664,0,153598,2961810,0,,,0,681865,9474399,0
0,State Level Adjustment,MN,2004,8,51305,627779,0,20819,297978,0,20144,382130,0,,,0,92268,1307887,0
689,Anoka Electric Coop,MN,2004,8,8305,91541,103783,3370,45690,8314,790,12597,320,0,0,0,12465,149828,112417
5574,East Central Energy,MN,2004,8,3865,36732,45463,1877,21545,3510,531,8775,18,,,,6273,67052,48991
9417,Interstate Power and Light Co,MN,2004,8,3122,27412,36023,1222,12318,6575,2337,29793,592,,,,6681,69523,43190
10596,City of Lake Crystal,MN,2004,8,63,757,1032,39,549,177,,,,,,,102,1306,1209
12647,"ALLETE, Inc.",MN,2004,8,5280,71329,114949,5982,95485,19720,21827,537413,473,,,,33089,704227,135142
13781,Northern States Power Co,MN,2004,8,66053,756331,1054857,75145,1099806,126683,41106,816767,628,68,846,1,182372,2673750,1182169
13815,Northwestern Wisconsin Elec Co,MN,2004,8,3,28,57,3,24,21,,,,,,,6,52,78
14232,Otter Tail Power Co,MN,2004,8,2795,37518,47397,5193,85836,11988,1463,34970,9,0,0,0,9451,158324,59394
16181,Rochester Public Utilities,MN,2004,8,2616,27265,39946,4051,54140,4162,1387,25995,2,,,,8054,107400,44110
17267,Sioux Valley Energy,MN,2004,8,304,3964,2708,5,57,27,119,2184,60,,,,428,6205,2795
20996,Wright-Hennepin Coop Elec Assn,MN,2004,8,3050,35529,35751,1475,19811,3607,424,6862,33,,,,4949,62202,39391
25177,Dakota Electric Association,MN,2004,8,7271,80174,88803,371,4008,3903,3942,68821,2449,,,,11584,153003,95155
88888,Total EPM,MN,2004,8,154032,1796359,0,119552,1737247,0,94070,1926307,0,,,0,367722,5460759,0
0,State Level Adjustment,MO,2004,8,65424,926107,0,24158,399414,0,15862,283153,0,,,0,105392,1607786,0
3093,Carroll Electric Coop Corp,MO,2004,8,612,8204,9392,138,2084,732,,,,,,,750,10288,10124
4675,Cuivre River Electric Coop Inc,MO,2004,8,4094,65123,47515,796,16651,3432,,,,,,,4890,81774,50947
5860,Empire District Electric Co,MO,2004,8,11168,135370,115639,10031,132059,21722,4638,84256,284,,,,25837,351685,137645
9231,Independence City of,MO,2004,8,4935,57518,50632,2997,42773,5031,147,2494,12,,,,8079,102785,55675
10000,Kansas City Power & Light Co,MO,2004,8,19808,238180,234971,26503,384259,30651,7942,166909,1162,,,,54253,789348,266784
12698,Aquila Inc,MO,2004,8,25073,307543,254446,16943,242143,37992,6627,131104,278,,,,48643,680790,292716
17833,City Utilities of Springfield,MO,2004,8,5951,94417,86334,6435,139461,13139,1928,48010,275,0,0,0,14314,281888,99748
19436,Union Electric Co,MO,2004,8,97395,1143801,998856,92225,1268881,139304,31313,524103,6448,89,1427,1,221022,2938212,1144609
88888,Total EPM,MO,2004,8,234460,2976263,0,180226,2627725,0,68457,1240029,0,,,0,483180,6844556,0
0,State Level Adjustment,MS,2004,8,63147,736594,0,29362,330910,0,19612,329290,0,,,0,112121,1396794,0
3841,Coast Electric Power Assn,MS,2004,8,8072,108735,62674,2003,25720,5505,983,21442,9,,,,11058,155897,68188
6641,4-County Electric Power Assn,MS,2004,8,4178,54408,34733,1890,22884,7677,894,16226,20,,,,6962,93518,42430
12685,Entergy Mississippi Inc,MS,2004,8,57458,571957,353708,45841,490186,64348,18752,263184,4189,,,,122051,1325327,422245
12686,Mississippi Power Co,MS,2004,8,22454,250897,160172,19638,301562,33392,16254,380036,522,,,,58346,932495,194086
17252,Singing River Elec Pwr Assn,MS,2004,8,7173,97201,56809,1969,27027,6271,413,7708,11,0,0,0,9555,131936,63091
17647,Southern Pine Elec Power Assn,MS,2004,8,7318,92861,58733,1862,24728,3908,3160,60094,16,,,,12340,177683,62657
18642,Tennessee Valley Authority,MS,2004,8,,,,,,,8423,270429,7,,,,8423,270429,7
19273,Tupelo City of,MS,2004,8,1085,17259,10750,2077,31399,4459,1006,20889,15,,,,4168,69547,15224
88888,Total EPM,MS,2004,8,170885,1929912,0,104642,1254416,0,69497,1369298,0,,,0,345024,4553626,0
0,State Level Adjustment,MT,2004,8,7758,85655,0,5013,56487,0,9578,241721,0,,,0,22350,383863,0
1738,Bonneville Power Admin,MT,2004,8,0,0,0,0,0,0,2514,52824,1,0,0,0,2514,52824,1
6395,Flathead Electric Coop Inc,MT,2004,8,2948,35696,45997,2450,34180,10660,1529,31731,401,0,0,0,6927,101607,57058
12199,MDU Resources Group Inc,MT,2004,8,1070,14675,18512,1060,19181,4991,856,19634,138,,,,2986,53490,23641
12825,NorthWestern Energy LLC,MT,2004,8,13855,165859,248236,20951,276298,58254,3455,57179,3072,0,0,0,38261,499336,309562
19156,Powder River Energy Corporation,MT,2004,8,2,32,44,35,571,87,386,5610,52,,,,423,6213,183
19545,Black Hills Power Inc,MT,2004,8,0,5,13,1,12,19,65,1417,3,0,0,0,66,1434,35
19603,USBIA-Mission Valley Power,MT,2004,8,604,11103,13406,504,8603,5731,53,1206,1,,,,1161,20912,19138
20169,Avista Corp,MT,2004,8,0,6,12,1,5,7,,,,,,,1,11,19
20997,Yellowstone Valley Elec Co-op Inc.,MT,2004,8,952,13365,13323,316,5408,1306,,,,,,,1268,18773,14629
88888,Total EPM,MT,2004,8,27189,326396,0,30331,400745,0,18436,411322,0,,,0,75957,1138463,0
0,State Level Adjustment,NC,2004,8,138401,1442323,0,62744,777226,0,19698,340480,0,,,0,220843,2560025,0
3046,Progress Energy Carolinas,NC,2004,8,113530,1282520,991468,81991,1231101,178781,48303,894814,3656,,,,243824,3408435,1173905
5416,Duke Power Co,NC,2004,8,137097,1742824,1450939,119457,1835999,243837,77309,1493695,5720,0,3,1,333863,5072521,1700497
6235,Fayetteville Public Works Comm,NC,2004,8,6828,87198,64041,5204,80347,15193,1590,35350,29,0,0,0,13622,202895,79263
9837,Jones-Onslow Elec Member Corp,NC,2004,8,6183,65538,49883,1550,21812,4200,,,,,,,7733,87350,54083
16496,Rutherford Elec Member Corp,NC,2004,8,6631,75104,59093,942,11090,3905,557,13499,23,,,,8130,99693,63021
18642,Tennessee Valley Authority,NC,2004,8,,,,,,,23,463,4,,,,23,463,4
19876,Virginia Electric & Power Co,NC,2004,8,13914,148428,97322,6840,90485,17504,7466,140295,79,,,,28220,379208,114905
24889,Brunswick Electric Member Corp,NC,2004,8,9239,90555,66969,1498,19224,1667,,,,,,,10737,109779,68636
88888,Total EPM,NC,2004,8,431823,4934490,0,280226,4067284,0,154946,2918596,0,,,0,866995,11920369,0
0,State Level Adjustment,ND,2004,8,3093,37971,0,2324,46619,0,4279,109334,0,,,0,9696,193924,0
4717,Dakota Valley Elec Coop Inc,ND,2004,8,543,6217,5023,433,6055,805,565,15278,4,,,,1541,27550,5832
12087,McKenzie Electric Coop Inc,ND,2004,8,209,2988,4134,528,6608,1006,491,11201,8,,,,1228,20797,5148
12090,"McLean Electric Coop, Inc",ND,2004,8,221,2375,2705,76,1018,268,35,962,44,,,,332,4355,3017
12199,MDU Resources Group Inc,ND,2004,8,3512,44623,60338,4322,58442,11159,547,9104,167,,,,8381,112169,71664
12301,Nodak Electric Coop Inc,ND,2004,8,1383,16747,15819,10,313,3,1204,26132,380,,,,2597,43192,16202
13196,Northern Plains Electric Coop,ND,2004,8,726,7854,9484,280,4449,1276,278,5872,10,,,,1284,18175,10770
13694,"North Central Elec Coop, Inc",ND,2004,8,332,4109,5666,398,5387,1512,27,558,4,,,,757,10054,7182
13781,Northern States Power Co,ND,2004,8,3810,50818,73959,5370,82345,11967,1469,32099,30,,,,10649,165262,85956
14088,Oliver-Mercer Elec Coop Inc,ND,2004,8,195,2452,3383,76,1077,555,435,8616,44,,,,706,12145,3982
14232,Otter Tail Power Co,ND,2004,8,2667,35968,44165,4428,70986,12642,257,5141,2,0,0,0,7352,112095,56809
19790,Verendrye Electric Coop Inc,ND,2004,8,619,7214,9040,489,7471,1197,422,10581,57,,,,1530,25266,10294
20395,West Plains Electric Coop Inc,ND,2004,8,253,3526,4359,79,1198,889,717,10646,741,,,,1049,15370,5989
20413,Mountrail-Williams Elec Coop,ND,2004,8,346,4377,5620,259,3135,1207,350,7016,178,0,0,0,955,14528,7005
24949,Cass County Elec Coop Inc,ND,2004,8,1873,21963,23485,1040,19178,2936,182,4418,18,,,,3095,45559,26439
88888,Total EPM,ND,2004,8,19782,249202,0,20112,314281,0,11258,256958,0,,,0,51152,820441,0
0,State Level Adjustment,NE,2004,8,17582,213706,0,12548,181522,0,10978,171568,0,,,0,41108,566796,0
4373,Cornhusker Public Power Dist,NE,2004,8,597,8025,6653,292,5122,336,975,25375,1778,,,,1864,38522,8767
4911,Dawson Power District,NE,2004,8,1153,16487,14940,360,5641,1380,3314,47359,5039,,,,4827,69487,21359
6779,Freemont City of,NE,2004,8,693,12940,11926,221,3531,1914,893,19062,463,,,,1807,35533,14303
8245,Hastings City of,NE,2004,8,735,11038,10355,570,9946,2178,831,22779,111,,,,2136,43763,12644
11018,Lincoln Electric System,NE,2004,8,8255,105232,104921,6962,127081,15694,2186,50041,210,,,,17403,282354,120825
11251,Loup River Public Power Dist,NE,2004,8,1255,16211,14055,1187,17669,3639,2152,52722,36,0,0,0,4594,86602,17730
13337,Nebraska Public Power District,NE,2004,8,7314,64718,68305,7177,88635,17216,5416,104329,741,0,0,0,19907,257682,86262
13664,Norris Public Power District,NE,2004,8,1463,17869,12963,367,4102,3241,1673,29774,1162,,,,3503,51745,17366
14127,Omaha Public Power District,NE,2004,8,26394,325694,276440,19286,291066,39940,9400,247169,135,0,0,0,55080,863929,316515
17642,Southern Public Power District,NE,2004,8,1493,17749,14811,213,2447,2136,4144,87330,8423,0,0,0,5850,107526,25370
40606,Grand Island City of,NE,2004,8,1069,19039,19273,883,15363,3980,913,24749,79,0,0,0,2865,59151,23332
88888,Total EPM,NE,2004,8,68003,828708,0,50066,752125,0,42875,882257,0,,,0,160944,2463090,0
0,State Level Adjustment,NH,2004,8,825,6886,0,1252,11950,0,789,9415,0,,,0,2866,28251,0
13441,New Hampshire Elec Coop Inc,NH,2004,8,4967,34307,65291,2649,21694,9804,228,2144,11,,,,7844,58145,75106
15472,Public Service Co of NH,NH,2004,8,36670,282253,407521,34247,298201,67641,16633,157723,2782,,,,87550,738177,477944
24590,Unitil Energy Systems,NH,2004,8,4687,43005,61477,3613,33635,11967,3110,33027,168,,,,11410,109667,73612
26510,Granite State Electric Co,NH,2004,8,2576,24037,33512,3214,34606,6012,546,6058,216,,,,6336,64701,39740
88888,Total EPM,NH,2004,8,49725,390488,0,44975,400086,0,21306,208367,0,,,0,116006,998941,0
