UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MWh),RES_CONS ,COM_REV (Thousand $),COM_SALES (MWh),COM_CONS,IND_REV (Thousand $),IND_SALES (MWh),IND_CONS,TRA_REV (Thousand $),TRA_SALES (MWh),TRA_CONS,TOT_REV (Thousand $),TOT_SALES (MWh),TOT_CONS
219,Alaska Power and Telephone Co,AK,2011,2,670.66,2258.575,4683,947.226,3388.222,2102,0,0,0,0,0,0,1617.886,5646.797,6785
599,Anchorage Municipal Light and Power,AK,2011,2,1943.941,14155.399,24099,9323.098,85290.45,6280,0,0,0,0,0,0,11267.039,99445.849,30379
1651,Bethel Utilities Corp,AK,2011,2,461,958,1658,1121,2416,1014,0,0,0,0,0,0,1582,3374,2672
3522,Chugach Electric Assn Inc,AK,2011,2,6373,48057,69633,5539,49562,9142,410,3714,7,0,0,0,12322,101333,78782
7353,Golden Valley Elec Assn Inc,AK,2011,2,6091.512,28373.485,37614,2596.508,12916.175,6509,11691.683,67481.764,475,0,0,0,20379.703,108771.424,44598
10210,Ketchikan Public Utilities,AK,2011,2,756.689,7536.359,6053,580.737,6158.322,1190,151.239,1897.744,13,0,0,0,1488.665,15592.425,7256
10433,Kodiak Electric Assn Inc,AK,2011,2,571,3322,4685,341,2055,1030,1357,8772,100,0,0,0,2269,14149,5815
10451,Kotzebue Electric Assn Inc,AK,2011,2,311,727,1164,539,1315,131,0,0,0,0,0,0,850,2042,1295
11824,Matanuska Electric Assn Inc,AK,2011,2,5284,38232,52741,2539,21939,3635,0,0,0,0,0,0,7823,60171,56376
19277,TDX North Slope Generating Co,AK,2011,2,0,0,0,1224,6032,75,0,0,0,0,0,0,1224,6032,75
19558,Homer Electric Assn Inc,AK,2011,2,2667.455,15689.507,25290,2187.568,14490.067,3762,546.069,7897.079,25,0,0,0,5401.092,38076.653,29077
88888,Total EPM,AK,2011,2,32472,196269,271798,36828,249756,48225,16792,107325,1121,0,0,0,86092,553350,321144
0,Adjustment 2011,AL,2011,2,92692.78,908316.618,664379,38098.81,372985.447,118651,22634.769,309147.771,-269,0,0,0,153426.359,1590449.836,782761
195,Alabama Power Co,AL,2011,2,161632,1432293,1235851,109541,1044226,197571,88514,1641628,5730,0,0,0,359687,4118147,1439152
4958,Decatur Utilities,AL,2011,2,3130,37752,22519,2135,23329,3937,2802,43766,22,0,0,0,8067,104847,26478
6422,City of Florence - (AL),AL,2011,2,6609.575,70702.986,39812,3333.07,31931.146,7314,967.459,12456.164,764,0,0,0,10910.104,115090.296,47890
9094,City of Huntsville - (AL),AL,2011,2,24429,278141,142825,12408,138225,20079,5903,76266,110,0,0,0,42740,492632,163014
9739,Joe Wheeler Elec Member Corp,AL,2011,2,6979,69886,34621,2477,21561,8153,3203,48639,22,0,0,0,12659,140086,42796
17252,Singing River Elec Pwr Assn,AL,2011,2,55.203,454.285,339,6.549,62.393,22,0,0,0,0,0,0,61.752,516.678,361
18642,Tennessee Valley Authority,AL,2011,2,0,0,0,0,0,0,25636,475205,22,0,0,0,25636,475205,22
88888,Total EPM,AL,2011,2,295528,2797546,2140346,167999,1632320,355727,149660,2607108,6401,0,0,0,613187,7036974,2502474
0,Adjustment 2011,AR,2011,2,40536.819,476278.355,383098,15780.248,197332.888,47604,14554.778,222916.693,7517,2.687,22.955,1,70874.532,896550.891,438220
814,Entergy Arkansas Inc,AR,2011,2,60674.23,803150.91,582730,31585.122,476461.672,89039,27604.29,549858.06,19714,0.912,10.08,1,119864.554,1829480.722,691484
817,Arkansas Valley Elec Coop Corp,AR,2011,2,6280,82357,49251,928,13665,3493,967,20791,14,0,0,0,8175,116813,52758
3093,Carroll Electric Coop Corp - (AR),AR,2011,2,7678,97826,71358,1508,22231,5010,962,18866,23,0,0,0,10148,138923,76391
5860,Empire District Electric Co,AR,2011,2,392.619,4452.825,3585,239.748,2955.811,749,382.728,5925.824,9,0,0,0,1015.095,13334.46,4343
6342,First Electric Coop Corp,AR,2011,2,12281.074,136150.432,80258,2458.266,15029.565,5178,1511.317,31844.835,628,0,0,0,16250.657,183024.832,86064
12681,Mississippi County Electric Co,AR,2011,2,345.519,5855.596,3426,90.461,1465.619,645,11531.51,266359.338,491,0,0,0,11967.49,273680.553,4562
14063,Oklahoma Gas & Electric Co,AR,2011,2,4201,65792,54400,3664,59184,10318,3791,84059,423,0,0,0,11656,209035,65141
17698,Southwestern Electric Power Co,AR,2011,2,7533,102638,95577,6181,97957,17238,5551,113520,636,0,0,0,19265,314115,113451
88888,Total EPM,AR,2011,2,139922,1774501,1323683,62435,886283,179274,66856,1314141,29455,4,33,2,269216,3974957,1532414
0,Adjustment 2011,AZ,2011,2,13798.346,113972.013,171096,13236.562,184231.095,31445,5608.452,92244.231,2607,0,0,0,32643.36,390447.339,205148
176,Ajo Improvement Co,AZ,2011,2,45.46,364,878,30.62,322,163,13.26,118,1,0,0,0,89.34,804,1042
803,Arizona Public Service Co,AZ,2011,2,85921,845661,999573,84302,888025,121737,12041,171939,3754,0,0,0,182264,1905625,1125064
12919,Morenci Water and Electric,AZ,2011,2,143,1302,2033,124,1203,269,5604,123242,2,0,0,0,5871,125747,2304
13314,Navajo Tribal Utility Authorit,AZ,2011,2,1879,20211,28725,2370,20677,3699,967,11727,3,0,0,0,5216,52615,32427
16572,Salt River Project,AZ,2011,2,76415,814929,862408,59946,778025,94810,11772,238648,47,0,0,0,148133,1831602,957265
19189,Trico Electric Cooperative Inc,AZ,2011,2,4243,28996,37894,1462,9994,2021,657,7289,43,0,0,0,6362,46279,39958
19728,"UNS Electric, Inc",AZ,2011,2,6317.566,60030.533,80542,4750.549,42668.02,10622,2772.559,33131.23,24,0,0,0,13840.674,135829.783,91188
21538,"Mohave Electric Cooperative, I",AZ,2011,2,2920.6,21487.5,34851,1760.5,14743.9,3930,523.4,5912.4,26,0,0,0,5204.5,42143.8,38807
24211,Tucson Electric Power Co,AZ,2011,2,21090.688,236692.755,366310,15278.059,153125.8,35980,14613.519,228149.185,634,0,0,0,50982.266,617967.74,402924
25866,Ak-Chin Electric Utility Auth,AZ,2011,2,18.541,216,287,116.915,1452,90,2.134,30,21,0,0,0,137.59,1698,398
88888,Total EPM,AZ,2011,2,212792,2143862,2584597,183377,2094467,304766,54574,912430,7162,0,0,0,450744,5150759,2896525
0,Adjustment 2011,CA,2011,2,22758.802,368125.33,687909,128549.316,1747023.936,122039,119332.47,1529804.545,5136,1919.62,27569.885,-5,272560.208,3672523.696,815079
4390,City of Corona,CA,2011,2,29.258,194.001,440,390.502,3265.835,355,225.391,2247.12,8,0,0,0,645.151,5706.956,803
9216,Imperial Irrigation District,CA,2011,2,10796,80940,126190,14141,111301,20343,776,4342,824,0,0,0,25713,196583,147357
11208,Los Angeles Department of Water & Power,CA,2011,2,81339.621,644384.98,1261965,132842.015,1091190.122,184967,21033.785,194641.897,12455,1304.344,11249.308,2,236519.765,1941466.307,1459389
12745,Modesto Irrigation District,CA,2011,2,10432.454,64704.109,93354,7688.184,59129.607,19363,5099.238,56465.757,157,0,0,0,23219.876,180299.473,112874
14328,Pacific Gas & Electric Co,CA,2011,2,355063.656,2353936.1,4111861,297016.006,2346253.355,578976,71265.337,745605.545,979,0,0,0,723344.999,5445795,4691816
14354,PacifiCorp,CA,2011,2,5152.339,38604.58,35357,3096.2,25178.986,7738,518.089,5389.323,1964,0,0,0,8766.628,69172.889,45059
14534,City of Pasadena - (CA),CA,2011,2,3723.965,24631.812,55338,8279.447,61333.852,8668,0,0,0,101.404,752.722,1,12104.816,86718.386,64007
16534,Sacramento Municipal Util Dist,CA,2011,2,40558.249,344612.763,529572,6823.405,52561.254,55603,38763.345,367806.836,12798,236.814,2450.1,1,86381.813,767430.953,597974
16609,San Diego Gas & Electric Co,CA,2011,2,108019.616,627075.95,1232563,80498.991,536641.341,149144,19636.907,156405.228,485,592.116,8260,4,208747.63,1328382.519,1382196
16612,City & County of San Francisco,CA,2011,2,0,0,0,5218.76,66993.67,1964,23.83,431.75,1,306.55,8182.78,1,5549.14,75608.2,1966
17609,Southern California Edison Co,CA,2011,2,299561,1975245,4281866,355383,2677937,576219,58482,551860,33519,577,5125,8,714003,5210167,4891612
17612,Bear Valley Electric Service,CA,2011,2,1851.978,6279.927,21750,808.159,3030.516,1520,829.375,4548.157,9,0,0,0,3489.512,13858.6,23279
18260,Surprise Valley Electrificatio,CA,2011,2,261.819,3902.607,2828,60.675,857.798,852,26.681,276.611,758,0,0,0,349.175,5037.016,4438
19281,Turlock Irrigation District,CA,2011,2,7524,54560,71718,2516,23195,23903,6041,62027,3626,0,0,0,16081,139782,99247
19840,"Valley Electric Assn, Inc",CA,2011,2,1.57,12.371,12,0.114,0.501,2,0.521,5.768,30,0,0,0,2.205,18.64,44
27000,WAPA - Rocky Mountain Region,CA,2011,2,.,.,.,.,.,.,.,.,.,13.138,100,1,13.138,100,1
88888,Total EPM,CA,2011,2,947074,6587210,12512723,1043312,8805894,1751656,342054,3681858,72749,5051,63690,13,2337491,19138651,14337141
0,Adjustment 2011,CO,2011,2,32566.119,303493.562,418285,23110.243,258339.32,67638,21864.461,314090.846,8982,0,2.948,0,77540.823,875926.676,494905
3989,City of Colorado Springs - (CO),CO,2011,2,12767.211,124276.684,186619,6188.936,88806.579,23369,9868.482,153818.486,1544,0,0,0,28824.629,366901.749,211532
6604,City of Fort Collins - (CO),CO,2011,2,3801.521,45277.592,57828,2742.326,41331.637,7432,1795.712,36111.34,16,0,0,0,8339.559,122720.569,65276
9336,Intermountain Rural Elec Assn,CO,2011,2,14939,126528,128060,5053,44999,11826,993,11713,78,0,0,0,20985,183240,139964
10066,K C Electric Association,CO,2011,2,463,3971,3215,602,5334,2282,17,203,719,0,0,0,1082,9508,6216
12866,Moon Lake Electric Assn Inc,CO,2011,2,121,2102,1518,190,2585,726,2406,35558,11,0,0,0,2717,40245,2255
15257,"Poudre Valley R  E  A, Inc",CO,2011,2,3827,37862,30768,555,5263,3592,3516,49592,975,0,0,0,7898,92717,35335
15466,Public Service Co of Colorado,CO,2011,2,73043,725050,1161257,85438,970962,208863,30304,485739,325,432,4371,1,189217,2186122,1370446
16603,"San Luis Valley R E C, Inc",CO,2011,2,1016,7493,8656,352,2962,938,58,648,2614,0,0,0,1426,11103,12208
19499,"United Power, Inc",CO,2011,2,6125.986,52767.855,58533,3922.923,39328.328,8422,1327.704,16114.354,643,0,0,0,11376.613,108210.537,67598
27058,"High West Energy, Inc",CO,2011,2,75,712,609,28,280,19,8.63,64.44,217,0,0,0,111.63,1056.44,845
56146,Black Hills/Colorado Elec.Util,CO,2011,2,6546.403,53598.66,81865,6333.834,66695.49,11654,2647.485,28510.47,66,0,0,0,15527.722,148804.62,93585
88888,Total EPM,CO,2011,2,155291,1483132,2137213,134516,1526886,346761,74806,1132163,16190,432,4374,1,365046,4146556,2500165
0,Adjustment 2011,CT,2011,2,165312.346,963571.626,1224856,148834.253,944996.549,128127,33522.694,248405.248,4281,1390.792,15817.098,6,349060.085,2172790.521,1357270
7716,Groton Dept of Utilities,CT,2011,2,1649.724,10766.013,11203,1327.202,9092.056,1553,1985.082,16978.91,16,0,0,0,4962.008,36836.979,12772
19497,United Illuminating Co,CT,2011,2,21695,97343,163881,5715,32937,13553,472,3059,349,0,0,0,27882,133339,177783
20038,Town of Wallingford - (CT),CT,2011,2,2311.271,18444.611,21257,2261.816,18497.32,3698,1185.934,11018.663,23,0,0,0,5759.021,47960.594,24978
88888,Total EPM,CT,2011,2,190968,1090125,1421197,158138,1005523,146931,37166,279462,4669,1391,15817,6,387663,2390927,1572803
0,Adjustment 2011,DC,2011,2,1411.938,10883.304,10211,73042.598,554623.536,8135,1195.251,16952.728,1,2397.987,21971.983,1,78047.774,604431.551,18348
15270,Potomac Electric Power Co,DC,2011,2,22088.954,161411.771,219864,13797.553,91089.508,18331,0,0,0,0,0,0,35886.507,252501.279,238195
88888,Total EPM,DC,2011,2,23501,172295,230075,86840,645713,26466,1195,16953,1,2398,21972,1,113934,856933,256543
0,Adjustment 2011,DE,2011,2,4368.286,31643.528,33388,21504.54,215718.072,10726,11385.071,125198.365,1028,0,0,0,37257.897,372559.965,45142
5027,Delmarva Power,DE,2011,2,38445.84,279189.332,260013,10474.003,80498.342,26341,2325.059,33275.224,119,0,0,0,51244.902,392962.898,286473
5070,Delaware Electric Cooperative,DE,2011,2,11129,109046,74369,1836,18677,8204,0,0,0,0,0,0,12965,127723,82573
5335,City of Dover - (DE),DE,2011,2,2737,18536,19760,2920,19778,3360,2482,22009,42,0,0,0,8139,60323,23162
13519,City of Newark - (DE),DE,2011,2,1467,8932,10425,941,6158,1397,2407,17735,53,0,0,0,4815,32825,11875
88888,Total EPM,DE,2011,2,58147,447347,397955,37676,340829,50028,18599,198218,1242,0,0,0,114422,986394,449225
0,Adjustment 2011,FL,2011,2,227373.602,2032792.812,1728578,110993.349,1051919.541,251509,28236.245,303101.056,3946,0.796,13.564,0,366603.992,3387826.973,1984033
6452,Florida Power & Light Co,FL,2011,2,363540,3488609,4008659,298336,3191188,507754,17799,242727,8862,566,6092,1,680241,6928616,4525276
6455,Progress Energy Florida Inc,FL,2011,2,180283,1414735,1453415,104967,1051950,187149,23005,265854,2485,0,0,0,308255,2732539,1643049
6457,Florida Public Utilities Co,FL,2011,2,4420,29925,23567,3116,24452,7377,622,5230,2,0,0,0,8158,59607,30946
7801,Gulf Power Co,FL,2011,2,49538,404077,377263,29409,266629,53834,11529,129763,273,0,0,0,90476,800469,431370
9617,JEA,FL,2011,2,48973.177,386886.717,369327,30029.938,264246.395,49854,17243.941,197439.381,217,30.36,296.873,1,96277.416,848869.366,419399
18454,Tampa Electric Co,FL,2011,2,70596.95,620101.251,594720,61549.796,594206.231,78113,12414.312,137747.015,1476,4.556,42,1,144565.614,1352096.497,674310
88888,Total EPM,FL,2011,2,944725,8377127,8555529,638401,6444591,1135590,110849,1281861,17261,602,6444,3,1694577,16110024,9708383
0,Adjustment 2011,GA,2011,2,211078.732,2209390.261,1627368,73457.99,769746.791,201651,35503.645,539502.777,7422,0.002,0.04,0,320040.369,3518639.869,1836441
3408,City of Chattanooga - (TN),GA,2011,2,1565,16854,9602,466,4610,1165,40,410,1,0,0,0,2071,21874,10768
3916,Cobb Electric Membership Corp,GA,2011,2,19438,177301,174869,9382,91044,20782,1475,20898,64,0,0,0,30295,289243,195715
7140,Georgia Power Co,GA,2011,2,209782.742,2043033.392,2052932,230236.709,2419262.027,303184,113534.214,1826227.28,8115,1227.765,16632.063,1,554781.43,6305154.762,2364232
9601,Jackson Electric Member Corp - (GA),GA,2011,2,22221,277157,185402,10421,109227,19979,2780,45012,106,0,0,0,35422,431396,205487
88888,Total EPM,GA,2011,2,464085,4723736,4050173,323964,3393890,546761,153333,2432050,15708,1228,16632,1,942610,10566308,4612643
0,Adjustment 2011,HI,2011,2,0.067,0.025,360,0.096,0.06,-202,-0.049,7.679,8,0,0,0,0.114,7.764,166
8287,Hawaii Electric Light Co Inc,HI,2011,2,12739,33108,67765,12794,33900,12701,5606,17504,66,0,0,0,31139,84512,80532
10071,Kauai Island Utility Cooperative,HI,2011,2,5147.065,12608.499,27933,3648.665,8977.47,4529,4481.221,12112.757,128,0,0,0,13276.951,33698.726,32590
11843,Maui Electric Co Ltd,HI,2011,2,10784.2,32659.4,57924,9811.7,28997.4,9737,8866.2,29326.7,138,0,0,0,29462.1,90983.5,67799
19547,Hawaiian Electric Co Inc,HI,2011,2,40308.551,143857.554,262428,49227.935,193498.044,33276,51230.514,223888.386,345,0,0,0,140767,561243.984,296049
88888,Total EPM,HI,2011,2,68979,222233,416410,75482,265373,60041,70184,282840,685,0,0,0,214645,770446,477136
0,Adjustment 2011,IA,2011,2,46563.467,468392.337,368165,22250.34,273873.778,56283,18129.922,285985.39,2570,0,0,0,86943.729,1028251.505,427018
471,Amana Society Service Co,IA,2011,2,73,560,709,73,620,181,381,4521,1,0,0,0,527,5701,891
9417,Interstate Power and Light Co,IA,2011,2,39030,314755,407910,26512,294243,73324,30774,525515,2664,0,0,0,96316,1134513,483898
12341,MidAmerican Energy Co,IA,2011,2,35847.921,480811.563,550190,24334.6,408562.773,88404,25219.485,648253.309,1381,0,0,0,85402.006,1537627.645,639975
88888,Total EPM,IA,2011,2,121514,1264519,1326974,73170,977300,218192,74504,1464275,6616,0,0,0,269189,3706093,1551782
0,Adjustment 2011,ID,2011,2,6444.265,85754.314,59771,2284.42,36425.073,7749,1266.995,34464.863,1550,0,0,0,9995.68,156644.25,69070
9187,City of Idaho Falls - (ID),ID,2011,2,2151,35287,22367,1684,27531,3677,341,6858,7,0,0,0,4176,69676,26051
9191,Idaho Power Co,ID,2011,2,34821.525,459470.241,395539,17212.671,296792.792,61285,9591.795,228843.772,16985,0,0,0,61625.991,985106.805,473809
10454,Kootenai Electric Cooperative,ID,2011,2,2479.956,32529.761,20316,674.864,9779.313,1674,92.749,2473.32,45,0,0,0,3247.569,44782.394,22035
11273,Lower Valley Energy Inc,ID,2011,2,90,1647,1259,13,237,315,140,3677,40,0,0,0,243,5561,1614
12692,"Missoula Electric Coop, Inc",ID,2011,2,5.135,52.577,36,6.553,78.75,19,0,0,0,0,0,0,11.688,131.327,55
14354,PacifiCorp,ID,2011,2,5932.23,71271.704,57161,3174.877,43856.42,8782,6858.761,152482.825,5518,0,0,0,15965.868,267610.949,71461
16565,Salmon River Electric Coop Inc,ID,2011,2,262,3645,2133,121,1899,427,565,17230,2,0,0,0,948,22774,2562
20169,Avista Corp,ID,2011,2,10727.924,119168.119,105908,7808.204,88643.446,16746,5520.129,98337.383,482,0,0,0,24056.257,306148.948,123136
22814,Raft Rural Elec Coop Inc,ID,2011,2,167,2407,1247,136,2683,297,164,28,881,0,0,0,467,5118,2425
88888,Total EPM,ID,2011,2,63081,811233,665737,33116,507926,100971,24540,544395,25510,0,0,0,120737,1863554,792218
0,Adjustment 2011,IL,2011,2,60028.6,570149.945,510636,209224.454,2615638.514,153511,211384.107,3236739.277,5015,3109.488,47016.066,2,483746.649,6469543.802,669164
4110,Commonwealth Edison Co,IL,2011,2,271713.629,2194450.564,3446453,107216.415,1032210.327,304022,5845.742,75784.314,130,0,0,0,384775.786,3302445.205,3750605
12341,MidAmerican Energy Co,IL,2011,2,3829.791,54763.787,75527,2807.273,50747.719,9201,1971.55,56029.962,103,0,0,0,8608.614,161541.468,84831
13032,Mt Carmel Public Utility Co,IL,2011,2,627,4728,4527,180,1302,848,322,2793,99,0,0,0,1129,8823,5474
56697,Ameren Illinois Company,IL,2011,2,108570,1151479,1063020,32766,376190,115197,5107,121952,459,136,2125,1,146579,1651746,1178677
88888,Total EPM,IL,2011,2,444769,3975571,5100163,352194,4076089,582779,224630,3493299,5806,3245,49141,3,1024839,11594099,5688751
0,Adjustment 2011,IN,2011,2,91540.656,912101.849,724775,28428.18,319474.583,67951,39363.384,612242.75,3802,-0.025,-0.097,0,159332.195,1843819.085,796528
261,AGC Division of APG Inc,IN,2011,2,0,0,0,0,0,0,13111.635,353600,1,0,0,0,13111.635,353600,1
9273,Indianapolis Power & Light Co,IN,2011,2,38002.535,490281.335,417162,15132.502,165659.266,47840,34233.408,498574.675,4680,0,0,0,87368.445,1154515.276,469682
9324,Indiana Michigan Power Co,IN,2011,2,32715.401,403677.483,389652,20907.273,300040.167,52011,25679.031,489220.042,3819,0,0,0,79301.705,1192937.692,445482
13756,Northern Indiana Pub Serv Co,IN,2011,2,30944,268458,400529,30779,302629,54566,50535,770935,2430,198,2009,1,112456,1344031,457526
15470,Duke Energy Indiana Inc,IN,2011,2,83519,890975,686160,52457,632779,101350,50533,803675,2776,0,0,0,186509,2327429,790286
17633,Southern Indiana Gas & Elec Co,IN,2011,2,14272.014,114880.243,127959,11021.884,95269.489,18339,16057.75,209409.544,111,0,0,0,41351.648,419559.276,146409
88888,Total EPM,IN,2011,2,290994,3080374,2746237,158726,1815852,342057,229513,3737657,17619,198,2009,1,679431,8635891,3105914
0,Adjustment 2011,KS,2011,2,33089.348,295290.838,302041,22785.955,226311.991,89083,15790.542,218182.119,11004,0,0,0,71665.845,739784.948,402128
3892,City of Coffeyville,KS,2011,2,467.096,5116.424,5248,647.334,6823.711,1022,2549.556,45326.8,10,0,0,0,3663.986,57266.935,6280
5860,Empire District Electric Co,KS,2011,2,1354.406,13679.262,8567,611.289,5655.786,1379,388.533,5092.105,50,0,0,0,2354.228,24427.153,9996
9996,City of Kansas City - (KS),KS,2011,2,5618,51562,56451,7235,78312,7093,3511,56311,96,0,0,0,16364,186185,63640
10000,Kansas City Power & Light Co,KS,2011,2,20959.968,234031.887,212255,18783.488,249472.796,26873,1872.658,25977.164,993,0,0,0,41616.114,509481.847,240121
10005,Kansas Gas & Electric Co,KS,2011,2,23253.482,254379.073,279803,17224.399,222910.769,35238,15947.213,283279.599,3623,0,0,0,56425.094,760569.441,318664
12524,Midwest Energy Inc,KS,2011,2,2917.304,28120.496,29807,3104.052,30172.314,12667,3902.992,48914.59,6320,0,0,0,9924.348,107207.4,48794
22500,Westar Energy Inc,KS,2011,2,26207.087,287698.72,319456,27036.186,352018.62,48542,11399.917,175032.735,1270,0,0,0,64643.19,814750.075,369268
88888,Total EPM,KS,2011,2,113867,1169879,1213628,97428,1171678,221897,55362,858116,23366,0,0,0,266657,3199673,1458891
0,Adjustment 2011,KY,2011,2,86205.013,937581.981,699024,27541.372,302891.82,79747,32071.112,497338.933,2218,0,0,0,145817.497,1737812.734,780989
5748,Electric Energy Inc,KY,2011,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9964,Kenergy Corp,KY,2011,2,4992,70480,45331,1490,21277,9858,24799,614199,34,0,0,0,31281,705956,55223
10171,Kentucky Utilities Co,KY,2011,2,43167,561661,422399,34734,444035,86004,28226,514893,2120,0,0,0,106127,1520589,510523
11249,Louisville Gas & Electric Co,KY,2011,2,25670,296142,347916,29543,369099,45423,11051,181737,418,0,0,0,66264,846978,393757
14724,Pennyrile Rural Electric Coop,KY,2011,2,6143,60838,37398,2310,20237,9347,1843,23472,34,0,0,0,10296,104547,46779
17564,South Kentucky Rural E C C,KY,2011,2,10233.637,107572.555,60810,987.998,8845.705,5047,2530.777,31633.025,544,0,0,0,13752.412,148051.285,66401
18642,Tennessee Valley Authority,KY,2011,2,0,0,0,0,0,0,60360,1354362,21,0,0,0,60360,1354362,21
19446,Duke Energy Kentucky,KY,2011,2,11717,127465,120883,11466,134276,14874,4433,61194,386,0,0,0,27616,322935,136143
20130,Warren Rural Elec Coop Corp,KY,2011,2,9214,96465,49721,3085,28250,10319,3596,46161,45,0,0,0,15895,170876,60085
22053,Kentucky Power Co,KY,2011,2,20715.693,222244.657,142735,10255.732,104344.418,30184,16535.044,267639.244,1411,0,0,0,47506.469,594228.319,174330
49998,City of Berea Municipal Utility,KY,2011,2,631,8760,4404,214,2932,660,245,3757,52,0,0,0,1090,15449,5116
88888,Total EPM,KY,2011,2,218688,2489210,1930621,121627,1436188,291463,185690,3596386,7283,0,0,0,526005,7521784,2229367
0,Adjustment 2011,LA,2011,2,54324.525,736428.57,488244,22713.861,292907.108,62622,6186.394,93344.251,2696,0.002,0.016,-22,83224.782,1122679.945,553540
3265,Cleco Power LLC,LA,2011,2,39365,354314,235911,25147,214605,39806,13854,183323,607,0,0,0,78366,752242,276324
11241,Entergy Louisiana Inc,LA,2011,2,61141.082,792361.983,579209,41618.715,503965.655,81181,60542.919,1271972.372,6894,0,0,0,163302.716,2568300.01,667284
13478,Entergy New Orleans Inc,LA,2011,2,14436.328,164920.812,139730,15638.65,197077.809,15306,2323.758,38053.018,2200,67.064,763.236,23,32465.8,400814.875,157259
17698,Southwestern Electric Power Co,LA,2011,2,19334,263659,199389,12790,184359,24484,4656,81017,2081,0,0,0,36780,529035,225954
55936,Entergy Gulf States - LA LLC,LA,2011,2,38504.008,445728.595,327127,33462.258,420832.73,51422,39409.792,773573.588,3250,0,0,0,111376.058,1640134.913,381799
88888,Total EPM,LA,2011,2,227105,2757413,1969610,151370,1813747,274821,126973,2441283,17728,67,763,1,505515,7013207,2262160
0,Adjustment 2011,MA,2011,2,61953.031,452781.028,597030,129009.441,935359.331,135133,151316.783,1165137.126,12082,2365.751,32476.997,2,344645.006,2585754.482,744247
6374,Fitchburg Gas & Elec Light Co,MA,2011,2,2930,16562,24579,1080,5754,3679,57,293,4,0,0,0,4067,22609,28262
8774,City of Holyoke - (MA),MA,2011,2,1190,9837,14541,1964,16404,2667,401,4500,57,0,0,0,3555,30741,17265
11804,Massachusetts Electric Co,MA,2011,2,95340,701998,1048190,30566,232422,117892,3901,32762,2854,0,0,0,129807,967182,1168936
13206,Nantucket Electric Co,MA,2011,2,1104.26,6886.429,11120,284.395,1688.723,1282,0.047,0.17,2,0,0,0,1388.702,8575.322,12404
15748,Town of Reading - (MA),MA,2011,2,2891,21554,25664,324,2563,546,3660,31895,2860,0,0,0,6875,56012,29070
20455,Western Massachusetts Elec Co,MA,2011,2,18725.921,132015.456,176635,5010.574,35258.01,18068,529.774,4074.387,707,0,0,0,24266.269,171347.853,195410
54913,NSTAR Electric Company,MA,2011,2,81245,506139,791472,30589,206713,107917,13752,100728,2330,0,0,0,125586,813580,901719
88888,Total EPM,MA,2011,2,265379,1847773,2689231,198827,1436162,387184,173618,1339390,20896,2366,32477,2,640190,4655802,3097313
0,Adjustment 2011,MD,2011,2,79691.318,631271.567,508506,208653.471,1790327.879,104906,26444.386,291330.705,3670,3765.149,40376.72,5,318554.324,2753306.871,617087
84,A & N Electric Coop,MD,2011,2,28.005,242.438,278,6.135,49.119,49,0,0,0,0,0,0,34.14,291.557,327
1167,Baltimore Gas & Electric Co,MD,2011,2,122193,862676,916041,35357,290616,71749,2108,19752,3269,0,0,0,159658,1173044,991059
5027,Delmarva Power,MD,2011,2,28267.091,207430.726,159930,5526.04,48686.498,18714,134.59,1441.513,127,0,0,0,33927.721,257558.737,178771
15263,The Potomac Edison Company,MD,2011,2,36722.05,319809.74,208937,8021.701,62425.672,20782,3053.391,26059.876,1836,0,0,0,47797.142,408295.288,231555
15270,Potomac Electric Power Co,MD,2011,2,62669.786,439408.338,415958,13346.639,121295.257,28675,205.489,2110.09,4,0,0,0,76221.914,562813.685,444637
88888,Total EPM,MD,2011,2,329571,2460839,2209650,270911,2313400,244875,31946,340694,8906,3765,40377,5,636193,5155310,2463436
0,Adjustment 2011,ME,2011,2,58564.638,370605.643,698754,38922.96,304827.013,88028,21255.079,224925.221,2825,0,0,0,118742.677,900357.877,789607
3266,Central Maine Power Co,ME,2011,2,0.787,5.041,28,3,23,6,0,0,0,0,0,0,3.787,28.041,34
11477,Town of Madison - (ME),ME,2011,2,244.622,1712.907,2221,60.039,395.722,255,69.896,502.326,17,0,0,0,374.557,2610.955,2493
88888,Total EPM,ME,2011,2,58810,372324,701003,38986,305246,88289,21325,225428,2842,0,0,0,119121,902997,792134
0,Adjustment 2011,MI,2011,2,40365.197,319796.758,368931,51791.13,567739.337,56427,38608.041,554285.083,1770,0.21,24.881,0,130764.578,1441846.059,427128
392,Alpena Power Co,MI,2011,2,1029,7525,13714,1001,8248,3930,469,6896,3,0,0,0,2499,22669,17647
3828,Cloverland Electric Co-op,MI,2011,2,3094.177,28069.897,36250,2572.918,24482.354,5865,1236.229,15910.083,5,0,0,0,6903.324,68462.334,42120
4254,Consumers Energy Co,MI,2011,2,122733,1000361,1581361,90961,851049,209412,59628,781731,8516,0,0,0,273322,2633141,1799289
5107,City of Detroit,MI,2011,2,4.38,43.1,117,4760,47387,105,0,0,0,48.4,516,1,4812.78,47946.1,223
5109,Detroit Edison Co,MI,2011,2,165864,1250827,1926372,137597,1336797,196662,42948,584457,822,0,0,0,346409,3172081,2123856
