UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MWh),RES_CONS ,COM_REV (Thousand $),COM_SALES (MWh),COM_CONS,IND_REV (Thousand $),IND_SALES (MWh),IND_CONS,TRA_REV (Thousand $),TRA_SALES (MWh),TRA_CONS,TOT_REV (Thousand $),TOT_SALES (MWh),TOT_CONS
176,Ajo Improvement Co,AZ,2011,1,50.4,411,876,30.58,325,164,10.68,95,1,0,0,0,91.66,831,1041
803,Arizona Public Service Co,AZ,2011,1,102109,1008368,999350,86315,937344,121791,12112,163788,3765,0,0,0,200536,2109500,1124906
12919,Morenci Water and Electric,AZ,2011,1,159,1456,2053,133,1295,272,6275,132169,2,0,0,0,6567,134920,2327
13314,Navajo Tribal Utility Authorit,AZ,2011,1,1705,21052,25878,2015,20211,3202,1124,12612,3,0,0,0,4844,53875,29083
16572,Salt River Project,AZ,2011,1,81825,887013,860191,62035,816349,94671,12801,262953,47,0,0,0,156661,1966315,954909
19189,Trico Electric Cooperative Inc,AZ,2011,1,4628,30380,37859,1475,9748,2019,628,7029,42,0,0,0,6731,47157,39920
19728,"UNS Electric, Inc",AZ,2011,1,7334.061,70506.656,80425,4663.939,44147.887,10604,3054.861,38748.52,24,0,0,0,15052.861,153403.063,91053
21538,"Mohave Electric Cooperative, I",AZ,2011,1,3274.9,24945.5,34779,1788.5,15493.8,3938,474.3,5860.9,26,0,0,0,5537.7,46300.2,38743
24211,Tucson Electric Power Co,AZ,2011,1,25902.014,291423.244,366165,14712.925,147781.711,35958,15490.439,258710.216,635,0,0,0,56105.378,697915.171,402758
25866,Ak-Chin Electric Utility Auth,AZ,2011,1,20.407,241,287,122.995,1580,87,2.235,33,21,0,0,0,145.637,1854,395
88888,Total EPM,AZ,2011,1,242176,2461210,2578691,186925,2185793,303722,57696,979179,7153,0,0,0,486797,5626181,2889566
0,Adjustment 2011,CA,2011,1,16735.106,413533.295,687047,133128.227,1815596.899,119684,121636.359,1581796.665,4989,2127.177,29849.223,-6,273626.869,3840776.082,811714
4390,City of Corona,CA,2011,1,43.599,253.278,436,406.832,3424.759,358,228.95,2330.06,8,0,0,0,679.381,6008.097,802
9216,Imperial Irrigation District,CA,2011,1,12683,95660,126187,15034,118658,20281,851,4847,884,0,0,0,28568,219165,147352
11208,Los Angeles Department of Water & Power,CA,2011,1,81056.702,639860.578,1261402,136431.932,1119575.639,184736,20021.49,185471.133,12445,1565.663,13336.757,2,239075.787,1958244.107,1458585
12745,Modesto Irrigation District,CA,2011,1,11651.672,77614.686,93587,7573.514,62193.922,19315,4476.589,51485.551,156,0,0,0,23701.775,191294.159,113058
14328,Pacific Gas & Electric Co,CA,2011,1,421686.247,2682343.835,4170039,306110.191,2477726.685,603754,72156.562,758027.48,991,0,0,0,799953,5918098,4774784
14354,PacifiCorp,CA,2011,1,5374.48,43323.049,35364,2463.567,20718.904,7750,378.539,4632.604,1967,0,0,0,8216.586,68674.557,45081
14534,City of Pasadena - (CA),CA,2011,1,4411.405,30040.961,55346,8722.25,64595.578,8667,0,0,0,101.855,761.059,1,13235.51,95397.598,64014
16534,Sacramento Municipal Util Dist,CA,2011,1,53982.728,444015.063,529289,7366.768,58579.01,55570,39859.367,392198.313,12790,283.121,3031.2,1,101491.984,897823.586,597650
16609,San Diego Gas & Electric Co,CA,2011,1,127802.603,723046.896,1232374,87659.37,578205.339,149445,22297.206,172915.763,502,638.717,8260,4,238397.896,1482427.998,1382325
16612,City & County of San Francisco,CA,2011,1,0,0,0,5541.82,71359.09,1963,28.38,489.79,1,338.42,9018.21,1,5908.62,80867.09,1965
17609,Southern California Edison Co,CA,2011,1,442520,2577853,4279622,355164,2931702,577558,53091,565428,33564,611,5537,9,851386,6080520,4890753
17612,Bear Valley Electric Service,CA,2011,1,2364.347,9374.838,21734,1228.602,4001.692,1519,315.4,1650.325,9,0,0,0,3908.349,15026.855,23262
18260,Surprise Valley Electrificatio,CA,2011,1,302.448,4588.217,2826,73.236,1072.853,850,27.132,280.826,759,0,0,0,402.816,5941.896,4435
19281,Turlock Irrigation District,CA,2011,1,8522,62205,71668,2533,23137,23924,6043,63884,3468,0,0,0,17098,149226,99060
19840,"Valley Electric Assn, Inc",CA,2011,1,1.472,11.48,12,0.118,0.544,2,0.272,3.011,30,0,0,0,1.862,15.035,44
27000,WAPA - Rocky Mountain Region,CA,2011,1,.,.,.,.,.,.,.,.,.,21.039,659,1,21.039,659,1
88888,Total EPM,CA,2011,1,1189138,7803724,12566933,1069437,9350548,1775376,341411,3785441,72563,5687,70452,13,2605673,21010165,14414885
0,Adjustment 2011,CO,2011,1,35739.933,333874.673,417663,23766.472,268098.585,67431,22222.638,330215.331,8924,0,3,0,81729.043,932191.589,494018
3989,City of Colorado Springs - (CO),CO,2011,1,14561.765,142358.417,186542,6546.099,94750.469,23417,10448.242,163041.697,1534,0,0,0,31556.106,400150.583,211493
6604,City of Fort Collins - (CO),CO,2011,1,3935.063,48185.933,58067,2587.487,40218.496,7464,1621.131,35517.95,16,0,0,0,8143.681,123922.379,65547
9336,Intermountain Rural Elec Assn,CO,2011,1,16506,139942,128027,5204,46918,11488,1041,12656,78,0,0,0,22751,199516,139593
10066,K C Electric Association,CO,2011,1,452,3839,3216,609,5535,2278,8,105,718,0,0,0,1069,9479,6212
12866,Moon Lake Electric Assn Inc,CO,2011,1,103,1674,1516,191,2684,726,1905,30278,11,0,0,0,2199,34636,2253
15257,"Poudre Valley R  E  A, Inc",CO,2011,1,4056,40435,30747,559,5318,3587,3873,53796,974,0,0,0,8488,99549,35308
15466,Public Service Co of Colorado,CO,2011,1,84163,851390,1160474,85864,1064364,209023,28975,523794,323,397,4448,1,199399,2443996,1369821
16603,"San Luis Valley R E C, Inc",CO,2011,1,1026,7558,8656,366,3063,937,55,615,2616,0,0,0,1447,11236,12209
19499,"United Power, Inc",CO,2011,1,6726.802,59509.75,58459,3920.992,40445.736,8430,1354.39,16340.791,650,0,0,0,12002.184,116296.277,67539
27058,"High West Energy, Inc",CO,2011,1,65,599,609,29,267,19,124,527,213,0,0,0,218,1393,841
56146,Black Hills/Colorado Elec.Util,CO,2011,1,8075.868,62356.35,81814,7259.536,69072.43,11696,2595.019,30998.52,67,0,0,0,17930.423,162427.3,93577
88888,Total EPM,CO,2011,1,175410,1691722,2135790,136903,1640735,346496,74222,1197885,16124,397,4451,1,386932,4534793,2498411
0,Adjustment 2011,CT,2011,1,101149.864,562752.091,551018,143120.731,888825.615,72663,31136.08,218633.747,2499,487.081,4269.987,3,275893.756,1674481.44,626183
4176,Connecticut Light & Power Co,CT,2011,1,115086.04,655907.866,709367,26229.738,163469.009,58631,2996.257,21193.517,1930,1451.103,13319.835,1,145763.138,853890.227,769929
7716,Groton Dept of Utilities,CT,2011,1,1895,12511,11168,1472,10480,1541,2031,17495,16,0,0,0,5398,40486,12725
19497,United Illuminating Co,CT,2011,1,26033,117106,166622,6413,34484,13760,509,3284,343,0,0,0,32955,154874,180725
20038,Town of Wallingford - (CT),CT,2011,1,2959.751,23863.329,20995,2612.491,21102.764,3640,1280.438,11611.041,22,0,0,0,6852.68,56577.134,24657
88888,Total EPM,CT,2011,1,247124,1372140,1459170,179848,1118361,150235,37953,272217,4810,1938,17590,4,466863,2780309,1614219
0,Adjustment 2011,DC,2011,1,1751.888,13559.456,10114,81436.713,630039.28,8039,1449.774,19394.573,1,3007.259,25048.868,1,87645.634,688042.177,18155
15270,Potomac Electric Power Co,DC,2011,1,29578.617,216425.586,219644,16558.166,114124.008,18402,0,0,0,0,0,0,46136.783,330549.594,238046
88888,Total EPM,DC,2011,1,31331,229985,229758,97995,744163,26441,1450,19395,1,3007,25049,1,133782,1018592,256201
0,Adjustment 2011,DE,2011,1,5033.843,36566.62,33021,23568.812,237863.046,10583,12175.591,129574.943,1023,0,0,0,40778.246,404004.609,44627
5027,Delmarva Power,DE,2011,1,45569.542,335103.983,260294,11566.742,90698.196,26480,3104.53,35675.391,121,0,0,0,60240.814,461477.57,286895
5070,Delaware Electric Cooperative,DE,2011,1,12436,122051,74350,1967,19958,8209,0,0,0,0,0,0,14403,142009,82559
5335,City of Dover - (DE),DE,2011,1,2930,19909,19743,2898,19493,3367,2444,21366,42,0,0,0,8272,60768,23152
13519,City of Newark - (DE),DE,2011,1,1321,8047,10398,857,5541,1370,2174,15861,53,0,0,0,4352,29449,11821
88888,Total EPM,DE,2011,1,67290,521678,397806,40858,373553,50009,19898,202477,1239,0,0,0,128046,1097708,449054
0,Adjustment 2011,FL,2011,1,260237.553,2316824.088,1728138,118724.495,1146200.675,251708,30312.33,334058.416,4017,0.875,15.598,0,409275.253,3797098.777,1983863
6452,Florida Power & Light Co,FL,2011,1,478031,4535157,4006608,315669,3430516,507392,18035,247596,8885,622,6998,1,812357,8220267,4522886
6455,Progress Energy Florida Inc,FL,2011,1,222873,1739591,1375237,112853,1145476,181561,22914,262021,2395,0,0,0,358640,3147088,1559193
6457,Florida Public Utilities Co,FL,2011,1,5476,37423,23581,3494,26771,7374,658,6150,2,0,0,0,9628,70344,30957
7801,Gulf Power Co,FL,2011,1,61854,508600,376776,30843,281247,53824,10402,114954,272,0,0,0,103099,904801,430872
9617,JEA,FL,2011,1,70747.011,567879.489,369218,34709.544,308310.159,49779,18572.595,206300.931,217,31.604,312.95,1,124060.754,1082803.529,419215
18454,Tampa Electric Co,FL,2011,1,94774.431,829969.671,593639,64244.443,627793.748,78039,14184.827,162472.884,1460,5.139,44.8,1,173208.84,1620281.103,673139
88888,Total EPM,FL,2011,1,1193993,10535444,8473197,680537,6966315,1129677,115079,1333553,17248,660,7371,3,1990269,18842683,9620125
0,Adjustment 2011,GA,2011,1,241519.211,2516775.602,1626951,78576.978,838801.075,201813,38115.706,594683.007,7549,0.002,0.037,0,358211.897,3950259.721,1836313
3408,City of Chattanooga - (TN),GA,2011,1,1908,20435,9490,463,4363,1171,34,296,1,0,0,0,2405,25094,10662
3916,Cobb Electric Membership Corp,GA,2011,1,23270,223514,174628,9826,96126,20826,1397,20307,64,0,0,0,34493,339947,195518
7140,Georgia Power Co,GA,2011,1,308855.008,3107698.691,2051824,272279.432,2816160.514,303166,114501.382,1817154.221,8123,1124.721,15526.407,1,696760.543,7756539.833,2363114
9601,Jackson Electric Member Corp - (GA),GA,2011,1,27419,355809,185455,11300,123765,19942,2982,48955,106,0,0,0,41701,528529,205503
88888,Total EPM,GA,2011,1,602971,6224232,4048348,372445,3879216,546918,157030,2481395,15843,1125,15526,1,1133571,12600370,4611110
0,Adjustment 2011,HI,2011,1,0.08,0.032,361,0.093,0.058,-203,-0.049,8.211,8,0,0,0,0.124,8.301,166
8287,Hawaii Electric Light Co Inc,HI,2011,1,15174,40373,67838,12970,35407,12689,5757,18377,66,0,0,0,33901,94157,80593
10071,Kauai Island Utility Cooperative,HI,2011,1,5977.219,15095.738,27949,3973.02,10038.181,4543,4883.955,13679.588,127,0,0,0,14834.194,38813.507,32619
11843,Maui Electric Co Ltd,HI,2011,1,12668.9,39067.3,57912,9942.1,30013.4,9761,9182.9,31350.6,140,0,0,0,31793.9,100431.3,67813
19547,Hawaiian Electric Co Inc,HI,2011,1,47225.222,174468.603,262747,48793.186,194842.523,33377,51211.687,235073.825,350,0,0,0,147230.095,604384.951,296474
88888,Total EPM,HI,2011,1,81045,269005,416807,75678,270301,60167,71035,298489,691,0,0,0,227759,837795,477665
0,Adjustment 2011,IA,2011,1,52085.685,531997.968,368457,22560.293,279373.702,56509,18340.044,294656.411,2554,0,0,0,92986.022,1106028.081,427520
471,Amana Society Service Co,IA,2011,1,86,687,709,83,720,180,450,5030,1,0,0,0,619,6437,890
9417,Interstate Power and Light Co,IA,2011,1,46178,417644,407911,27708,330662,73308,30454,544774,2665,0,0,0,104340,1293080,483884
12341,MidAmerican Energy Co,IA,2011,1,45419.941,606535.866,550124,26202.837,443485.768,88395,27404.549,694838.883,1374,0,0,0,99027.327,1744860.517,639893
88888,Total EPM,IA,2011,1,143770,1556865,1327201,76554,1054241,218392,76649,1539299,6594,0,0,0,296972,4150406,1552187
0,Adjustment 2011,ID,2011,1,7208.255,97395.595,59819,2298.149,37014.733,7779,1275.698,35515.946,1539,0,0,0,10782.102,169926.274,69137
9187,City of Idaho Falls - (ID),ID,2011,1,2419,40030,22362,1599,27138,3675,343,6987,7,0,0,0,4361,74155,26044
9191,Idaho Power Co,ID,2011,1,42006.484,545190.373,395477,18682.049,324864.157,61265,10065.906,246848.448,17001,0,0,0,70754.439,1116902.978,473743
10454,Kootenai Electric Cooperative,ID,2011,1,2635.812,34840.121,20316,663.713,7574.401,1674,100.778,2376.183,45,0,0,0,3400.303,44790.705,22035
11273,Lower Valley Energy Inc,ID,2011,1,89,1670,1260,12,223,315,151,4045,40,0,0,0,252,5938,1615
12692,"Missoula Electric Coop, Inc",ID,2011,1,5.305,54.73,35,7.023,84.074,19,0,0,0,0,0,0,12.328,138.804,54
14354,PacifiCorp,ID,2011,1,7141.555,88125.061,57118,2921.313,41791.695,8765,7072.902,152146.215,5525,0,0,0,17135.77,282062.971,71408
16565,Salmon River Electric Coop Inc,ID,2011,1,286,3975,2125,128,2133,428,637,17725,2,0,0,0,1051,23833,2555
20169,Avista Corp,ID,2011,1,12868.234,142425.969,105916,8095.172,91421.466,16760,5838.196,105634.816,470,0,0,0,26801.602,339482.251,123146
22814,Raft Rural Elec Coop Inc,ID,2011,1,185,2908,1246,148,2991,297,3,42,881,0,0,0,336,5941,2424
88888,Total EPM,ID,2011,1,74845,956615,665674,34554,535236,100977,25487,571321,25510,0,0,0,134887,2063171,792161
0,Adjustment 2011,IL,2011,1,70145.647,667959.201,509077,213857.036,2769795.445,151779,227586.495,3488398.449,5010,3633.379,53480.37,2,515222.557,6979633.465,665868
4110,Commonwealth Edison Co,IL,2011,1,287606.662,2649122.514,3444263,102551.346,1159510.493,304453,8751.923,141396.855,142,0,0,0,398909.931,3950029.862,3748858
12341,MidAmerican Energy Co,IL,2011,1,4542.758,64412.38,75446,2959.982,51924.279,9214,2110.618,49629.791,103,0,0,0,9613.358,165966.45,84763
13032,Mt Carmel Public Utility Co,IL,2011,1,627,5303,4539,170,1369,831,297,2976,99,0,0,0,1094,9648,5469
56697,Ameren Illinois Company,IL,2011,1,120032,1297432,1042069,35195,411873,113899,4768,124890,477,138,2222,1,160133,1836417,1156446
88888,Total EPM,IL,2011,1,482954,4684229,5075394,354733,4394472,580176,243514,3807291,5831,3771,55702,3,1084973,12941695,5661404
0,Adjustment 2011,IN,2011,1,106810.512,1067535.777,723624,30625.762,346265.56,68100,42124.202,657398.018,3793,-0.025,-0.112,0,179560.451,2071199.243,795517
261,AGC Division of APG Inc,IN,2011,1,0,0,0,0,0,0,13311.9,392358,1,0,0,0,13311.9,392358,1
9273,Indianapolis Power & Light Co,IN,2011,1,45218.259,621990.676,417289,17774.804,202130.272,47809,37120.694,562835.814,4691,0,0,0,100113.757,1386956.762,469789
9324,Indiana Michigan Power Co,IN,2011,1,44969.008,557125.518,399898,23165.331,341280.43,53800,26410.082,505915.14,4124,0,0,0,94544.421,1404321.088,457822
13756,Northern Indiana Pub Serv Co,IN,2011,1,36892,332486,400524,32877,338098,54586,49257,786409,2432,207,2310,1,119233,1459303,457543
15470,Duke Energy Indiana Inc,IN,2011,1,96644,1068628,677132,55841,704159,99682,50243,800197,2703,0,0,0,202728,2572984,779517
17633,Southern Indiana Gas & Elec Co,IN,2011,1,19301.786,166725.289,127942,11659.531,105500.717,18356,16670.997,223223.017,111,0,0,0,47632.314,495449.023,146409
88888,Total EPM,IN,2011,1,349836,3814491,2746409,171943,2037434,342333,235138,3928336,17855,207,2310,1,757124,9782571,3106598
0,Adjustment 2011,KS,2011,1,37861.718,336393.62,301970,24373.004,246623.658,89173,16969.095,240498.514,11190,0,0,0,79203.817,823515.792,402333
3892,City of Coffeyville,KS,2011,1,416.42,4429.882,5235,528.09,5433.532,1020,2589.323,48739.13,10,0,0,0,3533.833,58602.544,6265
5860,Empire District Electric Co,KS,2011,1,1503.996,14000.454,8567,626.369,5288.973,1378,402.638,5348.364,50,0,0,0,2533.003,24637.791,9995
9996,City of Kansas City - (KS),KS,2011,1,4927,55663,56441,6592,70168,7101,3205,47342,94,0,0,0,14724,173173,63636
10000,Kansas City Power & Light Co,KS,2011,1,24426.291,283553.716,211763,18940.999,272702.659,26701,1739.475,25357.075,994,0,0,0,45106.765,581613.45,239458
10005,Kansas Gas & Electric Co,KS,2011,1,27145.827,306084.259,278042,17048.819,230652.934,34997,15393.723,275889.668,3579,0,0,0,59588.369,812626.861,316618
12524,Midwest Energy Inc,KS,2011,1,3049.04,29789.232,29815,3206.399,31933.367,12670,4223.48,54781.9,6298,0,0,0,10478.919,116504.499,48783
22500,Westar Energy Inc,KS,2011,1,29911.813,337861.288,317245,26217.305,356235.141,46815,8868.902,138863.818,1235,0,0,0,64998.02,832960.247,365295
88888,Total EPM,KS,2011,1,129242,1367775,1209078,97533,1219038,219855,53392,836820,23450,0,0,0,280167,3423634,1452383
0,Adjustment 2011,KY,2011,1,100568.166,1097200.484,697921,29668.58,328265.712,79914,34310.118,533881.913,2214,0,0,0,164546.864,1959348.109,780049
5748,Electric Energy Inc,KY,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9964,Kenergy Corp,KY,2011,1,6046,86730,45291,2036,29763,9835,25987,712191,34,0,0,0,34069,828684,55160
10171,Kentucky Utilities Co,KY,2011,1,62016,836245,423864,38600,526518,89734,28230,518232,2155,0,0,0,128846,1880995,515753
11249,Louisville Gas & Electric Co,KY,2011,1,32526,400087,349141,28669,408771,46445,11416,213096,428,0,0,0,72611,1021954,396014
14724,Pennyrile Rural Electric Coop,KY,2011,1,7003,69275,37419,2380,20846,9384,1883,24464,34,0,0,0,11266,114585,46837
17564,South Kentucky Rural E C C,KY,2011,1,11518.245,115605.316,60547,1037.035,8917.971,5060,2582.348,29963.945,543,0,0,0,15137.628,154487.232,66150
18642,Tennessee Valley Authority,KY,2011,1,0,0,0,0,0,0,71616,1497412,20,0,0,0,71616,1497412,20
19446,Duke Energy Kentucky,KY,2011,1,13308,162906,120292,10831,146027,14592,3739,57199,374,0,0,0,27878,366132,135258
20130,Warren Rural Elec Coop Corp,KY,2011,1,9962,103473,49731,3205,28761,10426,3501,44040,45,0,0,0,16668,176274,60202
22053,Kentucky Power Co,KY,2011,1,33307.964,352552.155,143185,12375.405,128174.787,30425,15355.334,267719.554,1417,0,0,0,61038.703,748446.496,175027
49998,City of Berea Municipal Utility,KY,2011,1,629,8619,4378,208,2705,658,226,3265,52,0,0,0,1063,14589,5088
88888,Total EPM,KY,2011,1,276884,3232693,1931769,129010,1628749,296473,198846,3901464,7316,0,0,0,604740,8762907,2235558
0,Adjustment 2011,LA,2011,1,62156.568,838863.818,488118,24284.215,319188.856,62674,6641.543,102891.727,2743,0.002,0.018,-22,93082.328,1260944.419,553513
3265,Cleco Power LLC,LA,2011,1,37138,348108,235289,23406,207389,39743,13959,194150,612,0,0,0,74503,749647,275644
11241,Entergy Louisiana Inc,LA,2011,1,62180.376,858285.137,579441,40633.078,525639.497,81322,54294.042,1172255.027,6940,0,0,0,157107.496,2556179.661,667703
13478,Entergy New Orleans Inc,LA,2011,1,14941.991,181189.875,139492,15992.497,216436.883,15305,2088.082,35871.384,2249,68.605,866.372,23,33091.175,434364.514,157069
17698,Southwestern Electric Power Co,LA,2011,1,20038,291002,199461,12669,187125,24498,4690,85212,2087,0,0,0,37397,563339,226046
55936,Entergy Gulf States - LA LLC,LA,2011,1,38461.781,456745.3,326599,33039.177,430504.327,51534,35717.286,722621.439,3263,0,0,0,107218.244,1609871.066,381396
88888,Total EPM,LA,2011,1,234917,2974194,1968400,150024,1886284,275076,117390,2313002,17894,69,866,1,502399,7174346,2261371
0,Adjustment 2011,MA,2011,1,70485.274,511414.508,597046,144260.949,1007770.634,134694,160810.094,1186889.371,12099,2380.375,36624.438,2,377936.692,2742698.951,743841
6374,Fitchburg Gas & Elec Light Co,MA,2011,1,3112,17689,24590,1069,5883,3779,98,464,4,0,0,0,4279,24036,28373
8774,City of Holyoke - (MA),MA,2011,1,1244,10566,14538,1954,16674,2650,407,4661,63,0,0,0,3605,31901,17251
11804,Massachusetts Electric Co,MA,2011,1,107190.59,781254.45,1041290,33274.14,252509.83,117529,4063.7,33683.12,2848,0,0,0,144528.43,1067447.4,1161667
13206,Nantucket Electric Co,MA,2011,1,1165.736,7673.206,11139,330.437,2124.568,1291,0.04,0.13,2,0,0,0,1496.213,9797.904,12432
15748,Town of Reading - (MA),MA,2011,1,3230,23597,25665,344,2687,548,4050,34925,2841,0,0,0,7624,61209,29054
20455,Western Massachusetts Elec Co,MA,2011,1,20047.164,145796.824,176523,5262.568,38062.033,17693,551.706,4357.634,681,0,0,0,25861.438,188216.491,194897
54913,NSTAR Electric Company,MA,2011,1,84329,510550,790019,29778,196597,107829,11621,90968,2334,0,0,0,125728,798115,900182
88888,Total EPM,MA,2011,1,290804,2008541,2680810,216273,1522308,386013,181602,1355948,20872,2380,36624,2,691059,4923422,3087697
0,Adjustment 2011,MD,2011,1,94791.506,757301.176,492223,237693.205,2054966.728,104403,32379.217,354267.5,3657,4748.534,50373.334,5,369612.462,3216908.738,600288
84,A & N Electric Coop,MD,2011,1,28.899,251.144,278,6.443,51.779,49,0,0,0,0,0,0,35.342,302.923,327
1167,Baltimore Gas & Electric Co,MD,2011,1,155978,1137144,924278,39247,321523,71866,2362,21869,3275,0,0,0,197587,1480536,999419
5027,Delmarva Power,MD,2011,1,34720.423,259442.829,160827,6385.396,55992.232,18886,108.783,1096.128,127,0,0,0,41214.602,316531.189,179840
15263,The Potomac Edison Company,MD,2011,1,42077.625,381093.554,209408,5905.142,71455.662,20922,1512.6,33246.601,1844,0,0,0,49495.367,485795.817,232174
15270,Potomac Electric Power Co,MD,2011,1,82874.191,593915.413,421160,16457.435,151055.12,28881,232.656,2360.338,3,0,0,0,99564.282,747330.871,450044
88888,Total EPM,MD,2011,1,410471,3129148,2208174,305695,2655045,245007,36595,412840,8906,4749,50373,5,757509,6247406,2462092
0,Adjustment 2011,ME,2011,1,69073.595,439319.278,698645,44615.431,336320.535,88025,23602.735,240105.001,2822,0,0,0,137291.761,1015744.814,789492
3266,Central Maine Power Co,ME,2011,1,1,7,28,3,23,6,0,0,0,0,0,0,4,30,34
11477,Town of Madison - (ME),ME,2011,1,205.045,1427.441,2222,50.125,325.002,274,61.808,444.183,17,0,0,0,316.978,2196.626,2513
