UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2022,1,0,State Adjustment 2022,AL,,Final,"103,574.018","901,399.254","729,910","48,485.159","440,339.265","128,676","22,787.016","323,213.850",282,0.000,0.000,0,"174,846","1,664,952","858,868"
2022,1,195,Alabama Power Co,AL,Investor Owned,Final,"264,979.000","1,943,822.000","1,310,317","143,704.000","1,097,159.000","205,245","124,968.000","1,772,960.000","6,132",0.000,0.000,0,"533,651","4,813,941","1,521,694"
2022,1,4958,Decatur Utilities,AL,Municipal,Final,"3,396.000","31,028.000","22,799","2,664.000","24,190.000","4,088","2,565.000","45,366.000",11,0.000,0.000,0,"8,625","100,584","26,898"
2022,1,6422,City of Florence - (AL),AL,Municipal,Final,"6,909.570","61,913.000","41,262","3,727.213","30,461.170","8,928","1,044.912","11,640.050",714,0.000,0.000,0,"11,682","104,014","50,904"
2022,1,9094,City of Huntsville - (AL),AL,Municipal,Final,"29,595.000","266,748.000","176,612","18,260.000","167,549.000","21,643","2,364.000","35,009.000",26,0.000,0.000,0,"50,219","469,306","198,281"
2022,1,9739,Joe Wheeler Elec Member Corp,AL,Cooperative,Final,"6,551.000","51,143.000","35,945","3,024.000","22,299.000","8,760","4,103.000","64,775.000",20,0.000,0.000,0,"13,678","138,217","44,725"
2022,1,17252,Singing River Elec Cooperative,AL,Cooperative,Final,50.715,438.807,332,5.273,42.567,12,0.000,0.000,0,0.000,0.000,0,56,481,344
2022,1,18642,Tennessee Valley Authority,AL,Federal,Final,0.000,0.000,0,"2,368.709","33,401.653",1,"17,003.603","401,196.477",10,0.000,0.000,0,"19,372","434,598",11
2022,1,88888,State Total,AL,,Final,"415,055.303","3,256,492.061","2,317,177","222,238.354","1,815,441.655","377,353","174,835.531","2,654,160.377","7,195",0.000,0.000,0,"812,129","7,726,094","2,701,725"
2022,1,0,State Adjustment 2022,AR,,Final,"49,478.257","462,878.828","394,725","20,586.307","208,987.999","50,666","17,822.638","218,344.103","7,827",0.006,0.007,0,"87,887","890,211","453,218"
2022,1,814,Entergy Arkansas LLC,AR,Investor Owned,Final,"76,015.961","736,200.597","601,813","41,332.901","484,511.134","100,488","38,074.650","685,303.791","25,125",0.030,0.031,0,"155,424","1,906,016","727,426"
2022,1,817,Arkansas Valley Elec Coop Corp,AR,Cooperative,Final,"9,271.104","81,847.049","52,762","1,439.564","13,438.163","4,101","1,563.772","22,472.591",44,0.000,0.000,0,"12,274","117,758","56,907"
2022,1,3093,Carroll Electric Coop Corp - (AR),AR,Cooperative,Final,"14,889.833","135,890.904","91,605","3,215.179","33,240.542","6,256","2,189.974","29,951.516",49,0.000,0.000,0,"20,295","199,083","97,910"
2022,1,5860,Empire District Electric Co,AR,Investor Owned,Final,552.766,"4,595.827","4,424",297.117,"3,172.428",813,407.660,"5,882.553",9,0.000,0.000,0,"1,258","13,651","5,246"
2022,1,6342,First Electric Coop Corp,AR,Cooperative,Final,"12,962.274","114,904.342","91,834","1,761.293","14,328.602","6,225","2,448.151","36,367.092","1,028",0.000,0.000,0,"17,172","165,600","99,087"
2022,1,12681,Mississippi County Electric Co,AR,Cooperative,Final,512.854,"6,768.372","3,270",132.273,"1,594.999",769,"14,720.690","254,023.584",835,0.000,0.000,0,"15,366","262,387","4,874"
2022,1,13718,City of North Little Rock - (AR),AR,Municipal,Final,"3,130.000","26,117.000","34,536","1,912.000","16,493.000","4,980","1,903.000","21,469.000",153,3.000,15.000,1,"6,948","64,094","39,670"
2022,1,14063,Oklahoma Gas & Electric Co,AR,Investor Owned,Final,"6,549.185","80,146.088","57,271","6,841.471","63,051.821","11,178","6,154.404","87,589.987",377,0.000,0.000,0,"19,545","230,788","68,826"
2022,1,17698,Southwestern Electric Power Co,AR,Investor Owned,Final,"11,991.895","116,371.665","105,612","9,069.791","108,913.320","18,740","5,700.265","81,566.675",619,0.000,0.000,0,"26,762","306,852","124,971"
2022,1,60025,Greenbacker Renewable Energy Corporation,AR,Behind the Meter,Final,0.000,0.000,0,4.470,69.410,1,0.000,0.000,0,0.000,0.000,0,4,69,1
2022,1,88888,State Total,AR,,Final,"185,354.129","1,765,720.672","1,437,852","86,592.366","947,801.418","204,217","90,985.204","1,442,970.892","36,066",3.036,15.038,1,"362,935","4,156,508","1,678,136"
2022,1,0,State Adjustment 2022,AZ,,Final,"18,127.655","133,088.488","95,751","15,231.429","142,524.937","27,382","9,210.429","118,376.021","4,179",-0.004,-0.037,0,"42,570","393,989","127,312"
2022,1,176,Ajo Improvement Co,AZ,Investor Owned,Final,45.020,413.000,839,21.470,214.000,205,0.000,0.000,0,0.000,0.000,0,66,627,"1,044"
2022,1,803,Arizona Public Service Co,AZ,Investor Owned,Final,"135,041.578","1,003,929.172","1,196,318","107,145.567","970,188.348","137,704","12,321.549","153,895.602","2,907",0.000,0.000,0,"254,509","2,128,013","1,336,929"
2022,1,12919,Morenci Water and Electric,AZ,Investor Owned,Final,123.730,"1,463.700","2,185",101.890,"1,299.300",402,"16,270.240","231,145.500",2,0.000,0.000,0,"16,496","233,909","2,589"
2022,1,13314,Navajo Tribal Utility Authority,AZ,State,Final,"3,144.000","21,396.000","26,896","3,355.000","21,034.000","3,341",723.000,"8,416.000",2,0.000,0.000,0,"7,222","50,846","30,239"
2022,1,16572,Salt River Project,AZ,Political Subdivision,Final,"91,384.000","887,785.000","1,006,470","69,068.010","854,864.160","107,775","17,483.000","353,137.000",46,57.989,760.841,1,"177,993","2,096,547","1,114,292"
2022,1,19189,Trico Electric Cooperative Inc,AZ,Cooperative,Final,"5,420.615","37,059.828","48,936","2,058.566","16,428.582","2,243",284.651,"3,819.088",26,0.000,0.000,0,"7,764","57,307","51,205"
2022,1,19728,"UNS Electric, Inc",AZ,Investor Owned,Final,"8,723.491","76,914.748","90,741","5,956.869","52,472.257","12,000",813.450,"10,494.651",7,0.000,0.000,0,"15,494","139,882","102,748"
2022,1,21538,"Mohave Electric Cooperative, Inc.",AZ,Cooperative,Final,"3,451.500","29,410.800","39,066","1,556.000","14,875.300","4,391",600.800,"8,028.000",26,0.000,0.000,0,"5,608","52,314","43,483"
2022,1,24211,Tucson Electric Power Co,AZ,Investor Owned,Final,"35,168.467","262,549.498","399,032","17,149.398","136,227.099","42,946","17,178.208","236,730.755",569,7.659,59.259,1,"69,504","635,567","442,548"
2022,1,25866,Ak-Chin Electric Utility Authority,AZ,State,Final,15.738,261.000,319,186.536,"2,602.000",119,2.627,27.000,33,0.000,0.000,0,205,"2,890",471
2022,1,27000,WAPA-- Western Area Power Administration,AZ,Federal,Final,0.000,0.000,0,141.631,"5,678.203",12,232.021,"11,612.000",4,0.000,0.000,0,374,"17,290",16
2022,1,57313,Tesla Inc.,AZ,Behind the Meter,Final,"4,715.790","27,781.480","40,230",420.210,"5,248.080",831,0.000,0.000,0,0.000,0.000,0,"5,136","33,030","41,061"
2022,1,59086,"Constellation Solar Holding, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,554.650,"5,297.846",9,0.000,0.000,0,0.000,0.000,0,555,"5,298",9
2022,1,59579,Sunnova,AZ,Behind the Meter,Final,364.692,"2,677.246","3,182",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,365,"2,677","3,182"
2022,1,59580,"SunPower Capital, LLC",AZ,Behind the Meter,Final,"1,441.681","9,524.092","11,136",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,442","9,524","11,136"
2022,1,59647,Sunrun Inc.,AZ,Behind the Meter,Final,"5,169.741","28,005.121","34,994",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"5,170","28,005","34,994"
2022,1,59943,Spruce Finance,AZ,Behind the Meter,Final,349.269,"1,965.623","2,719",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,349,"1,966","2,719"
2022,1,60025,Greenbacker Renewable Energy Corporation,AZ,Behind the Meter,Final,0.000,0.000,0,7.152,117.250,4,0.000,0.000,0,0.000,0.000,0,7,117,4
2022,1,60981,"TerraForm US Energy Services, LLC",AZ,Behind the Meter,Final,0.000,0.000,0,166.000,"1,116.000",29,0.000,0.000,0,0.000,0.000,0,166,"1,116",29
2022,1,61098,Longroad Energy,AZ,Behind the Meter,Final,0.000,0.000,0,40.972,488.079,16,0.000,0.000,0,0.000,0.000,0,41,488,16
2022,1,88888,State Total,AZ,,Final,"312,686.967","2,524,224.796","2,998,814","223,161.350","2,230,675.441","339,409","75,119.975","1,135,681.617","7,801",65.644,820.063,2,"611,034","5,891,402","3,346,026"
2022,1,0,State Adjustment 2022,CA,,Final,"581,323.296","2,501,529.583","4,275,455","725,390.094","3,648,834.639","721,902","187,205.859","1,423,953.342","8,072","2,538.606","27,168.111",1,"1,496,458","7,601,486","5,005,430"
2022,1,4390,City of Corona - (CA),CA,Municipal,Final,87.530,573.160,"1,288",423.913,"3,398.162",553,219.124,"2,268.343",9,0.000,0.000,0,731,"6,240","1,850"
2022,1,9216,Imperial Irrigation District,CA,Political Subdivision,Final,"16,688.000","96,439.000","137,743","17,629.000","106,422.000","20,874","1,119.000","5,368.000",827,0.000,0.000,0,"35,436","208,229","159,444"
2022,1,11208,Los Angeles Department of Water & Power,CA,Municipal,Final,"153,924.000","714,199.000","1,383,393","190,430.000","987,187.000","89,525","16,659.000","89,542.000","9,359","1,804.000","9,765.000",2,"362,817","1,800,693","1,482,279"
2022,1,12745,Modesto Irrigation District,CA,Political Subdivision,Final,"13,005.511","77,485.200","101,801","7,938.622","59,231.070","29,594","5,624.961","57,647.776",136,0.000,0.000,0,"26,569","194,364","131,531"
2022,1,14328,Pacific Gas & Electric Co.,CA,Investor Owned,Final,"263,668.000","1,058,748.000","1,806,638","151,699.000","631,304.000","205,207","107,972.000","620,703.000","84,411",0.000,0.000,0,"523,339","2,310,755","2,096,256"
2022,1,14354,PacifiCorp,CA,Investor Owned,Final,"6,651.134","45,849.902","36,344","3,139.527","23,902.585","7,551",504.665,"4,628.533","1,933",0.000,0.000,0,"10,295","74,381","45,828"
2022,1,14534,City of Pasadena - (CA),CA,Municipal,Final,"5,953.789","28,880.680","57,102","8,979.948","45,971.906","8,808",0.000,0.000,0,96.143,609.714,1,"15,030","75,462","65,911"
2022,1,16534,Sacramento Municipal Util Dist,CA,Political Subdivision,Final,"53,908.907","393,954.947","573,149","40,808.899","283,137.341","70,179","17,303.540","164,141.535","2,549",285.043,"2,374.198",1,"112,306","843,608","645,878"
2022,1,16609,San Diego Gas & Electric Co,CA,Investor Owned,Final,"177,870.081","527,779.520","1,282,838","53,882.415","195,585.322","72,237","16,963.501","92,260.949","4,352","1,045.820","6,529.000",4,"249,762","822,155","1,359,431"
2022,1,16612,City & County of San Francisco,CA,Municipal,Final,301.917,"1,771.040","1,313","9,074.107","64,597.279",365,164.998,"1,570.485",1,769.631,"7,721.525",1,"10,311","75,660","1,680"
2022,1,16655,City of Santa Clara - (CA),CA,Municipal,Final,"3,862.560","29,240.848","50,873","1,455.963","7,969.948","6,339","37,543.260","324,861.094","1,586",13.754,66.106,1,"42,876","362,138","58,799"
2022,1,17609,Southern California Edison Co,CA,Investor Owned,Final,"547,656.000","2,443,517.000","3,369,378","420,593.000","2,645,232.000","488,083","44,137.000","327,556.000","22,396",0.000,0.000,0,"1,012,386","5,416,305","3,879,857"
2022,1,17612,Bear Valley Electric Service,CA,Investor Owned,Final,"2,883.464","10,610.706","23,152",764.659,"2,784.012","1,506",571.688,"3,529.000",7,0.000,0.000,0,"4,220","16,924","24,665"
2022,1,18260,Surprise Valley Electrification,CA,Cooperative,Final,433.312,"4,545.666","2,842",111.488,"1,105.081",957,53.304,507.951,972,0.000,0.000,0,598,"6,159","4,771"
2022,1,19281,Turlock Irrigation District,CA,Political Subdivision,Final,"9,740.000","65,323.000","77,247","5,036.000","41,561.000","10,523","6,306.000","58,091.000","5,935",0.000,0.000,0,"21,082","164,975","93,705"
2022,1,19840,"Valley Electric Assn, Inc",CA,Cooperative,Final,1.566,10.986,12,0.301,1.934,2,0.276,3.086,30,0.000,0.000,0,2,16,44
2022,1,27000,WAPA-- Western Area Power Administration,CA,Federal,Final,0.000,0.000,0,"6,473.435","109,203.226",43,"3,346.631","104,495.254",48,12.455,28.000,1,"9,833","213,726",92
2022,1,57313,Tesla Inc.,CA,Behind the Meter,Final,"12,850.610","53,646.510","147,355","2,319.210","20,412.840","6,332",0.000,0.000,0,0.000,0.000,0,"15,170","74,059","153,687"
2022,1,59086,"Constellation Solar Holding, LLC",CA,Behind the Meter,Final,0.000,0.000,0,885.230,"5,200.634",25,10.060,75.975,1,0.000,0.000,0,895,"5,277",26
2022,1,59579,Sunnova,CA,Behind the Meter,Final,"3,472.223","16,949.279","34,818",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"3,472","16,949","34,818"
2022,1,59580,"SunPower Capital, LLC",CA,Behind the Meter,Final,"7,389.163","24,452.364","55,568",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"7,389","24,452","55,568"
2022,1,59622,"Ahana Renewables, LLC",CA,Behind the Meter,Final,0.000,0.000,0,149.415,593.281,25,0.000,0.000,0,0.000,0.000,0,149,593,25
2022,1,59647,Sunrun Inc.,CA,Behind the Meter,Final,"27,595.382","93,223.366","216,728",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"27,595","93,223","216,728"
2022,1,59943,Spruce Finance,CA,Behind the Meter,Final,"1,911.681","8,244.866","18,162",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,912","8,245","18,162"
2022,1,60025,Greenbacker Renewable Energy Corporation,CA,Behind the Meter,Final,0.000,0.000,0,46.975,569.900,16,0.000,0.000,0,0.000,0.000,0,47,570,16
2022,1,60981,"TerraForm US Energy Services, LLC",CA,Behind the Meter,Final,0.000,0.000,0,185.000,"2,038.000",83,0.000,0.000,0,0.000,0.000,0,185,"2,038",83
2022,1,61098,Longroad Energy,CA,Behind the Meter,Final,0.000,0.000,0,453.736,"2,723.705",156,0.000,0.000,0,0.000,0.000,0,454,"2,724",156
2022,1,61823,"Greenskies Renewable Energy, LLC",CA,Behind the Meter,Final,0.000,0.000,0,89.578,"1,037.000",2,0.000,0.000,0,0.000,0.000,0,90,"1,037",2
2022,1,88888,State Total,CA,,Final,"1,891,178.126","8,196,974.623","13,653,199","1,647,959.515","8,890,003.865","1,740,887","445,704.867","3,281,203.323","142,624","6,565.452","54,261.654",12,"3,991,408","20,422,443","15,536,722"
2022,1,0,State Adjustment 2022,CO,,Final,"45,001.507","327,153.414","451,439","30,162.679","279,661.646","73,814","21,300.380","253,031.612","7,588",0.001,0.020,0,"96,465","859,847","532,841"
2022,1,3989,City of Colorado Springs - (CO),CO,Municipal,Final,"21,441.580","141,021.610","207,744","11,381.420","100,850.730","36,792","16,805.643","167,132.012","1,623",0.000,0.000,0,"49,629","409,004","246,159"
2022,1,6604,City of Fort Collins - (CO),CO,Municipal,Final,"5,483.614","49,459.083","69,291","3,697.342","38,610.350","8,871","2,671.434","37,528.025",13,0.000,0.000,0,"11,852","125,597","78,175"
2022,1,9336,CORE Electric Cooperative,CO,Cooperative,Final,"20,202.000","148,094.000","156,104","6,897.000","59,709.000","13,644",825.000,"8,684.000",11,0.000,0.000,0,"27,924","216,487","169,759"
2022,1,10066,K C Electric Association,CO,Cooperative,Final,510.856,"4,031.834","3,385","1,252.813","9,977.167","2,518",8.617,52.880,694,0.000,0.000,0,"1,772","14,062","6,597"
2022,1,12866,Moon Lake Electric Assn Inc,CO,Cooperative,Final,140.058,"1,832.324","1,553",125.138,"1,558.432",555,"2,492.941","39,713.053",141,0.000,0.000,0,"2,758","43,104","2,249"
2022,1,15257,"Poudre Valley REA, Inc",CO,Cooperative,Final,"5,641.649","48,851.493","43,831","3,231.552","29,141.622","4,572","3,251.599","44,726.290",718,0.000,0.000,0,"12,125","122,719","49,121"
2022,1,15466,Public Service Co of Colorado,CO,Investor Owned,Final,"113,985.828","876,761.702","1,322,528","105,760.331","1,074,953.889","221,363","38,180.303","522,964.760",312,775.987,"8,447.220",1,"258,702","2,483,128","1,544,204"
2022,1,16603,"San Luis Valley R E C, Inc",CO,Cooperative,Final,"1,281.000","8,591.000","8,833",659.000,"5,281.000","1,546",614.000,628.000,"2,601",0.000,0.000,0,"2,554","14,500","12,980"
2022,1,19499,"United Power, Inc",CO,Cooperative,Final,"10,113.086","77,217.706","90,952","5,844.504","54,354.209","10,839","9,143.177","113,218.969",834,0.000,0.000,0,"25,101","244,791","102,625"
2022,1,27000,WAPA-- Western Area Power Administration,CO,Federal,Final,0.000,0.000,0,115.311,"4,498.735",6,8.282,255.706,3,0.000,0.000,0,124,"4,754",9
2022,1,27058,"High West Energy, Inc",CO,Cooperative,Final,93.000,729.000,659,35.000,318.000,19,"1,010.000","8,420.000",354,0.000,0.000,0,"1,138","9,467","1,032"
2022,1,56146,"Black Hills Colorado Electric, LLC",CO,Investor Owned,Final,"10,727.345","56,028.000","87,763","8,508.765","54,088.000","11,989","4,840.365","48,481.000",53,0.000,0.000,0,"24,076","158,597","99,805"
2022,1,57313,Tesla Inc.,CO,Behind the Meter,Final,746.620,"3,886.940","12,909",107.880,"1,144.370","1,001",0.000,0.000,0,0.000,0.000,0,855,"5,031","13,910"
2022,1,59579,Sunnova,CO,Behind the Meter,Final,1.690,12.958,45,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,13,45
2022,1,59580,"SunPower Capital, LLC",CO,Behind the Meter,Final,67.782,374.482,"1,119",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,68,374,"1,119"
2022,1,59647,Sunrun Inc.,CO,Behind the Meter,Final,602.650,"1,935.964","6,215",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,603,"1,936","6,215"
2022,1,59943,Spruce Finance,CO,Behind the Meter,Final,52.552,453.435,998,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,53,453,998
2022,1,60025,Greenbacker Renewable Energy Corporation,CO,Behind the Meter,Final,0.357,3.625,10,11.833,239.810,27,0.000,0.000,0,0.000,0.000,0,12,243,37
2022,1,60981,"TerraForm US Energy Services, LLC",CO,Behind the Meter,Final,0.000,0.000,0,0.000,64.000,13,0.000,0.000,0,0.000,0.000,0,0,64,13
2022,1,61098,Longroad Energy,CO,Behind the Meter,Final,0.000,0.000,0,24.742,351.967,16,0.000,0.000,0,0.000,0.000,0,25,352,16
2022,1,61823,"Greenskies Renewable Energy, LLC",CO,Behind the Meter,Final,0.000,0.000,0,1.230,32.000,1,0.000,0.000,0,0.000,0.000,0,1,32,1
2022,1,88888,State Total,CO,,Final,"236,093.174","1,746,438.570","2,465,378","177,816.540","1,714,834.927","387,586","101,151.741","1,244,836.307","14,945",775.988,"8,447.240",1,"515,837","4,714,557","2,867,910"
2022,1,0,State Adjustment 2022,CT,,Final,"47,040.783","208,124.961","183,757","128,697.257","731,930.289","54,943","25,862.559","170,971.841","1,908",263.295,"2,113.179",1,"201,864","1,113,140","240,609"
2022,1,4176,Connecticut Light & Power Co,CT,Investor Owned,Final,"205,134.318","947,981.347","1,023,460","35,528.139","197,873.901","77,684","2,955.277","13,772.107","1,796","2,565.830","11,349.991",1,"246,184","1,170,977","1,102,941"
2022,1,7716,Groton Dept of Utilities - (CT),CT,Municipal,Final,"1,660.754","10,950.674","12,224","1,199.956","8,151.413","1,610","2,273.380","23,757.668",12,0.000,0.000,0,"5,134","42,860","13,846"
2022,1,19497,United Illuminating Co,CT,Investor Owned,Final,"45,720.945","174,775.077","263,973","8,793.951","43,511.846","16,722",557.109,"3,945.318",243,121.574,465.600,1,"55,194","222,698","280,939"
2022,1,20038,Town of Wallingford - (CT),CT,Municipal,Final,"3,715.530","23,681.000","21,524","2,490.597","18,583.000","3,648","1,374.720","10,858.000",26,0.000,0.000,0,"7,581","53,122","25,198"
2022,1,57313,Tesla Inc.,CT,Behind the Meter,Final,.,.,.,81.940,692.900,848,0.000,0.000,0,0.000,0.000,0,82,693,848
2022,1,59086,"Constellation Solar Holding, LLC",CT,Behind the Meter,Final,0.000,0.000,0,2.970,24.700,1,0.000,0.000,0,0.000,0.000,0,3,25,1
2022,1,59579,Sunnova,CT,Behind the Meter,Final,"1,505.103","5,207.582","13,352",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,505","5,208","13,352"
2022,1,59580,"SunPower Capital, LLC",CT,Behind the Meter,Final,312.632,966.343,"2,219",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,313,966,"2,219"
2022,1,59647,Sunrun Inc.,CT,Behind the Meter,Final,"1,261.563","3,665.220","12,257",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,262","3,665","12,257"
2022,1,59943,Spruce Finance,CT,Behind the Meter,Final,95.199,401.056,"1,218",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,95,401,"1,218"
2022,1,60025,Greenbacker Renewable Energy Corporation,CT,Behind the Meter,Final,0.000,0.000,0,5.702,28.550,3,0.000,0.000,0,0.000,0.000,0,6,29,3
2022,1,60981,"TerraForm US Energy Services, LLC",CT,Behind the Meter,Final,0.000,0.000,0,8.800,59.000,7,0.000,0.000,0,0.000,0.000,0,9,59,7
2022,1,61098,Longroad Energy,CT,Behind the Meter,Final,0.000,0.000,0,7.277,59.133,8,0.000,0.000,0,0.000,0.000,0,7,59,8
2022,1,61823,"Greenskies Renewable Energy, LLC",CT,Behind the Meter,Final,0.000,0.000,0,73.246,"1,359.000",30,0.000,0.000,0,0.000,0.000,0,73,"1,359",30
2022,1,88888,State Total,CT,,Final,"306,446.827","1,375,753.260","1,533,984","176,889.835","1,002,273.732","155,504","33,023.045","223,304.934","3,985","2,950.699","13,928.770",3,"519,310","2,615,261","1,693,476"
2022,1,0,State Adjustment 2022,DC,,Final,"8,319.091","45,751.874","40,006","72,475.357","482,413.510","8,267","1,407.451","16,834.319",1,0.005,"20,102.983",3,"82,202","565,103","48,277"
2022,1,15270,Potomac Electric Power Co,DC,Investor Owned,Final,"25,787.899","212,300.699","260,441","21,393.220","147,895.425","18,640",0.000,0.000,0,0.000,0.000,0,"47,181","360,196","279,081"
2022,1,57313,Tesla Inc.,DC,Behind the Meter,Final,13.480,79.800,506,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,13,80,506
2022,1,59086,"Constellation Solar Holding, LLC",DC,Behind the Meter,Final,0.000,0.000,0,2.410,41.545,2,0.000,0.000,0,0.000,0.000,0,2,42,2
2022,1,59579,Sunnova,DC,Behind the Meter,Final,0.219,2.708,9,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,3,9
2022,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,2.442,9.045,48,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,9,48
2022,1,88888,State Total,DC,,Final,"34,123.131","258,144.126","301,010","93,870.987","630,350.480","26,909","1,407.451","16,834.319",1,0.005,"20,102.983",3,"129,402","925,432","327,923"
2022,1,0,State Adjustment 2022,DE,,Final,"9,340.806","62,790.881","59,058","21,666.539","239,460.624","15,080","9,903.393","125,579.258",721,0.000,0.000,0,"40,911","427,831","74,859"
2022,1,5027,Delmarva Power,DE,Investor Owned,Final,"38,048.763","313,186.416","264,911","10,449.486","97,078.281","26,122",100.333,"1,224.133",49,0.000,0.000,0,"48,599","411,489","291,082"
2022,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,"13,023.000","122,795.000","96,980","2,315.000","21,712.000","12,387",0.000,0.000,0,0.000,0.000,0,"15,338","144,507","109,367"
2022,1,5335,City of Dover - (DE),DE,Municipal,Final,"2,424.000","19,625.000","21,195","1,877.000","17,021.000","3,428","1,685.000","21,285.000",41,0.000,0.000,0,"5,986","57,931","24,664"
2022,1,13519,City of Newark - (DE),DE,Municipal,Final,"1,338.540","8,515.002","11,635",791.775,"5,524.914","1,453","1,882.614","17,710.717",54,0.000,0.000,0,"4,013","31,751","13,142"
2022,1,57313,Tesla Inc.,DE,Behind the Meter,Final,353.020,"1,226.860","3,327",1.600,25.720,1,0.000,0.000,0,0.000,0.000,0,355,"1,253","3,328"
2022,1,59086,"Constellation Solar Holding, LLC",DE,Behind the Meter,Final,0.000,0.000,0,2.990,50.501,1,3.920,52.285,1,0.000,0.000,0,7,103,2
2022,1,59579,Sunnova,DE,Behind the Meter,Final,0.424,2.963,9,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,3,9
2022,1,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.097,156.339,406,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,33,156,406
