UTILITY CHARATERISTICS,,,,,,,RESIDENTIAL,,,COMMERCIAL,,,INDUSTRIAL,,,TRANSPORTATION,,,TOTAL,,
2022,4,9617,JEA,FL,Municipal,Final,"48,261.000","377,610.000","445,319","34,520.006","307,883.399","58,930","18,553.000","223,458.000",199,27.994,289.601,1,"101,362","909,241","504,449"
2022,4,18454,Tampa Electric Co,FL,Investor Owned,Final,"97,710.786","696,092.800","726,415","70,943.805","637,158.288","88,817","14,512.317","167,430.713","1,365",0.000,0.000,0,"183,167","1,500,682","816,597"
2022,4,57313,Tesla Inc.,FL,Behind the Meter,Final,29.970,439.850,703,28.270,255.330,267,0.000,0.000,0,0.000,0.000,0,58,695,970
2022,4,59579,Sunnova,FL,Behind the Meter,Final,299.064,"3,893.666","2,831",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,299,"3,894","2,831"
2022,4,59647,Sunrun Inc.,FL,Behind the Meter,Final,"1,267.626","9,369.342","7,463",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,268","9,369","7,463"
2022,4,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0.000,0.000,0,9.780,50.140,1,0.000,0.000,0,0.000,0.000,0,10,50,1
2022,4,60981,"TerraForm US Energy Services, LLC",FL,Behind the Meter,Final,0.000,0.000,0,22.000,85.000,3,0.000,0.000,0,0.000,0.000,0,22,85,3
2022,4,61098,Longroad Energy,FL,Behind the Meter,Final,0.000,0.000,0,8.671,30.857,1,0.000,0.000,0,0.000,0.000,0,9,31,1
2022,4,61823,"Greenskies Renewable Energy, LLC",FL,Behind the Meter,Final,0.000,0.000,0,18.687,116.481,1,0.000,0.000,0,0.000,0.000,0,19,116,1
2022,4,88888,State Total,FL,,Final,"1,287,538.683","9,418,529.729","10,030,596","837,716.957","7,559,016.781","1,280,029","127,593.226","1,478,835.725","23,202",654.990,"6,412.658",2,"2,253,504","18,462,795","11,333,829"
2022,4,0,State Adjustment 2022,GA,,Final,"196,416.969","1,582,531.634","1,862,767","106,857.809","1,020,860.518","223,534","50,444.891","780,248.841","12,770",-0.002,-0.013,0,"353,720","3,383,641","2,099,071"
2022,4,3408,City of Chattanooga - (TN),GA,Municipal,Final,"1,087.000","9,223.000","9,812",406.000,"3,133.000","1,286",114.000,"2,563.000",2,0.000,0.000,0,"1,607","14,919","11,100"
2022,4,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,"20,099.670","156,752.394","194,436","9,126.889","90,885.236","22,990",818.496,"11,242.603",65,0.000,0.000,0,"30,045","258,880","217,491"
2022,4,7140,Georgia Power Co,GA,Investor Owned,Final,"249,208.641","1,749,433.488","2,340,488","279,975.560","2,407,599.611","334,382","143,433.471","1,926,515.964","10,676",809.771,"11,320.409",1,"673,427","6,094,869","2,685,547"
2022,4,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,"22,228.000","197,444.000","223,830","13,445.000","118,080.000","24,046","4,424.000","64,264.000",235,0.000,0.000,0,"40,097","379,788","248,111"
2022,4,60981,"TerraForm US Energy Services, LLC",GA,Behind the Meter,Final,0.000,0.000,0,103.000,633.000,5,0.000,0.000,0,0.000,0.000,0,103,633,5
2022,4,61098,Longroad Energy,GA,Behind the Meter,Final,0.000,0.000,0,19.974,153.649,2,0.000,0.000,0,0.000,0.000,0,20,154,2
2022,4,88888,State Total,GA,,Final,"489,040.280","3,695,384.516","4,631,333","409,934.232","3,641,345.014","606,245","199,234.858","2,784,834.408","23,748",809.769,"11,320.396",1,"1,099,019","10,132,884","5,261,327"
2022,4,0,State Adjustment 2022,HI,,Final,1.817,-49.206,"-17,558",321.203,"3,051.391","-2,378",218.423,596.694,4,0.000,0.000,0,541,"3,599","-19,932"
2022,4,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,Final,"17,214.734","36,420.983","76,838","13,511.069","29,418.375","11,407","8,490.471","21,210.983",101,0.000,0.000,0,"39,216","87,050","88,346"
2022,4,10071,Kauai Island Utility Cooperative,HI,Cooperative,Final,"6,214.142","15,015.918","29,915","3,848.951","9,249.599","4,942","4,556.082","12,041.882",124,0.000,0.000,0,"14,619","36,307","34,981"
2022,4,11843,Maui Electric Co Ltd,HI,Investor Owned,Final,"13,116.391","30,606.255","63,120","11,308.438","26,459.807","10,547","11,027.835","28,416.640",147,0.000,0.000,0,"35,453","85,483","73,814"
2022,4,19547,Hawaiian Electric Co Inc,HI,Investor Owned,Final,"49,100.030","118,186.003","274,949","57,506.777","154,659.161","33,213","70,540.219","212,662.623",451,0.000,0.000,0,"177,147","485,508","308,613"
2022,4,57313,Tesla Inc.,HI,Behind the Meter,Final,334.980,"1,885.650","2,371",329.740,"3,297.920","2,373",0.000,0.000,0,0.000,0.000,0,665,"5,184","4,744"
2022,4,59579,Sunnova,HI,Behind the Meter,Final,268.342,"1,267.581","1,491",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,268,"1,268","1,491"
2022,4,59580,"SunPower Capital, LLC",HI,Behind the Meter,Final,204.323,471.304,"1,124",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,204,471,"1,124"
2022,4,59647,Sunrun Inc.,HI,Behind the Meter,Final,"2,207.637","8,105.570","12,287",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,208","8,106","12,287"
2022,4,59943,Spruce Finance,HI,Behind the Meter,Final,52.611,276.691,293,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,53,277,293
2022,4,60025,Greenbacker Renewable Energy Corporation,HI,Behind the Meter,Final,0.000,0.000,0,8.270,41.350,1,0.000,0.000,0,0.000,0.000,0,8,41,1
2022,4,60981,"TerraForm US Energy Services, LLC",HI,Behind the Meter,Final,0.000,0.000,0,45.000,162.000,6,0.000,0.000,0,0.000,0.000,0,45,162,6
2022,4,61098,Longroad Energy,HI,Behind the Meter,Final,0.000,0.000,0,43.601,209.416,7,0.000,0.000,0,0.000,0.000,0,44,209,7
2022,4,88888,State Total,HI,,Final,"88,715.007","212,186.749","444,830","86,923.049","226,549.019","60,118","94,833.030","274,928.822",827,0.000,0.000,0,"270,471","713,665","505,775"
2022,4,0,State Adjustment 2022,IA,,Final,"47,895.199","395,923.162","393,213","25,173.130","263,041.152","57,312","26,252.696","338,802.533","6,636",0.000,0.000,0,"99,321","997,767","457,161"
2022,4,471,Amana Society Service Co,IA,Investor Owned,Final,61.000,437.000,707,80.000,618.000,182,381.000,"4,821.000",1,0.000,0.000,0,522,"5,876",890
2022,4,9417,Interstate Power and Light Co,IA,Investor Owned,Final,"39,288.663","247,192.942","410,545","34,534.847","299,634.436","85,779","34,987.339","498,947.213","1,384",0.000,0.000,0,"108,811","1,045,775","497,708"
2022,4,12341,MidAmerican Energy Co,IA,Investor Owned,Final,"41,455.716","414,873.078","617,579","27,915.763","375,424.146","101,316","63,155.956","1,227,799.158","1,585",0.000,0.000,0,"132,527","2,018,096","720,480"
2022,4,88888,State Total,IA,,Final,"128,700.578","1,058,426.182","1,422,044","87,703.740","938,717.734","244,589","124,776.991","2,070,369.904","9,606",0.000,0.000,0,"341,181","4,067,514","1,676,239"
2022,4,0,State Adjustment 2022,ID,,Final,"7,960.600","84,195.327","73,005","2,844.935","38,052.768","9,571","1,818.175","31,896.342","2,122",0.000,0.000,0,"12,624","154,144","84,698"
2022,4,9187,City of Idaho Falls - (ID),ID,Municipal,Final,"2,268.727","28,822.504","26,094","2,085.983","25,998.074","4,380",372.501,"6,768.480",6,0.000,0.000,0,"4,727","61,589","30,480"
2022,4,9191,Idaho Power Co,ID,Investor Owned,Final,"39,114.895","393,222.812","496,018","23,443.625","305,728.368","72,706","19,624.065","331,129.804","19,749",0.000,0.000,0,"82,183","1,030,081","588,473"
2022,4,10454,Kootenai Electric Cooperative,ID,Cooperative,Final,"3,474.577","32,394.556","28,207","1,091.716","11,118.531","2,398",144.639,"2,549.084",42,0.000,0.000,0,"4,711","46,062","30,647"
2022,4,11273,Lower Valley Energy Inc,ID,Cooperative,Final,134.000,"1,970.000","1,505",33.000,413.000,368,220.000,"4,641.000",45,0.000,0.000,0,387,"7,024","1,918"
2022,4,12692,"Missoula Electric Coop, Inc",ID,Cooperative,Final,5.526,54.459,43,6.408,71.684,22,0.000,0.000,0,0.000,0.000,0,12,126,65
2022,4,14354,PacifiCorp,ID,Investor Owned,Final,"6,005.389","60,424.694","70,793","3,738.928","43,517.020","10,079","9,544.941","155,862.059","5,703",0.000,0.000,0,"19,289","259,804","86,575"
2022,4,16565,Salmon River Electric Coop Inc,ID,Cooperative,Final,281.000,"3,059.000","2,302",126.000,"1,725.000",466,146.000,"2,739.000",207,0.000,0.000,0,553,"7,523","2,975"
2022,4,20169,Avista Corp,ID,Investor Owned,Final,"11,004.492","110,836.475","122,615","8,093.977","84,799.693","18,671","4,681.398","100,058.772",371,0.000,0.000,0,"23,780","295,695","141,657"
2022,4,22814,Raft Rural Elec Coop Inc,ID,Cooperative,Final,179.887,"2,086.466","1,346",300.069,"5,612.183",395,443.905,"2,884.649",943,0.000,0.000,0,924,"10,583","2,684"
2022,4,88888,State Total,ID,,Final,"70,429.093","717,066.293","821,928","41,764.641","517,036.321","119,056","36,995.624","638,529.190","29,188",0.000,0.000,0,"149,189","1,872,632","970,172"
2022,4,0,State Adjustment 2022,IL,,Final,"178,927.741","1,200,915.463","1,880,803","280,045.191","2,584,679.156","323,265","268,647.336","3,139,958.094","4,944","1,778.210","25,826.207",3,"729,398","6,951,379","2,209,015"
2022,4,4110,Commonwealth Edison Co,IL,Investor Owned,Final,"206,663.863","1,328,710.164","2,952,174","75,134.277","611,812.166","230,305","4,876.845","57,186.886",131,0.000,0.000,0,"286,675","1,997,709","3,182,610"
2022,4,12341,MidAmerican Energy Co,IL,Investor Owned,Final,"3,336.825","42,115.228","73,727","2,263.238","45,234.643","11,583","1,630.301","63,416.999",45,0.000,0.000,0,"7,230","150,767","85,355"
2022,4,13032,Mt Carmel Public Utility Co,IL,Investor Owned,Final,471.000,"3,193.000","4,340",161.000,"1,085.000",814,242.000,"1,868.000",91,0.000,0.000,0,874,"6,146","5,245"
2022,4,56697,Ameren Illinois Company,IL,Investor Owned,Final,"42,219.204","303,857.066","452,548","26,023.048","218,166.919","68,828","4,142.409","53,772.247",281,0.000,0.000,0,"72,385","575,796","521,657"
2022,4,57313,Tesla Inc.,IL,Behind the Meter,Final,0.180,2.460,3,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,2,3
2022,4,59579,Sunnova,IL,Behind the Meter,Final,11.971,75.105,125,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,12,75,125
2022,4,59647,Sunrun Inc.,IL,Behind the Meter,Final,"1,384.532","11,210.225","16,168",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,385","11,210","16,168"
2022,4,88888,State Total,IL,,Final,"433,015.316","2,890,078.711","5,379,888","383,626.754","3,460,977.884","634,795","279,538.891","3,316,202.226","5,492","1,778.210","25,826.207",3,"1,097,959","9,693,085","6,020,178"
2022,4,0,State Adjustment 2022,IN,,Final,"84,265.333","667,176.505","787,868","33,710.148","318,894.018","72,932","54,658.185","691,519.382","4,700",-0.003,0.018,0,"172,634","1,677,590","865,500"
2022,4,261,AGC Division of APGI Inc,IN,Investor Owned,Final,0.000,0.000,0,0.000,0.000,0,"11,285.490","228,918.621",2,0.000,0.000,0,"11,285","228,919",2
2022,4,9273,Indianapolis Power & Light Co,IN,Investor Owned,Final,"39,964.722","317,131.360","455,964","17,971.626","141,690.804","55,147","42,744.160","453,413.290","5,512",0.000,0.000,0,"100,681","912,235","516,623"
2022,4,9324,Indiana Michigan Power Co,IN,Investor Owned,Final,"52,130.288","307,809.612","416,647","35,343.655","284,177.677","55,797","45,358.944","520,881.433","4,014",0.000,0.000,0,"132,833","1,112,869","476,458"
2022,4,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,Final,"37,475.031","214,564.033","423,459","44,162.845","289,689.692","58,830","48,475.509","693,105.205","2,138",122.331,925.750,1,"130,236","1,198,285","484,428"
2022,4,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,Final,"86,120.622","608,043.139","769,559","69,869.551","598,763.157","109,349","67,262.881","798,167.468","2,668",0.000,0.000,0,"223,253","2,004,974","881,576"
2022,4,17633,Southern Indiana Gas & Elec Co,IN,Investor Owned,Final,"14,688.959","84,426.023","131,528","13,032.260","88,286.414","19,197","13,318.954","148,267.259",114,0.000,0.000,0,"41,040","320,980","150,839"
2022,4,59579,Sunnova,IN,Behind the Meter,Final,0.395,2.244,2,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,2,2
2022,4,60025,Greenbacker Renewable Energy Corporation,IN,Behind the Meter,Final,0.000,0.000,0,48.870,157.640,4,0.000,0.000,0,0.000,0.000,0,49,158,4
2022,4,88888,State Total,IN,,Final,"314,645.350","2,199,152.916","2,985,027","214,138.955","1,721,659.402","371,256","283,104.123","3,534,272.658","19,148",122.328,925.768,1,"812,011","7,456,011","3,375,432"
2022,4,0,State Adjustment 2022,KS,,Final,"30,149.496","209,102.800","319,395","31,538.096","267,020.930","95,714","23,210.979","317,141.818","11,447",0.000,0.000,0,"84,899","793,266","426,556"
2022,4,3892,City of Coffeyville - (KS),KS,Municipal,Final,366.144,"2,970.484","4,787",490.937,"4,012.366",987,"3,832.484","54,590.938",10,0.000,0.000,0,"4,690","61,574","5,784"
2022,4,5860,Empire District Electric Co,KS,Investor Owned,Final,871.640,"6,221.307","8,241",540.851,"3,826.364","1,464",463.642,"4,158.072",43,0.000,0.000,0,"1,876","14,206","9,748"
2022,4,9996,City of Kansas City - (KS),KS,Municipal,Final,"5,525.000","38,003.000","59,835","9,274.000","81,609.000","7,079","3,872.000","41,988.000",81,0.000,0.000,0,"18,671","161,600","66,995"
2022,4,10000,Evergy Metro,KS,Investor Owned,Final,"21,489.556","169,857.135","239,846","24,672.183","234,464.442","31,348","1,918.688","19,997.229",844,0.000,0.000,0,"48,080","424,319","272,038"
2022,4,10005,"Evergy Kansas South, Inc",KS,Investor Owned,Final,"25,270.825","176,000.235","296,274","25,014.216","224,941.325","40,879","21,478.713","291,187.822","3,198",0.000,0.000,0,"71,764","692,129","340,351"
2022,4,12524,Midwest Energy Inc,KS,Cooperative,Final,"2,891.734","23,466.980","29,711","3,418.731","30,416.158","13,334","5,100.371","62,336.196","6,951",0.000,0.000,0,"11,411","116,219","49,996"
2022,4,22500,"Evergy Kansas Central, Inc",KS,Investor Owned,Final,"28,799.082","200,713.642","338,328","32,084.405","295,275.448","54,243","14,793.145","167,801.929","1,166",0.000,0.000,0,"75,677","663,791","393,737"
2022,4,27000,WAPA-- Western Area Power Administration,KS,Federal,Final,0.000,0.000,0,0.000,0.000,0,0.001,0.192,1,0.000,0.000,0,0,0,1
2022,4,88888,State Total,KS,,Final,"115,363.477","826,335.583","1,296,417","127,033.419","1,141,566.033","245,048","74,670.023","959,202.196","23,741",0.000,0.000,0,"317,067","2,927,104","1,565,206"
2022,4,0,State Adjustment 2022,KY,,Final,"79,850.947","648,235.406","739,150","38,912.763","365,575.618","89,570","33,646.037","478,562.610",991,0.000,0.000,0,"152,410","1,492,374","829,711"
2022,4,7174,Gibson Electric Members Corp,KY,Cooperative,Final,302.000,"2,432.000","2,558",213.000,"1,734.000",864,59.000,"1,082.000",1,0.000,0.000,0,574,"5,248","3,423"
2022,4,9964,Kenergy Corp,KY,Cooperative,Final,"6,152.000","42,219.000","47,102","2,708.000","20,368.000","11,871","48,376.000","620,575.000",28,0.000,0.000,0,"57,236","683,162","59,001"
2022,4,10171,Kentucky Utilities Co,KY,Investor Owned,Final,"45,597.707","369,558.086","442,829","47,731.421","392,429.207","93,992","35,704.857","512,037.893","1,676",0.000,0.000,0,"129,034","1,274,025","538,497"
2022,4,11249,Louisville Gas & Electric Co,KY,Investor Owned,Final,"30,070.541","246,365.613","377,403","36,661.062","341,165.044","51,833","13,588.603","196,496.011",549,0.000,0.000,0,"80,320","784,027","429,785"
2022,4,14724,Pennyrile Rural Electric Coop,KY,Cooperative,Final,"5,022.000","39,198.000","39,799","2,878.000","22,215.000","5,757","1,879.000","28,144.000",26,0.000,0.000,0,"9,779","89,557","45,582"
2022,4,17564,South Kentucky Rural E C C,KY,Cooperative,Final,"7,321.428","61,726.762","63,763",914.657,"6,471.731","5,742","2,874.744","31,240.990",650,0.000,0.000,0,"11,111","99,439","70,155"
2022,4,18642,Tennessee Valley Authority,KY,Federal,Final,0.000,0.000,0,"1,425.145","20,532.594",7,"15,859.464","350,507.542",10,0.000,0.000,0,"17,285","371,040",17
2022,4,19446,Duke Energy Kentucky,KY,Investor Owned,Final,"11,163.855","92,572.096","128,921","12,323.760","128,828.355","10,920","4,899.281","62,269.170",267,0.000,0.000,0,"28,387","283,670","140,108"
2022,4,20130,Warren Rural Elec Coop Corp,KY,Cooperative,Final,"7,522.000","66,458.000","58,536","4,067.000","32,975.000","13,194","4,803.000","72,032.000",45,0.000,0.000,0,"16,392","171,465","71,775"
2022,4,22053,Kentucky Power Co,KY,Investor Owned,Final,"22,579.593","127,405.230","133,283","12,237.011","83,701.034","30,502","12,562.029","169,645.766","1,053",0.000,0.000,0,"47,379","380,752","164,838"
2022,4,49998,City of Berea Municipal Utility,KY,Municipal,Final,455.982,"5,117.925","4,670",154.884,"1,731.124",583,205.129,"2,713.578",58,0.000,0.000,0,816,"9,563","5,311"
2022,4,88888,State Total,KY,,Final,"216,038.053","1,701,288.118","2,038,014","160,226.703","1,417,726.707","314,835","174,457.144","2,525,306.560","5,354",0.000,0.000,0,"550,722","5,644,321","2,358,203"
2022,4,0,State Adjustment 2022,LA,,Final,"59,872.357","504,708.713","531,902","30,797.299","283,782.115","70,431","27,861.359","375,789.069","3,656",0.001,-0.024,0,"118,531","1,164,280","605,989"
2022,4,3265,Cleco Power LLC,LA,Investor Owned,Final,"30,977.000","228,908.000","247,368","25,232.000","205,165.000","43,947","15,483.000","189,123.000",534,0.000,0.000,0,"71,692","623,196","291,849"
2022,4,11241,Entergy Louisiana LLC,LA,Investor Owned,Final,"95,606.305","812,307.753","948,086","88,390.941","835,386.557","141,237","159,534.209","2,584,175.304","11,884",0.000,0.000,0,"343,531","4,231,870","1,101,207"
2022,4,13478,"Entergy New Orleans, LLC",LA,Investor Owned,Final,"16,938.594","133,025.436","187,049","21,965.915","202,919.991","19,461","2,732.207","34,758.313","1,626",85.786,750.953,1,"41,723","371,455","208,137"
2022,4,17698,Southwestern Electric Power Co,LA,Investor Owned,Final,"20,102.610","144,788.293","206,519","18,348.137","159,543.580","25,305","8,187.561","94,634.890","2,055",0.000,0.000,0,"46,638","398,967","233,879"
2022,4,59579,Sunnova,LA,Behind the Meter,Final,2.387,19.252,27,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,2,19,27
2022,4,59943,Spruce Finance,LA,Behind the Meter,Final,3.997,62.644,77,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,4,63,77
2022,4,88888,State Total,LA,,Final,"223,503.250","1,823,820.091","2,121,028","184,734.292","1,686,797.243","300,381","213,798.336","3,278,480.576","19,755",85.787,750.929,1,"622,122","6,789,849","2,441,165"
2022,4,0,State Adjustment 2022,MA,,Final,"207,806.962","881,651.226","1,657,079","284,924.368","1,642,431.185","286,950","77,464.732","498,127.301","8,339","1,679.958","25,284.283",2,"571,876","3,047,494","1,952,370"
2022,4,6374,Fitchburg Gas & Elec Light Co,MA,Investor Owned,Final,"2,365.494","8,053.785","18,289",677.089,"2,726.248","3,089",299.755,"1,614.627",6,0.000,0.000,0,"3,342","12,395","21,384"
2022,4,8774,City of Holyoke - (MA),MA,Municipal,Final,"1,050.000","7,420.000","15,065","2,255.000","17,564.000","2,903",381.000,"3,702.000",21,0.000,0.000,0,"3,686","28,686","17,989"
2022,4,11804,Massachusetts Electric Co,MA,Investor Owned,Final,"82,491.490","318,846.234","597,735","13,735.215","120,725.253","66,567","3,008.019","14,598.269","1,203",0.000,0.000,0,"99,235","454,170","665,505"
2022,4,13206,Nantucket Electric Co,MA,Investor Owned,Final,422.162,"1,145.931","2,470",64.730,199.502,308,0.613,1.665,1,0.000,0.000,0,488,"1,347","2,779"
2022,4,15748,Town of Reading - (MA),MA,Municipal,Final,"2,831.170","17,671.910","27,022","4,155.850","31,021.450","3,255",0.000,0.000,0,0.000,0.000,0,"6,987","48,693","30,277"
2022,4,20310,Town of Wellesley - (MA),MA,Municipal,Final,"1,104.000","7,277.000","9,182",951.000,"7,003.000","1,201",416.000,"3,300.000",5,0.000,0.000,0,"2,471","17,580","10,388"
2022,4,54913,NSTAR Electric Company,MA,Investor Owned,Final,"54,409.000","192,874.000","392,823","24,086.000","97,647.000","52,698","2,389.000","7,724.000",642,0.000,0.000,0,"80,884","298,245","446,163"
2022,4,57313,Tesla Inc.,MA,Behind the Meter,Final,"2,023.110","13,841.700","19,247",77.410,494.240,25,0.000,0.000,0,0.000,0.000,0,"2,101","14,336","19,272"
2022,4,59086,"Constellation Solar Holding, LLC",MA,Behind the Meter,Final,0.000,0.000,0,43.030,370.219,3,0.000,0.000,0,0.000,0.000,0,43,370,3
2022,4,59579,Sunnova,MA,Behind the Meter,Final,"1,475.946","10,371.427","11,696",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"1,476","10,371","11,696"
2022,4,59580,"SunPower Capital, LLC",MA,Behind the Meter,Final,92.443,795.598,876,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,92,796,876
2022,4,59622,"Ahana Renewables, LLC",MA,Behind the Meter,Final,0.000,0.000,0,14.519,113.681,6,0.000,0.000,0,0.000,0.000,0,15,114,6
2022,4,59647,Sunrun Inc.,MA,Behind the Meter,Final,"4,786.224","29,877.154","39,180",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"4,786","29,877","39,180"
2022,4,59943,Spruce Finance,MA,Behind the Meter,Final,215.722,"1,647.716","2,205",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,216,"1,648","2,205"
2022,4,60025,Greenbacker Renewable Energy Corporation,MA,Behind the Meter,Final,0.000,0.000,0,245.610,"1,695.080",21,0.000,0.000,0,0.000,0.000,0,246,"1,695",21
2022,4,60981,"TerraForm US Energy Services, LLC",MA,Behind the Meter,Final,0.000,0.000,0,249.000,"1,810.000",25,0.000,0.000,0,0.000,0.000,0,249,"1,810",25
2022,4,61098,Longroad Energy,MA,Behind the Meter,Final,0.000,0.000,0,85.300,487.434,8,0.000,0.000,0,0.000,0.000,0,85,487,8
2022,4,61823,"Greenskies Renewable Energy, LLC",MA,Behind the Meter,Final,0.000,0.000,0,.,"2,643.000",1,0.000,0.000,0,0.000,0.000,0,0,"2,643",1
2022,4,88888,State Total,MA,,Final,"361,073.723","1,491,473.681","2,792,869","331,564.121","1,926,931.292","417,060","83,959.119","529,067.862","10,217","1,679.958","25,284.283",2,"778,277","3,972,757","3,220,148"
2022,4,0,State Adjustment 2022,MD,,Final,"50,984.151","317,648.094","399,298","162,222.002","1,471,477.905","101,498","24,065.721","261,526.421","4,384","2,745.163","32,722.502",5,"240,017","2,083,375","505,185"
2022,4,84,A & N Electric Coop,MD,Cooperative,Final,20.053,165.233,260,5.517,45.374,43,0.000,0.000,0,0.000,0.000,0,26,211,303
2022,4,1167,Baltimore Gas & Electric Co,MD,Investor Owned,Final,"90,134.293","651,547.694","958,469","28,615.229","205,840.648","73,661","1,285.349","9,685.901","3,599",0.000,0.000,0,"120,035","867,074","1,035,729"
2022,4,5027,Delmarva Power,MD,Investor Owned,Final,"19,209.956","121,138.537","164,162","4,103.711","26,401.691","17,383",78.597,710.585,57,0.000,0.000,0,"23,392","148,251","181,602"
2022,4,15263,The Potomac Edison Company,MD,Investor Owned,Final,"22,396.683","209,744.229","226,975","5,188.094","41,497.822","20,936",862.965,"7,452.551","1,107",0.000,0.000,0,"28,448","258,695","249,018"
2022,4,15270,Potomac Electric Power Co,MD,Investor Owned,Final,"41,372.123","291,305.621","453,811","12,638.533","99,726.351","31,283",0.508,0.000,1,0.000,0.000,0,"54,011","391,032","485,095"
2022,4,17637,Southern Maryland Elec Coop Inc,MD,Cooperative,Final,"20,064.268","134,427.513","153,135","11,080.611","86,421.971","15,635",0.000,0.000,0,0.000,0.000,0,"31,145","220,849","168,770"
2022,4,57313,Tesla Inc.,MD,Behind the Meter,Final,"3,273.820","24,565.380","26,986",121.190,"2,564.890",148,0.000,0.000,0,0.000,0.000,0,"3,395","27,130","27,134"
2022,4,59086,"Constellation Solar Holding, LLC",MD,Behind the Meter,Final,0.000,0.000,0,108.880,"1,562.391",15,21.270,180.434,2,0.000,0.000,0,130,"1,743",17
2022,4,59579,Sunnova,MD,Behind the Meter,Final,648.946,"5,326.336","4,379",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,649,"5,326","4,379"
2022,4,59647,Sunrun Inc.,MD,Behind the Meter,Final,"2,982.182","23,275.289","24,888",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,"2,982","23,275","24,888"
2022,4,59943,Spruce Finance,MD,Behind the Meter,Final,55.050,341.485,416,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,55,341,416
2022,4,60025,Greenbacker Renewable Energy Corporation,MD,Behind the Meter,Final,0.000,0.000,0,2.830,28.260,1,0.000,0.000,0,0.000,0.000,0,3,28,1
2022,4,60981,"TerraForm US Energy Services, LLC",MD,Behind the Meter,Final,0.000,0.000,0,29.340,354.000,7,0.000,0.000,0,0.000,0.000,0,29,354,7
2022,4,61098,Longroad Energy,MD,Behind the Meter,Final,0.000,0.000,0,94.600,756.180,28,0.000,0.000,0,0.000,0.000,0,95,756,28
2022,4,88888,State Total,MD,,Final,"251,141.525","1,779,485.411","2,412,779","224,210.537","1,936,677.483","260,638","26,314.410","279,555.892","9,150","2,745.163","32,722.502",5,"504,412","4,028,441","2,682,572"
2022,4,0,State Adjustment 2022,ME,,Final,"8,569.482","37,763.111","68,719","24,179.445","176,588.102","26,917","18,871.146","176,830.170",797,0.000,0.000,0,"51,620","391,181","96,433"
2022,4,1179,Versant Power,ME,Investor Owned,Final,"15,677.067","63,384.582","128,904","5,673.519","30,003.098","23,372",406.670,"4,336.090",36,0.000,0.000,0,"21,757","97,724","152,312"
2022,4,3266,Central Maine Power Co,ME,Investor Owned,Final,"74,913.040","286,835.520","497,286","22,041.570","99,775.390","49,947","1,797.760","7,810.650","1,138",0.000,0.000,0,"98,752","394,422","548,371"
2022,4,5609,Eastern Maine Electric Coop,ME,Cooperative,Final,885.493,"5,288.117","10,630",293.009,"1,953.699","2,332",149.868,"1,179.298",28,0.000,0.000,0,"1,328","8,421","12,990"
2022,4,8883,Houlton Water Company,ME,Municipal,Final,334.053,"2,957.489","3,907",194.723,"1,728.341","1,509",175.744,"1,817.302",77,0.000,0.000,0,705,"6,503","5,493"
2022,4,11477,Town of Madison - (ME),ME,Municipal,Final,256.170,"1,620.719","2,341",68.677,554.662,264,41.032,340.362,14,0.000,0.000,0,366,"2,516","2,619"
2022,4,57313,Tesla Inc.,ME,Behind the Meter,Final,0.000,0.000,0,15.820,134.660,4,0.000,0.000,0,0.000,0.000,0,16,135,4
2022,4,88888,State Total,ME,,Final,"100,635.305","397,849.538","711,787","52,466.763","310,737.952","104,345","21,442.220","192,313.872","2,090",0.000,0.000,0,"174,544","900,901","818,222"
2022,4,0,State Adjustment 2022,MI,,Final,"42,014.271","273,536.817","442,815","50,421.301","480,451.755","64,632","53,694.309","683,531.902","2,613",0.002,0.037,0,"146,130","1,437,521","510,060"
2022,4,392,Alpena Power Co,MI,Investor Owned,Final,978.900,"6,973.400","13,698",878.200,"7,477.600","2,909","1,250.300","14,332.100",3,0.000,0.000,0,"3,107","28,783","16,610"
