UTILITY_ID,UTILNAME,STATE_CODE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MWh),RES_CONS ,COM_REV (Thousand $),COM_SALES (MWh),COM_CONS,IND_REV (Thousand $),IND_SALES (MWh),IND_CONS,TRA_REV (Thousand $),TRA_SALES (MWh),TRA_CONS,TOT_REV (Thousand $),TOT_SALES (MWh),TOT_CONS
0,Adjustment 2008,DE,2008,1,5137.768,35565.925,34043,20970.674,198104.259,7983,17243.408,176701.08,379,0,0,0,43351.85,410371.264,42405
5027,Conectiv,DE,2008,1,37368.236,289406.729,256562,15246.875,127248.219,28005,2486.31,23247.791,146,0,0,0,55101.421,439902.739,284713
5070,Delaware Electric Cooperative,DE,2008,1,9881,94373,71427,1661,16540,7616,0,0,0,0,0,0,11542,110913,79043
5335,Dover City of,DE,2008,1,2391,17033,19181,2744,19795,3727,2367,21056,40,0,0,0,7502,57884,22948
13519,Newark City of,DE,2008,1,1071,7754,9997,751,5913,1365,1972,17929,57,0,0,0,3794,31596,11419
88888,Total EPM,DE,2008,1,55849,444133,391210,41374,367600,48696,24069,238934,622,0,0,0,121291,1050667,440528
0,Adjustment 2008,FL,2008,1,211911.064,1996947.207,1676823,112685.082,1159956.926,247848,26791.99,332299.259,4404,-0.316,-12.333,0,351387.82,3489191.059,1929075
6452,Florida Power & Light Co.,FL,2008,1,477502,4232562,3993097,379099,3826816,504271,27377,332838,15142,727,7557,23,884705,8399773,4512533
6455,Progress Energy Florida,FL,2008,1,168978,1456377,1442333,104683,1167281,186313,22572,284847,2630,0,0,0,296233,2908505,1631276
6457,Florida Public Utilities Co,FL,2008,1,3101,29573,23792,2523,25490,4636,441,7350,2,0,0,0,6065,62413,28430
7801,Gulf Power Co,FL,2008,1,48272,485001,374050,26849,308983,54292,10597,159455,298,0,0,0,85718,953439,428640
9617,Jacksonville Electric Authority,FL,2008,1,45963.728,475344.509,365287,28851.148,339752.306,48352,16696.619,259869.974,228,24.871,329.016,1,91536.366,1075295.805,413868
18454,Tampa Electric Co,FL,2008,1,78974.576,685564.243,588903,68055.718,674527.41,78258,15139.349,190601.317,1415,6.19,54.6,1,162175.833,1550747.57,668577
88888,Total EPM,FL,2008,1,1034702,9361369,8464285,722746,7502807,1123970,119615,1567261,24119,758,7928,25,1877821,18439364,9612399
0,Adjustment 2008,GA,2008,1,186557.837,2168885.649,1619806,66859.554,820888.682,199241,34224.672,628253.617,7404,-0.07,-0.012,0,287641.993,3618027.936,1826451
3408,Chattanooga City of,GA,2008,1,1219,15976,9709,384,4254,1202,127,1846,3,0,0,0,1730,22076,10914
3916,Cobb Electric Membership Corp,GA,2008,1,17266,192506,173464,7626,90398,19930,1045,21105,48,0,0,0,25937,304009,193442
7140,Georgia Power Co,GA,2008,1,224668.42,2615401.737,2030559,233003.503,2711276.132,301126,119440.571,2040676.772,8434,1070.425,16408.678,1,578182.919,7383763.319,2340120
9601,Jackson Electric Member Corp,GA,2008,1,21471,286027,185432,10417,120803,18982,2672,49658,85,0,0,0,34560,456488,204499
88888,Total EPM,GA,2008,1,451182,5278796,4018970,318290,3747620,540481,157509,2741539,15974,1070,16409,1,928052,11784364,4575426
0,Adjustment 2008,HI,2008,1,1.259,4.776,-455,4.489,16.692,-108,-0.041,0.097,-12,0,0,0,5.707,21.565,-575
8287,Hawaii Electric Light Co Inc,HI,2008,1,15679,42299,65386,12957,35742,13537,5956,19259,68,0,0,0,34592,97300,78991
10071,Kauai Island Utility Cooperative,HI,2008,1,5869.699,14735.553,27173,3999.079,9868.783,4681,5325.828,14171.744,127,0,0,0,15194.606,38776.08,31981
11843,Maui Electric Co Ltd,HI,2008,1,13507,39801,56252,10720,31113,10089,9998,32878,137,0,0,0,34225,103792,66478
19547,Hawaiian Electric Co Inc,HI,2008,1,43099.88,177084.936,261013,42280.477,193302.791,33785,46425.058,240644.358,358,0,0,0,131805.415,611032.085,295156
88888,Total EPM,HI,2008,1,78157,273925,409369,69961,270043,61984,67705,306953,678,0,0,0,215823,850922,472031
0,Adjustment 2008,IA,2008,1,47857.199,550493.479,371912,20210.904,293413.775,51432,15147.877,275335.672,1727,0,0,0,83215.98,1119242.926,425071
471,Amana Society Service Co,IA,2008,1,68,645,708,73,737,181,419,6249,1,0,0,0,560,7631,890
9417,Interstate Power and Light Co,IA,2008,1,37343,417378,408871,20861,301897,72750,25727,618499,2734,0,0,0,83931,1337774,484355
12341,MidAmerican Energy Co,IA,2008,1,40643.972,535012.07,543788,25734.854,440091.1,86279,24085.138,646902.42,1311,0,0,0,90463.964,1622005.59,631378
88888,Total EPM,IA,2008,1,125912,1503529,1325279,66880,1036139,210642,65379,1546986,5773,0,0,0,258171,4086654,1541694
0,Adjustment 2008,ID,2008,1,6716.488,96321.191,58533,1810.932,29653.716,7655,907.747,23175.035,1721,0,0,0,9435.167,149149.942,67909
9187,Idaho Falls City of,ID,2008,1,2317,39453,21950,1571,25639,3480,400,8194,8,0,0,0,4288,73286,25438
9191,Idaho Power Co,ID,2008,1,35038.598,593140.643,387683,15121.337,349759.699,59467,8519.683,279334.193,16652,0,0,0,58679.618,1222234.535,463802
10454,Kootenai Electric Coop Inc,ID,2008,1,2342.412,34415.442,20251,610.808,8795.127,1891,71.916,1691.506,45,0,0,0,3025.136,44902.075,22187
11273,Lower Valley Energy Inc,ID,2008,1,95,1768,1223,12,226,167,141,3669,42,0,0,0,248,5663,1432
12692,"Missoula Electric Coop, Inc",ID,2008,1,4.66,54.733,35,7.368,108.052,23,0,0,0,0,0,0,12.028,162.785,58
14354,PacifiCorp,ID,2008,1,6631.365,95341.003,55490,2840.574,44877.112,8146,5526.959,120772.645,5492,0,0,0,14998.898,260990.76,69128
16565,Salmon River Electric Coop Inc,ID,2008,1,264,3632,2062,142,2479,429,584,18861,2,0,0,0,990,24972,2493
20169,Avista Corp,ID,2008,1,9967.866,137773.762,104336,6055.909,88099.033,16557,4604.128,106447.156,483,0,0,0,20627.903,332319.951,121376
22814,Raft Rural Elec Coop Inc,ID,2008,1,169,2981,1250,156,3716,274,2,46,866,0,0,0,327,6743,2390
88888,Total EPM,ID,2008,1,63546,1004881,652813,28328,553353,98089,20757,562191,25311,0,0,0,112632,2120424,776213
0,Adjustment 2008,IL,2008,1,52098.862,590246.259,504916,188037.61,2348884.295,109171,234014.91,3519012.056,5048,3655.254,60804.736,2,477806.636,6518947.346,619137
3252,Central Illinois Light Co,IL,2008,1,18576,202115,197195,8033,90473,24077,4602,69246,75,0,0,0,31211,361834,221347
3253,Central Illinois Pub Serv Co,IL,2008,1,38361,457391,334784,20964,244215,52783,1321,21368,539,52,707,1,60698,723681,388107
4110,Commonwealth Edison Co,IL,2008,1,266871.041,2652426.296,3441935,127640.011,1396928.144,323630,8457.09,122126.972,133,0,0,0,402968.142,4171481.412,3765698
9208,Illinois Power Co,IL,2008,1,57403,613445,547988,27982,291286,67887,1010,7823,38,239,4054,1,86634,916608,615914
12341,MidAmerican Energy Co,IL,2008,1,4201.227,61175.32,75541,3109.793,56595.04,9120,1953.244,53541.07,90,0,0,0,9264.264,171311.43,84751
13032,Mt Carmel Public Utility Co,IL,2008,1,442,5005,4616,127,1346,838,232,3208,106,0,0,0,801,9559,5560
88888,Total EPM,IL,2008,1,437953,4581804,5106975,375893,4429727,587506,251590,3796325,6029,3946,65566,4,1069383,12873422,5700514
0,Adjustment 2008,IN,2008,1,76326.368,916164.703,714803,23601.28,318117.862,68020,34736.364,641147.462,3831,0,0,0,134664.012,1875430.027,786654
261,AGC Division of APG Inc,IN,2008,1,0,0,0,0,0,0,12858.296,394011,1,0,0,0,12858.296,394011,1
9273,Indianapolis Power & Light Co,IN,2008,1,36480.547,596826.468,417634,15527.523,208935.643,47548,31909.331,608473.7,4625,0,0,0,83917.401,1414235.811,469807
9324,Indiana Michigan Power Co,IN,2008,1,37300.881,559197.324,399721,22435.791,385980.197,52721,24244.95,545675.206,4110,0,0,0,83981.622,1490852.727,456552
13756,Northern Indiana Pub Serv Co,IN,2008,1,32761,303253,401081,26045,343273,53650,56095,870772,2510,198,2182,1,115099,1519480,457242
15470,Duke Energy Indiana Inc,IN,2008,1,77975,1018528,679590,48727,722685,100133,44825,855951,2860,0,0,0,171527,2597164,782583
17633,Southern Indiana Gas & Elec Co,IN,2008,1,15768.162,158584.063,128094,9796.66,106386.249,18564,11656.263,201814.022,108,0,0,0,37221.085,466784.334,146766
88888,Total EPM,IN,2008,1,276612,3552554,2740923,146133,2085378,340636,216325,4117844,18045,198,2182,1,639268,9757958,3099605
0,Adjustment 2008,KS,2008,1,28217.417,287366.929,352306,21412.022,253444.574,103040,14454.661,242757.78,10179,0,0,0,64084.1,783569.283,465525
3892,City of Coffeyville,KS,2008,1,405,4721,5316,500,5627,983,2133,48033,8,0,0,0,3038,58381,6307
5860,Empire District Electric Co,KS,2008,1,1037.082,10990.414,8761,501.809,5065.752,1404,407.946,5365.32,50,0,0,0,1946.837,21421.486,10215
9996,Kansas City City of,KS,2008,1,4342,53836,57397,5714,82048,6985,2527,57371,94,0,0,0,12583,193255,64476
10000,Kansas City Power & Light Co,KS,2008,1,21330.959,280136.997,208947,17766.022,273170.091,26473,1956.055,30445.947,1022,0,0,0,41053.036,583753.035,236442
10005,Kansas Gas & Electric Co,KS,2008,1,17792,286944,273454,12731,231285,34026,12799,316409,3500,0,0,0,43322,834638,310980
12524,Midwest Energy Inc,KS,2008,1,2200.292,28007.88,29835,2631.381,31184.009,14991,2751.551,43569.447,3295,0,0,0,7583.224,102761.336,48121
22500,Westar Energy Inc,KS,2008,1,20747,330018,311631,17522,336714,45365,7058,156077,1146,0,0,0,45327,822809,358142
88888,Total EPM,KS,2008,1,96072,1282021,1247647,78778,1218538,233267,44087,900028,19294,0,0,0,218937,3400588,1500208
0,Adjustment 2008,KY,2008,1,73861.949,944354.886,696551,26460.065,341835.833,80230,29239.402,550699.08,1560,0,0,0,129561.416,1836889.799,778341
5748,Electric Energy Inc,KY,2008,1,0,0,0,0,0,0,252,7200,1,0,0,0,252,7200,1
9964,Kenergy Corp,KY,2008,1,5231,82004,44991,1866,29695,9631,24337,704109,33,0,0,0,31434,815808,54655
10171,Kentucky Utilities Company,KY,2008,1,47021.109,776756,416218,32576.805,559359,88585,22210.892,487692,1849,0,0,0,101808.806,1823807,506652
11249,Louisville Gas and Electric Company,KY,2008,1,23190,348491,352973,21946,385748,47022,13705,314761,394,0,0,0,58841,1049000,400389
14724,Pennyrile Rural Electric Coop,KY,2008,1,5375,65065,36924,2044,21465,9399,1749,26685,34,0,0,0,9168,113215,46357
17564,South Kentucky Rural  Electric Coop Corp,KY,2008,1,7956.125,88557.565,60263,759.753,7402.084,5082,2180.17,27981.48,525,0,0,0,10896.048,123941.129,65870
18642,Tennessee Valley Authority,KY,2008,1,0,0,0,0,0,0,65919.44,1743298.996,22,0,0,0,65919.44,1743298.996,22
19446,"Union Light, Heat & Power Co",KY,2008,1,11355,150451,119643,10219,144650,14841,3522,56072,396,0,0,0,25096,351173,134880
20130,Warren Rural Elec Coop Corp,KY,2008,1,6608,82370,48907,2481,26358,10141,3195,47320,44,0,0,0,12284,156048,59092
22053,Kentucky Power Co,KY,2008,1,21863.926,337234.26,144825,9481.42,140316.601,30349,11977.55,288889.073,1419,0,0,0,43322.896,766439.934,176593
49998,City of Berea Municipal Utilities,KY,2008,1,377,6227,4274,177,2334,648,188,3694,53,0,0,0,742,12255,4975
88888,Total EPM,KY,2008,1,202839,2881511,1925569,108011,1659164,295928,178475,4258402,6330,0,0,0,489326,8799076,2227827
0,Adjustment 2008,LA,2008,1,53932.068,742271.234,513009,23723.759,309167.332,63787,5527.139,89515.577,2982,-2.553,-11.208,0,83180.413,1140942.935,579778
3265,Cleco Power LLC,LA,2008,1,30805,309841,231916,20121,197656,38204,17450,249479,636,0,0,0,68376,756976,270756
11241,Entergy Louisiana Inc,LA,2008,1,60509,720125,570922,44130,493757,78511,67957,1143009,8242,0,0,0,172596,2356891,657675
13478,Entergy New Orleans Inc,LA,2008,1,11427,114075,120419,18601,205754,13829,3222,45426,2740,41.054,376,25,33291.054,365631,137013
17698,Southwestern Electric Power Co,LA,2008,1,13956,220355,156745,11022,183436,19290,3527,69075,2001,0,0,0,28505,472866,178036
55936,Entergy Gulf States - LA LLC,LA,2008,1,42289,401908,317986,40192,410277,49623,52899,729240,4230,0,0,0,135380,1541425,371839
88888,Total EPM,LA,2008,1,212918,2508575,1910997,157790,1800047,263244,150582,2325745,20831,39,365,25,521328,6634732,2195097
0,Adjustment 2008,MA,2008,1,62887.603,430208.123,561723,231537.609,1561530.968,120001,84358.092,644898.17,6476,2653.595,31845.068,1,381436.899,2668482.329,688201
6374,Fitchburg Gas and Electric Light Company,MA,2008,1,3268,16692,24378,1353,6871,3642,130,637,7,0,0,0,4751,24200,28027
8774,Holyoke City of,MA,2008,1,1116,10200,14353,1752,16256,2675,492,5931,77,0,0,0,3360,32387,17105
11804,Massachusetts Electric Co,MA,2008,1,130290.521,753817.024,1019822,48627.157,290628.083,117699,6336.052,41029.033,3013,0,0,0,185253.73,1085474.14,1140534
13206,Nantucket Electric Co,MA,2008,1,1519.884,7651.235,10953,422.967,1957.558,1180,0.26,1.083,3,0,0,0,1943.111,9609.876,12136
15748,Reading Town of,MA,2008,1,2897,22340,25067,346,2578,567,4000,35412,2803,0,0,0,7243,60330,28437
20455,Western Massachusetts Elec Co,MA,2008,1,22393.229,136445.924,178552,8362.576,62002.973,15852,953.273,5966.883,540,0,0,0,31709.078,204415.78,194944
54913,NSTAR Electric Company,MA,2008,1,91064,498674,776535,54608,343738,115489,4135,28015,1223,0,0,0,149807,870427,893247
88888,Total EPM,MA,2008,1,315436,1876028,2611383,347009,2285563,377105,100405,761890,14142,2654,31845,1,765504,4955326,3002631
0,Adjustment 2008,MD,2008,1,45824.147,356357.258,261758,205188.328,1804915.884,83170,39687.144,394961.758,2924,5301.997,48260.823,5,296001.616,2604495.723,347857
84,A & N Electric Coop,MD,2008,1,27.415,227.468,280,6.434,50.297,48,0,0,0,0,0,0,33.849,277.765,328
1167,Baltimore Gas & Electric Co,MD,2008,1,176844,1264540,1078948,45721,369408,83161,2322,25963,3712,0,0,0,224887,1659911,1165821
5027,Conectiv,MD,2008,1,30401.46,224020.633,170229,7748.736,59517.487,20433,296.541,2800.38,154,0,0,0,38446.737,286338.5,190816
15263,The Potomac Edison Co,MD,2008,1,26581.875,351442.174,217897,8828.085,83701.884,22617,2762.217,30107.449,2033,0,0,0,38172.177,465251.507,242547
15270,Potomac Electric Power Co,MD,2008,1,75919.495,554794.854,445691,22135.014,178656.249,31276,0,0,0,0,0,0,98054.509,733451.103,476967
88888,Total EPM,MD,2008,1,355598,2751382,2174803,289628,2496250,240705,45068,453833,8823,5302,48261,5,695596,5749726,2424336
0,Adjustment 2008,ME,2008,1,69954.354,447184.494,691971,45442.092,341081.451,87062,31208.167,263960.932,2804,0,0,0,146604.613,1052226.877,781837
3266,Central Maine Power Co,ME,2008,1,1,7,27,3,21,6,0,0,0,0,0,0,4,28,33
5609,Eastern Maine Electric Coop,ME,2008,1,0,0,0,0,0,0,12,5,1,0,0,0,12,5,1
11477,Town of Madison (ME),ME,2008,1,164,1819,2225,40,436,295,49,572,17,0,0,0,253,2827,2537
88888,Total EPM,ME,2008,1,70119,449010,694223,45485,341538,87363,31269,264538,2822,0,0,0,146874,1055087,784408
