UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
16687,Savannah Electric & Power Co,GA,2002,1,9689,128650,117563,7106,109878,16174,1522,66596,76,998,14536,476,19315,319660,134289
88888,Total EPM,GA,2002,1,306616,4355889,0,199840,3159005,0,95171,2662243,0,11379,137348,0,613007,10314485,0
0,State Level Adjustment,HI,2002,1,-833,-3775,0,-617,-2720,0,-671,-3545,0,-47,-672,0,-2168,-10713,0
3611,Citzens Communications Co,HI,2002,1,2628,12539,23999,1952,9149,4076,2354,12730,109,209,191,3052,7143,34609,31236
8287,Hawaii Electric Light Co Inc,HI,2002,1,6690,33241,54706,5793,29934,10630,2595,18001,62,65,344,109,15143,81520,65507
11843,Maui Electric Co Ltd,HI,2002,1,6012,34665,50188,5162,28696,8545,4284,30088,130,78,506,155,15536,93955,59018
19547,Hawaiian Electric Co Inc,HI,2002,1,22195,169558,248060,20629,177102,31726,22158,239624,350,449,3835,1105,65431,590119,281241
88888,Total EPM,HI,2002,1,36692,246228,0,32919,242161,0,30720,296898,0,754,4204,0,101085,789490,0
0,State Level Adjustment,IA,2002,1,31441,413300,0,11127,188870,0,10738,232719,0,3954,118441,0,57260,953331,0
471,Amana Society Service Co,IA,2002,1,36,560,688,33,630,169,286,6531,1,4,107,4,359,7828,862
9417,Interstate Power and Light Co,IA,2002,1,25498,361554,396844,14555,256197,67399,19490,595010,1547,544,5344,910,60087,1218105,466700
12341,MidAmerican Energy Co,IA,2002,1,30435,367101,503997,16734,252628,70540,20402,495113,1079,5424,91000,11288,72995,1205842,586904
88888,Total EPM,IA,2002,1,87410,1142515,0,42449,698325,0,50916,1329373,0,9926,214892,0,190701,3385106,0
0,State Level Adjustment,ID,2002,1,6093,85496,0,9555,185185,0,-5423,-99883,0,737,20239,0,10962,191037,0
967,Atlanta Power Co Inc,ID,2002,1,3,11,55,2,9,7,0,0,0,0,0,0,5,20,62
9187,Idaho Falls City of,ID,2002,1,2112,39944,19839,1440,25481,3036,185,4032,7,199,3384,20,3936,72841,22902
9191,Idaho Power Co,ID,2002,1,32817,464719,323021,15936,287974,48844,15383,273531,12820,218,2268,275,64354,1028492,384960
10454,Kootenai Electric Coop Inc,ID,2002,1,1363,22442,13858,373,6268,774,36,762,1,1,11,39,1773,29483,14672
11273,Lower Valley Energy Inc,ID,2002,1,138,3402,1087,78,1929,153,19,454,39,2,57,140,237,5842,1419
14354,PacifiCorp,ID,2002,1,2859,70060,45163,1777,31527,6491,3838,175504,5401,16,138,183,8490,277229,57238
16565,Salmon River Electric Coop Inc,ID,2002,1,230,2958,1913,111,1321,366,326,8112,3,3,13,243,670,12404,2525
20169,Avista Corp,ID,2002,1,6445,104045,91012,5176,77589,14705,1703,56588,529,132,817,154,13456,239039,106400
88888,Total EPM,ID,2002,1,52060,793077,0,34448,617283,0,16067,419100,0,1308,26927,0,103883,1856387,0
0,State Level Adjustment,IL,2002,1,44289,522671,0,40382,578613,0,38023,846945,0,3894,67541,0,126588,2015770,0
3252,Central Illinois Light Co,IL,2002,1,13030,199326,180331,9113,136856,22744,6212,144876,167,136,2763,2,28491,483821,203244
3253,Central Illinois Pub Serv Co,IL,2002,1,18332,276770,278786,15812,263498,40833,7226,189596,427,880,13253,1067,42250,743117,321113
4110,Commonwealth Edison Co,IL,2002,1,185525,2404178,3239102,141410,2082096,314063,43049,898119,1163,29942,706157,15274,399926,6090550,3569602
9208,Illinois Power Co,IL,2002,1,38318,547410,527602,25616,369120,64772,16673,386918,322,1906,32327,5241,82513,1335775,597937
9417,Interstate Power and Light Co,IL,2002,1,494,7030,9394,232,3080,1718,678,14477,54,27,400,57,1431,24987,11223
12341,MidAmerican Energy Co,IL,2002,1,3236,44291,74418,1858,29199,7811,2358,58794,94,607,9024,1079,8059,141308,83402
13032,Mt Carmel Public Utility Co,IL,2002,1,352,4500,4630,111,1341,858,154,2486,108,204,5186,2,821,13513,5598
17535,South Beloit Wtr Gas & Elec,IL,2002,1,438,6496,7324,220,3633,846,297,6547,42,8,97,12,963,16773,8224
19436,Union Electric Co,IL,2002,1,2645,58375,54739,2507,67985,7974,6020,243662,255,118,1623,83,11290,371645,63051
88888,Total EPM,IL,2002,1,306659,4071047,0,237261,3535421,0,120690,2792420,0,37722,838371,0,702332,11237259,0
0,State Level Adjustment,IN,2002,1,58824,860611,0,13944,193370,0,20634,484431,0,1288,19465,0,94690,1557877,0
261,AGC Division of APG Inc,IN,2002,1,0,0,0,0,0,0,6687,288366,1,0,0,0,6687,288366,1
9273,Indianapolis Power & Light Co,IN,2002,1,24499,450626,395735,12304,195858,43899,25573,573966,4274,898,7428,628,63274,1227878,444536
9324,Indiana Michigan Power Co,IN,2002,1,28602,455002,393127,16847,313018,47111,20588,540021,4241,387,6348,1691,66424,1314389,446170
13756,Northern Indiana Pub Serv Co,IN,2002,1,25847,266285,381617,23800,283318,47389,30632,673748,2638,1159,11245,802,81438,1234596,432446
15470,PSI Energy Inc,IN,2002,1,43873,772840,638081,26670,569458,85977,34986,934347,3572,774,7311,1626,106303,2283956,729256
17633,Southern Indiana Gas & Elec Co,IN,2002,1,8596,128934,115870,6077,108844,17365,6809,184387,175,173,1741,19,21655,423906,133429
88888,Total EPM,IN,2002,1,190241,2934298,0,99642,1663866,0,145909,3679266,0,4679,53538,0,440471,8330968,0
0,State Level Adjustment,KS,2002,1,18756,220349,0,9740,109610,0,10422,229791,0,943,10654,0,39860,570404,0
5860,Empire District Electric Co,KS,2002,1,620,11268,8744,247,3797,1303,269,6051,46,25,581,159,1161,21697,10252
9996,Kansas City City of,KS,2002,1,2644,44347,57853,3520,63824,6994,2150,60255,117,437,6937,252,8751,175363,65216
10000,Kansas City Power & Light Co,KS,2002,1,13442,213986,189230,12074,225495,23307,1351,26940,1077,392,1993,58,27259,468414,213672
10005,Kansas Gas & Electric Co,KS,2002,1,15963,235483,261414,12567,201413,29276,11851,266161,3395,223,2211,0,40604,705268,294085
12524,Midwest Energy Inc,KS,2002,1,1470,17587,22031,589,5941,10272,3080,41486,3108,72,715,142,5211,65729,35553
12698,"UtiliCorp United, Inc",KS,2002,1,2449,38647,52781,2492,45921,15508,2561,58620,81,147,1815,438,7649,145003,68808
17718,Southwestern Public Service Co,KS,2002,1,52,844,1063,51,844,390,0,0,0,3,54,36,106,1742,1489
22500,Western Resources Inc,KS,2002,1,16794,262431,300724,15420,305761,46008,6946,160288,1484,401,5279,0,39561,733759,348216
88888,Total EPM,KS,2002,1,72190,1044942,0,56700,962606,0,38630,849592,0,2643,30239,0,170162,2887379,0
0,State Level Adjustment,KY,2002,1,53623,875508,0,18044,304543,0,18011,519120,0,902,16871,0,90579,1716042,0
1594,Berea College,KY,2002,1,238,5298,3892,110,2116,661,174,3814,51,8,108,440,530,11336,5044
5748,Electric Energy Inc,KY,2002,1,0,0,0,0,0,0,6871,293402,1,0,0,0,6871,293402,1
9964,Kenergy Corp,KY,2002,1,3714,63265,44370,1161,19411,5881,19232,707402,27,228,3651,796,24335,793729,51074
10171,Kentucky Utilities Co,KY,2002,1,27270,669270,388280,12760,320645,72451,11392,362378,2026,3726,102764,8419,55148,1455057,471176
11249,Louisville Gas & Electric Co,KY,2002,1,17216,342060,331610,13459,281919,40599,8160,244066,405,4085,99903,5686,42920,967948,378300
14724,Pennyrile Rural Electric Coop,KY,2002,1,3350,48902,34865,1337,16669,8860,1058,17343,29,96,1202,161,5841,84116,43915
17564,South Kentucky Rural E C C,KY,2002,1,4511,82124,52871,311,5004,3386,953,19331,354,64,1147,668,5839,107606,57279
18642,Tennessee Valley Authority,KY,2002,1,0,0,0,0,0,0,30640,1322331,17,137,2911,4,30777,1325242,21
19446,"Union Light, Heat & Power Co",KY,2002,1,6782,116835,112817,6124,105742,12241,2768,55116,398,1358,24522,1127,17032,302215,126583
20130,Warren Rural Elec Coop Corp,KY,2002,1,5015,77173,45522,1632,22409,6845,1842,33667,39,142,1534,498,8631,134783,52904
22053,Kentucky Power Co,KY,2002,1,15383,327046,144776,5919,118027,26454,8223,258258,1488,68,972,441,29593,704303,173159
88888,Total EPM,KY,2002,1,137102,2607481,0,60857,1196485,0,109324,3836228,0,10814,255585,0,318096,7895779,0
0,State Level Adjustment,LA,2002,1,36053,602264,0,10304,152152,0,5189,94242,0,1810,13686,0,53356,862344,0
3265,Cleco Power LLC,LA,2002,1,19429,291970,215296,9100,131022,30239,10062,217250,723,3090,45023,6183,41681,685265,252441
7806,Entergy Gulf States Inc,LA,2002,1,25487,360045,288576,21150,335769,41742,28188,695129,3592,1320,17410,1459,76145,1408353,335369
11241,Entergy Louisiana Inc,LA,2002,1,42499,710297,563435,27194,428719,69540,41234,1177818,6798,2686,45002,5444,113613,2361836,645217
13478,Entergy New Orleans Inc,LA,2002,1,9747,145615,170284,10516,175257,18588,1656,31732,1093,4381,80922,1649,26300,433526,191614
17698,Southwestern Electric Power Co,LA,2002,1,10129,177629,147571,7042,137179,15707,3438,80494,1985,1218,21263,1130,21827,416565,166393
88888,Total EPM,LA,2002,1,143344,2287820,0,85306,1360098,0,89767,2296665,0,14505,223306,0,332922,6167889,0
0,State Level Adjustment,MA,2002,1,19928,203615,0,46654,469225,0,32010,392711,0,4352,31205,0,102944,1096756,0
1998,Boston Edison Co,MA,2002,1,52129,362830,587550,63446,560393,90326,8726,74463,1766,817,9185,7568,125118,1006871,687210
2886,Cambridge Electric Light Co,MA,2002,1,2210,16125,39394,9416,99314,6977,375,4233,26,210,878,330,12211,120550,46727
4089,Commonwealth Electric Co,MA,2002,1,26082,168894,299254,15763,119478,42966,1993,12783,228,484,1793,1114,44322,302948,343562
6374,Fitchburg Gas & Elec Light Co,MA,2002,1,2066,15920,23291,1190,9730,3030,802,10666,38,142,775,0,4200,37091,26359
8774,Holyoke City of,MA,2002,1,838,9153,14271,1119,12657,2080,400,7904,111,220,2484,579,2577,32198,17041
11804,Massachusetts Electric Co,MA,2002,1,72731,728885,1049334,53728,592388,128651,18737,226257,4790,1361,7034,917,146557,1554564,1183692
13206,Nantucket Electric Co,MA,2002,1,817,7026,9744,398,3145,1242,0,0,0,7,33,5,1222,10204,10991
15748,Reading Town of,MA,2002,1,1901,18968,24029,0,0,0,1731,31608,2627,257,2883,433,3889,53459,27089
20455,Western Massachusetts Elec Co,MA,2002,1,16809,146609,183356,10728,108364,18091,4289,50797,828,437,3190,639,32263,308960,202914
88888,Total EPM,MA,2002,1,195511,1678025,0,202442,1974694,0,69063,811422,0,8287,59460,0,475303,4523601,0
0,State Level Adjustment,MD,2002,1,18750,222780,0,8167,106462,0,11115,530910,0,2344,40509,0,40377,900660,0
1167,Baltimore Gas & Electric Co,MD,2002,1,78159,1142125,1042324,58709,1111124,110576,13426,350362,5011,4182,45650,442,154476,2649261,1158353
5027,Conectiv,MD,2002,1,16122,208091,158777,8958,119447,23230,1765,30182,266,171,1050,269,27016,358770,182542
15263,The Potomac Edison Co,MD,2002,1,18571,278191,194195,9247,150073,23939,11496,361632,2620,287,1228,333,39601,791124,221087
15270,Potomac Electric Power Co,MD,2002,1,23471,388446,399712,23143,482880,39148,3,0,1,349,5026,97,46966,876352,438958
88888,Total EPM,MD,2002,1,155073,2239633,0,108224,1969986,0,37805,1273086,0,7333,93463,0,308436,5576167,0
0,State Level Adjustment,ME,2002,1,35473,361125,0,18057,193222,0,15546,233080,0,739,3485,0,69814,790912,0
1179,Bangor Hydro-Electric Co,ME,2002,1,8902,55390,92708,6069,46940,15088,2560,33532,38,213,756,16034,17744,136618,123868
3266,Central Maine Power Co,ME,2002,1,1,5,24,12376,85633,6038,1916,19815,626,40,100,27,14333,105553,6715
5609,Eastern Maine Electric Coop,ME,2002,1,,,,,,,157,2827,1,,,,157,2827,1
11477,Town of Madison (ME),ME,2002,1,192,1671,2108,46,399,309,1745,25234,19,5,41,83,1988,27345,2519
88888,Total EPM,ME,2002,1,44568,418191,0,36548,326194,0,21924,314488,0,997,4382,0,104036,1063255,0
0,State Level Adjustment,MI,2002,1,16732,271268,0,17659,197478,0,11378,127000,0,1280,22290,0,47048,618036,0
392,Alpena Power Co,MI,2002,1,648,7844,13711,637,9164,3483,308,7177,5,0,0,0,1593,24185,17199
4254,Consumers Energy Co,MI,2002,1,93665,1200798,1509228,64845,910105,193307,46435,825136,9041,2185,23025,1887,207130,2959064,1713463
5109,Detroit Edison Co,MI,2002,1,124012,1380662,1941560,121053,1497795,184307,59546,1109019,1049,4298,37472,1928,308909,4024948,2128844
5659,Edison Sault Electric Co,MI,2002,1,1006,16777,18328,1246,19622,3727,587,15386,4,22,203,38,2861,51988,22097
9324,Indiana Michigan Power Co,MI,2002,1,6486,114749,105532,3512,58095,15180,3342,71924,1128,111,1181,331,13451,245949,122171
10704,Lansing City of,MI,2002,1,3708,56203,82240,5500,98218,12855,2686,55703,327,498,4487,2094,12392,214611,97516
13780,Northern States Power Co,MI,2002,1,481,5834,7709,256,3230,1290,252,4482,29,22,200,57,1011,13746,9085
19578,Upper Peninsula Power Co,MI,2002,1,2616,28162,44913,1754,23023,5477,797,16078,12,96,901,374,5263,68164,50776
20847,Wisconsin Electric Power Co,MI,2002,1,1269,14875,23613,886,11310,2887,5293,135989,13,42,255,60,7490,162429,26573
20860,Wisconsin Public Service Corp,MI,2002,1,400,6277,7912,278,4533,914,442,15913,8,8,84,27,1128,26807,8861
88888,Total EPM,MI,2002,1,251023,3103449,0,217626,2832573,0,131066,2383807,0,8562,90098,0,608276,8409927,0
0,State Level Adjustment,MN,2002,1,43114,637283,0,15823,277170,0,11174,285563,0,1359,28129,0,71470,1228145,0
689,Anoka Electric Coop,MN,2002,1,6934,92016,94999,2344,40594,6396,289,5893,308,75,658,266,9642,139161,101969
5574,East Central Energy,MN,2002,1,3284,41938,41663,1079,17420,2877,313,7347,18,19,158,64,4695,66863,44622
9417,Interstate Power and Light Co,MN,2002,1,1935,22878,33983,664,9940,6358,1131,19511,241,116,2053,341,3846,54382,40923
12647,Minnesota Power Inc,MN,2002,1,6521,96410,111803,5578,94061,19027,20564,559288,483,413,6971,656,33076,756730,131969
13781,Northern States Power Co,MN,2002,1,52329,725118,1020708,54466,1019015,117942,29718,766795,626,1841,21033,5021,138354,2531961,1144297
13815,Northwestern Wisconsin Elec Co,MN,2002,1,3,32,53,1,7,13,0,0,0,0,0,0,4,39,66
14232,Otter Tail Power Co,MN,2002,1,3044,51327,44533,4633,88375,11297,1301,32906,9,199,2959,360,9177,175567,56199
16181,Rochester Public Utilities,MN,2002,1,2194,28469,37325,2434,38702,3945,1782,31525,22,134,1360,4,6544,100056,41296
17267,Sioux Valley SW Elec Coop,MN,2002,1,404,6246,2667,30,470,82,91,1588,41,0,0,0,525,8304,2790
20996,Wright-Hennepin Coop Elec Assn,MN,2002,1,2476,36702,31063,852,15524,1404,266,5332,10,19,123,1602,3613,57681,34079
25177,Dakota Electric Association,MN,2002,1,4908,66075,82524,1572,24155,5281,1450,36256,650,89,798,272,8019,127284,88727
