UTILITYID,UTILNAME,STATE,YEAR,MONTH,RES_REV (Thousand $),RES_SALES (MwH),RES_CONS ,COM_REV (Thousand $),COM_SALES (MwH),COM_CONS,IND_REV (Thousand $),IND_SALES (MwH),IND_CONS,OTH_REV (Thousand $),OTH_SALES (MwH),OTH_CONS,TOT_REV (Thousand $),TOT_SALES (MwH),TOT_CONS
19497,United Illuminating Co,CT,2002,3,21151,172202,287393,20041,201384,29808,7078,83738,1653,888,3996,1266,49158,461320,320120
20038,Wallingford Town of,CT,2002,3,1247,13215,20143,1103,13841,3086,891,14660,28,129,1765,183,3370,43481,23440
88888,Total EPM,CT,2002,3,109879,1004657,0,90750,1004130,0,33727,449501,0,4896,45664,0,239252,2503951,0
0,State Level Adjustment,DC,2002,3,195,2965,0,22088,368517,0,0,-96,0,1534,22626,0,23817,394012,0
15270,Potomac Electric Power Co,DC,2002,3,8469,125137,193059,20811,318920,21858,974,22897,1,420,8267,32,30674,475221,214950
88888,Total EPM,DC,2002,3,8664,128102,0,42899,687437,0,974,22801,0,1954,30893,0,54491,869233,0
0,State Level Adjustment,DE,2002,3,1617,16912,0,716,19098,0,4686,82733,0,28,546,0,7047,119288,0
5027,Conectiv,DE,2002,3,17027,214432,245622,16188,245028,28949,9514,221965,291,485,3209,313,43214,684634,275175
5070,Delaware Electric Coop Inc,DE,2002,3,4544,55198,55891,647,8785,5252,50,794,1,62,484,447,5303,65261,61591
5335,Dover City of,DE,2002,3,1112,11988,17394,1212,14879,2840,1333,25152,34,95,685,1,3752,52704,20269
13519,Newark City of,DE,2002,3,653,6869,9555,471,5204,1267,1113,17184,54,0,0,0,2237,29257,10876
88888,Total EPM,DE,2002,3,24953,305399,0,19234,292994,0,16696,347828,0,670,4924,0,61553,951144,0
0,State Level Adjustment,FL,2002,3,148283,1873505,0,79754,1150944,0,24717,505390,0,4451,66661,0,257205,3596500,0
6452,Florida Power & Light Co,FL,2002,3,278192,3236825,3551524,209545,2869931,435314,18195,321439,15298,5004,39527,2762,510936,6467722,4004898
6455,Florida Power Corp,FL,2002,3,117894,1253029,1296839,55048,804813,148898,16691,292918,2499,13125,203161,21064,202758,2553921,1469300
6457,Florida Public Utilities Co,FL,2002,3,1566,24409,22174,1211,21625,3972,289,7950,2,30,351,25,3096,54335,26173
7801,Gulf Power Co,FL,2002,3,24937,369808,329409,15050,253987,48970,6524,157000,263,211,1804,473,46722,782599,379115
18454,Tampa Electric Co,FL,2002,3,49589,517642,517223,33186,411695,64035,12308,206009,903,9633,102776,5744,104716,1238122,587905
88888,Total EPM,FL,2002,3,620461,7275218,0,393794,5512995,0,78724,1490706,0,32454,414280,0,1125433,14693199,0
0,State Level Adjustment,GA,2002,3,120805,1519167,0,47410,600510,0,23274,589976,0,4328,51558,0,195817,2761211,0
3916,Cobb Electric Membership Corp,GA,2002,3,11998,121513,149261,4716,57867,11009,542,14511,40,850,9697,5282,18106,203588,165592
7140,Georgia Power Co,GA,2002,3,96944,1482657,1711836,124975,2014909,244678,75847,2116005,7995,4245,48608,3261,302011,5662179,1967770
9601,Jackson Electric Member Corp,GA,2002,3,11735,160276,150489,5402,67569,11585,1697,37890,79,948,11190,2374,19782,276925,164527
16687,Savannah Electric & Power Co,GA,2002,3,8750,121859,118094,7338,108635,16278,1998,58203,77,677,11463,483,18763,300160,134932
88888,Total EPM,GA,2002,3,250232,3405472,0,189841,2849490,0,103358,2816585,0,11048,132516,0,554479,9204063,0
0,State Level Adjustment,HI,2002,3,-774,-3548,0,-627,-2860,0,-664,-3575,0,-45,-639,0,-2110,-10622,0
3611,Citzens Communications Co,HI,2002,3,2313,10717,24075,1770,8084,4089,2094,10786,110,213,191,3051,6390,29778,31325
8287,Hawaii Electric Light Co Inc,HI,2002,3,6524,31851,54833,6083,31268,10589,2648,17631,61,69,363,97,15324,81113,65580
11843,Maui Electric Co Ltd,HI,2002,3,5412,33160,50176,5059,29901,8596,4117,30760,132,70,486,155,14658,94307,59059
19547,Hawaiian Electric Co Inc,HI,2002,3,20613,159219,248160,21191,188171,31647,22194,243752,357,419,3640,1078,64417,594782,281242
88888,Total EPM,HI,2002,3,34088,231399,0,33476,254564,0,30389,299354,0,726,4041,0,98679,789358,0
0,State Level Adjustment,IA,2002,3,26258,348411,0,10511,176566,0,11428,253757,0,3987,114776,0,52184,893510,0
471,Amana Society Service Co,IA,2002,3,33,503,691,31,564,167,253,5613,1,4,98,4,321,6778,863
9417,Interstate Power and Light Co,IA,2002,3,21968,287170,397049,14491,247182,67507,19585,594530,1555,640,5918,911,56684,1134800,467022
12341,MidAmerican Energy Co,IA,2002,3,29488,349095,504780,17530,267350,70557,19142,476614,1081,5546,91398,11415,71706,1184457,587833
88888,Total EPM,IA,2002,3,77747,985179,0,42563,691662,0,50408,1330514,0,10177,212190,0,180895,3219545,0
0,State Level Adjustment,ID,2002,3,5735,80007,0,9046,172421,0,-5045,-83181,0,740,19172,0,10476,188420,0
967,Atlanta Power Co Inc,ID,2002,3,3,7,55,1,8,7,0,0,0,0,0,0,4,15,62
9187,Idaho Falls City of,ID,2002,3,1867,35012,19871,1334,23147,3040,177,3788,7,180,3099,22,3558,65046,22940
9191,Idaho Power Co,ID,2002,3,28442,407680,323743,14947,267400,48969,14303,248818,12646,219,2279,280,57911,926177,385638
10454,Kootenai Electric Coop Inc,ID,2002,3,1206,19549,14082,357,5918,814,37,823,1,1,30,39,1601,26320,14936
11273,Lower Valley Energy Inc,ID,2002,3,140,3350,1091,77,1856,152,17,412,39,2,52,140,236,5670,1422
14354,PacifiCorp,ID,2002,3,-98,64371,45269,1841,31872,6505,2806,123366,5387,25,187,185,4574,219796,57346
16565,Salmon River Electric Coop Inc,ID,2002,3,202,2400,1912,99,1070,367,196,6599,3,3,26,243,500,10095,2525
20169,Avista Corp,ID,2002,3,6083,99112,91294,5012,74333,14709,2511,57567,527,131,797,152,13737,231809,106682
88888,Total EPM,ID,2002,3,43580,711488,0,32714,578025,0,15002,358192,0,1301,25642,0,92597,1673348,0
0,State Level Adjustment,IL,2002,3,36274,420657,0,45146,548532,0,44407,932276,0,4936,78094,0,130763,1979558,0
3252,Central Illinois Light Co,IL,2002,3,10770,154590,183124,9449,140444,23359,7913,192152,183,128,2428,2,28260,489614,206668
3253,Central Illinois Pub Serv Co,IL,2002,3,15796,230184,304339,13059,210373,44288,9098,245742,450,442,7295,1307,38395,693594,350384
4110,Commonwealth Edison Co,IL,2002,3,168770,2033036,3251049,143662,2012526,314314,59225,1121768,1135,33747,621868,15322,405404,5789198,3581820
9208,Illinois Power Co,IL,2002,3,30699,405523,528064,24108,340119,64871,20392,469056,313,1845,30781,5244,77044,1245479,598492
9417,Interstate Power and Light Co,IL,2002,3,453,7163,9388,237,3648,1711,610,16622,54,34,474,58,1334,27907,11211
12341,MidAmerican Energy Co,IL,2002,3,3341,45213,74479,2123,36252,7810,2836,73253,94,692,13899,1091,8992,168617,83474
13032,Mt Carmel Public Utility Co,IL,2002,3,243,3308,4617,82,1058,855,117,1936,107,193,4603,2,635,10905,5581
17535,South Beloit Wtr Gas & Elec,IL,2002,3,400,4901,7338,248,3351,846,419,7128,42,8,93,12,1075,15473,8238
19436,Union Electric Co,IL,2002,3,2396,48195,54239,2436,59290,7913,6067,221462,267,239,2732,84,11138,331679,62503
88888,Total EPM,IL,2002,3,269142,3352770,0,240550,3355593,0,151084,3281395,0,42264,762267,0,703040,10752024,0
0,State Level Adjustment,IN,2002,3,48295,693145,0,13017,174828,0,21183,498918,0,1288,18615,0,83783,1385507,0
261,AGC Division of APG Inc,IN,2002,3,0,0,0,0,0,0,10074,379593,1,0,0,0,10074,379593,1
9273,Indianapolis Power & Light Co,IN,2002,3,24908,408257,396868,11694,178500,43965,26377,575893,4301,917,6321,636,63896,1168971,445770
9324,Indiana Michigan Power Co,IN,2002,3,24944,377141,393162,18109,318754,46923,23591,602994,4237,435,6362,1675,67079,1305251,445997
13756,Northern Indiana Pub Serv Co,IN,2002,3,22568,229245,381737,24591,292750,47486,31193,698866,2622,1185,10457,801,79537,1231318,432646
15470,PSI Energy Inc,IN,2002,3,45372,693160,639669,29427,545720,86093,36030,966222,3561,767,6073,1636,111596,2211175,730959
17633,Southern Indiana Gas & Elec Co,IN,2002,3,7165,102179,115944,5852,100159,17321,7109,189664,175,173,1536,19,20299,393538,133459
88888,Total EPM,IN,2002,3,173252,2503127,0,102690,1610711,0,155557,3912150,0,4765,49364,0,436264,8075353,0
0,State Level Adjustment,KS,2002,3,15098,175876,0,8599,95565,0,9521,208094,0,905,10399,0,34123,489934,0
5860,Empire District Electric Co,KS,2002,3,526,9393,8753,235,3698,1296,311,6937,46,26,544,161,1098,20572,10256
9996,Kansas City City of,KS,2002,3,1846,33301,57846,3206,55804,7112,2354,62300,115,614,5015,249,8020,156420,65322
10000,Kansas City Power & Light Co,KS,2002,3,11939,184551,189259,13233,231871,23406,1592,30802,1085,391,1686,59,27155,448910,213809
10005,Kansas Gas & Electric Co,KS,2002,3,13959,196080,262478,12152,187563,29307,12258,277819,3390,436,3702,0,38805,665164,295175
12524,Midwest Energy Inc,KS,2002,3,1270,15740,22027,566,6175,10309,2554,36743,3085,72,740,140,4462,59398,35561
12698,Aquila Inc,KS,2002,3,2510,32075,52721,2701,39596,15463,2225,58177,81,166,1862,439,7602,131710,68704
17718,Southwestern Public Service Co,KS,2002,3,14,809,1060,15,858,391,0,0,0,3,77,36,32,1744,1487
22500,Western Resources Inc,KS,2002,3,14831,224135,300966,15047,295436,43026,7048,162405,1485,399,5221,0,37325,687197,345477
88888,Total EPM,KS,2002,3,61993,871960,0,55754,916566,0,37863,843277,0,3012,29246,0,158622,2661049,0
0,State Level Adjustment,KY,2002,3,43945,703991,0,17012,280251,0,18506,535032,0,899,16096,0,80363,1535370,0
1594,Berea College,KY,2002,3,211,4622,3896,101,1908,663,190,4394,51,8,108,440,510,11032,5050
5748,Electric Energy Inc,KY,2002,3,0,0,0,0,0,0,2863,226617,1,0,0,0,2863,226617,1
9964,Kenergy Corp,KY,2002,3,3261,55278,44450,935,16245,5897,18945,704472,27,193,3111,796,23334,779106,51170
10171,Kentucky Utilities Co,KY,2002,3,21367,503324,388708,13078,306232,72725,14542,453768,2016,4639,116853,8454,53626,1380177,471903
11249,Louisville Gas & Electric Co,KY,2002,3,13762,259478,334062,11531,255851,40977,8052,245335,402,3937,91338,5719,37282,852002,381160
14724,Pennyrile Rural Electric Coop,KY,2002,3,2940,42222,34855,1297,16242,8817,1170,20169,32,95,1187,164,5502,79820,43868
17564,South Kentucky Rural E C C,KY,2002,3,4080,67715,53195,301,4474,3398,1126,21133,362,62,1013,668,5569,94335,57623
18642,Tennessee Valley Authority,KY,2002,3,0,0,0,0,0,0,33071,1431918,18,113,2247,4,33184,1434165,22
19446,"Union Light, Heat & Power Co",KY,2002,3,6410,102200,112893,6126,101995,12400,2995,59848,401,1360,24351,1256,16891,288394,126950
20130,Warren Rural Elec Coop Corp,KY,2002,3,4074,60854,45573,1490,19722,6842,1874,34627,41,141,1518,495,7579,116721,52951
22053,Kentucky Power Co,KY,2002,3,10553,219159,144570,5330,104338,26967,8378,271259,1520,77,952,439,24338,595708,173496
88888,Total EPM,KY,2002,3,110603,2018843,0,57201,1107258,0,111712,4008572,0,11524,258774,0,291041,7393447,0
0,State Level Adjustment,LA,2002,3,28972,481060,0,9111,132824,0,4748,85722,0,1741,13285,0,44572,712892,0
3265,Cleco Power LLC,LA,2002,3,15326,235578,216266,8070,118689,30530,8886,209132,730,2797,42065,6205,35079,605464,253731
7806,Entergy Gulf States Inc,LA,2002,3,20383,308084,289987,18572,316360,41852,27285,787254,3643,1220,17314,1469,67460,1429012,336951
11241,Entergy Louisiana Inc,LA,2002,3,38307,602659,564650,26938,396555,69649,43984,1164214,6870,2639,40906,5476,111868,2204334,646645
13478,Entergy New Orleans Inc,LA,2002,3,8977,130253,171410,10335,164897,16471,1529,29727,1070,4108,72827,1642,24949,397704,190593
17698,Southwestern Electric Power Co,LA,2002,3,7575,132037,148108,6221,118268,15838,3246,78689,1958,997,16545,1122,18039,345539,167026
88888,Total EPM,LA,2002,3,119540,1889671,0,79247,1247593,0,89678,2354738,0,13502,202942,0,301967,5694945,0
0,State Level Adjustment,MA,2002,3,18027,181601,0,51290,584003,0,30795,410916,0,4525,36215,0,104636,1212734,0
1998,Boston Edison Co,MA,2002,3,44827,318656,599756,54992,509188,92221,7142,64592,1638,919,7488,7077,107880,899924,700692
2886,Cambridge Electric Light Co,MA,2002,3,2009,17151,39326,7579,90726,6872,344,4808,27,139,700,333,10071,113385,46558
4089,Commonwealth Electric Co,MA,2002,3,21561,149542,298888,12617,102941,41789,1115,9187,165,317,1414,1105,35610,263084,341947
6374,Fitchburg Gas & Elec Light Co,MA,2002,3,1536,12127,23349,1007,8288,3046,1004,9997,38,60,479,0,3607,30891,26433
8774,Holyoke City of,MA,2002,3,777,7712,14205,1067,11304,2048,431,6627,109,209,2207,568,2484,27850,16930
11804,Massachusetts Electric Co,MA,2002,3,59906,651900,1050708,45337,536616,128461,16824,222836,4715,835,4462,824,122902,1415814,1184708
13206,Nantucket Electric Co,MA,2002,3,711,5933,9786,345,2736,1243,0,0,0,5,23,5,1061,8692,11034
15748,Reading Town of,MA,2002,3,1521,15350,24020,0,0,0,2923,30001,2635,216,2547,451,4660,47898,27106
20455,Western Massachusetts Elec Co,MA,2002,3,13218,118596,182450,9737,102082,17951,4504,58423,818,425,2387,629,27884,281488,201848
88888,Total EPM,MA,2002,3,164093,1478568,0,183971,1947884,0,65082,817387,0,7650,57922,0,420795,4301760,0
0,State Level Adjustment,MD,2002,3,16873,203587,0,8418,112283,0,11673,555794,0,2761,42129,0,39726,913793,0
1167,Baltimore Gas & Electric Co,MD,2002,3,67030,974103,1044703,69534,1285118,110994,15885,390483,5003,4213,42068,441,156662,2691772,1161141
5027,Conectiv,MD,2002,3,13546,170294,159135,8641,112570,23221,1897,32497,264,171,1050,269,24255,316411,182889
15263,The Potomac Edison Co,MD,2002,3,15425,223094,195215,9118,143581,24047,12446,372098,2630,369,1505,335,37358,740278,222227
15270,Potomac Electric Power Co,MD,2002,3,25433,404886,399060,24662,487579,37754,-1,0,1,244,2614,85,50338,895079,436900
88888,Total EPM,MD,2002,3,138307,1975964,0,120373,2141131,0,41900,1350872,0,7758,89366,0,308339,5557333,0
0,State Level Adjustment,ME,2002,3,37039,223085,0,23801,251109,0,12615,180071,0,794,4070,0,74250,658336,0
1179,Bangor Hydro-Electric Co,ME,2002,3,6321,46512,92919,4598,43772,15247,1903,40408,392,177,729,16185,12999,131421,124743
3266,Central Maine Power Co,ME,2002,3,1,5,23,1093,8339,4,274,2781,0,18,74,1,1386,11199,28
5609,Eastern Maine Electric Coop,ME,2002,3,0,0,0,0,0,0,7,51,1,0,0,0,7,51,1
11477,Town of Madison (ME),ME,2002,3,124,1241,2101,37,388,311,1396,21027,19,4,42,85,1561,22698,2516
88888,Total EPM,ME,2002,3,43485,270843,0,29529,303608,0,16195,244338,0,993,4915,0,90203,823705,0
0,State Level Adjustment,MI,2002,3,14541,232535,0,18103,186450,0,11177,389237,0,1297,21477,0,45118,829699,0
392,Alpena Power Co,MI,2002,3,656,7412,13696,702,9344,3546,298,6952,5,0,0,0,1656,23708,17247
4254,Consumers Energy Co,MI,2002,3,76445,986249,1512468,65418,896319,193622,54497,955690,9027,2125,19975,1894,198485,2858233,1717011
5109,Detroit Edison Co,MI,2002,3,107371,1211880,1944802,124845,1486427,184284,59509,1149914,1022,4699,41347,1947,296424,3889568,2132055
5659,Edison Sault Electric Co,MI,2002,3,962,15961,18289,1227,19065,3611,572,14821,4,22,204,38,2783,50051,21942
9324,Indiana Michigan Power Co,MI,2002,3,5790,101367,105450,3604,57371,15098,4077,89918,1126,114,1063,339,13585,249719,122013
10704,Lansing City of,MI,2002,3,3043,44159,82401,5173,87118,12869,2628,56634,325,555,4174,2087,11399,192085,97682
13780,Northern States Power Co,MI,2002,3,487,5640,7678,248,3109,1196,251,4083,29,21,167,56,1007,12999,8959
19578,Upper Peninsula Power Co,MI,2002,3,2080,24830,44941,1493,20901,5498,706,17893,12,87,762,384,4366,64386,50835
20847,Wisconsin Electric Power Co,MI,2002,3,1194,13322,23600,891,11372,2877,5132,134994,13,33,197,60,7250,159885,26550
20860,Wisconsin Public Service Corp,MI,2002,3,348,5656,7909,270,4697,916,448,14292,8,8,66,27,1074,24711,8860
88888,Total EPM,MI,2002,3,212917,2649011,0,221974,2782173,0,139295,2834428,0,8961,89432,0,583147,8355044,0
0,State Level Adjustment,MN,2002,3,37000,544445,0,15466,267541,0,10574,284717,0,1369,26677,0,64408,1123379,0
689,Anoka Electric Coop,MN,2002,3,5952,77630,95521,2766,48657,6423,268,6407,308,86,697,272,9072,133391,102524
5574,East Central Energy,MN,2002,3,3076,38964,41724,1061,16445,2870,261,7181,18,19,156,64,4417,62746,44676
9417,Interstate Power and Light Co,MN,2002,3,2091,25400,33922,758,11427,6236,1298,25739,242,158,2313,331,4305,64879,40731
12647,Minnesota Power Inc,MN,2002,3,5617,86172,111912,5707,101087,18948,19983,574043,487,389,6233,650,31696,767535,131997
13781,Northern States Power Co,MN,2002,3,48057,653350,1022236,49781,941976,117531,29205,729805,592,1942,19961,5035,128985,2345092,1145394
13815,Northwestern Wisconsin Elec Co,MN,2002,3,2,27,53,1,10,13,0,0,0,0,0,0,3,37,66
14232,Otter Tail Power Co,MN,2002,3,3099,48518,44617,4733,87492,11276,1317,34884,9,206,3088,357,9355,173982,56259
16181,Rochester Public Utilities,MN,2002,3,1761,22413,37515,2180,33620,3957,1695,29181,23,141,1416,4,5777,86630,41499
17267,Sioux Valley SW Elec Coop,MN,2002,3,396,5875,2660,28,433,82,83,1557,41,0,0,0,507,7865,2783
20996,Wright-Hennepin Coop Elec Assn,MN,2002,3,2310,34386,31277,889,16286,1460,262,5256,10,19,121,1613,3480,56049,34360
25177,Dakota Electric Association,MN,2002,3,4045,57207,82845,1398,24562,5297,1338,36306,653,86,802,272,6867,118877,89067
88888,Total EPM,MN,2002,3,113406,1594387,0,84768,1549536,0,66284,1735076,0,4415,61464,0,268872,4940462,0
0,State Level Adjustment,MO,2002,3,52854,762894,0,16823,273374,0,17080,468993,0,1950,35809,0,88707,1541069,0
4675,Cuivre River Electric Coop Inc,MO,2002,3,3774,63761,42551,549,10988,2381,0,0,0,43,241,306,4366,74990,45238
5860,Empire District Electric Co,MO,2002,3,9644,137676,110971,6325,102252,19938,3005,64894,269,488,7273,1385,19462,312095,132563
9231,Independece City of,MO,2002,3,1653,22399,49180,2324,34658,4798,184,3755,13,70,794,60,4231,61606,54051
10000,Kansas City Power & Light Co,MO,2002,3,11900,174243,230813,18236,317200,29217,5453,123586,1227,323,5263,56,35912,620292,261313
12698,Aquila Inc,MO,2002,3,13300,222367,242648,8313,172844,32747,3759,106657,269,1692,32575,2765,27064,534443,278429
17833,Springfield City of,MO,2002,3,3255,60676,81953,4784,99820,12832,1373,34136,146,96,2722,1,9508,197354,94932
19436,Union Electric Co,MO,2002,3,56216,919341,982359,49259,936735,144110,21905,557539,5257,1053,6463,1528,128433,2420078,1133254
88888,Total EPM,MO,2002,3,152596,2363357,0,106613,1947871,0,52759,1359560,0,5715,91140,0,317683,5761927,0
0,State Level Adjustment,MS,2002,3,29945,470230,0,10829,141951,0,16245,322802,0,2347,25152,0,59366,960135,0
3841,Coast Electric Power Assn,MS,2002,3,5511,76162,59389,1242,16410,4979,683,15883,7,210,1809,270,7646,110264,64645
6641,4-County Electric Power Assn,MS,2002,3,3235,43427,34210,1031,11595,6280,744,12808,18,149,1305,167,5159,69135,40675
12685,Entergy Mississippi Inc,MS,2002,3,22983,348332,343138,21003,313569,56140,11958,223422,2938,2095,28574,3770,58039,913897,405986
12686,Mississippi Power Co,MS,2002,3,13797,179957,159352,13987,215659,32567,12763,324631,495,443,3454,107,40990,723701,192521
17252,Singing River Elec Power Assn,MS,2002,3,4774,69927,54360,1329,18668,5837,245,4305,9,26,203,58,6374,93103,60264
17647,Southern Pine Elec Power Assn,MS,2002,3,4732,63839,56568,1329,17944,3352,2630,59726,16,14,70,21,8705,141579,59957
18642,Tennessee Valley Authority,MS,2002,3,0,0,0,0,0,0,7333,250585,7,0,0,0,7333,250585,7
19273,Tupelo City of,MS,2002,3,601,9905,10790,1302,20392,4125,802,15209,13,105,1117,17,2810,46623,14945
88888,Total EPM,MS,2002,3,85578,1261779,0,52052,756188,0,53403,1229371,0,5389,61684,0,196422,3309022,0
0,State Level Adjustment,MT,2002,3,5842,86631,0,4890,83420,0,7767,234128,0,758,20098,0,19257,424276,0
1738,Bonneville Power Admin,MT,2002,3,0,0,0,0,0,0,90,2976,1,0,0,0,90,2976,1
6395,Flathead Electric Coop Inc,MT,2002,3,4280,55577,43121,2375,32993,8014,2219,38348,419,49,390,2213,8923,127308,53767
12199,MDU Resources Group Inc,MT,2002,3,943,12897,18634,920,16853,4453,664,14970,135,64,1162,333,2591,45882,23555
12825,NorthWestern Energy LLC,MT,2002,3,12909,195931,241040,11192,187245,50468,1773,43265,78,988,5054,3740,26862,431495,295326
19156,Powder River Energy Corp,MT,2002,3,4,63,94,29,518,65,0,0,0,0,0,0,33,581,159
19545,Black Hills Power Inc,MT,2002,3,1,7,11,2,15,20,44,933,3,0,0,0,47,955,34
19603,USBIA-Mission Valley Power,MT,2002,3,1009,19991,12595,497,8967,2768,72,1744,1,19,150,2729,1597,30852,18093
20169,Avista Corp,MT,2002,3,1,17,13,0,4,1,0,0,0,2,23,8,3,44,22
20997,Yellowstone Valley Elec Co-op,MT,2002,3,964,14198,12166,192,2970,1050,0,0,0,1,12,174,1157,17180,13390
88888,Total EPM,MT,2002,3,25953,385312,0,20097,332985,0,12629,336364,0,1881,26889,0,60560,1081549,0
0,State Level Adjustment,NC,2002,3,92335,1017376,0,42885,516252,0,14666,292329,0,2533,28557,0,152419,1854514,0
3046,Carolina Power & Light Co,NC,2002,3,77261,982111,942901,50903,750629,165485,36779,755074,3887,5150,95899,2357,170093,2583713,1114630
5416,Duke Power Co,NC,2002,3,104370,1412343,1414622,81076,1370805,223917,49856,1166062,6136,1925,18484,8499,237227,3967694,1653174
6235,Fayetteville Public Works Comm,NC,2002,3,5089,64814,61889,3540,52585,6799,1479,30454,22,400,5924,27517,10508,153777,96227
9837,Jones-Onslow Elec Member Corp,NC,2002,3,4236,50399,46519,964,13213,3500,0,0,0,0,0,0,5200,63612,50019
16496,Rutherford Elec Member Corp,NC,2002,3,5438,66268,57258,683,8158,3531,323,9152,18,7,77,65,6451,83655,60872
19876,Virginia Electric & Power Co,NC,2002,3,7893,95157,94343,3278,48212,14636,4531,99301,87,868,11900,2141,16570,254570,111207
24889,Brunswick Electric Member Corp,NC,2002,3,5479,51577,61408,950,11514,1476,0,0,0,56,150,236,6485,63241,63120
88888,Total EPM,NC,2002,3,302101,3740045,0,184279,2771368,0,107634,2352372,0,10939,160991,0,604953,9024776,0
0,State Level Adjustment,ND,2002,3,3943,64064,0,2139,33071,0,3996,102354,0,405,18447,0,10483,217937,0
12087,McKenzie Electric Coop Inc,ND,2002,3,290,4894,3982,570,7425,1015,457,10453,5,0,0,0,1317,22772,5002
12199,MDU Resources Group Inc,ND,2002,3,2952,44370,59450,3227,52132,9491,590,11599,167,254,4800,1383,7023,112901,70491
12301,Nodak Electric Coop Inc,ND,2002,3,1828,33587,15010,186,3018,313,655,17231,268,225,5962,3,2894,59798,15594
13196,Northern Plains Electric Coop,ND,2002,3,1074,17464,9223,234,3688,1088,241,5665,10,62,57,400,1611,26874,10721
13781,Northern States Power Co,ND,2002,3,3832,71056,72859,3564,82253,11440,928,23217,26,153,2124,276,8477,178650,84601
14088,Oliver-Mercer Elec Coop Inc,ND,2002,3,270,4624,2468,75,1240,488,517,10757,4,14,34,845,876,16655,3805
14232,Otter Tail Power Co,ND,2002,3,3164,54112,44205,4346,81331,11750,198,4341,2,158,2454,503,7866,142238,56460
19790,Verendrye Electric Coop Inc,ND,2002,3,736,11394,8767,377,6553,1148,165,4219,6,220,8087,53,1498,30253,9974
20395,West Plains Electric Coop Inc,ND,2002,3,329,5900,4246,92,1533,841,626,8824,720,1,20,9,1048,16277,5816
24949,Cass County Elec Coop Inc,ND,2002,3,2193,41817,19937,932,19321,2014,128,3986,15,110,344,435,3363,65468,22401
88888,Total EPM,ND,2002,3,20611,353282,0,15742,291565,0,8501,202646,0,1602,42329,0,46456,889823,0
0,State Level Adjustment,NE,2002,3,13567,225781,0,7791,129505,0,4957,94732,0,5834,95970,0,32149,545987,0
4373,Cornhusker Public Power Dist,NE,2002,3,669,10381,6582,174,3195,309,158,4061,1531,1,17,15,1002,17654,8437
4911,Dawson Power District,NE,2002,3,964,18444,14096,231,4487,1213,35,945,4589,8,82,17,1238,23958,19915
6779,Freemont City of,NE,2002,3,474,10235,11471,168,3291,1441,641,16332,452,9,115,453,1292,29973,13817
8245,Hastings City of,NE,2002,3,428,6757,10324,369,6436,1922,672,18913,44,54,1235,132,1523,33341,12422
11018,Lincoln Electric System,NE,2002,3,4169,79625,99938,3573,81287,13436,1675,41854,230,889,20106,1418,10306,222872,115022
11251,Loup River Public Power Dist,NE,2002,3,884,21953,13990,491,11125,2687,1450,48849,406,118,2906,421,2943,84833,17504
13337,Nebraska Public Power District,NE,2002,3,5312,69706,68888,3757,64267,15031,2561,82645,702,696,13519,2251,12326,230137,86872
13664,Norris Public Power District,NE,2002,3,1368,23026,12838,273,3697,3041,586,12606,1064,15,134,121,2242,39463,17064
14127,Omaha Public Power District,NE,2002,3,14529,241558,264739,13052,247949,37477,5767,171992,115,342,2665,581,33690,664164,302912
17642,Southern Public Power District,NE,2002,3,1149,19695,14786,186,2644,2042,4013,22197,8005,,,,5348,44536,24833
40606,Grand Island City of,NE,2002,3,705,12663,18793,589,11173,3165,777,20454,74,37,729,680,2108,45019,22712
88888,Total EPM,NE,2002,3,44218,739824,0,30654,569056,0,23292,535580,0,8003,137478,0,106167,1981937,0
0,State Level Adjustment,NH,2002,3,530,923,0,437,2140,0,566,4656,0,54,-501,0,1586,7219,0
4148,Concord Electric Co,NH,2002,3,1362,14043,23629,1111,12290,3617,926,11682,69,504,5833,1146,3903,43848,28461
4184,Connecticut Valley Elec Co,NH,2002,3,661,4919,8958,747,6664,1493,176,2109,2,14,61,15,1598,13753,10468
6077,Exeter & Hampton Electric Co,NH,2002,3,2007,21256,34975,1001,10191,5529,909,12028,56,278,2736,1436,4195,46211,41996
13441,New Hampshire Elec Coop Inc,NH,2002,3,3868,33509,62406,1595,15290,9303,598,6641,10,25,126,87,6086,55566,71806
15472,Public Service Co of NH,NH,2002,3,26759,225827,377579,24017,236355,60913,12552,134610,2855,420,2014,492,63748,598806,441839
26510,Granite State Electric Co,NH,2002,3,2066,21308,32591,2331,29960,5644,575,7796,245,47,247,51,5019,59311,38531
88888,Total EPM,NH,2002,3,37253,321785,0,31239,312890,0,16302,179522,0,1342,10516,0,86135,824714,0
0,State Level Adjustment,NJ,2002,3,2978,42801,0,2544,62189,0,5289,69236,0,13,-1714,0,10823,172513,0
963,Atlantic City Electric Co,NJ,2002,3,31505,289279,447877,25182,264150,59804,4841,58143,997,835,4087,510,62363,615659,509188
9726,Jersey Central Power & Lt Co,NJ,2002,3,67459,660472,913931,59408,613795,111194,20691,242825,2773,1742,7709,1461,149300,1524801,1029359
15477,Public Service Elec & Gas Co,NJ,2002,3,78658,867557,1740853,147403,1690363,240363,45292,555725,8629,2158,31699,8592,273511,3145344,1998437
16213,Rockland Electric Co,NJ,2002,3,4340,46675,61560,5308,61633,8530,353,4394,29,71,594,28,10072,113296,70147
